MaizeGDB: Details of Map Genetic 9
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Sequence
T5-9(8386)(9)	51.00																						
T5-9a(9)	51.00																						
hsk1	51.00		GRMZM5G844723	Chr9	129484814	129489588																	
ufg71	51.10		GRMZM5G870176	Chr9	26614838	26620115	Zm00001d045557	Chr9	26655928	26661244	Zm00001eb379070	chr9	28612349	28617634									
TIDP2896	51.50		GRMZM2G051890	Chr9	26631544	26635096	Zm00001d045559	Chr9	26672469	26675973	Zm00001eb379100	chr9	28629007	28632491									
myb148	51.60		GRMZM2G044824	Chr9	26643904	26645305	Zm00001d045560	Chr9	26696309	26697439	Zm00001eb379110	chr9	28652737	28654621									
d3	52.00		GRMZM2G093195	Chr9	26725936	26729883	Zm00001d045563	Chr9	26822040	26825680	Zm00001eb379120	chr9	28778514	28782552									
mmp170b	52.02																						
si614021f04b	52.07		GRMZM2G475360	Chr9	26833565	26839136	Zm00001d045566	Chr9	26894389	26898864	Zm00001eb379150	chr9	28849951	28855448									
LOC100191686	52.07		GRMZM2G475293	Chr9	26831058	26834980	Zm00001d045565	Chr9	26893302	26894615	Zm00001eb379140	chr9	28849802	28851296									
ring510	52.24		GRMZM2G367650	Chr9	26946671	26947808	Zm00001d045568	Chr9	27006615	27007079	Zm00001eb379190	chr9	28962999	28964150									
ssl1	52.26		GRMZM2G066862	Chr9	26957212	26958769	Zm00001d045571	Chr9	27017282	27018543	Zm00001eb379210	chr9	28973864	28975125									
LOC103639851	52.27		GRMZM2G066775	Chr9	26959407	26960478	Zm00001d045572	Chr9	27019060	27022973	Zm00001eb379220	chr9	28975652	28979643									
fnr3	52.30		GRMZM2G168143	Chr9	27028016	27030404	Zm00001d045575	Chr9	27084919	27086859	Zm00001eb379240	chr9	29026397	29043520									
LOC100280993	52.36		GRMZM2G084739	Chr9	27105587	27108026	Zm00001d045578	Chr9	27179112	27180859	Zm00001eb379270	chr9	29135561	29137554									
LOC103638177	52.41		GRMZM2G084968	Chr9	27109789	27112722	Zm00001d045580	Chr9	27183411	27186157	Zm00001eb379290	chr9	29139818	29142841									
mybr69	52.43		GRMZM2G135052	Chr9	27185077	27191507	Zm00001d045581	Chr9	27258563	27264640	Zm00001eb379300	chr9	29215205	29221699									
si605018e07b	52.45		GRMZM2G135044	Chr9	27192679	27194543	Zm00001d045582	Chr9	27266247	27268081	Zm00001eb379310	chr9	29222829	29224838									
IDP1681	52.50		GRMZM2G037624	Chr9	27237636	27243276	Zm00001d045583	Chr9	27328993	27334927	Zm00001eb379320	chr9	29285953	29291644									
gras32	52.88		GRMZM2G051785	Chr9	27346189	27348215	Zm00001d045589	Chr9	27423699	27425201	Zm00001eb379340	chr9	29380027	29382175									
cl42495_1	52.90		GRMZM2G040995	Chr9	27446657	27455323	Zm00001d045590	Chr9	27537950	27546688	Zm00001eb379350	chr9	29494390	29503361									
T4-9(5657)(9)	53.00																						
T8-9(6673)(9)	53.00																						
T1-9(4398)(9)	53.00																						
T2-9(6656)(9)	53.00																						
T3-9(5775)(9)	53.00																						
T8-9(5391)(9)	53.00																						
Zm00001d045596	53.89		GRMZM2G041765	Chr9	27964192	27967415	Zm00001d045596	Chr9	28028596	28031674	Zm00001eb379410	chr9	29985108	29994051									
skus12	53.95		GRMZM2G049693	Chr9	28017160	28021526	Zm00001d045599	Chr9	28082328	28086696	Zm00001eb379440	chr9	30038777	30043391									
w11	54.00																						
T5-9(4817)(9)	54.00																						
T1-9(4995)(9)	54.00																						
T7-9a(9)	54.00																						
nut1	54.01		GRMZM2G440219	Chr9	28147827	28149574	Zm00001d045601	Chr9	28127424	28127858	Zm00001eb379460	chr9	30080781	30084826									
psr160d	54.05																						
polm3	54.85		GRMZM2G153792	Chr9	28406066	28413513	Zm00001d045603	Chr9	28436212	28457275	Zm00001eb379470	chr9	30375978	30397143									
LOC103638191	54.87		GRMZM5G805350	Chr9	28413712	28414162	Zm00001d045605	Chr9	28491169	28499608	Zm00001eb379480	chr9	30396190	30439304									
T9-10b(9)	55.00																						
acx4	55.03		GRMZM2G052389	Chr9	28517992	28523621	Zm00001d045606	Chr9	28548471	28570138	Zm00001eb379490	chr9	30488226	30509945									
IDP248	55.10		GRMZM2G154093	Chr9	28623738	28626266	Zm00001d045610	Chr9	28669344	28671875	Zm00001eb379510	chr9	30609074	30611726									
Zm00008a033967	55.11		GRMZM2G154229	Chr9	28628215	28634137	Zm00001d045611	Chr9	28673728	28679642	Zm00001eb379530	chr9	30613379	30619443					Zm00008a033967	chr9	28878159	28886907	
nactf68	55.12		GRMZM2G459156	Chr9	28855314	28857245	Zm00001d045616	Chr9	28908014	28908461	Zm00001eb379540	chr9	30832984	30848137									
LOC103638196	55.12		GRMZM2G459172	Chr9	28839991	28844642	Zm00001d045615	Chr9	28893204	28896517	Zm00001eb379540	chr9	30832984	30848137									
nactf117	55.13		GRMZM2G163914	Chr9	28857463	28862279	Zm00001d045617	Chr9	28909570	28912421	Zm00001eb379550	chr9	30849309	30852203									
pete1	55.14						Zm00001d045620	Chr9	29037559	29038026	Zm00001eb379570	chr9	30977201	30979124									
pco116018	55.14		GRMZM2G163877	Chr9	28860742	28862279	Zm00001d045618	Chr9	28912539	28913902	Zm00001eb379560	chr9	30852137	30853684									
phd21	55.16		GRMZM2G156129	Chr9	29170751	29171909	Zm00001d045629	Chr9	29279184	29282692	Zm00001eb379610	chr9	31218964	31220380									
arm5	55.16		GRMZM2G452016	Chr9	29411944	29414525	Zm00001d045632	Chr9	29535058	29540801	Zm00001eb379620	chr9	31474729	31477467									
chr30	55.17		GRMZM2G472428	Chr9	30063256	30088418	Zm00001d045635	Chr9	30190972	30217757	Zm00001eb379660	chr9	32130893	32157724									
cct48	55.17		GRMZM2G167216	Chr9	30133118	30134309	Zm00001d045636	Chr9	30233033	30234250	Zm00001eb379680	chr9	32172937	32174184									
voz6	55.17						Zm00001d045641	Chr9	30486865	30489167	Zm00001eb379720	chr9	32446268	32449496									
e2f24	55.17		GRMZM2G080196	Chr9	30210996	30212269	Zm00001d045639	Chr9	30352619	30353995	Zm00001eb379690	chr9	32281911	32293342									
pco095808	55.18						Zm00001d045646	Chr9	30798021	30805907	Zm00001eb379800	chr9	32758863	32769062									
dnaJ85	55.18		GRMZM2G434839	Chr9	30634901	30641723	Zm00001d045645	Chr9	30795326	30797123	Zm00001eb379790	chr9	32754838	32757839									
cl1900_1b	55.19		GRMZM2G058407	Chr9	30956416	30961752	Zm00001d045650	Chr9	31087032	31092256	Zm00001eb379840	chr9	33047870	33053094									
cl57132_1	55.19		GRMZM2G096184	Chr9	31100528	31112675	Zm00001d045655	Chr9	31231033	31243303	Zm00001eb379890	chr9	33191872	33204205									
rnrs1	55.19		GRMZM2G060163	Chr9	30855562	30857663	Zm00001d045649	Chr9	30986811	30987830	Zm00001eb379830	chr9	32947245	32949163									
col4	55.20		GRMZM2G107886	Chr9	31881581	31883549	Zm00001d045661	Chr9	32056769	32058471	Zm00001eb379950	chr9	34000907	34002871									
kcs22	55.20		GRMZM2G168956	Chr9	31493354	31495325	Zm00001d045660	Chr9	31624631	31625506	Zm00001eb379940	chr9	33585557	33587502									
npf50	55.20		GRMZM2G361652	Chr9	32305176	32309221	Zm00001d045667	Chr9	32539610	32542534	Zm00001eb380020	chr9	34483609	34487825									
Zm00001eb379970	55.20		GRMZM2G157670	Chr9	31939333	31940901	Zm00001d045663	Chr9	32136528	32137595	Zm00001eb379970	chr9	34081128	34081440									
GRMZM2G035417	55.20		GRMZM2G035417	Chr9	32078633	32089472	Zm00001d045665	Chr9	32284202	32295054	Zm00001eb379990	chr9	34228339	34239154									
asn1	55.21		GRMZM2G074589	Chr9	32468024	32477360	Zm00001d045675	Chr9	32681291	32690688	Zm00001eb380080	chr9	34625482	34634881									
bag18	55.21		GRMZM2G018988	Chr9	32531261	32533637	Zm00001d045678	Chr9	32740463	32742908	Zm00001eb380100	chr9	34684958	34685785									
ccl29	55.21						Zm00001d045679	Chr9	32796228	32798400	Zm00001eb380130	chr9	34740499	34742661									
gsl3	55.22		GRMZM2G105364	Chr9	32910946	32912670	Zm00001d045685	Chr9	33208139	33209281	Zm00001eb380150	chr9	35152744	35153561									
IDP8189	55.30		GRMZM2G058026	Chr9	33338848	33342335	Zm00001d045695	Chr9	33746028	33749898	Zm00001eb380190	chr9	35690449	35694204									
almt10	55.31		GRMZM2G057983	Chr9	33342558	33346609	Zm00001d045696	Chr9	33750126	33754020	Zm00001eb380200	chr9	35694307	35698385									
mads94	55.33		GRMZM2G057966	Chr9	33352557	33353735	Zm00001d045697	Chr9	33759999	33760972													
umc1420	55.42		GRMZM2G031479	Chr9	33582844	33588447	Zm00001d045703	Chr9	33995167	34000710	Zm00001eb380240	chr9	35939506	35945182									
rf2	55.44		GRMZM2G058675	Chr9	34129753	34143728	Zm00001d045706	Chr9	34496670	34509714	Zm00001eb380260	chr9	36441093	36454140									
ccp26	55.44		GRMZM2G137690	Chr9	34444257	34446105	Zm00001d045713	Chr9	34815482	34816606	Zm00001eb380320	chr9	36759799	36760923									
ccp27	55.44		AC225716.2_FG003	Chr9	34374791	34375915	Zm00001d045711	Chr9	34739030	34740154	Zm00001eb380300	chr9	36683341	36684465									
ccp39	55.44		GRMZM2G165086	Chr9	34238081	34239847	Zm00001d045708	Chr9	34597188	34598313	Zm00001eb380280	chr9	36541494	36542619									
ccp40	55.44		AC225716.2_FG006	Chr9	34287761	34288884	Zm00001d045709	Chr9	34649471	34650594	Zm00001eb380290	chr9	36593781	36594904									
tbl54	55.45		AC216886.3_FG003	Chr9	34674866	34676053	Zm00001d045720	Chr9	35046631	35047818	Zm00001eb380380	chr9	36991724	36992163									
LOC103639885	55.45		GRMZM2G318737	Chr9	34558485	34561089	Zm00001d045718	Chr9	34930085	34931686	Zm00001eb380360	chr9	36874961	36875764									
tbl55	55.46		AC216886.3_FG002	Chr9	34716862	34718301	Zm00001d045721	Chr9	35087132	35088916	Zm00001eb380390	chr9	37031446	37033271									
tbl56	55.48		AC216886.3_FG001	Chr9	34737601	34738854	Zm00001d045722	Chr9	35108084	35109388	Zm00001eb380400	chr9	37052397	37053868									
hsbp2	55.50		GRMZM2G065355	Chr9	34805920	34808236	Zm00001d045724	Chr9	35182183	35184071	Zm00001eb380410	chr9	37126151	37130062									
impb10	55.52		GRMZM2G457415	Chr9	34843533	34862015	Zm00001d045725	Chr9	35215354	35239296	Zm00001eb380420	chr9	37160368	37178997									
bak1	55.80		GRMZM2G145720	Chr9	35179613	35185362	Zm00001d045728	Chr9	35557580	35561282	Zm00001eb380430	chr9	37501969	37505622									
LOC103638261	55.81		GRMZM2G060522	Chr9	35248510	35250105	Zm00001d045729	Chr9	35624307	35627408	Zm00001eb380440	chr9	37568555	37570298									
prx107	55.82		GRMZM2G438129	Chr9	35393789	35394711	Zm00001d045731	Chr9	35769635	35770365													
rz273c(ant)	55.98																						
T6-9(4505)(9)	56.00																						
T3-9(020-5)(9)	56.00																						
T7-9(6225)(9)	56.00																						
T7-9(8383)(9)	56.00																						
TB-9Sd(9)	56.00																						
conz1	56.00		GRMZM2G405368	Chr9	35635308	35639846	Zm00001d045735	Chr9	36009335	36013889	Zm00001eb380460	chr9	37953594	37958207									
pub26	56.01		GRMZM2G065612	Chr9	35710137	35730164	Zm00001d045739	Chr9	36163702	36169052	Zm00001eb380500	chr9	38081972	38087620									
aaap58	56.02		GRMZM2G150406	Chr9	35849286	35852651	Zm00001d045740	Chr9	36283444	36288609	Zm00001eb380520	chr9	38201641	38205180									
fha20	56.03		GRMZM2G455687	Chr9	35929143	35945956	Zm00001d045744	Chr9	36378780	36410375	Zm00001eb380550	chr9	38297012	38328671									
Zm00001eb380540	56.03						Zm00001d045743	Chr9	36373724	36374773	Zm00001eb380540	chr9	38292410	38293036									
Zm00001eb380560	56.03		GRMZM2G121319	Chr9	35965177	35968202	Zm00001d045745	Chr9	36431389	36432700	Zm00001eb380560	chr9	38349814	38350914									
AM490196a	56.04		GRMZM5G894110	Chr9	36469352	36471144	Zm00001d045748	Chr9	36897127	36898825	Zm00001eb380580	chr9	38788066	38850065									
phd27	56.05		GRMZM2G071613	Chr9	36768420	36771264	Zm00001d045755	Chr9	37242832	37245915	Zm00001eb380630	chr9	39161221	39164290									
endo1	56.06		GRMZM2G144610	Chr9	37552323	37553942	Zm00001d000418	B73V4_ctg121	28928	30307	Zm00001eb380720	chr9	39963966	39965630									
pco064776b	56.06		GRMZM2G175243	Chr9	37392815	37393572	Zm00001d045765	Chr9	37884826	37885308	Zm00001eb380700	chr9	39803270	39804027									
cadtfr12	56.07		GRMZM2G167576	Chr9	37856306	37857363	Zm00001d045772	Chr9	38367392	38368180	Zm00001eb380770	chr9	40283027	40284113									
GRMZM5G844143	56.07		GRMZM5G844143	Chr9	37560868	37561807	Zm00001d000417	B73V4_ctg121	20918	21979	Zm00001eb380730	chr9	39972797	39973523									
Zm00001d045770	56.07						Zm00001d045770	Chr9	38213441	38213986	Zm00001eb380750	chr9	40128608	40130635									
Zm00001eb380830	56.08		GRMZM2G071750	Chr9	38270866	38271350	Zm00001d045782	Chr9	38771710	38792930	Zm00001eb380830	chr9	40687307	40708833									
pds5	56.09		GRMZM2G010637	Chr9	38293369	38312734	Zm00001d045783	Chr9	38793950	38813591	Zm00001eb380840	chr9	40709225	40729377									
umc2370	56.10		GRMZM2G099745	Chr9	38414086	38416505	Zm00001d045784	Chr9	38914713	38917486	Zm00001eb380850	chr9	40830269	40833639									
Zm00001d045785	56.10		GRMZM2G027958	Chr9	38545467	38547347	Zm00001d045785	Chr9	39079819	39081294	Zm00001eb380860	chr9	40965318	40967808									
ugt2	56.11		GRMZM2G008539	Chr9	38706650	38708397	Zm00001d045788	Chr9	39266100	39267810	Zm00001eb380880	chr9	41151938	41153717									
expb14	56.12		GRMZM2G118873	Chr9	38797630	38799842	Zm00001d045792	Chr9	39400431	39401891	Zm00001eb380890	chr9	41286314	41287802									
col6	56.13		GRMZM2G013398	Chr9	39579626	39585243	Zm00001d045804	Chr9	40102185	40108023	Zm00001eb380990	chr9	41987858	41993814									
ftip24	56.13		GRMZM2G027665	Chr9	39370226	39379630	Zm00001d045800	Chr9	39937307	39947203	Zm00001eb380960	chr9	41822997	41833367									
magi94754	56.14		GRMZM2G133050	Chr9	40676970	40681093	Zm00001d045819	Chr9	41248926	41252992	Zm00001eb381110	chr9	43134713	43138865									
IDP7865	56.14		GRMZM2G073123	Chr9	40352961	40359027	Zm00001d045812	Chr9	40934716	40939528	Zm00001eb381040	chr9	42819463	42825339									
TIDP3766	56.15		GRMZM2G033029	Chr9	41210563	41217564	Zm00001d045825	Chr9	41793789	41800712	Zm00001eb381130	chr9	43679529	43686519									
Zm00001eb381150	56.16		GRMZM2G111920	Chr9	41607159	41607842	Zm00001d045826	Chr9	42168801	42169346	Zm00001eb381150	chr9	44054544	44055182									
Zm00001eb381210	56.17		GRMZM2G538535	Chr9	42055307	42065208	Zm00001d045836	Chr9	42595858	42605898	Zm00001eb381210	chr9	44481515	44491669									
TIDP6523	56.18		GRMZM5G803381	Chr9	42075084	42076261	Zm00001d045837	Chr9	42688593	42707734	Zm00001eb381220	chr9	44573716	44593541									
Zm00001d045839	56.19		GRMZM2G400694	Chr9	42361104	42363689	Zm00001d045839	Chr9	42917485	42919506	Zm00001eb381250	chr9	44803105	44805451									
Zm00001d045838	56.19		GRMZM2G400720	Chr9	42365092	42367282	Zm00001d045838	Chr9	42913838	42915841	Zm00001eb381240	chr9	44799497	44801798									
TIDP2769	56.20		GRMZM2G070603	Chr9	42759969	42761625	Zm00001d045845	Chr9	43387648	43389074	Zm00001eb381290	chr9	45273387	45274852									
prx105	56.21		GRMZM2G370928	Chr9	42766898	42768516	Zm00001d045846	Chr9	43395025	43397774	Zm00001eb381300	chr9	45280796	45282202									
Zm00001d045848	56.23		GRMZM2G330581	Chr9	42827220	42830145	Zm00001d045848	Chr9	43410426	43459256	Zm00001eb381320	chr9	45336885	45345333									
aed1	56.24		GRMZM2G033685	Chr9	42835392	42836975	Zm00001d045849	Chr9	43464382	43465872	Zm00001eb381330	chr9	45349961	45351948									
expb15	56.30		GRMZM2G121308	Chr9	43591720	43593231	Zm00001d045861	Chr9	44259518	44260979	Zm00001eb381400	chr9	46145134	46146640									
LOC100217220	56.32		GRMZM2G099740	Chr9	43625779	43627662	Zm00001d045862	Chr9	44291551	44293313	Zm00001eb381410	chr9	46177110	46178902									
gras89	56.38										Zm00001eb381460	chr9	46391680	46392336									
pza03469	56.40		GRMZM2G465169	Chr9	43841651	43847738	Zm00001d045864	Chr9	44506873	44511952	Zm00001eb381470	chr9	46392633	46397678									
IDP8462	56.48		GRMZM2G352607	Chr9	44243520	44250275	Zm00001d045872	Chr9	44943688	44950408	Zm00001eb381520	chr9	46829850	46836520									
IDP2406	56.50		GRMZM2G110993	Chr9	44281108	44294502	Zm00001d045873	Chr9	45038209	45051640	Zm00001eb381530	chr9	46924487	46937879									
grp5	56.50		GRMZM2G146308	Chr9	44448603	44449632	Zm00001d045875	Chr9	45234087	45234900	Zm00001eb381540	chr9	47091511	47092534									
Zm00001d045877	56.50		AC213612.3_FG001	Chr9	44505552	44506202	Zm00001d045877	Chr9	45290138	45291112	Zm00001eb381550	chr9	47147546	47148978									
nhx14	56.51		GRMZM2G118019	Chr9	44683459	44686597	Zm00001d045883	Chr9	45473833	45477106	Zm00001eb381570	chr9	47331169	47334521									
LOC100274442	56.51		GRMZM2G420988	Chr9	44686573	44689415	Zm00001d045884	Chr9	45476960	45478333	Zm00001eb381580	chr9	47334485	47341723									
c3h5	56.52		GRMZM2G395842	Chr9	44938811	44971017	Zm00001d045887	Chr9	45732153	45749402	Zm00001eb381600	chr9	47573843	47609012									
LOC109942512	56.52		GRMZM2G388285	Chr9	44913856	44915363	Zm00001d045886	Chr9	45689219	45709384													
cl59639_1c	56.53		GRMZM2G476848	Chr9	45174356	45175280	Zm00001d045888	Chr9	45945932	45946440	Zm00001eb381620	chr9	47803434	47807977									
magi104697	56.54		GRMZM2G074085	Chr9	45340858	45343374	Zm00001d045889	Chr9	46113964	46116409	Zm00001eb381630	chr9	47971398	47973915									
vq47	56.55		GRMZM2G374336	Chr9	45345607	45346280	Zm00001d045890	Chr9	46118717	46119088													
vq48	56.56		GRMZM5G849527	Chr9	45346699	45347142	Zm00001d045891	Chr9	46119808	46120179	Zm00001eb381640	chr9	47977312	47977683									
vq49	56.56		GRMZM5G864059	Chr9	45347790	45348233	Zm00001d045892	Chr9	46120899	46121270	Zm00001eb381650	chr9	47978403	47978933									
rz953	56.58		GRMZM2G082962	Chr9	45381581	45386645	Zm00001d045894	Chr9	46154237	46159068	Zm00001eb381660	chr9	48008570	48013689									
npf21	56.58		GRMZM2G475673	Chr9	46112986	46121944	Zm00001d045909	Chr9	46998836	47006625	Zm00001eb381860	chr9	48857233	48861543									
GRMZM2G057301	56.58		GRMZM2G057301	Chr9	45456370	45457639	Zm00001d045896	Chr9	46334718	46335173	Zm00001eb381760	chr9	48189354	48190793									
Zm00001d045901	56.58		GRMZM2G446666	Chr9	45619732	45623217	Zm00001d045901	Chr9	46519763	46520276													
cl19095_1	56.59		GRMZM2G085932	Chr9	46534726	46538538	Zm00001d045926	Chr9	47429464	47433273	Zm00001eb381960	chr9	49284393	49288211									
dgatii2	56.59		GRMZM2G050641	Chr9	46584143	46587794	Zm00001d045927	Chr9	47487176	47490826	Zm00001eb381970	chr9	49341897	49345775									
pfk4	56.59		GRMZM2G314094	Chr9	46361826	46364872	Zm00001d045919	Chr9	47232119	47242871	Zm00001eb381920	chr9	49096529	49097831									
ahl25	56.59		GRMZM2G024005	Chr9	46645489	46646959	Zm00001d045928	Chr9	47542843	47543763	Zm00001eb381980	chr9	49397259	49398999									
dzs10	56.60						Zm00001d045937	Chr9	47916398	47916850	Zm00001eb382030	chr9	49771217	49771858									
oec2	56.60		GRMZM2G021617	Chr9	57921763	57923880																	
cl31094_1b	56.60		GRMZM2G052373	Chr9	47073206	47076094	Zm00001d045938	Chr9	47945117	47971768	Zm00001eb382040	chr9	49798244	49826862									
Zm00001eb382010	56.60		GRMZM2G113480	Chr9	46856864	46857545	Zm00001d045935	Chr9	47746695	47747102	Zm00001eb382010	chr9	49601252	49602307									
si618021e07	56.61		GRMZM2G115329	Chr9	47394055	47397487	Zm00001d045940	Chr9	48269478	48272851	Zm00001eb382060	chr9	50124373	50127827									
cry3	56.61		GRMZM2G172152	Chr9	47500113	47508268	Zm00001d045944	Chr9	48378179	48386336	Zm00001eb382070	chr9	50233031	50241207									
lgn1	56.62		GRMZM2G134382	Chr9	47658297	47660713	Zm00001d045945	Chr9	48527705	48530228	Zm00001eb382080	chr9	50382659	50385926									
mate46	56.62		GRMZM2G166459	Chr9	48052548	48074878	Zm00001d045948	Chr9	48992565	49020996	Zm00001eb382100	chr9	50824626	50846922									
si486042a03a	56.63		GRMZM2G351074	Chr9	49684003	49694061	Zm00001d045967	Chr9	50649080	50659027	Zm00001eb382260	chr9	52471793	52499255									
fdh2	56.63		GRMZM2G049811	Chr9	49446265	49450529	Zm00001d045965	Chr9	50417671	50421825	Zm00001eb382240	chr9	52240187	52244644									
IDP782	56.63																						
otsl4	56.63		GRMZM2G351786	Chr9	49275630	49320901	Zm00001d045962	Chr9	50243771	50262642													
GRMZM2G086641	56.63		GRMZM2G086641	Chr9	49398772	49400266	Zm00001d045964	Chr9	50370485	50371409	Zm00001eb382230	chr9	52192999	52193513									
Zm00001d045950	56.63		GRMZM2G123604	Chr9	48221934	48227182	Zm00001d045950	Chr9	49159803	49165260	Zm00001eb382120	chr9	50991904	50997627									
jmj35	56.63		GRMZM2G021400	Chr9	48802003	48804450	Zm00001d045958	Chr9	49771787	49776967	Zm00001eb382210	chr9	51588383	51597016									
xaxt1	56.64		GRMZM2G412986	Chr9	50023647	50029435	Zm00001d045972	Chr9	50993715	50999528	Zm00001eb382290	chr9	52816143	52822254									
si660011b07e	56.64		GRMZM2G366049	Chr9	49912625	49914029	Zm00001d045969	Chr9	50846905	50848311	Zm00001eb382280	chr9	52669202	52670949									
pgl53	56.64		GRMZM2G435380	Chr9	50141291	50143269	Zm00001d045974	Chr9	51114232	51116210	Zm00001eb382310	chr9	52936757	52938979									
pub36	56.64		GRMZM2G099648	Chr9	50185623	50197677	Zm00001d045975	Chr9	51158495	51170249	Zm00001eb382320	chr9	52981091	52993230									
Zm00001d045973	56.64		GRMZM2G398628	Chr9	50077212	50079848	Zm00001d045973	Chr9	51047617	51049885	Zm00001eb382300	chr9	52870393	52871638									
LOC103638382	56.64		GRMZM2G704174	Chr9	49669327	49673071	Zm00001d045966	Chr9	50634540	50638284													
GRMZM2G437487	56.64		GRMZM2G437487	Chr9	50282299	50288575	Zm00001d045977	Chr9	51259292	51261487	Zm00001eb382330	chr9	53082684	53083911									
pco070107	56.65		GRMZM2G410152	Chr9	51770330	51771142	Zm00001d045988	Chr9	52802775	52803272	Zm00001eb382400	chr9	54603751	54604587									
phs1	56.65		GRMZM2G100103	Chr9	52042688	52059619	Zm00001d045993	Chr9	53061463	53078264	Zm00001eb382430	chr9	54862180	54879573									
xat2	56.65		GRMZM6G474234	Chr9	52423318	52424569	Zm00001d046005	Chr9	53471911	53476191	Zm00001eb382490	chr9	55253424	55257824									
xt7	56.65		GRMZM2G354610	Chr9	52349166	52351544	Zm00001d046004	Chr9	53385950	53388295	Zm00001eb382480	chr9	55167212	55169799									
Zm00001eb382440	56.65		GRMZM2G059412	Chr9	51975507	52026608					Zm00001eb382440	chr9	54895294	54900090									
Zm00001eb382450	56.65		GRMZM2G369559	Chr9	51967469	51969443					Zm00001eb382450	chr9	54902392	54903899									
uce11	56.66		GRMZM2G464572	Chr9	57913128	57917754																	
csld3	56.66		GRMZM2G061764	Chr9	52961497	52964749	Zm00001d046014	Chr9	54568465	54572112	Zm00001eb382520	chr9	56350185	56353661									
LOC100280670	56.66		GRMZM6G829104	scaffold_130	478	2614	Zm00001d046016	Chr9	55158778	55161731	Zm00001eb382540	chr9	56915566	56918686									
LOC100285079	56.66		GRMZM2G077844	Chr9	54493466	54515469	Zm00001d046020	Chr9	55668151	55690229	Zm00001eb382580	chr9	57424914	57447124									
xth10	56.66		GRMZM2G143473	Chr9	53764682	53766013	Zm00001d046007	Chr9	53772068	53773355	Zm00001eb382500	chr9	55553809	55555243									
mads47	56.67		GRMZM2G099577	Chr9	70600799	70601941	Zm00001d046054	Chr9	60326844	60327986	Zm00001eb382780	chr9	62431091	62432232									
almt9	56.67		GRMZM2G118507	Chr9	55167553	55169849	Zm00001d046029	Chr9	56386766	56389222	Zm00001eb382650	chr9	58110830	58113338									
prx101	56.67		GRMZM2G097934	Chr9	73709507	73710714	Zm00001d046035	Chr9	57472672	57474026	Zm00001eb382680	chr9	59389405	59390461									
Zm00001eb382760	56.67						Zm00001d046049	Chr9	59662898	59664156	Zm00001eb382760	chr9	61767177	61770065									
Zm00001d046039	56.67		GRMZM2G516387	Chr9	72763264	72770484	Zm00001d046039	Chr9	58107514	58194898	Zm00001eb382690	chr9	60165489	60252896									
LOC100274139	56.67		GRMZM2G093598	Chr9	70423717	70430184	Zm00001d046060	Chr9	60497376	60505212	Zm00001eb382810	chr9	62602867	62609748									
LOC103638554	56.67		GRMZM2G093493	Chr9	70481332	70482423	Zm00001d046059	Chr9	60445862	60447715	Zm00001eb382800	chr9	62547624	62551824									
LOC103638555	56.67		GRMZM2G099554	Chr9	70602170	70603925																	
tbl57	56.68		GRMZM2G061283	Chr9	69375800	69380830	Zm00001d046073	Chr9	61597161	61601700	Zm00001eb382910	chr9	63701489	63706000									
bag19	56.68		GRMZM2G361893	Chr9	69369100	69370819	Zm00001d046075	Chr9	61607838	61608404	Zm00001eb382930	chr9	63712171	63714561									
IDP7966	56.69		GRMZM2G008316	Chr9	68500532	68502907	Zm00001d046093	Chr9	62584272	62586638	Zm00001eb383000	chr9	64751601	64753967									
cadtfr10	56.69		GRMZM2G121897	Chr9	68729341	68730919					Zm00001eb382980	chr9	64525028	64527379									
cent9	56.70																						
bhlh34	56.70		GRMZM2G045109	Chr9	68081459	68085268	Zm00001d046096	Chr9	63010300	63011576	Zm00001eb383050	chr9	65177699	65181521									
Zm00001d046097	56.70		GRMZM2G041732	Chr9	67914868	67934818	Zm00001d046097	Chr9	63160737	63180393	Zm00001eb383060	chr9	65326924	65347894									
tubtf18	56.70		GRMZM2G449306	Chr9	68286351	68288645	Zm00001d046094	Chr9	62807367	62808372	Zm00001eb383020	chr9	64975834	64976504									
spms1	56.71		GRMZM2G047867	Chr9	66967810	66972831	Zm00001d046112	Chr9	63973033	63977492	Zm00001eb383120	chr9	66110461	66115579									
