marker_id	best_chr	pos	cM	expected_chr	pident	aln_len	bitscore	competitor_chr	competitor_bitscore	unique	chr_agree
brpb-660221	A8	19563358	17.696948	A8	95.78	355	571.0	C8	104.0	1	1
brpb-657962	A8	22120372	0	A8	97.44	587	1007.0			1	1
brpb-838790	A9	425596	5.846	C9	100.00	259	479.0	C9	449.0	1	0
brpb-838492	A9	3378543	24.799	C9	98.39	434	767.0	C9	756.0	0	0
brpb-839234	A9	3378543	24.798	C9	98.85	434	774.0	C9	763.0	0	0
brpb-839472	A9	3726107	118.308	A9	100.00	344	636.0	C9	531.0	1	1
brpb-658660	A9	4524004	109.47	A9	92.72	467	688.0	C9	664.0	0	1
brpb-671346	A9	5373659	120.063129	A9	98.00	400	693.0	C9	628.0	1	1
brpb-809095	A9	5730982	98.624	A9	100.00	393	726.0	C9	643.0	1	1
brpb-808671	A9	6433981	110.139531	A9	96.98	430	743.0			1	1
brpb-657774	A9	6845323	108.581483	A9	100.00	434	802.0	C7	344.0	1	1
brpb-670354	A9	11350620	92.236474	A9	99.41	512	931.0	A1	909.0	0	1
brpb-841802	A9	11660971	82.548	A9	96.98	397	664.0	C9	518.0	1	1
brpb-840499	A9	11661007	82.629	A9	99.14	468	843.0	C9	610.0	1	1
brpb-659184	A9	12209647	88.54244	A9	98.76	402	713.0	C5	490.0	1	1
brpb-840188	A9	12346576	87.080353	A9	100.00	329	608.0	C9	536.0	1	1
brpb-658317	A9	12807510	83.435	A9	100.00	372	688.0			1	1
brpb-658973	A9	12951203	80.802313	A9	98.81	587	1053.0			1	1
brpb-661310	A9	18084968	79.340765	A9	100.00	385	712.0	C9	590.0	1	1
brpb-840687	A9	19204259	73.51	A9	99.08	655	1181.0	A8	337.0	1	1
brpb-658542	A9	19891694	74.274	A9	99.15	471	850.0			1	1
brpb-658684	A9	20386550	74.348	A9	97.45	431	741.0	C9	619.0	1	1
brpb-662946	A9	21866499	37.597982	A5	95.34	536	852.0	A7	843.0	0	0
brpb-663320	A9	21866516	37.597982	A5	95.82	502	815.0	A7	797.0	0	0
brpb-663524	A9	22422170	73.012046	A9	98.87	441	785.0	A9	761.0	0	1
brpb-658181	A9	25368743	73.323	A9	92.39	631	870.0	C5	302.0	1	1
brpb-657785	A9	28401201	32.629	A2	90.48	84	108.0			1	0
brpb-658413	A9	28401201	32.779	A2	90.48	84	108.0			1	0
brpb-840563	A9	28401201	32.939	A2	90.48	84	108.0			1	0
brpb-808818	A9	29947786	77.17794	A1	95.09	387	603.0	C5	558.0	1	0
brpb-661587	A9	30294917	69.249	A9	98.17	274	479.0	C5	424.0	1	1
brpb-658946	A9	31864638	17.288584	C5	98.46	389	686.0	C5	608.0	1	0
brpb-810025	A9	31864918	17.288584	C5	96.47	170	283.0	C5	270.0	0	0
brpb-808840	A9	31864947	17.124	C5	92.95	227	322.0	C5	309.0	0	0
brpb-841416	A9	32127954	35.984	A5	99.46	559	1016.0	C8	436.0	1	0
brpb-671072	A9	33342369	57.431521	A9	99.02	510	924.0	C8	802.0	1	1
brpb-808323	A9	33351249	57.678	A9	97.76	446	780.0	C3	632.0	1	1
brpb-658111	A9	33351297	57.583	A9	99.44	541	983.0	C3	789.0	1	1
brpb-838593	A9	33351328	57.598	A9	98.95	478	865.0	C3	688.0	1	1
brpb-839673	A9	33798074	55.882	A9	94.42	394	645.0			1	1
brpb-660373	A9	35659864	51.686	A9	97.75	712	1236.0	C8	1031.0	1	1
brpb-809496	A9	36291978	39.268135	A9	96.86	318	532.0	C8	527.0	0	1
brpb-670978	A9	36936437	40.633763	A9	99.47	568	1037.0			1	1
brpb-661382	A9	36936497	40.633763	A9	99.86	688	1267.0			1	1
brpb-670189	A9	36936729	40.633763	A9	98.66	224	401.0			1	1
brpb-659823	A9	37818312	31.14797	A9	97.48	317	542.0	C8	534.0	0	1
brpb-839095	A9	37886683	31.14797	A9	95.33	385	603.0	C8	529.0	1	1
brpb-658120	A9	37886692	31.14797	A9	99.75	402	737.0	C8	531.0	1	1
brpb-659427	A9	37886692	31.14797	A9	94.05	403	597.0	C8	523.0	1	1
brpb-660428	A9	37886692	31.14797	A9	93.80	403	592.0	C8	518.0	1	1
brpb-662816	A9	37886692	31.14797	A9	97.78	405	693.0	C8	532.0	1	1
brpb-658752	A9	38208997	31.14797	A9	97.43	661	1134.0	C8	507.0	1	1
brpb-658497	A9	38209001	26.651837	A9	98.31	652	1147.0	C8	510.0	1	1
brpb-663196	A9	38211847	40.664819	A9,C8	99.10	553	1000.0	C8	407.0	1	1
brpb-658174	A9	38993800	35.949693	A9	95.22	293	459.0	C8	444.0	0	1
brpb-658850	A9	40829497	21.339612	A9	99.04	625	1125.0	C8	1009.0	1	1
brpb-659102	A9	41448019	58.254764	A3	94.94	237	366.0			1	0
brpb-663652	A9	41452610	62.697	C8	96.68	632	1059.0	C8	617.0	1	0
brpb-670303	A9	43250275	37.940225	A6	92.03	452	643.0	A6	178.0	1	0
brpb-808247	A9	43819054	3.798947	A9	97.09	344	579.0	A9	183.0	1	1
brpb-657939	A9	44081194	5.367	A9	94.84	485	743.0			1	1
brpb-659204	A10	972257	12.048606	A10	99.50	200	364.0	A10	364.0	0	1
brpb-661606	A10	1270420	9.821015	A10	99.23	651	1179.0			1	1
brpb-657934	A10	1796519	11.117015	A10	99.40	334	606.0	A10	134.0	1	1
brpb-663458	A10	8000542	19.155091	A10	99.13	691	1247.0			1	1
brpb-663073	A10	9960056	17.350015	A10	91.60	238	344.0	C9	340.0	0	1
brpb-662443	A10	11547759	46.684517	A3	98.18	768	1360.0	C9	1269.0	1	0
brpb-658290	A10	11570491	20.543015	A10	96.67	600	1000.0			1	1
brpb-659113	A10	11699721	20.416015	A10	98.57	419	741.0	C9	706.0	0	1
brpb-808246	A10	13963924	88.936	C9	95.51	490	804.0	C9	715.0	1	0
brpb-661838	A10	14283935	45.617624	A10	96.15	623	1003.0	C9	935.0	1	1
brpb-809526	A10	14395169	32.892015	A10	92.12	444	623.0	C9	566.0	1	1
brpb-658429	A10	14458577	33.638015	A10	95.44	417	671.0	C9	106.0	1	1
brpb-840529	A10	15290658	46.103205	A10	95.53	559	881.0	C9	682.0	1	1
brpb-658163	A10	15321207	41.374357	A10	98.82	424	754.0	C9	689.0	1	1
brpb-662735	A10	15321207	41.374357	A10	98.82	424	754.0	C9	689.0	1	1
brpb-660213	A10	15463721	31.353389	A10	100.00	76	141.0	C9	132.0	1	1
brpb-660251	A10	15470173	31.353389	A10	94.39	410	625.0	C9	176.0	1	1
brpb-658199	A10	15584827	42.315015	A10	99.74	760	1395.0	C9	492.0	1	1
brpb-658656	A10	15818213	42.681222	A10	98.58	424	754.0	C9	625.0	1	1
brpb-660352	A10	15818361	43.536718	A10	94.52	730	1107.0	C9	1062.0	0	1
brpb-663307	A10	17026401	53.727015	A10	99.37	477	869.0	C9	785.0	1	1
brpb-670588	A10	17634726	60.254286	A10	98.60	429	769.0			1	1
brpb-659745	A10	18672107	74.035015	A10	99.46	371	676.0	A10	348.0	1	1
brpb-658921	A10	18724932	101.09118	A10	99.84	624	1147.0	C9	678.0	1	1
brpb-809539	A10	18967029	75.854916	A10	90.05	221	285.0	C9	206.0	1	1
brpb-658793	A10	18967042	79.123015	A10	92.78	194	279.0	C9	226.0	1	1
brpb-809307	A10	19088992	78.046015	A10	99.37	316	577.0			1	1
brpb-659925	A10	19089019	78.890767	A10	99.73	369	676.0			1	1
brpb-660910	A10	19089057	77.629015	A10	100.00	445	822.0			1	1
brpb-660070	A10	19089116	77.630015	A10	98.78	327	590.0			1	1
brpb-671207	C1	4616669	40.628462	A1	99.41	170	309.0			1	0
brpb-661264	C1	8917396	32.53523	A10	96.78	404	669.0	A1	597.0	1	0
brpb-661799	C1	14497928	11.893203	A9	91.07	224	302.0	C4	296.0	0	0
brpb-840742	C1	17840837	38.788	C1	99.51	203	370.0	A1	272.0	1	1
brpb-838583	C1	17840870	38.719	C1	97.04	270	464.0	A1	265.0	1	1
brpb-839122	C1	17840875	38.738	C1	99.29	280	510.0	A1	272.0	1	1
brpb-839014	C1	17840915	38.753	C1	98.34	361	640.0	A1	285.0	1	1
brpb-838800	C1	17840921	38.714	C1	98.66	374	667.0	A1	313.0	1	1
brpb-839261	C1	17840921	38.716	C1	97.84	371	651.0	A1	296.0	1	1
brpb-839361	C1	17840921	38.712	C1	100.00	372	688.0	A1	333.0	1	1
brpb-840904	C1	17840921	38.698	C1	100.00	372	688.0	A1	333.0	1	1
brpb-840955	C1	17840921	38.748	C1	99.73	372	682.0	A1	327.0	1	1
brpb-838928	C1	17840992	38.713	C1	99.13	231	420.0	A1	331.0	1	1
brpb-659121	C1	18048641	37.473	C1	98.73	158	285.0	C7	252.0	1	1
brpb-658104	C1	22369056	68.224	A1	91.84	466	634.0	A1	473.0	1	0
brpb-661568	C1	22369056	66.623129	A1	92.24	464	643.0	A1	483.0	1	0
brpb-663378	C1	23346069	36.471	C1	98.64	368	656.0	C1	353.0	1	1
brpb-671172	C1	24956386	36.337	C1	100.00	274	507.0	C3	154.0	1	1
brpb-842276	C1	26416630	35.793	C1	99.80	494	907.0	C5	695.0	1	1
brpb-660211	C1	26421908	36.758	C1	96.98	199	335.0	A1	331.0	0	1
brpb-671344	C1	40914211	0	A10	99.84	612	1127.0			1	0
brpb-663093	C1	44456917	47.267	C1	99.64	282	516.0			1	1
brpb-840473	C1	50350020	123.62984	A1	94.71	170	272.0	A1	267.0	0	0
brpb-840278	C1	50350048	123.62984	A1	98.21	223	394.0	A1	388.0	0	0
brpb-659719	C1	50350070	123.62984	A1	98.89	269	483.0	A1	472.0	0	0
brpb-658604	C1	50350146	123.62984	A1	96.61	295	494.0	A1	483.0	0	0
brpb-661339	C1	50350179	123.62984	A1	96.49	228	377.0	A1	372.0	0	0
brpb-839776	C1	50350222	123.62984	A1	98.60	143	252.0	A1	246.0	0	0
brpb-658798	C1	50350235	123.62984	A1	99.14	117	209.0	A1	209.0	0	0
brpb-671396	C1	50350237	123.62984	A1	99.11	113	202.0	A1	202.0	0	0
brpb-809192	C1	50350238	123.62984	A1	100.00	111	206.0	A1	206.0	0	0
brpb-808108	C1	51116614	87.975934	A1	95.76	448	743.0	A1	732.0	0	0
brpb-658523	C1	51116622	86.26458	A1	99.57	463	846.0	A1	830.0	0	0
brpb-670963	C1	51116622	86.26458	A1	100.00	463	856.0	A1	839.0	0	0
brpb-661548	C1	51116763	86.26458	A1	97.79	181	318.0	A1	307.0	0	0
brpb-839516	C1	51379577	93.769407	A1	97.31	371	630.0	A1	630.0	0	0
brpb-838772	C2	15048	7.294	C2	95.37	518	826.0			1	1
brpb-839621	C2	33234	5.951	C2	93.81	388	579.0			1	1
brpb-661051	C2	954812	7.59	C2	93.86	179	270.0	A2	270.0	0	1
brpb-659062	C2	3096546	16.165	C2	99.59	247	451.0			1	1
brpb-841091	C2	3096547	16.111	C2	98.77	244	435.0			1	1
brpb-809530	C2	4630519	24.403	C3	96.86	191	322.0			1	0
brpb-669906	C2	6215686	35.159	C2	93.73	415	638.0			1	1
brpb-841129	C2	6215686	35.122	C2	95.41	414	662.0			1	1
brpb-841359	C2	6215686	35.163	C2	95.89	414	671.0			1	1
brpb-659813	C2	8178410	33.479	C2	99.01	304	549.0			1	1
brpb-660770	C2	9561982	33.784	C2	98.98	393	701.0			1	1
brpb-839164	C2	9561982	30.792159	C2	100.00	393	726.0			1	1
brpb-662354	C2	9710122	63.111806	A6	90.65	139	185.0			1	0
brpb-660919	C2	10896293	33.702	C2	100.00	452	835.0	A5	141.0	1	1
brpb-661055	C2	13998256	68.93574	A1	92.22	167	231.0	A2	119.0	1	0
brpb-660621	C2	24366289	34.931754	A2	92.06	365	503.0	A2	405.0	1	0
brpb-658011	C2	26145081	30.244	A2	97.62	126	217.0	A2	80.5	1	0
brpb-658213	C2	26145081	30.229	A2	97.62	126	217.0	A2	75.0	1	0
brpb-658552	C2	26145081	30.268	A2	97.62	126	217.0	A2	80.5	1	0
brpb-658617	C2	26145081	29.474977	A2	96.03	126	209.0	A2	80.5	1	0
brpb-661820	C2	26145081	29.474977	A2	96.03	126	209.0	A2	80.5	1	0
brpb-662121	C2	26145081	30.28	A2	97.62	126	217.0	A2	80.5	1	0
brpb-808526	C2	26145081	30.121	A2	96.83	126	213.0	A2	76.8	1	0
brpb-657847	C2	26145183	29.575	A2	97.59	83	143.0	A2	80.5	1	0
brpb-661689	C2	26145183	30.23	A2	97.59	83	143.0			1	0
brpb-838654	C2	26145183	29.474977	A2	97.59	83	143.0			1	0
brpb-660803	C2	27601525	56.434149	C2	98.45	581	1029.0	C2	265.0	1	1
brpb-838773	C2	27747387	56.434149	C2	100.00	492	909.0	A2	665.0	1	1
brpb-839858	C2	34471515	56.434149	C2	99.75	402	737.0	C9	217.0	1	1
brpb-842056	C2	35457428	56.434149	C2	99.73	370	678.0			1	1
brpb-661401	C2	43760334	56.134578	C2	100.00	315	582.0			1	1
brpb-839003	C2	43760334	56.134578	C2	99.68	315	579.0			1	1
brpb-840127	C2	43760346	57.316503	C2	98.28	291	520.0			1	1
brpb-840516	C2	50576939	51.184762	C2	99.54	218	398.0			1	1
brpb-661681	C2	53522637	65.79	A2	91.83	575	774.0	A2	774.0	0	0
brpb-658860	C2	58085370	84.164	A2	100.00	411	760.0	C3	87.9	1	0
brpb-659222	C3	355334	9.037	C3	99.82	555	1020.0	A3	893.0	1	1
brpb-809756	C3	833502	8.974	A3,C3	92.47	783	1098.0	A3	867.0	1	1
brpb-661557	C3	1027094	21.024787	A3	95.57	564	900.0	A3	861.0	0	0
brpb-662956	C3	1507106	9.065	C3	91.45	351	481.0			1	1
brpb-659545	C3	1507122	7.568	C3	99.46	368	669.0			1	1
brpb-659400	C3	1983102	8.984	C3	99.62	264	484.0	A3	424.0	1	1
brpb-838807	C3	1983413	9.0245	C3	100.00	355	656.0	A3	579.0	1	1
brpb-658589	C3	5009464	8.516	A2	92.91	127	185.0	A3	180.0	0	0
brpb-662446	C3	5133961	20.292	C3	95.17	228	357.0	A3	318.0	1	1
brpb-808216	C3	5133969	20.292	C3	94.67	244	374.0	A3	339.0	1	1
brpb-808265	C3	5133969	20.292	C3	94.67	244	374.0	A3	339.0	1	1
brpb-839781	C3	5894296	35.253176	A3	95.39	607	966.0	A3	902.0	1	0
brpb-671217	C3	6573034	48.251839	A3	97.08	411	691.0			1	0
brpb-838972	C3	9918731	44.65	C3	98.39	124	219.0	A3	134.0	1	1
brpb-840148	C3	10574809	67.173306	A4	90.06	181	233.0			1	0
brpb-658934	C3	10921228	56.614494	A3	92.39	657	924.0	A3	917.0	0	0
brpb-663121	C3	13616620	60.931193	A3	96.58	234	392.0	A3	379.0	0	0
brpb-658244	C3	14254356	66.116961	A3	94.43	592	902.0	A3	878.0	0	0
brpb-838679	C3	20425851	64.868	C3	100.00	468	865.0			1	1
brpb-660368	C3	20977412	66.529	C3	100.00	323	597.0	A3	379.0	1	1
brpb-662565	C3	33161102	99.461074	A3	96.83	347	575.0	A3	556.0	0	0
brpb-659179	C3	40018345	110.241	C3	92.62	366	521.0	A6	204.0	1	1
brpb-662118	C3	42436171	62.986456	A6	92.79	499	701.0	A6	684.0	0	0
brpb-670433	C3	51369213	61.974	C9	97.31	557	965.0	C1	876.0	1	0
brpb-839761	C3	56041640	120.112852	C3	98.58	564	1013.0	A4	913.0	1	1
brpb-661328	C3	56053269	120.783	C3	100.00	444	821.0	C5	734.0	1	1
brpb-840398	C3	56053292	120.77	C3	99.25	399	723.0	C5	636.0	1	1
brpb-809163	C3	56192142	25.222729	A8	91.88	234	327.0	A8	195.0	1	0
brpb-663102	C3	57857372	30.132	C2	98.59	495	876.0	C1	869.0	0	0
brpb-670863	C3	68581517	49.527948	A8	98.33	480	856.0	A8	769.0	1	0
brpb-659342	C4	3767036	9.682	A5	90.87	219	289.0			1	0
brpb-660916	C4	3767036	9.685	A5	90.41	219	287.0			1	0
brpb-809787	C4	3767036	9.671	A5	92.31	221	313.0	C4	292.0	1	0
brpb-808805	C4	4716758	14.66	A5	95.24	63	100.0			1	0
brpb-808954	C4	4716761	14.422	A5	98.25	57	100.0			1	0
brpb-663380	C4	7436352	38.97	C4	99.26	403	728.0			1	1
brpb-661242	C4	8503190	43.956	C4	99.70	666	1221.0			1	1
brpb-670381	C4	9399657	46.277	C4	96.83	63	106.0			1	1
brpb-841841	C4	9406324	29.600909	A5	91.68	589	800.0	C3	303.0	1	0
brpb-840990	C4	9406343	29.600909	A5	91.39	627	848.0	C3	340.0	1	0
brpb-659526	C4	10814805	35.967	A5	98.25	114	200.0	A5	198.0	0	0
brpb-670365	C4	12578426	33.256823	A5	99.18	490	885.0	A5	616.0	1	0
brpb-658468	C4	12930052	39.27	A5	93.53	634	959.0			1	0
brpb-660096	C4	13217024	51.709	C4	94.44	72	115.0			1	1
brpb-659084	C4	17194125	43.982289	A7	91.28	596	797.0	A7	634.0	1	0
brpb-660360	C4	28678095	60.917762	C4	100.00	326	603.0			1	1
brpb-661180	C4	29393425	58.174	C4	100.00	450	832.0	A8	638.0	1	1
brpb-663660	C4	29393425	58.264	C4	94.89	450	747.0	C4	82.4	1	1
brpb-671298	C4	29393425	58.273	C4	99.78	450	826.0	A8	632.0	1	1
brpb-840966	C4	29393425	58.296	C4	99.78	449	824.0	A8	630.0	1	1
brpb-659557	C4	29393491	58.198	C4	97.49	319	555.0	C4	82.4	1	1
brpb-658153	C4	32641953	22.922964	A4	93.18	308	462.0			1	0
brpb-809236	C4	32641953	22.958964	A4	94.48	308	479.0			1	0
brpb-842021	C4	32641953	22.767964	A4	94.81	308	483.0			1	0
brpb-657641	C4	32641955	22.839964	A4	95.07	304	479.0			1	0
brpb-659798	C4	32642032	23.277964	A4	96.69	151	252.0			1	0
brpb-809583	C4	33528955	29.809125	A4	97.23	325	549.0	A4	542.0	0	0
brpb-659923	C4	36912645	67.89443	C4	99.67	299	547.0			1	1
brpb-808142	C4	39860885	29.645964	A4	96.98	430	719.0	A4	669.0	1	0
brpb-658265	C4	39860918	29.641964	A4	90.69	365	499.0			1	0
brpb-839631	C4	39860954	27.994357	A4	96.89	289	483.0	A4	429.0	1	0
brpb-661414	C4	49152671	83.981	C4	100.00	702	1297.0	A4	1192.0	1	1
brpb-660157	C4	49771721	39.431964	A4	90.91	231	307.0			1	0
brpb-670011	C4	50425195	85.463	C4	99.55	220	399.0	C2	329.0	1	1
brpb-670133	C4	51151076	86.775	C4	96.74	430	719.0	A4	684.0	0	1
brpb-658499	C4	56185109	63.252161	A1	91.79	329	455.0	C4	433.0	0	0
brpb-658492	C4	56688527	67.534964	A4	93.32	404	593.0	A4	579.0	0	0
brpb-662662	C4	56688527	68.173964	A4	93.32	404	593.0	A4	579.0	0	0
brpb-662215	C4	57563439	70.378036	A4	97.04	304	512.0	A4	499.0	0	0
brpb-658557	C4	57563506	73.179441	A4	95.29	170	276.0	A4	254.0	1	0
brpb-659008	C4	58389164	72.787964	A4	99.66	295	540.0			1	0
brpb-663549	C4	58644427	78.320073	A4	98.80	582	1042.0	A4	983.0	1	0
brpb-839769	C4	59640756	105.741	C4	99.59	494	905.0	A4	673.0	1	1
brpb-659659	C4	61948022	132.911	C4	96.99	133	222.0	C4	93.5	1	1
brpb-659694	C4	62308039	130	C4	99.50	201	366.0	A4	311.0	1	1
brpb-663425	C5	1002218	12.048606	A10	97.57	659	1136.0	C5	1033.0	1	0
brpb-658597	C5	1146678	9.990015	A10	95.83	624	1005.0			1	0
brpb-658968	C5	3965234	36.386694	A6	95.24	567	896.0	A6	876.0	0	0
brpb-661245	C5	3965234	36.386694	A6	96.12	567	918.0	A6	898.0	0	0
brpb-671014	C5	3965234	36.386694	A6	94.57	571	880.0	A6	859.0	0	0
brpb-808426	C5	4417641	36.656	C5	95.00	60	95.3			1	1
brpb-663421	C5	4705788	34.976	C5	97.35	302	507.0			1	1
brpb-808961	C5	9400099	56.748845	A6	92.47	93	135.0			1	0
brpb-839592	C5	13877185	17.169	C5	93.61	266	399.0			1	1
brpb-658420	C5	24789744	72.978	A9	96.61	177	294.0			1	0
brpb-671027	C5	38013074	44.215	A5	93.21	265	390.0	A5	390.0	0	0
brpb-661887	C5	43938567	41.079049	A5	97.17	424	715.0	A5	691.0	0	0
brpb-838667	C5	50892042	64.570563	A5	98.10	368	649.0	A5	638.0	0	0
brpb-839027	C5	50892053	64.570563	A5	98.97	390	699.0	A5	691.0	0	0
brpb-658795	C5	52372830	68.001964	A5	99.03	517	933.0	A5	874.0	1	0
brpb-810005	C5	52372836	68.001964	A5	98.42	506	902.0	A5	850.0	1	0
brpb-657632	C6	4236119	29.462376	A6	93.80	355	536.0	A6	351.0	1	0
brpb-808769	C6	4236120	29.462376	A6	94.12	357	544.0	A6	351.0	1	0
brpb-658746	C6	7216343	17.185	A6	94.12	51	78.7			1	0
brpb-660912	C6	7216468	16.397	A6	96.61	443	761.0	A6	649.0	1	0
brpb-840778	C6	8853604	86.383	C6	99.69	326	599.0	A6	566.0	1	1
brpb-658647	C6	9723616	6.278185	A6	92.05	667	931.0	A6	640.0	1	0
brpb-661207	C6	9975800	82.848	A9	100.00	256	473.0	C5	468.0	0	0
brpb-809443	C6	25779016	52.481138	A7	91.02	256	348.0			1	0
brpb-660965	C6	26062109	72.588	C6	96.00	400	652.0	A7	630.0	0	1
brpb-660930	C6	26062220	72.892	C6	96.90	484	811.0	A7	798.0	0	1
brpb-841303	C6	27528662	27.891964	A4	93.33	150	222.0	C3	222.0	0	0
brpb-841475	C6	29452846	80.468012	A6	95.99	299	488.0	C4	191.0	1	0
brpb-658251	C6	30271665	46.279964	A4	95.49	421	669.0	C6	643.0	0	0
brpb-809771	C6	30271665	46.953964	A4	95.96	421	680.0	C6	649.0	0	0
brpb-657950	C6	30793244	63.077971	A7	96.61	502	833.0	A7	789.0	1	0
brpb-662624	C6	35487211	72.171971	A7	91.48	317	424.0			1	0
brpb-840991	C6	39142491	40.134	C6	99.72	357	654.0	A7	95.3	1	1
brpb-660868	C6	40783997	41.027	C6	99.85	661	1218.0	A7	989.0	1	1
brpb-670740	C6	41271121	73.251	A9	100.00	488	902.0	A9	527.0	1	0
brpb-658547	C7	14244801	24.519971	A7	93.89	393	590.0	A7	453.0	1	0
brpb-659894	C7	24742158	68.183	A9	95.47	243	387.0	A7	383.0	0	0
brpb-809585	C7	24742258	67.965	A9	93.02	444	647.0	A7	628.0	0	0
brpb-841326	C7	24966904	27.836663	A7	93.38	272	399.0	A7	346.0	1	0
brpb-663295	C7	24969685	27.836663	A7	100.00	187	346.0			1	0
brpb-661786	C7	29632617	38.826971	A7	90.18	387	503.0	A7	412.0	1	0
brpb-808993	C7	40739957	37.387983	A4	90.09	464	590.0	C6	261.0	1	0
brpb-670555	C7	41218399	6.341	C7	96.24	346	566.0	A6	392.0	1	1
brpb-662033	C7	44683591	103.495707	A3	98.67	450	797.0	A3	791.0	0	0
brpb-662488	C7	44683591	103.495707	A3	98.44	450	791.0	A3	785.0	0	0
brpb-662586	C7	44683591	103.495707	A3	98.67	450	797.0	A3	791.0	0	0
brpb-660108	C7	45101846	82.73	A2	90.72	97	126.0			1	0
brpb-663509	C7	50729843	44.760387	C7	90.00	580	752.0			1	1
brpb-660955	C7	50729894	45.231	C7	93.96	480	715.0	A3	296.0	1	1
brpb-671142	C7	52574753	54.422	C7	98.52	474	845.0	A3	562.0	1	1
brpb-659327	C7	52863418	59.45	C7	98.62	654	1168.0	A3	996.0	1	1
brpb-839254	C7	52863501	58.992559	C7	98.97	585	1055.0	A3	832.0	1	1
brpb-662015	C8	1474771	5.884	A9	94.65	579	894.0	A8	730.0	1	0
brpb-661741	C8	1474855	5.614	A9	90.29	412	575.0			1	0
brpb-840216	C8	25684695	19.216	A9	98.44	64	113.0	A8	113.0	0	0
brpb-809293	C8	27962640	8.183948	A8	95.59	272	433.0	C5	139.0	1	0
brpb-840256	C8	27962678	8.311948	A8	95.16	351	551.0			1	0
brpb-660994	C8	36640294	23.26	C8	99.28	557	1014.0	A9	730.0	1	1
brpb-808599	C8	36911744	27.359964	A4,A9	93.75	208	309.0	A4	213.0	1	0
brpb-839662	C8	40372277	33.119	C8	99.85	662	1216.0	C8	279.0	1	1
brpb-661341	C8	45112232	21.339612	A9	97.81	411	710.0	A9	682.0	0	0
brpb-661438	C8	45112232	21.339612	A9	97.08	411	693.0	A9	665.0	0	0
brpb-661461	C8	45112232	21.339612	A9	96.84	411	688.0	A9	682.0	0	0
brpb-662321	C8	45112232	21.339612	A9	97.08	411	693.0	A9	688.0	0	0
brpb-671041	C8	45112232	21.339612	A9	97.81	411	710.0	A9	682.0	0	0
brpb-841591	C8	45112232	21.339612	A9	97.81	411	710.0	A9	682.0	0	0
brpb-670226	C8	45112313	21.339612	A9	99.60	249	455.0	A9	405.0	1	0
brpb-840699	C8	45112359	21.339612	A9	95.54	157	263.0	A9	241.0	1	0
brpb-659274	C8	45348540	59.86	C8	98.98	591	1055.0	A9	241.0	1	1
brpb-670302	C8	45665587	62.741	C8	98.20	499	876.0	A9	431.0	1	1
brpb-659993	C8	47950582	16.777	A9	94.90	157	244.0	A9	82.4	1	0
brpb-658666	C9	1159109	120.74584	A9	91.86	307	420.0	A9	420.0	0	0
brpb-661779	C9	1159109	120.74584	A9	91.53	307	414.0	A9	414.0	0	0
brpb-807995	C9	1159109	120.74584	A9	92.83	307	436.0	A9	436.0	0	0
brpb-663692	C9	3515508	24.776	C9	98.00	250	435.0	A9	435.0	0	1
brpb-658975	C9	4977812	109.781	A9	94.49	472	730.0	A9	721.0	0	0
brpb-661964	C9	8481011	110.139531	A9	93.26	445	649.0	A9	564.0	1	0
brpb-808055	C9	19252486	83.133	A9	91.96	336	457.0	A9	440.0	0	0
brpb-839875	C9	19995180	83.807	A9	95.90	610	981.0	C9	976.0	0	0
brpb-840166	C9	23305868	60.049	C9	98.22	225	394.0	C7	394.0	0	1
brpb-660506	C9	23305869	54.495018	C9	98.24	227	398.0	C7	398.0	0	1
brpb-663244	C9	37900776	92.65593	A1	98.85	696	1249.0	C3	1186.0	1	0
brpb-659743	C9	38233969	19.155091	A10	95.27	148	231.0			1	0
brpb-658266	C9	39486226	136.192506	A3	93.22	339	486.0	C8	231.0	1	0
brpb-670937	C9	39486226	136.192506	A3	94.10	339	505.0	C8	255.0	1	0
brpb-659992	C9	42182830	75.168064	C9	99.44	178	324.0	C8	126.0	1	1
brpb-839212	C9	42183174	75.168064	C9	97.75	666	1171.0	C8	383.0	1	1
brpb-670917	C9	52886355	86.031	C9	99.35	612	1116.0			1	1
brpb-663056	C9	57707555	31.353389	A10	94.46	469	737.0	A10	693.0	1	0
brpb-809027	C9	61560112	56.539015	A10	90.93	408	538.0	A10	198.0	1	0
brpb-658018	C9	64676772	82.593024	A10	97.86	373	645.0	C2	532.0	1	0
brpb-659122	C9	64676772	82.593024	A10	97.59	373	641.0	C2	529.0	1	0
brpb-662201	C9	64676772	82.593024	A10	97.86	373	645.0	C2	532.0	1	0
brpb-808864	C9	64676772	82.593024	A10	97.86	373	645.0	C2	532.0	1	0
brpb-809839	C9	64676772	80.497015	A10	97.86	373	645.0	C2	532.0	1	0
