chr	pos	n_rows	n_unique_cM	first_cM	first_marker_id	first_marker_type	first_source_mode	cM_min	cM_median	cM_max	cM_range	cM_values_in_input_order	marker_ids	marker_types	source_modes
7	54633569	2	2	58.595	pPt-472393	DArT_marker	cigar_liftover_v403_to_v61	58.595	58.598	58.601	0.006000000000000227	58.595,58.601	pPt-472393,pPt-651978	DArT_marker	cigar_liftover_v403_to_v61
7	54699766	4	4	57.539	pPt-650152	DArT_marker	cigar_liftover_v403_to_v61	57.539	57.5475	57.55	0.01099999999999568	57.539,57.547,57.548,57.55	pPt-537524,pPt-537778,pPt-537919,pPt-650152	DArT_marker	cigar_liftover_v403_to_v61
7	55702706	2	2	62.147	pPt-656739	DArT_marker	cigar_liftover_v403_to_v61	62.147	62.153499999999994	62.16	0.012999999999998124	62.147,62.16	pPt-654556,pPt-656739	DArT_marker	cigar_liftover_v403_to_v61
7	55767754	2	2	62.093	pPt-459335	DArT_marker	cigar_liftover_v403_to_v61	62.093	62.133	62.173	0.0799999999999983	62.093,62.173	pPt-459335,pPt-539276	DArT_marker	cigar_liftover_v403_to_v61
7	56166710	6	3	63.43	pPt-456574	DArT_marker	cigar_liftover_v403_to_v61	63.43	63.43	63.438	0.008000000000002672	63.43,63.43,63.43,63.43,63.434,63.438	pPt-456574,pPt-457779,pPt-457969,pPt-471686,pPt-471856,pPt-539050	DArT_marker	cigar_liftover_v403_to_v61
7	56384329	3	3	62.711	pPt-537071	DArT_marker	cigar_liftover_v403_to_v61	62.711	62.719	62.737	0.026000000000003354	62.711,62.719,62.737	pPt-533574,pPt-535925,pPt-537071	DArT_marker	cigar_liftover_v403_to_v61
8	2404959	10	10	11.123	pPt-536600	DArT_marker	cigar_liftover_v403_to_v61	11.123	11.843	12.681	1.5579999999999998	11.123,11.496,11.818,11.836,11.838,11.848,12.158,12.255,12.38,12.681	pPt-535256,pPt-535397,pPt-536330,pPt-536600,pPt-536985,pPt-650234,pPt-654072,pPt-654186,pPt-654861,toPt-439085	DArT_marker	cigar_liftover_v403_to_v61
8	3532796	2	2	11.852	pPt-536257	DArT_marker	cigar_liftover_v403_to_v61	11.852	11.913	11.974	0.12199999999999989	11.852,11.974	pPt-536257,pPt-650705	DArT_marker	cigar_liftover_v403_to_v61
8	5692745	2	2	14.87	pPt-552322	DArT_marker	cigar_liftover_v403_to_v61	14.87	15.2875	15.705	0.8350000000000009	14.87,15.705	pPt-539822,pPt-552322	DArT_marker	cigar_liftover_v403_to_v61
8	6621355	23	6	16.622	toPt-441100	DArT_marker	cigar_liftover_v403_to_v61	16.622	17.641	17.641	1.0189999999999984	16.622,17.621,17.626,17.627,17.634,17.641,17.641,17.641,17.641,17.641,17.641,17.641,17.641,17.641,17.641,17.641,17.641,17.641,17.641,17.641,17.641,17.641,17.641	pPt-456608,pPt-458451,pPt-458577,pPt-459421,pPt-472630,pPt-533828,pPt-534254,pPt-534865,pPt-534921,pPt-535317,pPt-535761,pPt-535784,pPt-535983,pPt-536560,pPt-537369,pPt-537915,pPt-539400,pPt-539876,pPt-552674,pPt-651799,...(+3)	DArT_marker	cigar_liftover_v403_to_v61
8	6846218	2	2	16.242	pPt-535167	DArT_marker	cigar_liftover_v403_to_v61	16.242	16.248	16.254	0.012000000000000455	16.242,16.254	pPt-535167,pPt-535564	DArT_marker	cigar_liftover_v403_to_v61
8	7332182	8	4	17.603	pPt-552386	DArT_marker	cigar_liftover_v403_to_v61	17.603	17.641	17.641	0.0379999999999967	17.603,17.617,17.638,17.641,17.641,17.641,17.641,17.641	pPt-473632,pPt-473897,pPt-533695,pPt-536516,pPt-552386,pPt-650744,pPt-651154,pPt-653216	DArT_marker	cigar_liftover_v403_to_v61
8	40872315	17	4	29.939	pPt-457647	DArT_marker	cigar_liftover_v403_to_v61	29.939	29.947	29.962	0.022999999999999687	29.939,29.947,29.947,29.947,29.947,29.947,29.947,29.947,29.947,29.947,29.947,29.947,29.947,29.947,29.958,29.962,29.962	pPt-456696,pPt-457647,pPt-471803,pPt-473966,pPt-533903,pPt-534611,pPt-534973,pPt-535207,pPt-536425,pPt-537375,pPt-552202,pPt-652007,pPt-652840,pPt-653294,pPt-653371,pPt-655322,pPt-655913	DArT_marker	cigar_liftover_v403_to_v61
8	42826030	2	2	26.294	pPt-536995	DArT_marker	cigar_liftover_v403_to_v61	26.294	26.497	26.7	0.4059999999999988	26.294,26.7	pPt-534622,pPt-536995	DArT_marker	cigar_liftover_v403_to_v61
8	49097627	2	2	38.768	pPt-538788	DArT_marker	cigar_liftover_v403_to_v61	38.768	39.9715	41.175	2.4069999999999965	38.768,41.175	pPt-538788,pPt-540454	DArT_marker	cigar_liftover_v403_to_v61
8	52479275	3	3	52.899	pPt-552015	DArT_marker	cigar_liftover_v403_to_v61	52.899	54.0	54.038	1.1389999999999958	52.899,54.0,54.038	pPt-472125,pPt-552015,pPt-552419	DArT_marker	cigar_liftover_v403_to_v61
8	53149549	10	3	55.981	pPt-533914	DArT_marker	cigar_liftover_v403_to_v61	55.981	55.99	56.128	0.14699999999999847	55.981,55.99,55.99,55.99,55.99,55.99,55.99,55.99,55.99,56.128	pPt-456633,pPt-471609,pPt-472146,pPt-533914,pPt-534069,pPt-535408,pPt-650451,pPt-653213,pPt-654390,pPt-654681	DArT_marker	cigar_liftover_v403_to_v61
8	53440159	11	2	55.985	pPt-539475	DArT_marker	cigar_liftover_v403_to_v61	55.985	55.99	55.99	0.005000000000002558	55.985,55.99,55.99,55.99,55.99,55.99,55.99,55.99,55.99,55.99,55.99	pPt-459284,pPt-459500,pPt-534054,pPt-535433,pPt-539475,pPt-539923,pPt-653826,pPt-654553,pPt-654580,pPt-655076,pPt-656301	DArT_marker	cigar_liftover_v403_to_v61
8	57178514	2	2	62.647	pPt-654618	DArT_marker	cigar_liftover_v403_to_v61	62.647	62.647999999999996	62.649	0.0020000000000024443	62.647,62.649	pPt-534465,pPt-654618	DArT_marker	cigar_liftover_v403_to_v61
8	57947606	3	2	63.83	pPt-534657	DArT_marker	cigar_liftover_v403_to_v61	63.83	63.831	63.831	0.0010000000000047748	63.83,63.831,63.831	pPt-534657,pPt-535660,pPt-537356	DArT_marker	cigar_liftover_v403_to_v61
8	57947687	9	5	63.741	pPt-456511	DArT_marker	cigar_liftover_v403_to_v61	63.741	63.83	63.946	0.2049999999999983	63.741,63.83,63.83,63.83,63.83,63.83,63.839,63.869,63.946	pPt-456511,pPt-456583,pPt-458832,pPt-472371,pPt-472709,pPt-473215,pPt-650038,pPt-651102,pPt-651563	DArT_marker	cigar_liftover_v403_to_v61
8	58072885	10	9	63.683	toPt-438550	DArT_marker	cigar_liftover_v403_to_v61	63.683	63.727999999999994	63.806	0.12299999999999756	63.683,63.724,63.726,63.726,63.727,63.729,63.73,63.733,63.798,63.806	pPt-651985,pPt-653047,pPt-655827,toPt-436952,toPt-438550,toPt-439069,toPt-439386,toPt-440196,toPt-440354,toPt-440599	DArT_marker	cigar_liftover_v403_to_v61
9	2345959	3	2	15.561	pPt-535215	DArT_marker	cigar_liftover_v403_to_v61	15.561	15.594	15.594	0.032999999999999474	15.561,15.594,15.594	pPt-535215,pPt-535707,pPt-536424	DArT_marker	cigar_liftover_v403_to_v61
9	18288931	4	2	39.474	pPt-472210	DArT_marker	cigar_liftover_v403_to_v61	39.474	39.53	39.586	0.11200000000000188	39.474,39.474,39.586,39.586	pPt-472210,pPt-651294,pPt-656396,pPt-656821	DArT_marker	cigar_liftover_v403_to_v61
9	56226267	3	2	51.182	pPt-656192	DArT_marker	cigar_liftover_v403_to_v61	51.182	51.182	51.631	0.44899999999999807	51.182,51.182,51.631	pPt-656192,pPt-656602,toPt-437343	DArT_marker	cigar_liftover_v403_to_v61
9	59431650	6	2	62.801	pPt-534078	DArT_marker	cigar_liftover_v403_to_v61	62.801	62.809	62.809	0.007999999999995566	62.801,62.809,62.809,62.809,62.809,62.809	pPt-534078,pPt-534451,pPt-535128,pPt-654366,pPt-656578,pPt-657090	DArT_marker	cigar_liftover_v403_to_v61
9	59431742	6	4	62.727	pPt-539594	DArT_marker	cigar_liftover_v403_to_v61	62.727	62.806	63.059	0.33200000000000074	62.727,62.803,62.803,62.809,62.809,63.059	pPt-474105,pPt-533701,pPt-534581,pPt-535743,pPt-539594,pPt-539858	DArT_marker	cigar_liftover_v403_to_v61
9	59431745	3	3	62.801	toPt-438737	DArT_marker	cigar_liftover_v403_to_v61	62.801	62.807	62.809	0.007999999999995566	62.801,62.807,62.809	toPt-438452,toPt-438737,toPt-763864	DArT_marker	cigar_liftover_v403_to_v61
9	59826894	7	4	60.865	toPt-437854	DArT_marker	cigar_liftover_v403_to_v61	60.865	60.913	61.019	0.15399999999999636	60.865,60.913,60.913,60.913,60.913,60.936,61.019	pPt-458756,pPt-536647,pPt-654554,pPt-655102,toPt-437854,toPt-438090,toPt-438410	DArT_marker	cigar_liftover_v403_to_v61
9	59920002	2	2	60.46	pPt-656850	DArT_marker	cigar_liftover_v403_to_v61	60.46	60.461	60.462	0.0020000000000024443	60.46,60.462	pPt-652951,pPt-656850	DArT_marker	cigar_liftover_v403_to_v61
9	62320987	2	2	70.016	pPt-536054	DArT_marker	cigar_liftover_v403_to_v61	70.016	70.241	70.466	0.44999999999998863	70.016,70.466	pPt-536054,pPt-657501	DArT_marker	cigar_liftover_v403_to_v61
9	63001833	8	7	72.703	pPt-473671	DArT_marker	cigar_liftover_v403_to_v61	72.703	72.7435	72.979	0.27599999999999625	72.703,72.719,72.719,72.731,72.756,72.778,72.953,72.979	pPt-457241,pPt-471444,pPt-473671,pPt-535101,pPt-539765,pPt-652619,pPt-654358,toPt-441351	DArT_marker	cigar_liftover_v403_to_v61
9	63339316	5	3	73.514	pPt-540196	DArT_marker	cigar_liftover_v403_to_v61	73.514	73.536	73.552	0.038000000000010914	73.514,73.536,73.536,73.536,73.552	pPt-534159,pPt-537322,pPt-540196,toPt-436891,toPt-437259	DArT_marker	cigar_liftover_v403_to_v61
9	63987896	21	12	74.856	pPt-653366	DArT_marker	cigar_liftover_v403_to_v61	74.856	74.928	75.329	0.472999999999999	74.856,74.869,74.871,74.88,74.896,74.897,74.928,74.928,74.928,74.928,74.928,74.928,74.928,74.928,74.928,74.928,74.929,74.991,75.034,75.051,75.329	pPt-456463,pPt-457188,pPt-458523,pPt-472784,pPt-473222,pPt-473247,pPt-535113,pPt-537439,pPt-537616,pPt-537678,pPt-538103,pPt-538230,pPt-540222,pPt-552198,pPt-559506,pPt-653366,pPt-653776,pPt-654882,pPt-656559,pPt-656657,...(+1)	DArT_marker	cigar_liftover_v403_to_v61
9	65658883	5	3	80.749	pPt-535814	DArT_marker	cigar_liftover_v403_to_v61	80.749	80.766	80.766	0.017000000000010118	80.749,80.757,80.766,80.766,80.766	pPt-458601,pPt-533882,pPt-535814,pPt-536015,pPt-540287	DArT_marker	cigar_liftover_v403_to_v61
10	294026	5	2	3.01	pPt-539370	DArT_marker	cigar_liftover_v403_to_v61	3.01	3.01	3.537	0.5270000000000001	3.01,3.01,3.01,3.01,3.537	pPt-539370,pPt-650911,pPt-652185,pPt-652699,pPt-654733	DArT_marker	cigar_liftover_v403_to_v61
10	2034837	16	4	7.569	pPt-537963	DArT_marker	cigar_liftover_v403_to_v61	7.569	7.657	7.657	0.08800000000000008	7.569,7.6,7.609,7.609,7.609,7.657,7.657,7.657,7.657,7.657,7.657,7.657,7.657,7.657,7.657,7.657	pPt-456962,pPt-533816,pPt-534244,pPt-535657,pPt-537357,pPt-537963,pPt-539398,pPt-539897,pPt-540171,pPt-552086,pPt-552624,pPt-552651,pPt-559414,pPt-653123,pPt-653829,pPt-655039	DArT_marker	cigar_liftover_v403_to_v61
10	3132180	6	3	12.432	pPt-533808	DArT_marker	cigar_liftover_v403_to_v61	12.432	12.4605	12.624	0.19200000000000017	12.432,12.432,12.432,12.489,12.624,12.624	pPt-472889,pPt-533808,pPt-652078,pPt-652758,pPt-652869,toPt-439062	DArT_marker	cigar_liftover_v403_to_v61
10	4106371	2	2	14.581	pPt-473652	DArT_marker	cigar_liftover_v403_to_v61	14.581	14.5945	14.608	0.027000000000001023	14.581,14.608	pPt-473652,pPt-657368	DArT_marker	cigar_liftover_v403_to_v61
10	17962311	3	3	41.049	pPt-652912	DArT_marker	cigar_liftover_v403_to_v61	41.049	41.371	42.04	0.9909999999999997	41.049,41.371,42.04	pPt-473473,pPt-652912,pPt-653258	DArT_marker	cigar_liftover_v403_to_v61
10	47804246	4	3	36.083	pPt-654661	DArT_marker	cigar_liftover_v403_to_v61	36.083	36.091	36.402	0.3190000000000026	36.083,36.091,36.091,36.402	pPt-536843,pPt-552174,pPt-552476,pPt-654661	DArT_marker	cigar_liftover_v403_to_v61
10	52898643	19	11	45.911	toPt-440308	DArT_marker	cigar_liftover_v403_to_v61	45.911	46.379	46.724	0.8129999999999953	45.911,46.312,46.353,46.379,46.379,46.379,46.379,46.379,46.379,46.379,46.383,46.383,46.383,46.385,46.387,46.388,46.445,46.693,46.724	pPt-458198,pPt-458453,pPt-458465,pPt-458714,pPt-459023,pPt-472481,pPt-535439,pPt-539190,pPt-650881,pPt-650893,pPt-654512,pPt-654751,toPt-437020,toPt-437558,toPt-438485,toPt-439251,toPt-439355,toPt-440308,toPt-440369	DArT_marker	cigar_liftover_v403_to_v61
10	52898816	2	2	46.295	capPt-673116	DArT_marker	cigar_liftover_v403_to_v61	46.295	46.304	46.313	0.018000000000000682	46.295,46.313	capPt-672993,capPt-673116	DArT_marker	cigar_liftover_v403_to_v61
10	55214381	4	2	49.755	pPt-458475	DArT_marker	cigar_liftover_v403_to_v61	49.755	49.755	49.979	0.22399999999999665	49.755,49.755,49.755,49.979	pPt-457825,pPt-458475,pPt-539947,pPt-654281	DArT_marker	cigar_liftover_v403_to_v61
11	2830372	5	5	1.658	pPt-534589	DArT_marker	cigar_liftover_v403_to_v61	1.658	2.233	2.25	0.5920000000000001	1.658,2.226,2.233,2.244,2.25	pPt-534298,pPt-534589,pPt-536045,pPt-536761,pPt-538065	DArT_marker	cigar_liftover_v403_to_v61
11	10088223	3	3	22.701	toPt-437706	DArT_marker	cigar_liftover_v403_to_v61	22.701	23.569	23.708	1.006999999999998	22.701,23.569,23.708	pPt-650846,toPt-437157,toPt-437706	DArT_marker	cigar_liftover_v403_to_v61
11	14527226	2	2	30.858	toPt-441400	DArT_marker	cigar_liftover_v403_to_v61	30.858	31.4655	32.073	1.2149999999999999	30.858,32.073	pPt-650733,toPt-441400	DArT_marker	cigar_liftover_v403_to_v61
11	36524120	3	3	36.791	pPt-473209	DArT_marker	cigar_liftover_v403_to_v61	36.791	36.932	36.999	0.2080000000000055	36.791,36.932,36.999	pPt-473209,toPt-437465,toPt-440455	DArT_marker	cigar_liftover_v403_to_v61
11	36955055	2	2	36.63	pPt-651955	DArT_marker	cigar_liftover_v403_to_v61	36.63	37.338499999999996	38.047	1.4169999999999945	36.63,38.047	pPt-457986,pPt-651955	DArT_marker	cigar_liftover_v403_to_v61
11	41045136	5	4	45.74	pPt-458167	DArT_marker	cigar_liftover_v403_to_v61	45.74	45.742	49.375	3.634999999999998	45.74,45.74,45.742,45.749,49.375	pPt-457758,pPt-457993,pPt-458167,pPt-656330,toPt-437675	DArT_marker	cigar_liftover_v403_to_v61
11	41200951	8	3	46.192	toPt-437761	DArT_marker	cigar_liftover_v403_to_v61	46.192	46.212	46.238	0.045999999999999375	46.192,46.212,46.212,46.212,46.212,46.212,46.212,46.238	pPt-456627,pPt-472600,pPt-473142,pPt-654041,pPt-654319,pPt-655607,toPt-437421,toPt-437761	DArT_marker	cigar_liftover_v403_to_v61
11	44479312	4	3	55.172	pPt-656960	DArT_marker	cigar_liftover_v403_to_v61	55.172	55.178	55.203	0.03100000000000591	55.172,55.172,55.184,55.203	pPt-652740,pPt-654406,pPt-656960,pPt-657161	DArT_marker	cigar_liftover_v403_to_v61
12	1055654	8	3	63.238	pPt-650534	DArT_marker	cigar_liftover_v403_to_v61	63.238	63.669	63.702	0.46399999999999864	63.238,63.669,63.669,63.669,63.669,63.669,63.669,63.702	pPt-473991,pPt-535270,pPt-536127,pPt-536187,pPt-537186,pPt-537503,pPt-552501,pPt-650534	DArT_marker	cigar_liftover_v403_to_v61
12	11124977	2	2	33.392	pPt-459526	DArT_marker	cigar_liftover_v403_to_v61	33.392	33.3925	33.393	0.0009999999999976694	33.392,33.393	pPt-459526,pPt-552249	DArT_marker	cigar_liftover_v403_to_v61
12	11125054	3	3	33.393	pPt-655800	DArT_marker	cigar_liftover_v403_to_v61	33.393	33.693	34.702	1.3089999999999975	33.393,33.693,34.702	pPt-456687,pPt-459333,pPt-655800	DArT_marker	cigar_liftover_v403_to_v61
12	53805487	3	3	18.494	pPt-471963	DArT_marker	cigar_liftover_v403_to_v61	18.494	18.554	18.573	0.07900000000000063	18.494,18.554,18.573	pPt-471963,pPt-654400,pPt-656136	DArT_marker	cigar_liftover_v403_to_v61
12	58521659	6	3	6.075	toPt-440828	DArT_marker	cigar_liftover_v403_to_v61	6.075	6.428	6.428	0.35299999999999976	6.075,6.175,6.428,6.428,6.428,6.428	pPt-456682,pPt-458347,pPt-539794,pPt-656633,toPt-440828,toPt-440945	DArT_marker	cigar_liftover_v403_to_v61
12	59294379	3	2	4.693	toPt-438817	DArT_marker	cigar_liftover_v403_to_v61	4.693	4.706	4.706	0.013000000000000789	4.693,4.706,4.706	toPt-438507,toPt-438817,toPt-438939	DArT_marker	cigar_liftover_v403_to_v61
12	59294388	2	2	4.693	toPt-441368	DArT_marker	cigar_liftover_v403_to_v61	4.693	4.714499999999999	4.736	0.04300000000000015	4.693,4.736	toPt-441263,toPt-441368	DArT_marker	cigar_liftover_v403_to_v61
