map_name	chr	prev_pos	prev_cM	prev_marker_id	prev_marker_type	prev_source_mode	curr_pos	curr_cM	curr_marker_id	curr_marker_type	curr_source_mode	delta_pos	delta_cM
liftover_extended_cigar	4	6433647	25.755	CTG237LGIV	match		7094613	19.481	solcap_stsnp_c1_3745	SNP		660966	-6.273999999999997
liftover_extended_cigar	4	7094613	19.481	solcap_stsnp_c1_3745	SNP		7127130	19.381	solcap_stsnp_c1_3731	SNP		32517	-0.10000000000000142
liftover_extended_cigar	4	7824438	28.251	solcap_stsnp_c1_3704	SNP		8195239	20.794	solcap_stsnp_c1_14449	SNP		370801	-7.457000000000001
liftover_extended_cigar	4	8703882	22.411	solcap_stsnp_c1_11722	SNP		8910901	21.903	MICRO.4670.C1_254	match		207019	-0.5080000000000027
liftover_extended_cigar	4	10723513	33.524	pPt-652727	DArT_marker		11091062	26.59	pPt-472050	DArT_marker		367549	-6.934000000000001
liftover_extended_cigar	4	12644502	38.503	solcap_stsnp_c1_11135	SNP		15552387	35.851	PM0529	repeat_region		2907885	-2.652000000000001
liftover_extended_cigar	4	15552387	35.851	PM0529	repeat_region		15719975	29.548	PM1316	repeat_region		167588	-6.303000000000001
liftover_extended_cigar	4	49914181	43.765	toPt-437326	DArT_marker		49914261	43.76	pPt-457943	DArT_marker		80	-0.005000000000002558
liftover_extended_cigar	4	49914261	43.76	pPt-457943	DArT_marker		50227241	43.118	solcap_stsnp_c1_15760	SNP		312980	-0.6419999999999959
liftover_extended_cigar	4	53560088	55.323	pPt-473312	DArT_marker		55346958	50.792	pPt-473463	DArT_marker		1786870	-4.530999999999999
liftover_extended_cigar	4	55346958	50.792	pPt-473463	DArT_marker		55620892	39.546	pPt-657518	DArT_marker		273934	-11.246000000000002
liftover_extended_cigar	4	55814875	53.409	solcap_stsnp_c1_10454	SNP		55864113	53.406	solcap_stsnp_c1_10441	SNP		49238	-0.0030000000000001137
liftover_extended_cigar	4	58823229	58.849	solcap_stsnp_c1_11352	SNP		59195814	58.662	pPt-559556	DArT_marker		372585	-0.1869999999999976
liftover_extended_cigar	4	60379368	64.968	MICRO.327.C2_896	match		61042106	62.407	solcap_stsnp_c1_11669	SNP		662738	-2.561000000000007
liftover_extended_cigar	4	65204794	84.544	pPt-656860	DArT_marker		65513708	84.498	solcap_stsnp_c1_3168	SNP		308914	-0.04599999999999227
liftover_extended_cigar	4	65513708	84.498	solcap_stsnp_c1_3168	SNP		65797678	82.372	solcap_stsnp_c1_13085	SNP		283970	-2.1260000000000048
liftover_extended_cigar	4	66783619	88.566	solcap_stsnp_c1_4111	SNP		66814329	87.999	solcap_stsnp_c1_4179	SNP		30710	-0.5670000000000073
liftover_extended_cigar	4	67014289	89.282	pPt-471909	DArT_marker		67037168	88.718	solcap_stsnp_c1_10218	SNP		22879	-0.563999999999993
liftover_extended_cigar	4	67140935	89.856	pPt-458171	DArT_marker		67383618	69.8	solcap_stsnp_c1_6748	SNP		242683	-20.055999999999997
liftover_extended_cigar	4	67495185	91.432	pPt-456750	DArT_marker		67527578	91.264	solcap_stsnp_c1_13350	SNP		32393	-0.16800000000000637
liftover_extended_cigar	4	67527578	91.264	solcap_stsnp_c1_13350	SNP		67538822	90.601	solcap_stsnp_c1_10710	SNP		11244	-0.6629999999999967
liftover_extended_cigar	4	67727483	92.379	pPt-457992	DArT_marker		67782718	92.286	solcap_stsnp_c1_10675	SNP		55235	-0.09300000000000352
liftover_extended_cigar	4	68210423	95.613	solcap_stsnp_c1_3567	SNP		68365308	93.842	pPt-652167	DArT_marker		154885	-1.7710000000000008
liftover_extended_cigar	4	68685699	99.402	toPt-438080	DArT_marker		68848251	98.338	pPt-458464	DArT_marker		162552	-1.0640000000000072
liftover_extended_cigar	5	639346	2.77	pPt-655590	DArT_marker		1135681	0.0	solcap_stsnp_c1_15684	SNP		496335	-2.77
liftover_extended_cigar	5	4235715	15.191	PM0371	repeat_region		4389823	14.666	solcap_stsnp_c1_7354	SNP		154108	-0.5250000000000004
liftover_extended_cigar	5	7316844	25.697	solcap_stsnp_c1_15785	SNP		7431667	25.559	pPt-459286	DArT_marker		114823	-0.13799999999999812
liftover_extended_cigar	5	7431822	25.855	toPt-440648	DArT_marker		7432544	25.559	pPt-536549	DArT_marker		722	-0.2959999999999994
liftover_extended_cigar	5	8024295	30.434	solcap_stsnp_c1_11256	SNP		8024571	24.559	pPt-473272	DArT_marker		276	-5.875
liftover_extended_cigar	5	8602330	30.653	solcap_stsnp_c1_11084	SNP		9449720	21.774	pPt-651169	DArT_marker		847390	-8.878999999999998
liftover_extended_cigar	5	9450228	34.87	pPt-651584	DArT_marker		9567990	32.615	pPt-655797	DArT_marker		117762	-2.2549999999999955
liftover_extended_cigar	5	9567990	32.615	pPt-655797	DArT_marker		9567992	32.552	pPt-655778	DArT_marker		2	-0.06300000000000239
liftover_extended_cigar	5	10378317	35.646	pPt-539614	DArT_marker		11180796	34.424	pPt-650026	DArT_marker		802479	-1.2220000000000013
liftover_extended_cigar	5	19193259	43.725	pPt-654394	DArT_marker		19583215	41.173	solcap_stsnp_c1_6338	SNP		389956	-2.5519999999999996
liftover_extended_cigar	5	19645498	43.685	pPt-655798	DArT_marker		21950637	41.224	pPt-651016	DArT_marker		2305139	-2.4610000000000056
liftover_extended_cigar	5	46729149	44.911	pPt-657402	DArT_marker		46729168	44.896	pPt-652574	DArT_marker		19	-0.015000000000000568
liftover_extended_cigar	5	46729168	45.168	toPt-439314	DArT_marker		46729171	44.896	pPt-653617	DArT_marker		3	-0.27199999999999847
liftover_extended_cigar	5	48957667	49.452	toPt-763812	DArT_marker		49352371	48.365	pPt-654254	DArT_marker		394704	-1.0869999999999962
liftover_extended_cigar	5	51470172	56.967	solcap_stsnp_c1_3413	SNP		51816472	56.434	PM0333	repeat_region		346300	-0.5330000000000013
liftover_extended_cigar	5	51816472	56.434	PM0333	repeat_region		52067622	56.012	pPt-458238	DArT_marker		251150	-0.42199999999999704
liftover_extended_cigar	5	52067622	56.012	pPt-458238	DArT_marker		52206315	55.528	solcap_stsnp_c1_12486	SNP		138693	-0.48400000000000176
liftover_extended_cigar	5	54704835	63.803	toPt-438407	DArT_marker		54704901	63.759	pPt-535674	DArT_marker		66	-0.04399999999999693
liftover_extended_cigar	5	54704901	64.138	pPt-459311	DArT_marker		55169241	61.677	solcap_stsnp_c1_1199	SNP		464340	-2.4610000000000056
liftover_extended_cigar	6	657165	2.632	pPt-540411	DArT_marker		952101	1.564	solcap_stsnp_c1_9246	SNP		294936	-1.068
liftover_extended_cigar	6	2349513	5.93	solcap_stsnp_c1_15546	SNP		2429309	3.779	solcap_stsnp_c1_13631	SNP		79796	-2.151
liftover_extended_cigar	6	15797597	14.488	PM0329	repeat_region		22311521	10.048	solcap_stsnp_c1_16621	SNP		6513924	-4.4399999999999995
liftover_extended_cigar	6	31603941	14.191	solcap_stsnp_c1_3692	SNP		32505188	13.254	solcap_stsnp_c1_9854	SNP		901247	-0.9370000000000012
liftover_extended_cigar	6	38149442	19.842	MICRO.669.C3_729	match		38373978	18.79	solcap_stsnp_c1_12691	SNP		224536	-1.0519999999999996
liftover_extended_cigar	6	46359572	34.322	pPt-655645	DArT_marker		46359578	34.293	toPt-440683	DArT_marker		6	-0.029000000000003467
liftover_extended_cigar	6	47466211	36.353	pPt-473454	DArT_marker		47661512	35.296	pPt-471807	DArT_marker		195301	-1.0570000000000022
liftover_extended_cigar	6	49075146	41.998	solcap_stsnp_c1_14891	SNP		49254652	41.191	pPt-536932	DArT_marker		179506	-0.806999999999995
liftover_extended_cigar	6	50154057	47.364	MICRO.2094.C3_1290	match		50445762	47.03	solcap_stsnp_c1_2059	SNP		291705	-0.3339999999999961
liftover_extended_cigar	6	52623052	56.733	solcap_stsnp_c1_3007	SNP		52789918	56.51	pPt-538867	DArT_marker		166866	-0.22299999999999898
liftover_extended_cigar	6	52789918	56.872	toPt-763749	DArT_marker		52818057	56.512	pPt-537569	DArT_marker		28139	-0.35999999999999943
liftover_extended_cigar	6	52818160	57.181	pPt-473433	DArT_marker		52818203	56.512	pPt-552171	DArT_marker		43	-0.6689999999999969
liftover_extended_cigar	6	52818378	56.52	pPt-537183	DArT_marker		52936397	55.805	pPt-474058	DArT_marker		118019	-0.7150000000000034
liftover_extended_cigar	6	53214964	59.125	pPt-472490	DArT_marker		53508393	58.876	pPt-655572	DArT_marker		293429	-0.24900000000000233
liftover_extended_cigar	6	53508393	58.876	toPt-437058	DArT_marker		53705309	57.158	pPt-653838	DArT_marker		196916	-1.7179999999999964
liftover_extended_cigar	6	54428165	59.274	toPt-437131	DArT_marker		54454794	59.255	pPt-471879	DArT_marker		26629	-0.01899999999999835
liftover_extended_cigar	6	54680829	62.481	solcap_stsnp_c1_7681	SNP		54781274	62.205	solcap_stsnp_c1_7690	SNP		100445	-0.27600000000000335
liftover_extended_cigar	6	56749446	65.401	solcap_stsnp_c1_14920	SNP		56910485	65.312	solcap_stsnp_c1_14796	SNP		161039	-0.08899999999999864
liftover_extended_cigar	6	56970498	65.335	solcap_stsnp_c1_12101	SNP		57097701	65.327	solcap_stsnp_c1_12088	SNP		127203	-0.007999999999995566
liftover_extended_cigar	6	57561751	69.041	solcap_stsnp_c1_3130	SNP		57940708	67.158	pPt-654600	DArT_marker		378957	-1.8829999999999956
liftover_extended_cigar	6	57940757	68.584	pPt-652880	DArT_marker		57940764	68.338	pPt-651057	DArT_marker		7	-0.24600000000000932
liftover_extended_cigar	6	58017580	70.516	solcap_stsnp_c1_3091	SNP		58861652	69.772	pPt-559151	DArT_marker		844072	-0.7439999999999998
liftover_extended_cigar	7	687291	2.659	solcap_stsnp_c1_13671	SNP		707517	0.0	solcap_stsnp_c1_11523	SNP		20226	-2.659
liftover_extended_cigar	7	3303107	9.087	solcap_stsnp_c1_10959	SNP		3407150	8.738	solcap_stsnp_c1_10985	SNP		104043	-0.3490000000000002
liftover_extended_cigar	7	3407150	8.738	solcap_stsnp_c1_10985	SNP		3960282	8.714	solcap_stsnp_c1_13776	SNP		553132	-0.023999999999999133
liftover_extended_cigar	7	36788141	17.964	solcap_stsnp_c1_2672	SNP		37737782	17.66	solcap_stsnp_c1_513	SNP		949641	-0.3039999999999985
liftover_extended_cigar	7	37737782	17.66	solcap_stsnp_c1_513	SNP		38834428	17.656	solcap_stsnp_c1_480	SNP		1096646	-0.004000000000001336
liftover_extended_cigar	7	40931544	20.081	solcap_stsnp_c1_1547	SNP		41028350	16.133	pPt-653774	DArT_marker		96806	-3.9480000000000004
liftover_extended_cigar	7	42816299	23.806	pPt-654638	DArT_marker		42905909	21.748	pPt-650032	DArT_marker		89610	-2.058
liftover_extended_cigar	7	43596257	26.686	solcap_stsnp_c1_7505	SNP		43818233	26.662	PM1300	repeat_region		221976	-0.02400000000000091
liftover_extended_cigar	7	44206993	28.701	toPt-439283	DArT_marker		44340304	26.06	solcap_stsnp_c1_7378	SNP		133311	-2.641000000000002
liftover_extended_cigar	7	45551001	30.844	pPt-458625	DArT_marker		45551032	30.71	pPt-458072	DArT_marker		31	-0.13400000000000034
liftover_extended_cigar	7	46503550	34.276	MICRO.1442.C1_559	match		46645602	32.819	pPt-456752	DArT_marker		142052	-1.4570000000000007
liftover_extended_cigar	7	48420904	43.89	MICRO.381.C1_1588	match		48569615	42.701	pPt-456702	DArT_marker		148711	-1.189
liftover_extended_cigar	7	52065648	49.701	pPt-559458	DArT_marker		52065657	49.662	pPt-538032	DArT_marker		9	-0.03900000000000148
liftover_extended_cigar	7	54633421	59.44	toPt-437358	DArT_marker		54633422	58.595	pPt-657441	DArT_marker		1	-0.8449999999999989
liftover_extended_cigar	7	54633569	58.601	pPt-651978	DArT_marker		54699766	57.539	pPt-650152	DArT_marker		66197	-1.0619999999999976
liftover_extended_cigar	7	55702706	62.16	pPt-654556	DArT_marker		55767754	62.093	pPt-459335	DArT_marker		65048	-0.06699999999999307
liftover_extended_cigar	7	56166710	63.438	pPt-457779	DArT_marker		56384329	62.711	pPt-537071	DArT_marker		217619	-0.7270000000000039
liftover_extended_cigar	7	56384329	62.737	pPt-535925	DArT_marker		56445834	61.66	pPt-652491	DArT_marker		61505	-1.0770000000000053
liftover_extended_cigar	7	56651862	63.806	solcap_stsnp_c1_8815	SNP		56801943	62.715	pPt-653355	DArT_marker		150081	-1.090999999999994
liftover_extended_cigar	7	57383958	67.064	STM3009	repeat_region		57433724	66.796	MICRO.1437.C1_390	match		49766	-0.26799999999998647
liftover_extended_cigar	8	2404959	12.681	pPt-650234	DArT_marker		3532796	11.852	pPt-536257	DArT_marker		1127837	-0.8289999999999988
liftover_extended_cigar	8	3532796	11.974	pPt-650705	DArT_marker		4399786	10.679	solcap_stsnp_c1_7740	SNP		866990	-1.295
liftover_extended_cigar	8	5692745	15.705	pPt-539822	DArT_marker		6321786	15.476	solcap_stsnp_c1_8381	SNP		629041	-0.2289999999999992
liftover_extended_cigar	8	6621353	17.641	pPt-654824	DArT_marker		6621355	16.622	toPt-441100	DArT_marker		2	-1.0189999999999984
liftover_extended_cigar	8	6621355	17.641	pPt-657575	DArT_marker		6846144	16.231	pPt-540163	DArT_marker		224789	-1.4099999999999966
liftover_extended_cigar	8	6846218	16.254	pPt-535564	DArT_marker		6846221	16.249	pPt-540053	DArT_marker		3	-0.005000000000002558
liftover_extended_cigar	8	7332182	17.641	pPt-653216	DArT_marker		8091997	16.102	solcap_stsnp_c1_15451	SNP		759815	-1.538999999999998
liftover_extended_cigar	8	38300248	25.921	solcap_stsnp_c1_9821	SNP		38684199	25.783	PM0495	repeat_region		383951	-0.13799999999999812
liftover_extended_cigar	8	40872159	29.947	pPt-650709	DArT_marker		40872315	29.939	pPt-457647	DArT_marker		156	-0.007999999999999119
liftover_extended_cigar	8	40872315	29.962	pPt-653294	DArT_marker		40872318	29.947	pPt-559585	DArT_marker		3	-0.015000000000000568
liftover_extended_cigar	8	40872318	29.947	pPt-559585	DArT_marker		42826029	26.91	pPt-653036	DArT_marker		1953711	-3.036999999999999
liftover_extended_cigar	8	42826029	26.91	pPt-653036	DArT_marker		42826030	26.294	pPt-536995	DArT_marker		1	-0.6159999999999997
liftover_extended_cigar	8	47850822	55.508	pPt-539116	DArT_marker		49096599	40.105	pPt-458325	DArT_marker		1245777	-15.403000000000006
liftover_extended_cigar	8	49097136	40.171	pPt-470707	DArT_marker		49097627	38.768	pPt-538788	DArT_marker		491	-1.4029999999999987
liftover_extended_cigar	8	49097627	41.175	pPt-540454	DArT_marker		49098091	39.358	pPt-654934	DArT_marker		464	-1.8170000000000002
liftover_extended_cigar	8	50132511	48.691	pPt-471414	DArT_marker		50559167	47.864	pPt-652927	DArT_marker		426656	-0.8270000000000053
liftover_extended_cigar	8	50559167	47.864	pPt-652927	DArT_marker		51291201	45.063	pPt-536535	DArT_marker		732034	-2.800999999999995
liftover_extended_cigar	8	51291201	45.286	pPt-537377	DArT_marker		51453176	42.436	pPt-540363	DArT_marker		161975	-2.8500000000000014
liftover_extended_cigar	8	52622373	56.619	pPt-472750	DArT_marker		53103373	55.508	pPt-457562	DArT_marker		481000	-1.110999999999997
liftover_extended_cigar	8	53149549	56.128	pPt-653213	DArT_marker		53301457	55.99	pPt-653413	DArT_marker		151908	-0.13799999999999812
liftover_extended_cigar	8	53440117	55.99	pPt-552409	DArT_marker		53440159	55.985	pPt-539475	DArT_marker		42	-0.005000000000002558
liftover_extended_cigar	8	55027732	60.448	PM1350	repeat_region		56271396	59.685	solcap_stsnp_c1_8296	SNP		1243664	-0.7629999999999981
liftover_extended_cigar	8	57178514	62.649	pPt-534465	DArT_marker		57274863	62.253	solcap_stsnp_c1_5509	SNP		96349	-0.3960000000000008
liftover_extended_cigar	8	57358335	63.404	solcap_stsnp_c1_5532	SNP		57510401	63.222	pPt-472859	DArT_marker		152066	-0.18200000000000216
liftover_extended_cigar	8	57690192	64.687	solcap_stsnp_c1_5605	SNP		57771519	64.377	solcap_stsnp_c1_5612	SNP		81327	-0.3100000000000023
liftover_extended_cigar	8	57771519	64.377	solcap_stsnp_c1_5612	SNP		57947606	63.83	pPt-534657	DArT_marker		176087	-0.546999999999997
liftover_extended_cigar	8	57947606	63.831	pPt-537356	DArT_marker		57947687	63.741	pPt-456511	DArT_marker		81	-0.09000000000000341
liftover_extended_cigar	8	57962958	65.034	pPt-471848	DArT_marker		58072885	63.683	toPt-438550	DArT_marker		109927	-1.3510000000000062
liftover_extended_cigar	8	58604496	66.412	pPt-651323	DArT_marker		58624649	65.997	PM0024	repeat_region		20153	-0.41500000000000625
liftover_extended_cigar	8	58764444	67.791	pPt-457615	DArT_marker		58764544	65.62	pPt-536343	DArT_marker		100	-2.1709999999999923
liftover_extended_cigar	8	59147191	66.946	STGBSS	repeat_region		59147419	66.376	STM1105	repeat_region		228	-0.5699999999999932
liftover_extended_cigar	9	2345796	15.594	toPt-439769	DArT_marker		2345959	15.561	pPt-535215	DArT_marker		163	-0.032999999999999474
liftover_extended_cigar	9	2345959	15.594	pPt-536424	DArT_marker		2544553	15.584	pPt-654939	DArT_marker		198594	-0.009999999999999787
liftover_extended_cigar	9	12397029	40.061	PM1307	repeat_region		18288931	39.474	pPt-472210	DArT_marker		5891902	-0.5870000000000033
liftover_extended_cigar	9	34137870	39.625	solcap_stsnp_c1_2319	SNP		43274545	39.59	pPt-651168	DArT_marker		9136675	-0.03499999999999659
liftover_extended_cigar	9	43274545	39.59	pPt-651168	DArT_marker		43807359	39.406	st_2663	repeat_region		532814	-0.1840000000000046
liftover_extended_cigar	9	51505710	40.858	pPt-657361	DArT_marker		52227267	38.757	toPt-439232	DArT_marker		721557	-2.100999999999999
liftover_extended_cigar	9	53488920	48.091	pPt-535745	DArT_marker		54181202	45.609	solcap_stsnp_c1_12794	SNP		692282	-2.4819999999999993
liftover_extended_cigar	9	54406078	49.282	MICRO.637.C1_809	match		54716891	46.308	MICRO.1131.C1_434	match		310813	-2.9739999999999966
liftover_extended_cigar	9	55353103	56.142	solcap_stsnp_c1_13519	SNP		56104281	50.736	solcap_stsnp_c1_16459	SNP		751178	-5.406000000000006
liftover_extended_cigar	9	58413779	61.264	solcap_stsnp_c1_1401	SNP		58912293	60.697	solcap_stsnp_c1_12054	SNP		498514	-0.5670000000000002
liftover_extended_cigar	9	59431706	62.809	pPt-538179	DArT_marker		59431737	62.792	toPt-439913	DArT_marker		31	-0.016999999999995907
liftover_extended_cigar	9	59431737	62.792	toPt-439913	DArT_marker		59431742	62.727	pPt-539594	DArT_marker		5	-0.06500000000000483
liftover_extended_cigar	9	59431742	63.059	pPt-535743	DArT_marker		59431743	62.809	pPt-535726	DArT_marker		1	-0.25
liftover_extended_cigar	9	59431743	62.809	pPt-539293	DArT_marker		59431745	62.801	toPt-438737	DArT_marker		2	-0.007999999999995566
liftover_extended_cigar	9	59431745	62.809	toPt-763864	DArT_marker		59431846	62.784	toPt-438644	DArT_marker		101	-0.02499999999999858
liftover_extended_cigar	9	59440240	62.801	pPt-653066	DArT_marker		59596669	62.151	pPt-473763	DArT_marker		156429	-0.6499999999999986
liftover_extended_cigar	9	59596669	62.151	pPt-473763	DArT_marker		59826894	60.865	toPt-437854	DArT_marker		230225	-1.2860000000000014
liftover_extended_cigar	9	59918955	64.076	pPt-559613	DArT_marker		59920002	60.46	pPt-656850	DArT_marker		1047	-3.6159999999999926
liftover_extended_cigar	9	61680912	69.522	pPt-457457	DArT_marker		61680990	68.99	toPt-763577	DArT_marker		78	-0.5320000000000107
liftover_extended_cigar	9	61680990	68.99	toPt-763577	DArT_marker		61762534	66.664	solcap_stsnp_c1_8939	SNP		81544	-2.3259999999999934
liftover_extended_cigar	9	62033713	70.956	solcap_stsnp_c1_8955	SNP		62320987	70.016	pPt-536054	DArT_marker		287274	-0.9399999999999977
liftover_extended_cigar	9	63001833	72.979	pPt-535101	DArT_marker		63001885	72.719	capPt-672308	DArT_marker		52	-0.2600000000000051
liftover_extended_cigar	9	63339315	73.536	pPt-536181	DArT_marker		63339316	73.514	pPt-540196	DArT_marker		1	-0.02200000000000557
liftover_extended_cigar	9	63987925	76.288	toPt-441141	DArT_marker		64007875	75.748	solcap_stsnp_c1_12726	SNP		19950	-0.539999999999992
liftover_extended_cigar	9	65556720	80.766	pPt-654857	DArT_marker		65658883	80.749	pPt-535814	DArT_marker		102163	-0.017000000000010118
liftover_extended_cigar	9	66777078	87.866	solcap_stsnp_c1_10580	SNP		66778416	86.542	solcap_stsnp_c1_10582	SNP		1338	-1.323999999999998
liftover_extended_cigar	10	675172	4.383	pPt-650953	DArT_marker		920818	4.183	st_15123	repeat_region		245646	-0.20000000000000018
liftover_extended_cigar	10	965693	7.902	pPt-456767	DArT_marker		1480102	0.0	PM0417	repeat_region		514409	-7.902
liftover_extended_cigar	10	1826253	9.56	solcap_stsnp_c1_272	SNP		2034738	7.58	pPt-473086	DArT_marker		208485	-1.9800000000000004
liftover_extended_cigar	10	2034836	7.609	pPt-656726	DArT_marker		2034837	7.569	pPt-537963	DArT_marker		1	-0.040000000000000036
liftover_extended_cigar	10	2034837	7.657	pPt-655039	DArT_marker		2034840	7.609	pPt-540164	DArT_marker		3	-0.04800000000000004
liftover_extended_cigar	10	3132180	12.624	pPt-652078	DArT_marker		3132266	12.432	pPt-457178	DArT_marker		86	-0.19200000000000017
liftover_extended_cigar	10	6642729	22.556	solcap_stsnp_c1_14047	SNP		7780322	21.884	PM0126	repeat_region		1137593	-0.6720000000000006
liftover_extended_cigar	10	7780322	21.884	PM0126	repeat_region		10737387	18.531	pPt-473173	DArT_marker		2957065	-3.3530000000000015
liftover_extended_cigar	10	10753815	19.435	STM0051	repeat_region		11815345	18.998	PM1302	repeat_region		1061530	-0.4369999999999976
liftover_extended_cigar	10	17962311	42.04	pPt-653258	DArT_marker		17967322	21.197	pPt-471094	DArT_marker		5011	-20.843
liftover_extended_cigar	10	17967834	21.197	pPt-538467	DArT_marker		21865280	20.867	pPt-535392	DArT_marker		3897446	-0.3299999999999983
liftover_extended_cigar	10	29044920	21.796	PM1358	repeat_region		29677960	20.137	solcap_stsnp_c1_1	SNP		633040	-1.658999999999999
liftover_extended_cigar	10	35603439	25.672	solcap_stsnp_c1_3057	SNP		36968160	23.048	solcap_stsnp_c1_3055	SNP		1364721	-2.6240000000000023
liftover_extended_cigar	10	44301243	26.728	solcap_stsnp_c1_11408	SNP		45867762	26.604	solcap_stsnp_c1_14465	SNP		1566519	-0.12400000000000233
liftover_extended_cigar	10	47804246	36.402	pPt-552174	DArT_marker		48174762	36.298	solcap_stsnp_c1_16004	SNP		370516	-0.1039999999999992
liftover_extended_cigar	10	48174762	36.298	solcap_stsnp_c1_16004	SNP		49042701	34.53	toPt-440832	DArT_marker		867939	-1.7680000000000007
liftover_extended_cigar	10	52898453	46.385	pPt-539509	DArT_marker		52898639	46.379	pPt-653677	DArT_marker		186	-0.006000000000000227
liftover_extended_cigar	10	52898641	46.383	pPt-652127	DArT_marker		52898643	45.911	toPt-440308	DArT_marker		2	-0.4720000000000013
liftover_extended_cigar	10	52898643	46.724	pPt-458465	DArT_marker		52898816	46.295	capPt-673116	DArT_marker		173	-0.42899999999999494
liftover_extended_cigar	10	52898816	46.313	capPt-672993	DArT_marker		53051560	46.077	solcap_stsnp_c1_15222	SNP		152744	-0.2360000000000042
liftover_extended_cigar	10	55214380	49.827	pPt-459092	DArT_marker		55214381	49.755	pPt-458475	DArT_marker		1	-0.07199999999999562
liftover_extended_cigar	10	55254858	50.273	solcap_stsnp_c1_10324	SNP		55257906	49.769	pPt-652171	DArT_marker		3048	-0.5040000000000049
liftover_extended_cigar	10	57342715	57.701	solcap_stsnp_c1_9069	SNP		57502157	57.235	solcap_stsnp_c1_12656	SNP		159442	-0.4660000000000011
liftover_extended_cigar	10	57561186	59.216	pPt-458108	DArT_marker		57586970	58.919	solcap_stsnp_c1_12614	SNP		25784	-0.29700000000000415
liftover_extended_cigar	10	59248708	68.865	solcap_stsnp_c1_8814	SNP		59277472	67.349	toPt-437377	DArT_marker		28764	-1.5159999999999911
liftover_extended_cigar	11	1414041	10.24	pPt-652437	DArT_marker		2579325	0.759	solcap_stsnp_c1_11111	SNP		1165284	-9.481
liftover_extended_cigar	11	2822788	2.25	pPt-470834	DArT_marker		2830372	1.658	pPt-534589	DArT_marker		7584	-0.5920000000000001
liftover_extended_cigar	11	2830372	2.25	pPt-536761	DArT_marker		2830392	2.216	pPt-653767	DArT_marker		20	-0.03399999999999981
liftover_extended_cigar	11	3575362	12.567	solcap_stsnp_c1_2132	SNP		3695457	4.712	solcap_stsnp_c1_2311	SNP		120095	-7.855
liftover_extended_cigar	11	4000873	15.715	solcap_stsnp_c1_2254	SNP		4002920	15.429	capPt-673113	DArT_marker		2047	-0.2859999999999996
liftover_extended_cigar	11	4002920	15.429	capPt-673113	DArT_marker		4242408	5.452	solcap_stsnp_c1_2221	SNP		239488	-9.977
liftover_extended_cigar	11	5952475	18.836	toPt-436913	DArT_marker		6166561	8.301	solcap_stsnp_c1_6633	SNP		214086	-10.534999999999998
liftover_extended_cigar	11	9491422	27.637	solcap_stsnp_c1_3996	SNP		9529080	27.499	toPt-437239	DArT_marker		37658	-0.13800000000000168
liftover_extended_cigar	11	9529123	27.698	toPt-438852	DArT_marker		9529226	27.499	pPt-650908	DArT_marker		103	-0.19900000000000162
liftover_extended_cigar	11	9529226	27.499	pPt-655824	DArT_marker		10088223	22.701	toPt-437706	DArT_marker		558997	-4.797999999999998
liftover_extended_cigar	11	17854808	37.27	solcap_stsnp_c1_872	SNP		27165202	34.197	PM1319	repeat_region		9310394	-3.0730000000000004
liftover_extended_cigar	11	27165202	34.197	PM1319	repeat_region		27218620	15.236	pPt-657037	DArT_marker		53418	-18.961000000000002
liftover_extended_cigar	11	30013065	35.081	pPt-536357	DArT_marker		32900636	33.402	MICRO.10953.C1_310	match		2887571	-1.679000000000002
liftover_extended_cigar	11	36524120	36.999	toPt-440455	DArT_marker		36955055	36.63	pPt-651955	DArT_marker		430935	-0.3689999999999998
liftover_extended_cigar	11	36955055	38.047	pPt-457986	DArT_marker		37615241	36.859	solcap_stsnp_c1_4359	SNP		660186	-1.1879999999999953
liftover_extended_cigar	11	40806074	48.053	solcap_stsnp_c1_1300	SNP		40969800	46.082	pPt-653469	DArT_marker		163726	-1.9709999999999965
liftover_extended_cigar	11	40969800	46.082	pPt-653469	DArT_marker		41045136	45.74	pPt-458167	DArT_marker		75336	-0.34199999999999875
liftover_extended_cigar	11	41045136	49.375	pPt-457758	DArT_marker		41200951	46.192	toPt-437761	DArT_marker		155815	-3.183
liftover_extended_cigar	11	41200951	46.238	toPt-437421	DArT_marker		41708288	42.971	MICRO.2270.C1_388	match		507337	-3.267000000000003
liftover_extended_cigar	11	42273649	50.616	solcap_stsnp_c1_6967	SNP		42408537	47.907	solcap_stsnp_c1_6971	SNP		134888	-2.709000000000003
liftover_extended_cigar	11	43727992	53.878	solcap_stsnp_c1_4911	SNP		43731390	53.049	solcap_stsnp_c1_4908	SNP		3398	-0.8290000000000006
liftover_extended_cigar	11	44455736	57.204	pPt-656631	DArT_marker		44479312	55.172	pPt-656960	DArT_marker		23576	-2.0320000000000036
liftover_extended_cigar	12	261556	69.698	solcap_stsnp_c1_16130	SNP		568082	69.512	solcap_stsnp_c1_1958	SNP		306526	-0.18599999999999284
liftover_extended_cigar	12	568082	69.512	solcap_stsnp_c1_1958	SNP		1055654	63.238	pPt-650534	DArT_marker		487572	-6.274000000000001
liftover_extended_cigar	12	1294480	75.166	toPt-439120	DArT_marker		1294811	71.722	pPt-651410	DArT_marker		331	-3.4440000000000026
liftover_extended_cigar	12	1294811	71.722	pPt-651410	DArT_marker		1379657	68.531	STM0003	repeat_region		84846	-3.1909999999999883
