marker_id	marker_id_norm	old_seqid	old_start	old_end	old_midpoint	old_midpoint_0based	old_source	marker_type	old_strand	genetic_chr	cM	attributes	n_liftover_candidates	target_seqid	target_chr	target_type	target_pos	paf_strand	paf_qstart	paf_qend	paf_tstart	paf_tend	mapq	n_match	aln_len	paf_identity	paf_query_span	same_chr	cigar_status	cigar_map_ok	liftover_status	chr	pos	marker_id_norm_for_join	direct_chr	direct_pos	liftover_chr	liftover_pos	same_chr_direct	delta_pos	abs_delta_pos
solcap_stsnp_c1_13914	solcap_snp_c1_13914	ST4.03ch02	30053177	30053177	30053177	30053176	dundee	SNP	.	2	30.371	ID=solcap_stsnp_c1_13914;Note=type: New OPA;Name=solcap_stsnp_c1_13914; Note=Genetic position = Chr02 30.371 cM	1	chr02	2	chromosome	28582692	+	30020684	30080867	28552951	28610330	60	57247	58242	0.982916108650115	60183	1	cigar_aligned_base	1	lifted_chr_agree	2	28582692	solcap_snp_c1_13914	2	28582692	2	28582692	True	0	0
solcap_stsnp_c1_16350	solcap_snp_c1_16350	ST4.03ch02	30217175	30217175	30217175	30217174	dundee	SNP	.	2	31.795	ID=solcap_stsnp_c1_16350;Note=type: New OPA;Name=solcap_stsnp_c1_16350; Note=Genetic position = Chr02 31.795 cM	1	chr02	2	chromosome	28703842	+	30204905	30246595	28691733	28733356	60	41337	41810	0.988686917005501	41690	1	cigar_aligned_base	1	lifted_chr_agree	2	28703842	solcap_snp_c1_16350	2	28703842	2	28703842	True	0	0
solcap_stsnp_c1_13234	solcap_snp_c1_13234	ST4.03ch02	31663570	31663570	31663570	31663569	dundee	SNP	.	2	35.092	ID=solcap_stsnp_c1_13234;Note=type: New OPA;Name=solcap_stsnp_c1_13234; Note=Genetic position = Chr02 35.092 cM	1	chr02	2	chromosome	30080945	+	31650468	31683407	30067802	30099801	60	31942	31992	0.9984371092773193	32939	1	cigar_aligned_base	1	lifted_chr_agree	2	30080945	solcap_snp_c1_13234	2	30080945	2	30080945	True	0	0
solcap_stsnp_c1_11588	solcap_snp_c1_11588	ST4.03ch02	32077377	32077377	32077377	32077376	dundee	SNP	.	2	35.561	ID=solcap_stsnp_c1_11588;Note=type: New OPA;Name=solcap_stsnp_c1_11588; Note=Genetic position = Chr02 35.561 cM	1	chr02	2	chromosome	30450017	+	32077023	32113147	30449663	30485514	60	35828	36147	0.9911749246133842	36124	1	cigar_aligned_base	1	lifted_chr_agree	2	30450017	solcap_snp_c1_11588	2	30450017	2	30450017	True	0	0
solcap_stsnp_c1_14822	solcap_snp_c1_14822	ST4.03ch02	35677298	35677298	35677298	35677297	dundee	SNP	.	2	43.862	ID=solcap_stsnp_c1_14822;Note=type: New OPA;Name=solcap_stsnp_c1_14822; Note=Genetic position = Chr02 43.862 cM	1	chr02	2	chromosome	33716215	+	35653519	35691642	33692597	33730557	60	37938	38131	0.994938501481734	38123	1	cigar_aligned_base	1	lifted_chr_agree	2	33716215	solcap_snp_c1_14822	2	33716215	2	33716215	True	0	0
solcap_stsnp_c1_5877	solcap_snp_c1_5877	ST4.03ch02	36198536	36198536	36198536	36198535	dundee	SNP	.	2	45.178	ID=solcap_stsnp_c1_5877;Note=type: New OPA;Name=solcap_stsnp_c1_5877; Note=Genetic position = Chr02 45.178 cM	1	chr02	2	chromosome	34203746	+	36179569	36225143	34184775	34230056	60	45037	45806	0.9832118063135834	45574	1	cigar_aligned_base	1	lifted_chr_agree	2	34203746	solcap_snp_c1_5877	2	34203746	2	34203746	True	0	0
solcap_stsnp_c1_5850	solcap_snp_c1_5850	ST4.03ch02	36660072	36660072	36660072	36660071	dundee	SNP	.	2	49.569	ID=solcap_stsnp_c1_5850;Note=type: New OPA;Name=solcap_stsnp_c1_5850; Note=Genetic position = Chr02 49.569 cM	1	chr02	2	chromosome	34661319	+	36588641	36667829	34592311	34668633	60	76159	76753	0.9922608888251925	79188	1	cigar_aligned_base	1	lifted_chr_agree	2	34661319	solcap_snp_c1_5850	2	34661319	2	34661319	True	0	0
solcap_stsnp_c1_12377	solcap_snp_c1_12377	ST4.03ch02	37341815	37341815	37341815	37341814	dundee	SNP	.	2	47.129	ID=solcap_stsnp_c1_12377;Note=type: New OPA;Name=solcap_stsnp_c1_12377; Note=Genetic position = Chr02 47.129 cM	1	chr02	2	chromosome	35334126	+	37320250	37345315	35313986	35337626	60	23624	25068	0.9423966810276049	25065	1	cigar_aligned_base	1	lifted_chr_agree	2	35334126	solcap_snp_c1_12377	2	35334126	2	35334126	True	0	0
solcap_stsnp_c1_16172	solcap_snp_c1_16172	ST4.03ch02	37475092	37475092	37475092	37475091	dundee	SNP	.	2	46.584	ID=solcap_stsnp_c1_16172;Note=type: New OPA;Name=solcap_stsnp_c1_16172; Note=Genetic position = Chr02 46.584 cM	1	chr02	2	chromosome	35468438	+	37468174	37495088	35461402	35488435	60	26897	27035	0.9948955058257813	26914	1	cigar_aligned_base	1	lifted_chr_agree	2	35468438	solcap_snp_c1_16172	2	35468438	2	35468438	True	0	0
solcap_stsnp_c1_7931	solcap_snp_c1_7931	ST4.03ch02	41432006	41432006	41432006	41432005	dundee	SNP	.	2	59.058	ID=solcap_stsnp_c1_7931;Note=type: New OPA;Name=solcap_stsnp_c1_7931; Note=Genetic position = Chr02 59.058 cM	1	chr02	2	chromosome	39157665	+	41429402	41458030	39155062	39183692	60	28626	28631	0.9998253641158186	28628	1	cigar_aligned_base	1	lifted_chr_agree	2	39157665	solcap_snp_c1_7931	2	38479345	2	39157665	True	678320	678320
solcap_stsnp_c1_7346	solcap_snp_c1_7346	ST4.03ch02	42597150	42597150	42597150	42597149	dundee	SNP	.	2	63.435	ID=solcap_stsnp_c1_7346;Note=type: New OPA;Name=solcap_stsnp_c1_7346; Note=Genetic position = Chr02 63.435 cM	1	chr02	2	chromosome	40296554	+	42544887	42619013	40247051	40317614	60	70518	71193	0.9905187307740929	74126	1	cigar_aligned_base	1	lifted_chr_agree	2	40296554	solcap_snp_c1_7346	2	40296554	2	40296554	True	0	0
solcap_stsnp_c1_8429	solcap_snp_c1_8429	ST4.03ch02	43675446	43675446	43675446	43675445	dundee	SNP	.	2	64.916	ID=solcap_stsnp_c1_8429;Note=type: New OPA;Name=solcap_stsnp_c1_8429; Note=Genetic position = Chr02 64.916 cM	1	chr02	2	chromosome	41240921	+	43669573	43682413	41235005	41247889	60	12836	12887	0.9960425234732676	12840	1	cigar_aligned_base	1	lifted_chr_agree	2	41240921	solcap_snp_c1_8429	2	41240921	2	41240921	True	0	0
solcap_stsnp_c1_8464	solcap_snp_c1_8464	ST4.03ch02	44331700	44331700	44331700	44331699	dundee	SNP	.	2	66.529	ID=solcap_stsnp_c1_8464;Note=type: New OPA;Name=solcap_stsnp_c1_8464; Note=Genetic position = Chr02 66.529 cM	1	chr02	2	chromosome	41878492	+	44301793	44363183	41848541	41909367	60	60769	61272	0.9917907037472254	61390	1	cigar_aligned_base	1	lifted_chr_agree	2	41878492	solcap_snp_c1_8464	2	41878492	2	41878492	True	0	0
solcap_stsnp_c1_8485	solcap_snp_c1_8485	ST4.03ch02	44590397	44590397	44590397	44590396	dundee	SNP	.	2	65.395	ID=solcap_stsnp_c1_8485;Note=type: New OPA;Name=solcap_stsnp_c1_8485; Note=Genetic position = Chr02 65.395 cM	1	chr02	2	chromosome	42131765	+	44544416	44691012	42085598	42228798	60	142643	145941	0.9774018267656107	146596	1	cigar_aligned_base	1	lifted_chr_agree	2	42131765	solcap_snp_c1_8485	2	42131765	2	42131765	True	0	0
solcap_stsnp_c1_12534	solcap_snp_c1_12534	ST4.03ch02	45033905	45033905	45033905	45033904	dundee	SNP	.	2	67.77	ID=solcap_stsnp_c1_12534;Note=type: New OPA;Name=solcap_stsnp_c1_12534; Note=Genetic position = Chr02 67.77 cM	1	chr02	2	chromosome	42567199	+	44861633	45040437	42396005	42573731	60	177358	178162	0.9954872531740775	178804	1	cigar_aligned_base	1	lifted_chr_agree	2	42567199	solcap_snp_c1_12534	2	42567199	2	42567199	True	0	0
solcap_stsnp_c1_7864	solcap_snp_c1_7864	ST4.03ch02	46684930	46684930	46684930	46684929	dundee	SNP	.	2	71.022	ID=solcap_stsnp_c1_7864;Note=type: New OPA;Name=solcap_stsnp_c1_7864; Note=Genetic position = Chr02 71.022 cM	1	chr02	2	chromosome	44199967	+	46542985	46736035	44060617	44249952	60	188594	190908	0.9878789783560668	193050	1	cigar_aligned_base	1	lifted_chr_agree	2	44199967	solcap_snp_c1_7864	2	44199967	2	44199967	True	0	0
solcap_stsnp_c1_14740	solcap_snp_c1_14740	ST4.03ch02	46757863	46757863	46757863	46757862	dundee	SNP	.	2	71.402	ID=solcap_stsnp_c1_14740;Note=type: New OPA;Name=solcap_stsnp_c1_14740; Note=Genetic position = Chr02 71.402 cM	1	chr02	2	chromosome	44271733	+	46755855	46791503	44269725	44305372	60	35644	35648	0.9998877917414721	35648	1	cigar_aligned_base	1	lifted_chr_agree	2	44271733	solcap_snp_c1_14740	2	44271733	2	44271733	True	0	0
solcap_stsnp_c1_10633	solcap_snp_c1_10633	ST4.03ch02	47547061	47547061	47547061	47547060	dundee	SNP	.	2	73.462	ID=solcap_stsnp_c1_10633;Note=type: New OPA;Name=solcap_stsnp_c1_10633; Note=Genetic position = Chr02 73.462 cM	1	chr02	2	chromosome	45046071	+	47471863	47585885	44971965	45084900	60	112872	114083	0.9893849215045186	114022	1	cigar_aligned_base	1	lifted_chr_agree	2	45046071	solcap_snp_c1_10633	2	45046071	2	45046071	True	0	0
solcap_stsnp_c1_14813	solcap_snp_c1_14813	ST4.03ch03	2565354	2565354	2565354	2565353	dundee	SNP	.	3	5.423	ID=solcap_stsnp_c1_14813;Note=type: New OPA;Name=solcap_stsnp_c1_14813; Note=Genetic position = Chr03 5.423 cM	1	chr03	3	chromosome	2647267	+	2530713	2580140	2613481	2661762	60	48173	48530	0.9926437255305997	49427	1	cigar_aligned_base	1	lifted_chr_agree	3	2647267	solcap_snp_c1_14813	3	2647267	3	2647267	True	0	0
solcap_stsnp_c1_13889	solcap_snp_c1_13889	ST4.03ch03	2764068	2764068	2764068	2764067	dundee	SNP	.	3	5.21	ID=solcap_stsnp_c1_13889;Note=type: New OPA;Name=solcap_stsnp_c1_13889; Note=Genetic position = Chr03 5.21 cM	1	chr03	3	chromosome	2851481	+	2731198	2822803	2820621	2907634	60	86689	90122	0.9619071924724263	91605	1	cigar_aligned_base	1	lifted_chr_agree	3	2851481	solcap_snp_c1_13889	3	2851481	3	2851481	True	0	0
solcap_stsnp_c1_10555	solcap_snp_c1_10555	ST4.03ch03	13393873	13393873	13393873	13393872	dundee	SNP	.	3	13.38	ID=solcap_stsnp_c1_10555;Note=type: New OPA;Name=solcap_stsnp_c1_10555; Note=Genetic position = Chr03 13.38 cM	1	chr03	3	chromosome	28208377	+	13388707	13397990	28203266	28212494	60	9227	9284	0.9938604049978458	9283	1	cigar_aligned_base	1	lifted_chr_agree	3	28208377	solcap_snp_c1_10555	3	28208377	3	28208377	True	0	0
solcap_stsnp_c1_10746	solcap_snp_c1_10746	ST4.03ch03	17038501	17038501	17038501	17038500	dundee	SNP	.	3	16.443	ID=solcap_stsnp_c1_10746;Note=type: New OPA;Name=solcap_stsnp_c1_10746; Note=Genetic position = Chr03 16.443 cM	1	chr03	3	chromosome	31640737	+	17031726	17048180	31633961	31650419	60	16453	16458	0.9996961963786608	16454	1	cigar_aligned_base	1	lifted_chr_agree	3	31640737	solcap_snp_c1_10746	3	31640737	3	31640737	True	0	0
solcap_stsnp_c1_11338	solcap_snp_c1_11338	ST4.03ch03	40332683	40332683	40332683	40332682	dundee	SNP	.	3	27.871	ID=solcap_stsnp_c1_11338;Note=type: New OPA;Name=solcap_stsnp_c1_11338; Note=Genetic position = Chr03 27.871 cM	1	chr03	3	chromosome	39577744	+	40316744	40382509	39561812	39625893	60	64024	64719	0.9892612679429534	65765	1	cigar_aligned_base	1	lifted_chr_agree	3	39577744	solcap_snp_c1_11338	3	39577744	3	39577744	True	0	0
solcap_stsnp_c1_6856	solcap_snp_c1_6856	ST4.03ch03	42234330	42234330	42234330	42234329	dundee	SNP	.	3	35.853	ID=solcap_stsnp_c1_6856;Note=type: New OPA;Name=solcap_stsnp_c1_6856; Note=Genetic position = Chr03 35.853 cM	1	chr03	3	chromosome	41247283	+	42210112	42243985	41222992	41256938	60	33642	33983	0.9899655710208045	33873	1	cigar_aligned_base	1	lifted_chr_agree	3	41247283	solcap_snp_c1_6856	3	41247283	3	41247283	True	0	0
solcap_stsnp_c1_6307	solcap_snp_c1_6307	ST4.03ch03	48741845	48741845	48741845	48741844	dundee	SNP	.	3	40.788	ID=solcap_stsnp_c1_6307;Note=type: New OPA;Name=solcap_stsnp_c1_6307; Note=Genetic position = Chr03 40.788 cM	1	chr03	3	chromosome	44060272	-	48737126	48812794	43990411	44064448	60	73815	75085	0.9830858360524739	75668	1	cigar_aligned_base	1	lifted_chr_agree	3	44060272	solcap_snp_c1_6307	3	44060650	3	44060272	True	-378	378
solcap_stsnp_c1_4565	solcap_snp_c1_4565	ST4.03ch03	53963674	53963674	53963674	53963673	dundee	SNP	.	3	49.929	ID=solcap_stsnp_c1_4565;Note=type: New OPA;Name=solcap_stsnp_c1_4565; Note=Genetic position = Chr03 49.929 cM	1	chr03	3	chromosome	52548334	+	53949314	53965160	52535072	52549820	60	14717	14819	0.9931169444631891	15846	1	cigar_aligned_base	1	lifted_chr_agree	3	52548334	solcap_snp_c1_4565	3	51716524	3	52548334	True	831810	831810
solcap_stsnp_c1_14158	solcap_snp_c1_14158	ST4.03ch03	53993257	53993257	53993257	53993256	dundee	SNP	.	3	61.505	ID=solcap_stsnp_c1_14158;Note=type: New OPA;Name=solcap_stsnp_c1_14158; Note=Genetic position = Chr03 61.505 cM	1	chr03	3	chromosome	52594978	+	53966269	54013455	52568531	52615180	60	46631	47192	0.9881123919308358	47186	1	cigar_aligned_base	1	lifted_chr_agree	3	52594978	solcap_snp_c1_14158	3	52594978	3	52594978	True	0	0
solcap_stsnp_c1_14161	solcap_snp_c1_14161	ST4.03ch03	54112707	54112707	54112707	54112706	dundee	SNP	.	3	60.839	ID=solcap_stsnp_c1_14161;Note=type: New OPA;Name=solcap_stsnp_c1_14161; Note=Genetic position = Chr03 60.839 cM	1	chr03	3	chromosome	52713842	+	54099073	54152074	52700327	52752804	60	52258	52575	0.9939705183071802	53001	1	cigar_aligned_base	1	lifted_chr_agree	3	52713842	solcap_snp_c1_14161	3	52713842	3	52713842	True	0	0
solcap_stsnp_c1_7093	solcap_snp_c1_7093	ST4.03ch03	54469120	54469120	54469120	54469119	dundee	SNP	.	3	62.36	ID=solcap_stsnp_c1_7093;Note=type: New OPA;Name=solcap_stsnp_c1_7093; Note=Genetic position = Chr03 62.36 cM	1	chr03	3	chromosome	53054120	+	54430643	54504526	53025818	53089546	60	63657	64586	0.9856160777877558	73883	1	cigar_aligned_base	1	lifted_chr_agree	3	53054120	solcap_snp_c1_7093	3	53054120	3	53054120	True	0	0
solcap_stsnp_c1_86	solcap_snp_c1_86	ST4.03ch03	57978544	57978544	57978544	57978543	dundee	SNP	.	3	69.398	ID=solcap_stsnp_c1_86;Note=type: New OPA;Name=solcap_stsnp_c1_86; Note=Genetic position = Chr03 69.398 cM	1	chr03	3	chromosome	56427199	+	57961255	57988579	56410638	56437234	60	26592	26622	0.9988731124633762	27324	1	cigar_aligned_base	1	lifted_chr_agree	3	56427199	solcap_snp_c1_86	3	56427199	3	56427199	True	0	0
solcap_stsnp_c1_59	solcap_snp_c1_59	ST4.03ch03	58440752	58440752	58440752	58440751	dundee	SNP	.	3	71.847	ID=solcap_stsnp_c1_59;Note=type: New OPA;Name=solcap_stsnp_c1_59; Note=Genetic position = Chr03 71.847 cM	1	chr03	3	chromosome	56912914	+	58357107	58478206	56830890	56950195	60	118882	120143	0.9895041741924206	121099	1	cigar_aligned_base	1	lifted_chr_agree	3	56912914	solcap_snp_c1_59	3	56912914	3	56912914	True	0	0
solcap_stsnp_c1_27	solcap_snp_c1_27	ST4.03ch03	58654343	58654343	58654343	58654342	dundee	SNP	.	3	71.2	ID=solcap_stsnp_c1_27;Note=type: New OPA;Name=solcap_stsnp_c1_27; Note=Genetic position = Chr03 71.2 cM	1	chr03	3	chromosome	57127483	+	58643261	58660851	57116387	57134138	60	17590	17751	0.9909300884457214	17590	1	cigar_aligned_base	1	lifted_chr_agree	3	57127483	solcap_snp_c1_27	3	57127483	3	57127483	True	0	0
solcap_stsnp_c1_155	solcap_snp_c1_155	ST4.03ch03	58855738	58855738	58855738	58855737	dundee	SNP	.	3	71.514	ID=solcap_stsnp_c1_155;Note=type: New OPA;Name=solcap_stsnp_c1_155; Note=Genetic position = Chr03 71.514 cM	1	chr03	3	chromosome	57326019	+	58776985	58902937	57248846	57372918	60	124041	125119	0.991384202239468	125952	1	cigar_aligned_base	1	lifted_chr_agree	3	57326019	solcap_snp_c1_155	3	57326019	3	57326019	True	0	0
solcap_stsnp_c1_152	solcap_snp_c1_152	ST4.03ch03	58940134	58940134	58940134	58940133	dundee	SNP	.	3	71.008	ID=solcap_stsnp_c1_152;Note=type: New OPA;Name=solcap_stsnp_c1_152; Note=Genetic position = Chr03 71.008 cM	1	chr03	3	chromosome	57408932	+	58918729	59012288	57387797	57480265	60	92241	92546	0.9967043416247056	93559	1	cigar_aligned_base	1	lifted_chr_agree	3	57408932	solcap_snp_c1_152	3	57408932	3	57408932	True	0	0
solcap_stsnp_c1_137	solcap_snp_c1_137	ST4.03ch03	59094965	59094965	59094965	59094964	dundee	SNP	.	3	71.278	ID=solcap_stsnp_c1_137;Note=type: New OPA;Name=solcap_stsnp_c1_137; Note=Genetic position = Chr03 71.278 cM	1	chr03	3	chromosome	57560149	+	59069354	59138588	57534573	57603467	60	68877	69239	0.994771732694002	69234	1	cigar_aligned_base	1	lifted_chr_agree	3	57560149	solcap_snp_c1_137	3	57560149	3	57560149	True	0	0
solcap_stsnp_c1_3745	solcap_snp_c1_3745	ST4.03ch04	6166320	6166320	6166320	6166319	dundee	SNP	.	4	19.481	ID=solcap_stsnp_c1_3745;Note=type: New OPA;Name=solcap_stsnp_c1_3745; Note=Genetic position = Chr04 19.481 cM	1	chr04	4	chromosome	7094613	+	6164132	6277015	7092422	7194621	60	101974	102549	0.9943929243581118	112883	1	cigar_aligned_base	1	lifted_chr_agree	4	7094613	solcap_snp_c1_3745	4	7094613	4	7094613	True	0	0
solcap_stsnp_c1_3731	solcap_snp_c1_3731	ST4.03ch04	6198955	6198955	6198955	6198954	dundee	SNP	.	4	19.381	ID=solcap_stsnp_c1_3731;Note=type: New OPA;Name=solcap_stsnp_c1_3731; Note=Genetic position = Chr04 19.381 cM	1	chr04	4	chromosome	7127130	+	6164132	6277015	7092422	7194621	60	101974	102549	0.9943929243581118	112883	1	cigar_aligned_base	1	lifted_chr_agree	4	7127130	solcap_snp_c1_3731	4	7127130	4	7127130	True	0	0
solcap_stsnp_c1_3704	solcap_snp_c1_3704	ST4.03ch04	7036157	7036157	7036157	7036156	dundee	SNP	.	4	28.251	ID=solcap_stsnp_c1_3704;Note=type: New OPA;Name=solcap_stsnp_c1_3704; Note=Genetic position = Chr04 28.251 cM	1	chr04	4	chromosome	7824438	+	6936288	7053765	7725695	7842192	60	116328	117171	0.9928053869984894	117477	1	cigar_aligned_base	1	lifted_chr_agree	4	7824438	solcap_snp_c1_3704	4	7824438	4	7824438	True	0	0
solcap_stsnp_c1_14449	solcap_snp_c1_14449	ST4.03ch04	7473690	7473690	7473690	7473689	dundee	SNP	.	4	20.794	ID=solcap_stsnp_c1_14449;Note=type: New OPA;Name=solcap_stsnp_c1_14449; Note=Genetic position = Chr04 20.794 cM	1	chr04	4	chromosome	8195239	+	7444046	7481267	8166082	8202816	60	36725	37229	0.9864621665905611	37221	1	cigar_aligned_base	1	lifted_chr_agree	4	8195239	solcap_snp_c1_14449	4	8195239	4	8195239	True	0	0
solcap_stsnp_c1_11722	solcap_snp_c1_11722	ST4.03ch04	7966312	7966312	7966312	7966311	dundee	SNP	.	4	22.411	ID=solcap_stsnp_c1_11722;Note=type: New OPA;Name=solcap_stsnp_c1_11722; Note=Genetic position = Chr04 22.411 cM	1	chr04	4	chromosome	8703882	+	7958902	7974999	8696463	8712569	60	16094	16107	0.9991928974979822	16097	1	cigar_aligned_base	1	lifted_chr_agree	4	8703882	solcap_snp_c1_11722	4	8703882	4	8703882	True	0	0
solcap_stsnp_c1_8343	solcap_snp_c1_8343	ST4.03ch04	9315476	9315476	9315476	9315475	dundee	SNP	.	4	26.401	ID=solcap_stsnp_c1_8343;Note=type: New OPA;Name=solcap_stsnp_c1_8343; Note=Genetic position = Chr04 26.401 cM	1	chr04	4	chromosome	10586974	+	9255969	9327377	10529788	10598621	60	68418	69719	0.9813393766405141	71408	1	cigar_aligned_base	1	lifted_chr_agree	4	10586974	solcap_snp_c1_8343	4	10586974	4	10586974	True	0	0
solcap_stsnp_c1_11133	solcap_snp_c1_11133	ST4.03ch04	11053641	11053641	11053641	11053640	dundee	SNP	.	4	30.875	ID=solcap_stsnp_c1_11133;Note=type: New OPA;Name=solcap_stsnp_c1_11133; Note=Genetic position = Chr04 30.875 cM	1	chr04	4	chromosome	12347963	+	11013273	11054366	12308079	12348688	60	40586	41109	0.9872777250723686	41093	1	cigar_aligned_base	1	lifted_chr_agree	4	12347963	solcap_snp_c1_11133	4	12347963	4	12347963	True	0	0
solcap_stsnp_c1_11135	solcap_snp_c1_11135	ST4.03ch04	11350257	11350257	11350257	11350256	dundee	SNP	.	4	38.503	ID=solcap_stsnp_c1_11135;Note=type: New OPA;Name=solcap_stsnp_c1_11135; Note=Genetic position = Chr04 38.503 cM	1	chr04	4	chromosome	12644502	+	11332217	11357281	12627406	12651526	60	24119	25064	0.9622965209064794	25064	1	cigar_aligned_base	1	lifted_chr_agree	4	12644502	solcap_snp_c1_11135	4	12644502	4	12644502	True	0	0
solcap_stsnp_c1_12827	solcap_snp_c1_12827	ST4.03ch04	18481454	18481454	18481454	18481453	dundee	SNP	.	4	36.725	ID=solcap_stsnp_c1_12827;Note=type: New OPA;Name=solcap_stsnp_c1_12827; Note=Genetic position = Chr04 36.725 cM	1	chr04	4	chromosome	19302965	-	18475792	18525087	19259334	19308626	60	49289	49297	0.9998377183195732	49295	1	cigar_aligned_base	1	lifted_chr_agree	4	19302965	solcap_snp_c1_12827	4	19302965	4	19302965	True	0	0
solcap_stsnp_c1_14569	solcap_snp_c1_14569	ST4.03ch04	34965195	34965195	34965195	34965194	dundee	SNP	.	4	40.2	ID=solcap_stsnp_c1_14569;Note=type: New OPA;Name=solcap_stsnp_c1_14569; Note=Genetic position = Chr04 40.2 cM	1	chr04	4	chromosome	23917036	+	34962102	34983628	23913943	23935469	60	21525	21526	0.9999535445507758	21526	1	cigar_aligned_base	1	lifted_chr_agree	4	23917036	solcap_snp_c1_14569	4	43525521	4	23917036	True	-19608485	19608485
solcap_stsnp_c1_5418	solcap_snp_c1_5418	ST4.03ch04	48929200	48929200	48929200	48929199	dundee	SNP	.	4	40.831	ID=solcap_stsnp_c1_5418;Note=type: New OPA;Name=solcap_stsnp_c1_5418; Note=Genetic position = Chr04 40.831 cM	1	chr04	4	chromosome	47269331	+	48860486	48994313	47200236	47334386	60	133639	134191	0.9958864603438382	133827	1	cigar_aligned_base	1	lifted_chr_agree	4	47269331	solcap_snp_c1_5418	4	47269331	4	47269331	True	0	0
solcap_stsnp_c1_15760	solcap_snp_c1_15760	ST4.03ch04	52037629	52037629	52037629	52037628	dundee	SNP	.	4	43.118	ID=solcap_stsnp_c1_15760;Note=type: New OPA;Name=solcap_stsnp_c1_15760; Note=Genetic position = Chr04 43.118 cM	1	chr04	4	chromosome	50227241	+	52026116	52047829	50215725	50237442	60	21709	21721	0.9994475392477327	21713	1	cigar_aligned_base	1	lifted_chr_agree	4	50227241	solcap_snp_c1_15760	4	50227241	4	50227241	True	0	0
solcap_stsnp_c1_16295	solcap_snp_c1_16295	ST4.03ch04	52463994	52463994	52463994	52463993	dundee	SNP	.	4	45.15	ID=solcap_stsnp_c1_16295;Note=type: New OPA;Name=solcap_stsnp_c1_16295; Note=Genetic position = Chr04 45.15 cM	1	chr04	4	chromosome	50674993	+	52414439	52470171	50626316	50680451	60	54017	54884	0.9842030464251876	55732	1	cigar_aligned_base	1	lifted_chr_agree	4	50674993	solcap_snp_c1_16295	4	50674993	4	50674993	True	0	0
solcap_stsnp_c1_15986	solcap_snp_c1_15986	ST4.03ch04	54393863	54393863	54393863	54393862	dundee	SNP	.	4	49.216	ID=solcap_stsnp_c1_15986;Note=type: New OPA;Name=solcap_stsnp_c1_15986; Note=Genetic position = Chr04 49.216 cM	1	chr04	4	chromosome	52541427	+	54380852	54405420	52529192	52552984	60	23750	23760	0.9995791245791246	24568	1	cigar_aligned_base	1	lifted_chr_agree	4	52541427	solcap_snp_c1_15986	4	52541427	4	52541427	True	0	0
solcap_stsnp_c1_15877	solcap_snp_c1_15877	ST4.03ch04	54673969	54673969	54673969	54673968	dundee	SNP	.	4	49.975	ID=solcap_stsnp_c1_15877;Note=type: New OPA;Name=solcap_stsnp_c1_15877; Note=Genetic position = Chr04 49.975 cM	1	chr04	4	chromosome	52773387	+	54664496	54689821	52763915	52789243	60	25304	25332	0.9988946786672983	25325	1	cigar_aligned_base	1	lifted_chr_agree	4	52773387	solcap_snp_c1_15877	4	52773387	4	52773387	True	0	0
solcap_stsnp_c1_10454	solcap_snp_c1_10454	ST4.03ch04	58068136	58068136	58068136	58068135	dundee	SNP	.	4	53.409	ID=solcap_stsnp_c1_10454;Note=type: New OPA;Name=solcap_stsnp_c1_10454; Note=Genetic position = Chr04 53.409 cM	1	chr04	4	chromosome	55814875	+	58042442	58086427	55789232	55833308	60	43890	44138	0.9943812587792832	43985	1	cigar_aligned_base	1	lifted_chr_agree	4	55814875	solcap_snp_c1_10454	4	55814875	4	55814875	True	0	0
solcap_stsnp_c1_10441	solcap_snp_c1_10441	ST4.03ch04	58117285	58117285	58117285	58117284	dundee	SNP	.	4	53.406	ID=solcap_stsnp_c1_10441;Note=type: New OPA;Name=solcap_stsnp_c1_10441; Note=Genetic position = Chr04 53.406 cM	1	chr04	4	chromosome	55864113	+	58086892	58124868	55833767	55871694	60	37617	37830	0.9943695479777954	37976	1	cigar_aligned_base	1	lifted_chr_agree	4	55864113	solcap_snp_c1_10441	4	55864113	4	55864113	True	0	0
solcap_stsnp_c1_10453	solcap_snp_c1_10453	ST4.03ch04	58453468	58453468	58453468	58453467	dundee	SNP	.	4	55.627	ID=solcap_stsnp_c1_10453;Note=type: New OPA;Name=solcap_stsnp_c1_10453; Note=Genetic position = Chr04 55.627 cM	1	chr04	4	chromosome	56199106	+	58419508	58458902	56165260	56204543	60	39269	39401	0.9966498312225578	39394	1	cigar_aligned_base	1	lifted_chr_agree	4	56199106	solcap_snp_c1_10453	4	56199106	4	56199106	True	0	0
solcap_stsnp_c1_11352	solcap_snp_c1_11352	ST4.03ch04	61194011	61194011	61194011	61194010	dundee	SNP	.	4	58.849	ID=solcap_stsnp_c1_11352;Note=type: New OPA;Name=solcap_stsnp_c1_11352; Note=Genetic position = Chr04 58.849 cM	1	chr04	4	chromosome	58823229	+	61189597	61239835	58818798	58869042	60	50197	50275	0.9984485330681253	50238	1	cigar_aligned_base	1	lifted_chr_agree	4	58823229	solcap_snp_c1_11352	4	58823229	4	58823229	True	0	0
