chr	pos	cM	marker_id	marker_type	genetic_chr	old_seqid	old_start	old_end	old_midpoint	target_seqid	target_pos	paf_strand	mapq	paf_identity	paf_query_span	n_liftover_candidates	cigar_status	liftover_status
3	405461	19.274	pPt-559430	DArT_marker	3	ST4.03ch03	346415	346718	346566	chr03	405461	+	60	0.9987715803452856	30929	1	cigar_aligned_base	lifted_chr_agree
3	560044	15.536	PM1287	repeat_region	3	ST4.03ch03	504560	504757	504658	chr03	560044	+	60	0.9810809177179667	232163	1	cigar_aligned_base	lifted_chr_agree
3	1181780	2.066	pPt-653222	DArT_marker	3	ST4.03ch03	1181608	1181843	1181725	chr03	1181780	+	60	0.997810050714615	8672	1	cigar_aligned_base	lifted_chr_agree
3	2021811	3.303	pPt-472246	DArT_marker	3	ST4.03ch03	1935947	1936646	1936296	chr03	2021811	+	60	0.9930240265120133	60548	1	cigar_aligned_base	lifted_chr_agree
3	2021811	3.493	pPt-650777	DArT_marker	3	ST4.03ch03	1935947	1936646	1936296	chr03	2021811	+	60	0.9930240265120133	60548	1	cigar_aligned_base	lifted_chr_agree
3	2021811	3.513	pPt-471060	DArT_marker	3	ST4.03ch03	1935947	1936646	1936296	chr03	2021811	+	60	0.9930240265120133	60548	1	cigar_aligned_base	lifted_chr_agree
3	2022606	3.513	pPt-654214	DArT_marker	3	ST4.03ch03	1936639	1937543	1937091	chr03	2022606	+	60	0.9930240265120133	60548	1	cigar_aligned_base	lifted_chr_agree
3	2647267	5.423	solcap_stsnp_c1_14813	SNP	3	ST4.03ch03	2565354	2565354	2565354	chr03	2647267	+	60	0.9926437255305997	49427	1	cigar_aligned_base	lifted_chr_agree
3	2851481	5.21	solcap_stsnp_c1_13889	SNP	3	ST4.03ch03	2764068	2764068	2764068	chr03	2851481	+	60	0.9619071924724263	91605	1	cigar_aligned_base	lifted_chr_agree
3	4654255	9.846	pPt-653290	DArT_marker	3	ST4.03ch03	4710957	4711345	4711151	chr03	4654255	+	60	0.9970313695485845	32604	1	cigar_aligned_base	lifted_chr_agree
3	4654255	9.934	pPt-539298	DArT_marker	3	ST4.03ch03	4710957	4711345	4711151	chr03	4654255	+	60	0.9970313695485845	32604	1	cigar_aligned_base	lifted_chr_agree
3	4654255	9.936	pPt-458310	DArT_marker	3	ST4.03ch03	4710957	4711345	4711151	chr03	4654255	+	60	0.9970313695485845	32604	1	cigar_aligned_base	lifted_chr_agree
3	4654255	9.936	pPt-459107	DArT_marker	3	ST4.03ch03	4710957	4711345	4711151	chr03	4654255	+	60	0.9970313695485845	32604	1	cigar_aligned_base	lifted_chr_agree
3	4654255	9.936	pPt-534941	DArT_marker	3	ST4.03ch03	4710957	4711345	4711151	chr03	4654255	+	60	0.9970313695485845	32604	1	cigar_aligned_base	lifted_chr_agree
3	4654255	9.936	pPt-537032	DArT_marker	3	ST4.03ch03	4710957	4711345	4711151	chr03	4654255	+	60	0.9970313695485845	32604	1	cigar_aligned_base	lifted_chr_agree
3	4654255	9.936	pPt-538184	DArT_marker	3	ST4.03ch03	4710957	4711345	4711151	chr03	4654255	+	60	0.9970313695485845	32604	1	cigar_aligned_base	lifted_chr_agree
3	4654255	9.936	pPt-538252	DArT_marker	3	ST4.03ch03	4710957	4711345	4711151	chr03	4654255	+	60	0.9970313695485845	32604	1	cigar_aligned_base	lifted_chr_agree
3	4654255	9.936	pPt-540110	DArT_marker	3	ST4.03ch03	4710957	4711345	4711151	chr03	4654255	+	60	0.9970313695485845	32604	1	cigar_aligned_base	lifted_chr_agree
3	4654255	9.936	pPt-540341	DArT_marker	3	ST4.03ch03	4710957	4711345	4711151	chr03	4654255	+	60	0.9970313695485845	32604	1	cigar_aligned_base	lifted_chr_agree
3	4654255	9.936	pPt-651772	DArT_marker	3	ST4.03ch03	4710957	4711345	4711151	chr03	4654255	+	60	0.9970313695485845	32604	1	cigar_aligned_base	lifted_chr_agree
3	4654255	9.936	toPt-438894	DArT_marker	3	ST4.03ch03	4710957	4711345	4711151	chr03	4654255	+	60	0.9970313695485845	32604	1	cigar_aligned_base	lifted_chr_agree
3	4654255	9.937	toPt-438408	DArT_marker	3	ST4.03ch03	4710957	4711345	4711151	chr03	4654255	+	60	0.9970313695485845	32604	1	cigar_aligned_base	lifted_chr_agree
3	4654255	9.939	pPt-657327	DArT_marker	3	ST4.03ch03	4710957	4711345	4711151	chr03	4654255	+	60	0.9970313695485845	32604	1	cigar_aligned_base	lifted_chr_agree
3	4654255	9.947	pPt-471371	DArT_marker	3	ST4.03ch03	4710957	4711345	4711151	chr03	4654255	+	60	0.9970313695485845	32604	1	cigar_aligned_base	lifted_chr_agree
3	6722327	11.521	PM0107	repeat_region	3	ST4.03ch03	7152497	7152638	7152567	chr03	6722327	+	60	0.9857881136950905	37147	1	cigar_aligned_base	lifted_chr_agree
3	28208377	13.38	solcap_stsnp_c1_10555	SNP	3	ST4.03ch03	13393873	13393873	13393873	chr03	28208377	+	60	0.9938604049978458	9283	1	cigar_aligned_base	lifted_chr_agree
3	31640737	16.443	solcap_stsnp_c1_10746	SNP	3	ST4.03ch03	17038501	17038501	17038501	chr03	31640737	+	60	0.9996961963786608	16454	1	cigar_aligned_base	lifted_chr_agree
3	39577744	27.871	solcap_stsnp_c1_11338	SNP	3	ST4.03ch03	40332683	40332683	40332683	chr03	39577744	+	60	0.9892612679429534	65765	1	cigar_aligned_base	lifted_chr_agree
3	41027995	30.501	PM0442	repeat_region	3	ST4.03ch03	42010922	42011030	42010976	chr03	41027995	+	60	0.9887482419127989	109423	1	cigar_aligned_base	lifted_chr_agree
3	41247283	35.853	solcap_stsnp_c1_6856	SNP	3	ST4.03ch03	42234330	42234330	42234330	chr03	41247283	+	60	0.9899655710208045	33873	1	cigar_aligned_base	lifted_chr_agree
3	44060272	40.788	solcap_stsnp_c1_6307	SNP	3	ST4.03ch03	48741845	48741845	48741845	chr03	44060272	-	60	0.9830858360524739	75668	1	cigar_aligned_base	lifted_chr_agree
3	45443059	40.659	toPt-437726	DArT_marker	3	ST4.03ch03	47333284	47334231	47333757	chr03	45443059	-	60	0.8777599655130606	66181	1	cigar_aligned_base	lifted_chr_agree
3	45443059	40.739	pPt-471637	DArT_marker	3	ST4.03ch03	47333284	47334231	47333757	chr03	45443059	-	60	0.8777599655130606	66181	1	cigar_aligned_base	lifted_chr_agree
3	45536119	40.742	toPt-437061	DArT_marker	3	ST4.03ch03	47247954	47248830	47248392	chr03	45536119	-	60	0.9851131806131467	29360	1	cigar_aligned_base	lifted_chr_agree
3	45681640	40.739	pPt-473188	DArT_marker	3	ST4.03ch03	47101592	47102310	47101951	chr03	45681640	-	60	0.9827586206896551	96399	1	cigar_aligned_base	lifted_chr_agree
3	45681640	40.739	pPt-559455	DArT_marker	3	ST4.03ch03	47101592	47102310	47101951	chr03	45681640	-	60	0.9827586206896551	96399	1	cigar_aligned_base	lifted_chr_agree
3	45681640	40.739	pPt-650595	DArT_marker	3	ST4.03ch03	47101592	47102310	47101951	chr03	45681640	-	60	0.9827586206896551	96399	1	cigar_aligned_base	lifted_chr_agree
3	45681640	40.739	pPt-651391	DArT_marker	3	ST4.03ch03	47101592	47102310	47101951	chr03	45681640	-	60	0.9827586206896551	96399	1	cigar_aligned_base	lifted_chr_agree
3	45681640	40.739	pPt-651596	DArT_marker	3	ST4.03ch03	47101592	47102310	47101951	chr03	45681640	-	60	0.9827586206896551	96399	1	cigar_aligned_base	lifted_chr_agree
3	45681640	40.739	pPt-652569	DArT_marker	3	ST4.03ch03	47101592	47102310	47101951	chr03	45681640	-	60	0.9827586206896551	96399	1	cigar_aligned_base	lifted_chr_agree
3	45681640	40.739	pPt-653732	DArT_marker	3	ST4.03ch03	47101592	47102310	47101951	chr03	45681640	-	60	0.9827586206896551	96399	1	cigar_aligned_base	lifted_chr_agree
3	46014559	41.146	PM0153	repeat_region	3	ST4.03ch03	46778746	46778882	46778814	chr03	46014559	-	60	0.9990681612629155	36985	1	cigar_aligned_base	lifted_chr_agree
3	49544130	42.759	pPt-539261	DArT_marker	3	ST4.03ch03	50664480	50664910	50664695	chr03	49544130	+	60	0.9876217404963871	31649	1	cigar_aligned_base	lifted_chr_agree
3	49974935	40.166	pPt-651011	DArT_marker	3	ST4.03ch03	51105641	51106284	51105962	chr03	49974935	+	60	0.9910684750248098	21751	1	cigar_aligned_base	lifted_chr_agree
3	50132450	40.982	pPt-537894	DArT_marker	3	ST4.03ch03	51264408	51265020	51264714	chr03	50132450	+	60	0.9917820400778866	65267	1	cigar_aligned_base	lifted_chr_agree
3	50132450	41.009	pPt-537401	DArT_marker	3	ST4.03ch03	51264408	51265020	51264714	chr03	50132450	+	60	0.9917820400778866	65267	1	cigar_aligned_base	lifted_chr_agree
3	50132450	41.014	pPt-473680	DArT_marker	3	ST4.03ch03	51264408	51265020	51264714	chr03	50132450	+	60	0.9917820400778866	65267	1	cigar_aligned_base	lifted_chr_agree
3	50132450	41.015	pPt-534220	DArT_marker	3	ST4.03ch03	51264408	51265020	51264714	chr03	50132450	+	60	0.9917820400778866	65267	1	cigar_aligned_base	lifted_chr_agree
3	50132450	41.024	pPt-535689	DArT_marker	3	ST4.03ch03	51264408	51265020	51264714	chr03	50132450	+	60	0.9917820400778866	65267	1	cigar_aligned_base	lifted_chr_agree
3	50132450	41.024	pPt-655514	DArT_marker	3	ST4.03ch03	51264408	51265020	51264714	chr03	50132450	+	60	0.9917820400778866	65267	1	cigar_aligned_base	lifted_chr_agree
3	50132450	41.024	toPt-437030	DArT_marker	3	ST4.03ch03	51264408	51265020	51264714	chr03	50132450	+	60	0.9917820400778866	65267	1	cigar_aligned_base	lifted_chr_agree
3	50132450	41.925	pPt-657192	DArT_marker	3	ST4.03ch03	51264408	51265020	51264714	chr03	50132450	+	60	0.9917820400778866	65267	1	cigar_aligned_base	lifted_chr_agree
3	50132471	41.024	pPt-655189	DArT_marker	3	ST4.03ch03	51264450	51265020	51264735	chr03	50132471	+	60	0.9917820400778866	65267	1	cigar_aligned_base	lifted_chr_agree
3	50133108	41.024	pPt-537817	DArT_marker	3	ST4.03ch03	51265017	51265727	51265372	chr03	50133108	+	60	0.9917820400778866	65267	1	cigar_aligned_base	lifted_chr_agree
3	50277811	42.086	pPt-536347	DArT_marker	3	ST4.03ch03	51411154	51411461	51411307	chr03	50277811	+	60	0.9803711634546752	146381	1	cigar_aligned_base	lifted_chr_agree
3	50277811	42.987	pPt-472721	DArT_marker	3	ST4.03ch03	51411154	51411461	51411307	chr03	50277811	+	60	0.9803711634546752	146381	1	cigar_aligned_base	lifted_chr_agree
3	50277811	42.987	pPt-535581	DArT_marker	3	ST4.03ch03	51411154	51411461	51411307	chr03	50277811	+	60	0.9803711634546752	146381	1	cigar_aligned_base	lifted_chr_agree
3	50277811	42.987	pPt-536452	DArT_marker	3	ST4.03ch03	51411154	51411461	51411307	chr03	50277811	+	60	0.9803711634546752	146381	1	cigar_aligned_base	lifted_chr_agree
3	50277811	42.987	pPt-559412	DArT_marker	3	ST4.03ch03	51411154	51411461	51411307	chr03	50277811	+	60	0.9803711634546752	146381	1	cigar_aligned_base	lifted_chr_agree
3	52547092	50.086	pPt-538396	DArT_marker	3	ST4.03ch03	53961979	53962888	53962433	chr03	52547092	+	60	0.9931169444631891	15846	1	cigar_aligned_base	lifted_chr_agree
3	52547092	50.278	pPt-471162	DArT_marker	3	ST4.03ch03	53961979	53962888	53962433	chr03	52547092	+	60	0.9931169444631891	15846	1	cigar_aligned_base	lifted_chr_agree
3	52548334	49.929	solcap_stsnp_c1_4565	SNP	3	ST4.03ch03	53963674	53963674	53963674	chr03	52548334	+	60	0.9931169444631891	15846	1	cigar_aligned_base	lifted_chr_agree
3	52594978	61.505	solcap_stsnp_c1_14158	SNP	3	ST4.03ch03	53993257	53993257	53993257	chr03	52594978	+	60	0.9881123919308358	47186	1	cigar_aligned_base	lifted_chr_agree
3	52661197	60.637	MICRO.8012.C1_335	match	3	ST4.03ch03	54059927	54060047	54059987	chr03	52661197	+	60	0.9953335039364152	66361	1	cigar_aligned_base	lifted_chr_agree
3	52713842	60.839	solcap_stsnp_c1_14161	SNP	3	ST4.03ch03	54112707	54112707	54112707	chr03	52713842	+	60	0.9939705183071802	53001	1	cigar_aligned_base	lifted_chr_agree
3	52945574	60.345	MICRO.8582.C1_613	match	3	ST4.03ch03	54349475	54349595	54349535	chr03	52945574	+	60	1.0	7803	1	cigar_aligned_base	lifted_chr_agree
3	53054120	62.36	solcap_stsnp_c1_7093	SNP	3	ST4.03ch03	54469120	54469120	54469120	chr03	53054120	+	60	0.9856160777877558	73883	1	cigar_aligned_base	lifted_chr_agree
3	53120835	62.141	st_6851	repeat_region	3	ST4.03ch03	54537160	54537385	54537272	chr03	53120835	+	60	0.9976766239924134	42176	1	cigar_aligned_base	lifted_chr_agree
3	54206466	58.868	pPt-656781	DArT_marker	3	ST4.03ch03	55643482	55644091	55643786	chr03	54206466	+	60	0.9918535301369407	60014	1	cigar_aligned_base	lifted_chr_agree
3	54206470	58.794	pPt-655434	DArT_marker	3	ST4.03ch03	55643482	55644099	55643790	chr03	54206470	+	60	0.9918535301369407	60014	1	cigar_aligned_base	lifted_chr_agree
3	54206470	58.818	pPt-536239	DArT_marker	3	ST4.03ch03	55643482	55644099	55643790	chr03	54206470	+	60	0.9918535301369407	60014	1	cigar_aligned_base	lifted_chr_agree
3	54206470	58.861	pPt-552745	DArT_marker	3	ST4.03ch03	55643482	55644099	55643790	chr03	54206470	+	60	0.9918535301369407	60014	1	cigar_aligned_base	lifted_chr_agree
3	54206470	58.868	pPt-456937	DArT_marker	3	ST4.03ch03	55643482	55644099	55643790	chr03	54206470	+	60	0.9918535301369407	60014	1	cigar_aligned_base	lifted_chr_agree
3	54206470	58.868	pPt-458742	DArT_marker	3	ST4.03ch03	55643482	55644099	55643790	chr03	54206470	+	60	0.9918535301369407	60014	1	cigar_aligned_base	lifted_chr_agree
3	54206470	58.868	pPt-458822	DArT_marker	3	ST4.03ch03	55643482	55644099	55643790	chr03	54206470	+	60	0.9918535301369407	60014	1	cigar_aligned_base	lifted_chr_agree
3	54206470	58.868	pPt-459091	DArT_marker	3	ST4.03ch03	55643482	55644099	55643790	chr03	54206470	+	60	0.9918535301369407	60014	1	cigar_aligned_base	lifted_chr_agree
3	54206470	58.868	pPt-534669	DArT_marker	3	ST4.03ch03	55643482	55644099	55643790	chr03	54206470	+	60	0.9918535301369407	60014	1	cigar_aligned_base	lifted_chr_agree
3	54206470	58.868	pPt-536431	DArT_marker	3	ST4.03ch03	55643482	55644099	55643790	chr03	54206470	+	60	0.9918535301369407	60014	1	cigar_aligned_base	lifted_chr_agree
3	54206470	58.868	pPt-537344	DArT_marker	3	ST4.03ch03	55643482	55644099	55643790	chr03	54206470	+	60	0.9918535301369407	60014	1	cigar_aligned_base	lifted_chr_agree
3	54206470	58.868	pPt-537355	DArT_marker	3	ST4.03ch03	55643482	55644099	55643790	chr03	54206470	+	60	0.9918535301369407	60014	1	cigar_aligned_base	lifted_chr_agree
3	54206470	58.868	pPt-537746	DArT_marker	3	ST4.03ch03	55643482	55644099	55643790	chr03	54206470	+	60	0.9918535301369407	60014	1	cigar_aligned_base	lifted_chr_agree
3	54206470	58.868	pPt-540316	DArT_marker	3	ST4.03ch03	55643482	55644099	55643790	chr03	54206470	+	60	0.9918535301369407	60014	1	cigar_aligned_base	lifted_chr_agree
3	54206470	58.868	pPt-559022	DArT_marker	3	ST4.03ch03	55643482	55644099	55643790	chr03	54206470	+	60	0.9918535301369407	60014	1	cigar_aligned_base	lifted_chr_agree
3	54206470	58.868	pPt-654669	DArT_marker	3	ST4.03ch03	55643482	55644099	55643790	chr03	54206470	+	60	0.9918535301369407	60014	1	cigar_aligned_base	lifted_chr_agree
3	54206470	58.868	pPt-655586	DArT_marker	3	ST4.03ch03	55643482	55644099	55643790	chr03	54206470	+	60	0.9918535301369407	60014	1	cigar_aligned_base	lifted_chr_agree
3	54206470	58.868	pPt-655879	DArT_marker	3	ST4.03ch03	55643482	55644099	55643790	chr03	54206470	+	60	0.9918535301369407	60014	1	cigar_aligned_base	lifted_chr_agree
3	54206470	58.868	pPt-656568	DArT_marker	3	ST4.03ch03	55643482	55644099	55643790	chr03	54206470	+	60	0.9918535301369407	60014	1	cigar_aligned_base	lifted_chr_agree
3	54206473	58.868	pPt-534739	DArT_marker	3	ST4.03ch03	55643487	55644099	55643793	chr03	54206473	+	60	0.9918535301369407	60014	1	cigar_aligned_base	lifted_chr_agree
3	54206642	58.827	toPt-438413	DArT_marker	3	ST4.03ch03	55643826	55644099	55643962	chr03	54206642	+	60	0.9918535301369407	60014	1	cigar_aligned_base	lifted_chr_agree
3	55719577	75.374	pPt-540141	DArT_marker	3	ST4.03ch03	57239693	57240102	57239897	chr03	55719577	+	60	0.9877122492225555	72526	1	cigar_aligned_base	lifted_chr_agree
3	55741820	75.418	PM0022	repeat_region	3	ST4.03ch03	57262578	57262795	57262686	chr03	55741820	+	60	0.9877122492225555	72526	1	cigar_aligned_base	lifted_chr_agree
3	55788821	74.668	STM5115	repeat_region	3	ST4.03ch03	57309573	57309795	57309684	chr03	55788821	+	60	0.9910224153705398	17485	1	cigar_aligned_base	lifted_chr_agree
3	56160724	69.526	pPt-651952	DArT_marker	3	ST4.03ch03	57692744	57693067	57692905	chr03	56160724	+	60	0.9775775556801247	73444	1	cigar_aligned_base	lifted_chr_agree
3	56239009	69.368	pPt-473898	DArT_marker	3	ST4.03ch03	57776198	57776935	57776566	chr03	56239009	+	60	0.996612524971771	37795	1	cigar_aligned_base	lifted_chr_agree
3	56239009	69.526	pPt-538681	DArT_marker	3	ST4.03ch03	57776198	57776935	57776566	chr03	56239009	+	60	0.996612524971771	37795	1	cigar_aligned_base	lifted_chr_agree
3	56239009	69.526	pPt-653762	DArT_marker	3	ST4.03ch03	57776198	57776935	57776566	chr03	56239009	+	60	0.996612524971771	37795	1	cigar_aligned_base	lifted_chr_agree
3	56427199	69.398	solcap_stsnp_c1_86	SNP	3	ST4.03ch03	57978544	57978544	57978544	chr03	56427199	+	60	0.9988731124633762	27324	1	cigar_aligned_base	lifted_chr_agree
3	56912914	71.847	solcap_stsnp_c1_59	SNP	3	ST4.03ch03	58440752	58440752	58440752	chr03	56912914	+	60	0.9895041741924206	121099	1	cigar_aligned_base	lifted_chr_agree
3	57127483	71.2	solcap_stsnp_c1_27	SNP	3	ST4.03ch03	58654343	58654343	58654343	chr03	57127483	+	60	0.9909300884457214	17590	1	cigar_aligned_base	lifted_chr_agree
3	57226145	71.591	pPt-535097	DArT_marker	3	ST4.03ch03	58753107	58753517	58753312	chr03	57226145	+	60	0.984947814356377	42707	1	cigar_aligned_base	lifted_chr_agree
3	57226145	71.591	pPt-657322	DArT_marker	3	ST4.03ch03	58753107	58753517	58753312	chr03	57226145	+	60	0.984947814356377	42707	1	cigar_aligned_base	lifted_chr_agree
3	57226145	71.623	pPt-473975	DArT_marker	3	ST4.03ch03	58753107	58753517	58753312	chr03	57226145	+	60	0.984947814356377	42707	1	cigar_aligned_base	lifted_chr_agree
3	57226145	71.623	pPt-533737	DArT_marker	3	ST4.03ch03	58753107	58753517	58753312	chr03	57226145	+	60	0.984947814356377	42707	1	cigar_aligned_base	lifted_chr_agree
3	57226145	71.925	toPt-439424	DArT_marker	3	ST4.03ch03	58753107	58753517	58753312	chr03	57226145	+	60	0.984947814356377	42707	1	cigar_aligned_base	lifted_chr_agree
3	57226145	73.737	pPt-534133	DArT_marker	3	ST4.03ch03	58753107	58753517	58753312	chr03	57226145	+	60	0.984947814356377	42707	1	cigar_aligned_base	lifted_chr_agree
3	57226214	71.601	toPt-439697	DArT_marker	3	ST4.03ch03	58753246	58753517	58753381	chr03	57226214	+	60	0.984947814356377	42707	1	cigar_aligned_base	lifted_chr_agree
3	57226214	71.626	toPt-439572	DArT_marker	3	ST4.03ch03	58753246	58753517	58753381	chr03	57226214	+	60	0.984947814356377	42707	1	cigar_aligned_base	lifted_chr_agree
3	57226214	73.093	toPt-439764	DArT_marker	3	ST4.03ch03	58753246	58753517	58753381	chr03	57226214	+	60	0.984947814356377	42707	1	cigar_aligned_base	lifted_chr_agree
3	57325451	70.154	pPt-657473	DArT_marker	3	ST4.03ch03	58854832	58855509	58855170	chr03	57325451	+	60	0.991384202239468	125952	1	cigar_aligned_base	lifted_chr_agree
3	57325451	71.573	pPt-653616	DArT_marker	3	ST4.03ch03	58854832	58855509	58855170	chr03	57325451	+	60	0.991384202239468	125952	1	cigar_aligned_base	lifted_chr_agree
3	57325451	71.623	pPt-473465	DArT_marker	3	ST4.03ch03	58854832	58855509	58855170	chr03	57325451	+	60	0.991384202239468	125952	1	cigar_aligned_base	lifted_chr_agree
3	57325451	71.623	pPt-657007	DArT_marker	3	ST4.03ch03	58854832	58855509	58855170	chr03	57325451	+	60	0.991384202239468	125952	1	cigar_aligned_base	lifted_chr_agree
3	57325471	71.382	toPt-440042	DArT_marker	3	ST4.03ch03	58854872	58855509	58855190	chr03	57325471	+	60	0.991384202239468	125952	1	cigar_aligned_base	lifted_chr_agree
3	57325471	71.45	toPt-439604	DArT_marker	3	ST4.03ch03	58854872	58855509	58855190	chr03	57325471	+	60	0.991384202239468	125952	1	cigar_aligned_base	lifted_chr_agree
3	57325471	71.598	toPt-437008	DArT_marker	3	ST4.03ch03	58854872	58855509	58855190	chr03	57325471	+	60	0.991384202239468	125952	1	cigar_aligned_base	lifted_chr_agree
3	57326019	71.514	solcap_stsnp_c1_155	SNP	3	ST4.03ch03	58855738	58855738	58855738	chr03	57326019	+	60	0.991384202239468	125952	1	cigar_aligned_base	lifted_chr_agree
3	57408932	71.008	solcap_stsnp_c1_152	SNP	3	ST4.03ch03	58940134	58940134	58940134	chr03	57408932	+	60	0.9967043416247056	93559	1	cigar_aligned_base	lifted_chr_agree
3	57560149	71.278	solcap_stsnp_c1_137	SNP	3	ST4.03ch03	59094965	59094965	59094965	chr03	57560149	+	60	0.994771732694002	69234	1	cigar_aligned_base	lifted_chr_agree
3	57691004	72.208	pPt-471961	DArT_marker	3	ST4.03ch03	59228352	59228775	59228563	chr03	57691004	+	60	0.9931975658251492	165954	1	cigar_aligned_base	lifted_chr_agree
3	57691004	72.208	pPt-540117	DArT_marker	3	ST4.03ch03	59228352	59228775	59228563	chr03	57691004	+	60	0.9931975658251492	165954	1	cigar_aligned_base	lifted_chr_agree
3	57691004	72.208	pPt-651828	DArT_marker	3	ST4.03ch03	59228352	59228775	59228563	chr03	57691004	+	60	0.9931975658251492	165954	1	cigar_aligned_base	lifted_chr_agree
3	57691004	72.212	pPt-539409	DArT_marker	3	ST4.03ch03	59228352	59228775	59228563	chr03	57691004	+	60	0.9931975658251492	165954	1	cigar_aligned_base	lifted_chr_agree
3	57780537	71.095	toPt-439349	DArT_marker	3	ST4.03ch03	59319133	59319731	59319432	chr03	57780537	+	60	0.9749476959390591	36623	1	cigar_aligned_base	lifted_chr_agree
3	57780537	72.203	pPt-456510	DArT_marker	3	ST4.03ch03	59319133	59319731	59319432	chr03	57780537	+	60	0.9749476959390591	36623	1	cigar_aligned_base	lifted_chr_agree
3	57780537	72.208	pPt-458007	DArT_marker	3	ST4.03ch03	59319133	59319731	59319432	chr03	57780537	+	60	0.9749476959390591	36623	1	cigar_aligned_base	lifted_chr_agree
3	57780537	72.208	pPt-458254	DArT_marker	3	ST4.03ch03	59319133	59319731	59319432	chr03	57780537	+	60	0.9749476959390591	36623	1	cigar_aligned_base	lifted_chr_agree
3	57780537	72.208	pPt-472007	DArT_marker	3	ST4.03ch03	59319133	59319731	59319432	chr03	57780537	+	60	0.9749476959390591	36623	1	cigar_aligned_base	lifted_chr_agree
3	57780537	72.208	pPt-651446	DArT_marker	3	ST4.03ch03	59319133	59319731	59319432	chr03	57780537	+	60	0.9749476959390591	36623	1	cigar_aligned_base	lifted_chr_agree
3	57780537	72.208	pPt-652423	DArT_marker	3	ST4.03ch03	59319133	59319731	59319432	chr03	57780537	+	60	0.9749476959390591	36623	1	cigar_aligned_base	lifted_chr_agree
3	57780537	72.208	pPt-654175	DArT_marker	3	ST4.03ch03	59319133	59319731	59319432	chr03	57780537	+	60	0.9749476959390591	36623	1	cigar_aligned_base	lifted_chr_agree
3	57780537	72.208	pPt-655476	DArT_marker	3	ST4.03ch03	59319133	59319731	59319432	chr03	57780537	+	60	0.9749476959390591	36623	1	cigar_aligned_base	lifted_chr_agree
3	57780537	72.208	pPt-656324	DArT_marker	3	ST4.03ch03	59319133	59319731	59319432	chr03	57780537	+	60	0.9749476959390591	36623	1	cigar_aligned_base	lifted_chr_agree
3	57780537	72.21	pPt-471811	DArT_marker	3	ST4.03ch03	59319133	59319731	59319432	chr03	57780537	+	60	0.9749476959390591	36623	1	cigar_aligned_base	lifted_chr_agree
3	57780537	72.214	toPt-437382	DArT_marker	3	ST4.03ch03	59319133	59319731	59319432	chr03	57780537	+	60	0.9749476959390591	36623	1	cigar_aligned_base	lifted_chr_agree
3	57780537	72.217	toPt-440447	DArT_marker	3	ST4.03ch03	59319133	59319731	59319432	chr03	57780537	+	60	0.9749476959390591	36623	1	cigar_aligned_base	lifted_chr_agree
3	58908938	77.376	pPt-472006	DArT_marker	3	ST4.03ch03	60494220	60495243	60494731	chr03	58908938	+	60	0.9970258200928225	114847	1	cigar_aligned_base	lifted_chr_agree
3	59115146	89.435	pPt-458799	DArT_marker	3	ST4.03ch03	60702180	60702399	60702289	chr03	59115146	+	60	0.982549585316335	121741	1	cigar_aligned_base	lifted_chr_agree
3	59115426	67.721	pPt-654031	DArT_marker	3	ST4.03ch03	60702404	60702734	60702569	chr03	59115426	+	60	0.982549585316335	121741	1	cigar_aligned_base	lifted_chr_agree
3	59115426	67.722	pPt-458962	DArT_marker	3	ST4.03ch03	60702404	60702734	60702569	chr03	59115426	+	60	0.982549585316335	121741	1	cigar_aligned_base	lifted_chr_agree
3	59115426	67.722	pPt-652385	DArT_marker	3	ST4.03ch03	60702404	60702734	60702569	chr03	59115426	+	60	0.982549585316335	121741	1	cigar_aligned_base	lifted_chr_agree
3	59115426	67.722	pPt-653916	DArT_marker	3	ST4.03ch03	60702404	60702734	60702569	chr03	59115426	+	60	0.982549585316335	121741	1	cigar_aligned_base	lifted_chr_agree
3	59115426	67.722	pPt-654716	DArT_marker	3	ST4.03ch03	60702404	60702734	60702569	chr03	59115426	+	60	0.982549585316335	121741	1	cigar_aligned_base	lifted_chr_agree
4	3604957	13.213	pPt-558903	DArT_marker	4	ST4.03ch04	2486447	2487220	2486833	chr04	3604957	+	60	0.9997815878562848	9156	1	cigar_aligned_base	lifted_chr_agree
4	3604958	13.213	pPt-652719	DArT_marker	4	ST4.03ch04	2486448	2487220	2486834	chr04	3604958	+	60	0.9997815878562848	9156	1	cigar_aligned_base	lifted_chr_agree
4	5758565	14.319	toPt-440837	DArT_marker	4	ST4.03ch04	4598949	4599406	4599177	chr04	5758565	+	60	0.9898692069252287	39794	1	cigar_aligned_base	lifted_chr_agree
4	5758565	14.584	pPt-471876	DArT_marker	4	ST4.03ch04	4598949	4599406	4599177	chr04	5758565	+	60	0.9898692069252287	39794	1	cigar_aligned_base	lifted_chr_agree
4	5758565	14.584	pPt-535804	DArT_marker	4	ST4.03ch04	4598949	4599406	4599177	chr04	5758565	+	60	0.9898692069252287	39794	1	cigar_aligned_base	lifted_chr_agree
4	5758565	14.584	pPt-536148	DArT_marker	4	ST4.03ch04	4598949	4599406	4599177	chr04	5758565	+	60	0.9898692069252287	39794	1	cigar_aligned_base	lifted_chr_agree
4	5758565	14.584	pPt-552148	DArT_marker	4	ST4.03ch04	4598949	4599406	4599177	chr04	5758565	+	60	0.9898692069252287	39794	1	cigar_aligned_base	lifted_chr_agree
