chr	pos	cM	bin	source_chr	tigr6_seqid	tigr6_pos	asm465v1_seqid	asm465v1_start0	asm465v1_end0	strand
3	10935158	58.421139	Bin399	3	chr03|13103	10011747	3	10935157	10935158	+
3	11043630	58.900756	Bin401	3	chr03|13103	10105220	3	11043629	11043630	+
3	11090517	59.140565	Bin402	3	chr03|13103	10149819	3	11090516	11090517	+
3	11669041	64.233970	Bin404	3	chr03|13103	10606162	3	11669040	11669041	+
3	12001462	64.717066	Bin405	3	chr03|13103	10874512	3	12001461	12001462	+
3	12251225	64.956874	Bin406	3	chr03|13103	11073932	3	12251224	12251225	+
3	12482565	65.196683	Bin407	3	chr03|13103	11245975	3	12482564	12482565	+
3	13088648	69.500413	Bin408	3	chr03|13103	11715192	3	13088647	13088648	+
3	13757255	70.480837	Bin409	3	chr03|13103	12338648	3	13757254	13757255	+
3	14116506	71.715467	Bin410	3	chr03|13103	12616718	3	14116505	14116506	+
3	14383941	77.649985	Bin415	3	chr03|13103	13711029	3	14383940	14383941	-
3	14512961	72.681659	Bin412	3	chr03|13103	12937243	3	14512960	14512961	+
3	14609264	73.164754	Bin413	3	chr03|13103	13034308	3	14609263	14609264	+
3	15181635	72.198563	Bin411	3	chr03|13103	12775912	3	15181634	15181635	-
3	15284554	78.133081	Bin416	3	chr03|13103	13833790	3	15284553	15284554	+
3	15476849	79.367711	Bin417	3	chr03|13103	13987452	3	15476848	15476849	+
3	16084588	83.943311	Bin420	3	chr03|13103	14434636	3	16084587	16084588	+
3	16437493	84.422928	Bin422	3	chr03|13103	14660624	3	16437492	16437493	+
3	16562164	84.662737	Bin423	3	chr03|13103	14791590	3	16562163	16562164	+
3	16648773	85.145832	Bin424	3	chr03|13103	14869909	3	16648772	16648773	+
3	16745201	86.900398	Bin425	3	chr03|13103	14948719	3	16745200	16745201	+
3	16901933	87.870147	Bin427	3	chr03|13103	15127484	3	16901932	16901933	+
3	17281955	89.562800	Bin431	3	chr03|13103	15530669	3	17281954	17281955	+
3	17347722	89.802608	Bin432	3	chr03|13103	15590434	3	17347721	17347722	+
3	17463619	91.823085	Bin433	3	chr03|13103	15698857	3	17463618	17463619	+
3	17798598	92.302702	Bin435	3	chr03|13103	16043021	3	17798597	17798598	+
3	17983954	93.032642	Bin436	3	chr03|13103	16204257	3	17983953	17983954	+
3	18132912	93.272451	Bin437	3	chr03|13103	16320385	3	18132911	18132912	+
3	18447003	93.512260	Bin438	3	chr03|13103	16566784	3	18447002	18447003	+
3	18787000	93.752068	Bin439	3	chr03|13103	16815456	3	18786999	18787000	+
3	18958110	93.991877	Bin440	3	chr03|13103	16977405	3	18958109	18958110	+
3	19123431	94.231686	Bin441	3	chr03|13103	17114573	3	19123430	19123431	+
3	19300121	94.714781	Bin442	3	chr03|13103	17281684	3	19300120	19300121	+
3	19504037	94.954590	Bin443	3	chr03|13103	17396954	3	19504036	19504037	+
3	19763305	95.684530	Bin444	3	chr03|13103	17626721	3	19763304	19763305	+
3	20118506	95.924338	Bin445	3	chr03|13103	17954878	3	20118505	20118506	+
3	20338457	96.164147	Bin446	3	chr03|13103	18078105	3	20338456	20338457	+
3	22175876	96.403955	Bin447	3	chr03|13103	19659380	3	22175875	22175876	+
3	24799995	96.643764	Bin448	3	chr03|13103	21864492	3	24799994	24799995	+
3	25957111	96.883573	Bin449	3	chr03|13103	22555608	3	25957110	25957111	+
3	26148936	97.123381	Bin450	3	chr03|13103	22686822	3	26148935	26148936	+
3	26809571	98.093130	Bin452	3	chr03|13103	23183251	3	26809570	26809571	+
3	27248346	98.576225	Bin453	3	chr03|13103	23525788	3	27248345	27248346	+
3	27398265	99.059321	Bin454	3	chr03|13103	23616814	3	27398264	27398265	+
3	27544126	99.299130	Bin455	3	chr03|13103	23733972	3	27544125	27544126	+
3	27714659	99.538938	Bin456	3	chr03|13103	23837852	3	27714658	27714659	+
3	27799294	99.778747	Bin457	3	chr03|13103	23920452	3	27799293	27799294	+
3	27966026	100.261842	Bin458	3	chr03|13103	24017613	3	27966025	27966026	+
3	28095681	100.991782	Bin459	3	chr03|13103	24243894	3	28095680	28095681	+
3	28308418	107.553892	Bin460	3	chr03|13103	24446162	3	28308417	28308418	+
3	28447916	107.793700	Bin461	3	chr03|13103	24568746	3	28447915	28447916	+
3	28813653	109.013933	Bin463	3	chr03|13103	24921410	3	28813652	28813653	+
3	29136436	112.719331	Bin464	3	chr03|13103	25277784	3	29136435	29136436	+
3	29449108	113.198948	Bin466	3	chr03|13103	25558631	3	29449107	29449108	+
3	29634727	114.953514	Bin467	3	chr03|13103	25749346	3	29634726	29634727	+
3	29815926	115.933938	Bin468	3	chr03|13103	25925862	3	29815925	29815926	+
3	29982203	116.173747	Bin469	3	chr03|13103	26094262	3	29982202	29982203	+
3	30154364	116.413555	Bin470	3	chr03|13103	26274276	3	30154363	30154364	+
3	30352363	118.704032	Bin471	3	chr03|13103	26387432	3	30352362	30352363	+
3	30475008	118.943841	Bin472	3	chr03|13103	26510145	3	30475007	30475008	+
3	30608840	120.178471	Bin473	3	chr03|13103	26630756	3	30608839	30608840	+
3	30682148	120.418280	Bin474	3	chr03|13103	26692900	3	30682147	30682148	+
3	30704064	120.901375	Bin475	3	chr03|13103	26712985	3	30704063	30704064	+
3	30722118	121.141184	Bin476	3	chr03|13103	26731858	3	30722117	30722118	+
3	30927604	122.121608	Bin477	3	chr03|13103	26850401	3	30927603	30927604	+
3	31132577	122.601225	Bin479	3	chr03|13103	27097041	3	31132576	31132577	+
3	31258791	123.331165	Bin480	3	chr03|13103	27207536	3	31258790	31258791	+
3	31381367	123.570973	Bin481	3	chr03|13103	27335888	3	31381366	31381367	+
3	31485701	124.551397	Bin482	3	chr03|13103	27438708	3	31485700	31485701	+
3	31547213	124.791206	Bin483	3	chr03|13103	27500752	3	31547212	31547213	+
3	31637117	126.025836	Bin484	3	chr03|13103	27591862	3	31637116	31637117	+
3	31680773	127.006260	Bin485	3	chr03|13103	27650339	3	31680772	31680773	+
3	31766426	127.246068	Bin486	3	chr03|13103	27724424	3	31766425	31766426	+
3	31881240	128.226492	Bin487	3	chr03|13103	27829077	3	31881239	31881240	+
3	32108923	128.466301	Bin488	3	chr03|13103	27990920	3	32108922	32108923	+
3	32297204	129.446724	Bin489	3	chr03|13103	28146833	3	32297203	32297204	+
3	32356545	129.686533	Bin490	3	chr03|13103	28216935	3	32356544	32356545	+
3	32397873	129.926341	Bin491	3	chr03|13103	28252902	3	32397872	32397873	+
3	32491417	130.166150	Bin492	3	chr03|13103	28339301	3	32491416	32491417	+
3	32600912	130.405959	Bin493	3	chr03|13103	28448408	3	32600911	32600912	+
3	32691593	131.880398	Bin495	3	chr03|13103	28554257	3	32691592	32691593	+
3	32747818	132.120206	Bin496	3	chr03|13103	28610490	3	32747817	32747818	+
3	32780502	132.360015	Bin497	3	chr03|13103	28643176	3	32780501	32780502	+
3	32878131	132.599824	Bin498	3	chr03|13103	28711148	3	32878130	32878131	+
3	33076329	132.839632	Bin499	3	chr03|13103	28880147	3	33076328	33076329	+
3	33331083	133.322728	Bin500	3	chr03|13103	29087804	3	33331082	33331083	+
3	33457179	134.052668	Bin501	3	chr03|13103	29197305	3	33457178	33457179	+
3	33524067	134.292476	Bin502	3	chr03|13103	29262188	3	33524066	33524067	+
3	33632599	134.775572	Bin503	3	chr03|13103	29369326	3	33632598	33632599	+
3	33744534	135.258668	Bin504	3	chr03|13103	29478252	3	33744533	33744534	+
3	34019304	136.944284	Bin509	3	chr03|13103	29825751	3	34019303	34019304	+
3	34114016	137.427380	Bin510	3	chr03|13103	29900033	3	34114015	34114016	+
3	34174679	138.407804	Bin511	3	chr03|13103	29963206	3	34174678	34174679	+
3	34320895	138.647612	Bin512	3	chr03|13103	30095089	3	34320894	34320895	+
3	34460762	139.130708	Bin513	3	chr03|13103	30241101	3	34460761	34460762	+
3	34496951	139.370516	Bin514	3	chr03|13103	30290160	3	34496950	34496951	+
3	34526752	139.610325	Bin515	3	chr03|13103	30317416	3	34526751	34526752	+
3	34542503	141.102973	Bin516	3	chr03|13103	30332844	3	34542502	34542503	+
3	34591057	141.342782	Bin517	3	chr03|13103	30371009	3	34591056	34591057	+
3	34711137	142.072722	Bin518	3	chr03|13103	30465294	3	34711136	34711137	+
3	34821115	142.312530	Bin519	3	chr03|13103	30576538	3	34821114	34821115	+
3	35000197	142.795626	Bin520	3	chr03|13103	30776492	3	35000196	35000197	+
3	35413645	143.035434	Bin521	3	chr03|13103	31208288	3	35413644	35413645	+
3	35777565	151.766260	Bin522	3	chr03|13103	31570973	3	35777564	35777565	+
3	35983762	152.249356	Bin523	3	chr03|13103	31827792	3	35983761	35983762	+
3	36191764	152.489164	Bin524	3	chr03|13103	32035892	3	36191763	36191764	+
3	36352059	153.219104	Bin525	3	chr03|13103	32171572	3	36352058	36352059	+
3	36642479	157.221240	Bin526	3	chr03|13103	32458118	3	36642478	36642479	+
3	36988304	158.201663	Bin527	3	chr03|13103	32739210	3	36988303	36988304	+
3	37249535	158.441472	Bin528	3	chr03|13103	32979946	3	37249534	37249535	+
3	37837099	159.676102	Bin529	3	chr03|13103	33504806	3	37837098	37837099	+
3	38751765	177.245997	Bin530	3	chr03|13103	34392952	3	38751764	38751765	+
3	39282844	177.975937	Bin531	3	chr03|13103	34908464	3	39282843	39282844	+
3	39305922	178.705877	Bin532	3	chr03|13103	34931743	3	39305921	39305922	+
3	39410129	179.686300	Bin533	3	chr03|13103	35040657	3	39410128	39410129	+
3	39569933	180.666724	Bin534	3	chr03|13103	35202864	3	39569932	39569933	+
3	39646355	180.906532	Bin535	3	chr03|13103	35283280	3	39646354	39646355	+
3	39666871	182.141163	Bin536	3	chr03|13103	35304776	3	39666870	39666871	+
3	39769478	182.380972	Bin537	3	chr03|13103	35391775	3	39769477	39769478	+
3	39891623	182.620780	Bin538	3	chr03|13103	35503959	3	39891622	39891623	+
3	39949380	182.860589	Bin539	3	chr03|13103	35551110	3	39949379	39949380	+
3	39996428	183.841012	Bin540	3	chr03|13103	35581764	3	39996427	39996428	+
3	40061069	185.315452	Bin542	3	chr03|13103	35652160	3	40061068	40061069	+
3	40199790	185.795069	Bin544	3	chr03|13103	35773117	3	40199789	40199790	+
3	40310809	186.034877	Bin545	3	chr03|13103	35873101	3	40310808	40310809	+
3	40448328	186.764817	Bin546	3	chr03|13103	36017570	3	40448327	40448328	+
3	40564337	187.247913	Bin547	3	chr03|13103	36130848	3	40564336	40564337	+
3	40730249	187.487722	Bin548	3	chr03|13103	36291701	3	40730248	40730249	+
4	79301	0.000000	Bin549	4	chr04|13104	74924	4	79300	79301	+
4	321674	0.483096	Bin550	4	chr04|13104	319254	4	321673	321674	+
4	527603	1.213036	Bin551	4	chr04|13104	503647	4	527602	527603	+
4	607917	1.452844	Bin552	4	chr04|13104	540526	4	607916	607917	+
4	690097	2.182784	Bin553	4	chr04|13104	602382	4	690096	690097	+
4	830924	2.422593	Bin554	4	chr04|13104	722612	4	830923	830924	+
4	979818	2.662401	Bin555	4	chr04|13104	903540	4	979817	979818	+
4	1206150	2.902210	Bin556	4	chr04|13104	1114226	4	1206149	1206150	+
4	1746673	4.111767	Bin559	4	chr04|13104	1762344	4	1746672	1746673	+
4	2226020	9.596679	Bin566	4	chr04|13104	3222606	4	2226019	2226020	-
4	2271408	8.633967	Bin563	4	chr04|13104	2478022	4	2271407	2271408	+
4	2302993	8.873775	Bin564	4	chr04|13104	2509135	4	2302992	2302993	+
4	2727987	10.326619	Bin567	4	chr04|13104	3565514	4	2727986	2727987	+
4	2780308	10.566428	Bin568	4	chr04|13104	3607868	4	2780307	2780308	+
4	2938692	10.806237	Bin569	4	chr04|13104	3800066	4	2938691	2938692	+
4	3338162	11.285854	Bin571	4	chr04|13104	4251731	4	3338161	3338162	+
4	3470095	11.765471	Bin573	4	chr04|13104	4393626	4	3470094	3470095	+
4	3750977	12.488375	Bin575	4	chr04|13104	4691079	4	3750976	3750977	+
4	4363363	16.117128	Bin584	4	chr04|13104	7239304	4	4363362	4363363	+
4	5742682	15.154416	Bin581	4	chr04|13104	6204528	4	5742681	5742682	-
4	6269143	14.173992	Bin580	4	chr04|13104	5650141	4	6269142	6269143	-
4	6599979	13.451088	Bin578	4	chr04|13104	5274322	4	6599978	6599979	-
4	7740006	17.097552	Bin585	4	chr04|13104	10043896	4	7740005	7740006	+
4	10871850	18.590200	Bin586	4	chr04|13104	12969860	4	10871849	10871850	+
4	11852221	19.309626	Bin589	4	chr04|13104	13777507	4	11852220	11852221	+
4	12871759	23.498120	Bin591	4	chr04|13104	15368332	4	12871758	12871759	+
4	13180241	23.737929	Bin592	4	chr04|13104	15712344	4	13180240	13180241	+
4	13305673	23.977737	Bin593	4	chr04|13104	15819402	4	13305672	13305673	+
4	13793000	27.391136	Bin594	4	chr04|13104	16214413	4	13792999	13793000	+
4	14250677	27.874232	Bin595	4	chr04|13104	16623126	4	14250676	14250677	+
4	14494005	32.796235	Bin596	4	chr04|13104	16840625	4	14494004	14494005	+
4	14799646	33.279331	Bin597	4	chr04|13104	17200057	4	14799645	14799646	+
4	15149254	33.519139	Bin598	4	chr04|13104	17529182	4	15149253	15149254	+
4	15662989	34.238565	Bin601	4	chr04|13104	18012638	4	15662988	15662989	+
4	15710126	34.478374	Bin602	4	chr04|13104	18048801	4	15710125	15710126	+
4	15792352	34.718182	Bin603	4	chr04|13104	18148744	4	15792351	15792352	+
4	16081976	35.197800	Bin605	4	chr04|13104	18406518	4	16081975	16081976	+
4	16470631	35.917225	Bin608	4	chr04|13104	18712007	4	16470630	16470631	+
4	16608438	36.647165	Bin609	4	chr04|13104	18857240	4	16608437	16608438	+
4	16785190	40.352564	Bin610	4	chr04|13104	19026890	4	16785189	16785190	+
4	16905578	40.592373	Bin611	4	chr04|13104	19130749	4	16905577	16905578	+
4	17170168	41.071990	Bin613	4	chr04|13104	19299664	4	17170167	17170168	+
4	17241073	41.311799	Bin614	4	chr04|13104	19348405	4	17241072	17241073	+
4	17351593	41.551607	Bin615	4	chr04|13104	19444804	4	17351592	17351593	+
4	17493278	46.790555	Bin616	4	chr04|13104	19581785	4	17493277	17493278	+
4	17554590	47.030363	Bin617	4	chr04|13104	19647840	4	17554589	17554590	+
4	18064295	49.320840	Bin618	4	chr04|13104	20098635	4	18064294	18064295	+
4	18617771	49.560649	Bin619	4	chr04|13104	20568880	4	18617770	18617771	+
4	18822146	53.864379	Bin620	4	chr04|13104	20740871	4	18822145	18822146	+
4	19145118	57.277778	Bin621	4	chr04|13104	21068011	4	19145117	19145118	+
4	19410453	57.760873	Bin622	4	chr04|13104	21294700	4	19410452	19410453	+
4	19484169	58.741297	Bin623	4	chr04|13104	21355736	4	19484168	19484169	+
4	19531625	59.224392	Bin624	4	chr04|13104	21414720	4	19531624	19531625	+
4	19707310	59.464201	Bin625	4	chr04|13104	21537986	4	19707309	19707310	+
4	19828015	59.704010	Bin626	4	chr04|13104	21654178	4	19828014	19828015	+
4	19905950	59.943818	Bin627	4	chr04|13104	21734961	4	19905949	19905950	+
4	20134463	60.183627	Bin628	4	chr04|13104	21800676	4	20134462	20134463	+
4	20165331	61.418257	Bin629	4	chr04|13104	21832658	4	20165330	20165331	+
4	20464913	66.758507	Bin631	4	chr04|13104	22083926	4	20464912	20464913	+
4	20610226	66.998316	Bin632	4	chr04|13104	22214036	4	20610225	20610226	+
4	20741051	67.481411	Bin633	4	chr04|13104	22342855	4	20741050	20741051	+
4	20931061	67.964507	Bin634	4	chr04|13104	22623200	4	20931060	20931061	+
4	21401665	68.944930	Bin635	4	chr04|13104	22940703	4	21401664	21401665	+
4	21659880	69.184739	Bin636	4	chr04|13104	23081054	4	21659879	21659880	+
4	21725969	71.475216	Bin637	4	chr04|13104	23129456	4	21725968	21725969	+
4	21832644	71.715024	Bin638	4	chr04|13104	23236472	4	21832643	21832644	+
4	22070784	71.954833	Bin639	4	chr04|13104	23487304	4	22070783	22070784	+
4	22433278	74.245310	Bin640	4	chr04|13104	23844588	4	22433277	22433278	+
4	22660481	74.485118	Bin641	4	chr04|13104	24048356	4	22660480	22660481	+
4	22836080	74.724927	Bin642	4	chr04|13104	24222448	4	22836079	22836080	+
4	23802941	74.964736	Bin643	4	chr04|13104	24960850	4	23802940	23802941	+
4	24564196	82.223836	Bin644	4	chr04|13104	25675536	4	24564195	24564196	+
4	24834264	82.463645	Bin645	4	chr04|13104	25960653	4	24834263	24834264	+
4	25158953	82.703453	Bin646	4	chr04|13104	26231612	4	25158952	25158953	+
4	26054432	84.196102	Bin647	4	chr04|13104	27074224	4	26054431	26054432	+
4	26821242	85.688750	Bin648	4	chr04|13104	27829536	4	26821241	26821242	+
4	27089767	86.418690	Bin649	4	chr04|13104	28086995	4	27089766	27089767	+
4	27603020	90.420825	Bin650	4	chr04|13104	28611929	4	27603019	27603020	+
4	28182742	90.660634	Bin651	4	chr04|13104	29202011	4	28182741	28182742	+
4	28704921	92.153282	Bin652	4	chr04|13104	29674092	4	28704920	28704921	+
4	28923504	93.645930	Bin653	4	chr04|13104	29877248	4	28923503	28923504	+
4	28965719	93.885739	Bin654	4	chr04|13104	29934560	4	28965718	28965719	+
4	29009537	94.125547	Bin655	4	chr04|13104	29978432	4	29009536	29009537	+
4	29116600	94.608643	Bin656	4	chr04|13104	30060162	4	29116599	29116600	+
4	29241172	94.848451	Bin657	4	chr04|13104	30214177	4	29241171	29241172	+
4	29350565	95.088260	Bin658	4	chr04|13104	30337916	4	29350564	29350565	+
4	29408925	96.580908	Bin659	4	chr04|13104	30404286	4	29408924	29408925	+
4	29599628	96.820717	Bin660	4	chr04|13104	30556190	4	29599627	29599628	+
4	29752876	97.060525	Bin661	4	chr04|13104	30694780	4	29752875	29752876	+
4	29868404	98.553174	Bin662	4	chr04|13104	30809306	4	29868403	29868404	+
4	30051899	99.036269	Bin663	4	chr04|13104	30947869	4	30051898	30051899	+
4	30192803	100.270900	Bin664	4	chr04|13104	31062356	4	30192802	30192803	+
4	30366709	100.510708	Bin665	4	chr04|13104	31172641	4	30366708	30366709	+
4	30416791	100.750517	Bin666	4	chr04|13104	31222620	4	30416790	30416791	+
4	30445620	101.730940	Bin667	4	chr04|13104	31251658	4	30445619	30445620	+
4	30482759	101.970749	Bin668	4	chr04|13104	31289528	4	30482758	30482759	+
4	30543282	102.210558	Bin669	4	chr04|13104	31342973	4	30543281	30543282	+
4	30606170	102.693653	Bin670	4	chr04|13104	31397662	4	30606169	30606170	+
4	30686975	103.416557	Bin672	4	chr04|13104	31467248	4	30686974	30686975	+
4	30869928	103.656366	Bin673	4	chr04|13104	31652910	4	30869927	30869928	+
4	31062241	104.139462	Bin674	4	chr04|13104	31861292	4	31062240	31062241	+
4	31136055	105.359694	Bin676	4	chr04|13104	31992461	4	31136054	31136055	+
4	31253347	105.842789	Bin677	4	chr04|13104	32099704	4	31253346	31253347	+
4	31334983	106.082598	Bin678	4	chr04|13104	32202914	4	31334982	31334983	+
4	31381335	106.322407	Bin679	4	chr04|13104	32242564	4	31381334	31381335	+
4	31486370	106.562215	Bin680	4	chr04|13104	32368841	4	31486369	31486370	+
4	31672245	106.802024	Bin681	4	chr04|13104	32520811	4	31672244	31672245	+
4	32101772	109.645167	Bin682	4	chr04|13104	32911342	4	32101771	32101772	+
4	32630801	109.884975	Bin683	4	chr04|13104	33375271	4	32630800	32630801	+
4	33076924	115.123923	Bin684	4	chr04|13104	33804670	4	33076923	33076924	+
4	33580619	125.032769	Bin685	4	chr04|13104	34284184	4	33580618	33580619	+
4	33824185	126.267400	Bin686	4	chr04|13104	34470556	4	33824184	33824185	+
4	33980556	126.507209	Bin687	4	chr04|13104	34614880	4	33980555	33980556	+
4	34372641	127.237149	Bin688	4	chr04|13104	35012683	4	34372640	34372641	+
5	136349	0.000000	Bin689	5	chr05|13105	145170	5	136348	136349	+
5	318487	0.729940	Bin690	5	chr05|13105	323948	5	318486	318487	+
5	409624	1.459880	Bin691	5	chr05|13105	430962	5	409623	409624	+
5	516122	4.303023	Bin692	5	chr05|13105	520432	5	516121	516122	+
5	604422	4.542832	Bin693	5	chr05|13105	599641	5	604421	604422	+
5	671755	4.782640	Bin694	5	chr05|13105	673620	5	671754	671755	+
5	810268	6.017271	Bin695	5	chr05|13105	780608	5	810267	810268	+
5	975756	6.257080	Bin696	5	chr05|13105	914280	5	975755	975756	+
5	1127546	6.496888	Bin697	5	chr05|13105	1053190	5	1127545	1127546	+
5	1229728	6.736697	Bin698	5	chr05|13105	1162820	5	1229727	1229728	+
5	1319667	7.717120	Bin699	5	chr05|13105	1211539	5	1319666	1319667	+
5	1389516	8.697544	Bin700	5	chr05|13105	1282186	5	1389515	1389516	+
5	1479315	9.677967	Bin701	5	chr05|13105	1381184	5	1479314	1479315	+
5	1626569	9.917776	Bin702	5	chr05|13105	1491074	5	1626568	1626569	+
5	1943855	12.178062	Bin704	5	chr05|13105	1744122	5	1943854	1943855	+
5	1972189	12.417870	Bin705	5	chr05|13105	1779242	5	1972188	1972189	+
5	2000864	12.657679	Bin706	5	chr05|13105	1799065	5	2000863	2000864	+
5	2071263	12.897487	Bin707	5	chr05|13105	1865741	5	2071262	2071263	+
5	2169399	13.380583	Bin708	5	chr05|13105	1979692	5	2169398	2169399	+
5	2290124	14.103487	Bin710	5	chr05|13105	2093369	5	2290123	2290124	+
5	2419529	14.343296	Bin711	5	chr05|13105	2163145	5	2419528	2419529	+
5	2485285	14.583104	Bin712	5	chr05|13105	2224694	5	2485284	2485285	+
5	2555653	14.822913	Bin713	5	chr05|13105	2298822	5	2555652	2555653	+
5	2628619	15.062722	Bin714	5	chr05|13105	2367330	5	2628618	2628619	+
5	2862582	17.566294	Bin716	5	chr05|13105	2608882	5	2862581	2862582	+
5	3117790	17.806103	Bin717	5	chr05|13105	2875120	5	3117789	3117790	+
5	3382839	19.800477	Bin719	5	chr05|13105	3141570	5	3382838	3382839	+
5	3462635	20.040286	Bin720	5	chr05|13105	3217126	5	3462634	3462635	+
5	3646307	20.519903	Bin722	5	chr05|13105	3467168	5	3646306	3646307	+
5	3713238	22.012551	Bin723	5	chr05|13105	3528766	5	3713237	3713238	+
5	3964151	22.252360	Bin724	5	chr05|13105	3766973	5	3964150	3964151	+
5	4201350	26.254495	Bin725	5	chr05|13105	4080414	5	4201349	4201350	+
5	4388706	26.494304	Bin726	5	chr05|13105	4255280	5	4388705	4388706	+
5	5441833	28.978810	Bin728	5	chr05|13105	5014176	5	5441832	5441833	+
5	5656136	29.708750	Bin729	5	chr05|13105	5314142	5	5656135	5656136	+
5	6046570	33.281833	Bin731	5	chr05|13105	5826742	5	6046569	6046570	+
5	6333830	33.521641	Bin732	5	chr05|13105	6107796	5	6333829	6333830	+
5	6592455	34.004737	Bin733	5	chr05|13105	6362255	5	6592454	6592455	+
5	7930724	42.542590	Bin736	5	chr05|13105	7640752	5	7930723	7930724	+
5	11142334	44.297156	Bin737	5	chr05|13105	9309606	5	11142333	11142334	+
5	15690302	46.014882	Bin739	5	chr05|13105	14685042	5	15690301	15690302	+
5	16602406	47.227918	Bin741	5	chr05|13105	15972645	5	16602405	16602406	+
5	16898188	47.467726	Bin742	5	chr05|13105	16148834	5	16898187	16898188	+
5	17022423	47.950822	Bin743	5	chr05|13105	16264611	5	17022422	17022423	+
5	17298052	49.163858	Bin745	5	chr05|13105	16479150	5	17298051	17298052	+
5	17428559	49.886762	Bin747	5	chr05|13105	16544617	5	17428558	17428559	+
5	17461757	50.369857	Bin748	5	chr05|13105	16575698	5	17461756	17461757	+
5	17557753	50.609666	Bin749	5	chr05|13105	16661080	5	17557752	17557753	+
5	17648258	50.849474	Bin750	5	chr05|13105	16749066	5	17648257	17648258	+
5	17814062	51.089283	Bin751	5	chr05|13105	16858360	5	17814061	17814062	+
5	18017342	51.329092	Bin752	5	chr05|13105	17032694	5	18017341	18017342	+
5	18265069	51.812187	Bin753	5	chr05|13105	17247258	5	18265068	18265069	+
5	19108225	53.522551	Bin755	5	chr05|13105	18004336	5	19108224	19108225	+
5	19324940	53.762359	Bin756	5	chr05|13105	18222554	5	19324939	19324940	+
5	19467758	61.379396	Bin757	5	chr05|13105	18383218	5	19467757	19467758	+
5	19593382	62.109336	Bin758	5	chr05|13105	18473980	5	19593381	19593382	+
5	19947337	62.349144	Bin759	5	chr05|13105	18719594	5	19947336	19947337	+
5	20194819	63.079084	Bin760	5	chr05|13105	18938661	5	20194818	20194819	+
5	20278898	65.073459	Bin762	5	chr05|13105	19021945	5	20278897	20278898	+
5	20385537	65.803399	Bin763	5	chr05|13105	19136128	5	20385536	20385537	+
5	21071980	66.769590	Bin765	5	chr05|13105	19752356	5	21071979	21071980	+
5	21366497	67.009398	Bin766	5	chr05|13105	20101360	5	21366496	21366497	+
5	21536752	69.299875	Bin767	5	chr05|13105	20271473	5	21536751	21536752	+
5	21793098	69.539684	Bin768	5	chr05|13105	20535706	5	21793097	21793098	+
5	22158128	69.779492	Bin769	5	chr05|13105	20848225	5	22158127	22158128	+
5	22557080	75.340774	Bin770	5	chr05|13105	21143258	5	22557079	22557080	+
5	22716808	75.820391	Bin772	5	chr05|13105	21358822	5	22716807	22716808	+
5	22727352	76.303487	Bin773	5	chr05|13105	21369366	5	22727351	22727352	+
5	23038319	76.543296	Bin774	5	chr05|13105	21625463	5	23038318	23038319	+
5	23296866	77.523719	Bin775	5	chr05|13105	21939061	5	23296865	23296866	+
5	23415370	77.763528	Bin776	5	chr05|13105	22068796	5	23415369	23415370	+
5	23503999	79.518094	Bin777	5	chr05|13105	22144557	5	23503998	23503999	+
5	23590653	79.757902	Bin778	5	chr05|13105	22212436	5	23590652	23590653	+
5	23739135	79.997711	Bin779	5	chr05|13105	22309571	5	23739134	23739135	+
5	23855408	80.480807	Bin780	5	chr05|13105	22424994	5	23855407	23855408	+
5	23996924	80.720615	Bin781	5	chr05|13105	22536733	5	23996923	23996924	+
5	24038285	80.960424	Bin782	5	chr05|13105	22584272	5	24038284	24038285	+
5	24266115	81.940847	Bin783	5	chr05|13105	22741490	5	24266114	24266115	+
5	24543511	83.961324	Bin784	5	chr05|13105	23001442	5	24543510	24543511	+
5	24694780	84.201133	Bin785	5	chr05|13105	23185254	5	24694779	24694780	+
5	24851065	85.181556	Bin786	5	chr05|13105	23360853	5	24851064	24851065	+
5	25101596	86.674205	Bin787	5	chr05|13105	23600350	5	25101595	25101596	+
5	25402885	90.676340	Bin788	5	chr05|13105	23883889	5	25402884	25402885	+
5	25584084	91.159436	Bin789	5	chr05|13105	24058805	5	25584083	25584084	+
5	25879272	92.394066	Bin790	5	chr05|13105	24368859	5	25879271	25879272	+
5	27115296	102.385838	Bin792	5	chr05|13105	25591632	5	27115295	27115296	+
5	27540019	102.868934	Bin793	5	chr05|13105	26099748	5	27540018	27540019	+
5	27976285	103.352029	Bin794	5	chr05|13105	26537461	5	27976284	27976285	+
5	28262280	104.081969	Bin795	5	chr05|13105	26820852	5	28262279	28262280	+
5	28388360	104.565065	Bin796	5	chr05|13105	26940158	5	28388359	28388360	+
5	28582094	105.044682	Bin798	5	chr05|13105	27207280	5	28582093	28582094	+
5	28624143	105.284491	Bin799	5	chr05|13105	27266416	5	28624142	28624143	+
5	28692269	105.767586	Bin800	5	chr05|13105	27340322	5	28692268	28692269	+
5	28797340	106.007395	Bin801	5	chr05|13105	27450725	5	28797339	28797340	+
5	28966540	106.247204	Bin802	5	chr05|13105	27630104	5	28966539	28966540	+
5	29086790	106.487012	Bin803	5	chr05|13105	27761890	5	29086789	29086790	+
5	29123951	107.467436	Bin804	5	chr05|13105	27797896	5	29123950	29123951	+
5	29162632	107.707244	Bin805	5	chr05|13105	27832525	5	29162631	29162632	+
5	29211755	107.947053	Bin806	5	chr05|13105	27865312	5	29211754	29211755	+
