chr	pos	cM	bin	source_chr	target_seqid
4	31529359	92.153282	Bin652	4	CP056055.1
4	31722216	93.645930	Bin653	4	CP056055.1
4	31767705	93.885739	Bin654	4	CP056055.1
4	31848498	94.125547	Bin655	4	CP056055.1
4	31953691	94.608643	Bin656	4	CP056055.1
4	32084552	94.848451	Bin657	4	CP056055.1
4	32193107	95.088260	Bin658	4	CP056055.1
4	32256147	96.580908	Bin659	4	CP056055.1
4	32382337	96.820717	Bin660	4	CP056055.1
4	32525355	97.060525	Bin661	4	CP056055.1
4	32639968	98.553174	Bin662	4	CP056055.1
4	32829675	99.036269	Bin663	4	CP056055.1
4	32947795	100.270900	Bin664	4	CP056055.1
4	33043538	100.510708	Bin665	4	CP056055.1
4	33093616	100.750517	Bin666	4	CP056055.1
4	33121989	101.730940	Bin667	4	CP056055.1
4	33158681	101.970749	Bin668	4	CP056055.1
4	33216263	102.210558	Bin669	4	CP056055.1
4	33284551	102.693653	Bin670	4	CP056055.1
4	33481224	103.416557	Bin672	4	CP056055.1
4	33665775	103.656366	Bin673	4	CP056055.1
4	33822184	104.139462	Bin674	4	CP056055.1
4	33911750	105.359694	Bin676	4	CP056055.1
4	34112914	106.082598	Bin678	4	CP056055.1
4	34147360	106.322407	Bin679	4	CP056055.1
4	34284035	106.562215	Bin680	4	CP056055.1
4	34432149	106.802024	Bin681	4	CP056055.1
4	34811004	109.645167	Bin682	4	CP056055.1
4	35227887	109.884975	Bin683	4	CP056055.1
4	35667892	115.123923	Bin684	4	CP056055.1
4	36155331	125.032769	Bin685	4	CP056055.1
4	36335192	126.267400	Bin686	4	CP056055.1
4	36495365	126.507209	Bin687	4	CP056055.1
5	159916	0.000000	Bin689	5	CP056056.1
5	330651	0.729940	Bin690	5	CP056056.1
5	406589	1.459880	Bin691	5	CP056056.1
5	500227	4.303023	Bin692	5	CP056056.1
5	590606	4.542832	Bin693	5	CP056056.1
5	661074	4.782640	Bin694	5	CP056056.1
5	780770	6.017271	Bin695	5	CP056056.1
5	928881	6.257080	Bin696	5	CP056056.1
5	1066402	6.496888	Bin697	5	CP056056.1
5	1169045	6.736697	Bin698	5	CP056056.1
5	1217057	7.717120	Bin699	5	CP056056.1
5	1287661	8.697544	Bin700	5	CP056056.1
5	1511042	9.917776	Bin702	5	CP056056.1
5	1731288	12.178062	Bin704	5	CP056056.1
5	1757322	12.417870	Bin705	5	CP056056.1
5	1857802	12.897487	Bin707	5	CP056056.1
5	1950558	13.380583	Bin708	5	CP056056.1
5	2054623	14.103487	Bin710	5	CP056056.1
5	2126613	14.343296	Bin711	5	CP056056.1
5	2191621	14.583104	Bin712	5	CP056056.1
5	2343078	15.062722	Bin714	5	CP056056.1
5	2574712	17.566294	Bin716	5	CP056056.1
5	2831231	17.806103	Bin717	5	CP056056.1
5	2977119	19.560669	Bin718	5	CP056056.1
5	3068041	19.800477	Bin719	5	CP056056.1
5	3147826	20.040286	Bin720	5	CP056056.1
5	3324397	20.519903	Bin722	5	CP056056.1
5	3385774	22.012551	Bin723	5	CP056056.1
5	3639936	22.252360	Bin724	5	CP056056.1
5	3833384	26.254495	Bin725	5	CP056056.1
5	4000115	26.494304	Bin726	5	CP056056.1
5	4430660	28.248870	Bin727	5	CP056056.1
5	4959230	28.978810	Bin728	5	CP056056.1
5	5268817	29.708750	Bin729	5	CP056056.1
5	5471718	32.551893	Bin730	5	CP056056.1
5	5727348	33.281833	Bin731	5	CP056056.1
5	6004687	33.521641	Bin732	5	CP056056.1
5	6261232	34.004737	Bin733	5	CP056056.1
5	6524649	35.497385	Bin734	5	CP056056.1
5	7589275	42.542590	Bin736	5	CP056056.1
5	9240387	44.297156	Bin737	5	CP056056.1
5	12276572	44.780252	Bin738	5	CP056056.1
5	14911388	46.014882	Bin739	5	CP056056.1
5	16634292	47.467726	Bin742	5	CP056056.1
5	16767750	47.950822	Bin743	5	CP056056.1
5	16959378	49.163858	Bin745	5	CP056056.1
5	16997956	49.403666	Bin746	5	CP056056.1
5	17025304	49.886762	Bin747	5	CP056056.1
5	17056540	50.369857	Bin748	5	CP056056.1
5	17162680	50.609666	Bin749	5	CP056056.1
5	17253429	50.849474	Bin750	5	CP056056.1
5	17386931	51.089283	Bin751	5	CP056056.1
5	17561690	51.329092	Bin752	5	CP056056.1
5	17808643	51.812187	Bin753	5	CP056056.1
5	18753380	53.522551	Bin755	5	CP056056.1
5	19151360	61.379396	Bin757	5	CP056056.1
5	19242817	62.109336	Bin758	5	CP056056.1
5	19484143	62.349144	Bin759	5	CP056056.1
5	19772469	65.073459	Bin762	5	CP056056.1
5	19898670	65.803399	Bin763	5	CP056056.1
5	20111240	66.286494	Bin764	5	CP056056.1
5	20555519	66.769590	Bin765	5	CP056056.1
5	20877368	67.009398	Bin766	5	CP056056.1
5	21056494	69.299875	Bin767	5	CP056056.1
5	21317681	69.539684	Bin768	5	CP056056.1
5	21654814	69.779492	Bin769	5	CP056056.1
5	21988635	75.340774	Bin770	5	CP056056.1
5	22176643	75.580583	Bin771	5	CP056056.1
5	22224841	75.820391	Bin772	5	CP056056.1
5	22235707	76.303487	Bin773	5	CP056056.1
5	22486329	76.543296	Bin774	5	CP056056.1
5	22758094	77.523719	Bin775	5	CP056056.1
5	22880688	77.763528	Bin776	5	CP056056.1
5	22952981	79.518094	Bin777	5	CP056056.1
5	23045859	79.757902	Bin778	5	CP056056.1
5	23152159	79.997711	Bin779	5	CP056056.1
5	23259828	80.480807	Bin780	5	CP056056.1
5	23385268	80.720615	Bin781	5	CP056056.1
5	23426785	80.960424	Bin782	5	CP056056.1
5	23584533	81.940847	Bin783	5	CP056056.1
5	23853759	83.961324	Bin784	5	CP056056.1
5	24011204	84.201133	Bin785	5	CP056056.1
5	24175727	85.181556	Bin786	5	CP056056.1
5	24408227	86.674205	Bin787	5	CP056056.1
5	24727870	90.676340	Bin788	5	CP056056.1
5	24889856	91.159436	Bin789	5	CP056056.1
5	25153924	92.394066	Bin790	5	CP056056.1
5	26437312	102.385838	Bin792	5	CP056056.1
5	26877806	102.868934	Bin793	5	CP056056.1
5	27320590	103.352029	Bin794	5	CP056056.1
5	27614470	104.081969	Bin795	5	CP056056.1
5	28055935	105.767586	Bin800	5	CP056056.1
5	28163066	106.007395	Bin801	5	CP056056.1
5	28329945	106.247204	Bin802	5	CP056056.1
5	28467410	106.487012	Bin803	5	CP056056.1
5	28504018	107.467436	Bin804	5	CP056056.1
5	28542815	107.707244	Bin805	5	CP056056.1
5	28614310	108.186862	Bin807	5	CP056056.1
5	28651840	109.167285	Bin808	5	CP056056.1
5	28714529	109.650381	Bin809	5	CP056056.1
5	28800588	109.890189	Bin810	5	CP056056.1
5	28966390	111.644755	Bin811	5	CP056056.1
5	29146255	111.884564	Bin812	5	CP056056.1
5	29277234	112.367659	Bin813	5	CP056056.1
5	29344085	112.607468	Bin814	5	CP056056.1
5	29445821	113.337408	Bin815	5	CP056056.1
5	29600428	114.067348	Bin816	5	CP056056.1
5	29925161	114.550444	Bin817	5	CP056056.1
5	30453850	116.043092	Bin818	5	CP056056.1
6	36442	0.000000	Bin819	6	CP056057.1
6	299778	0.969749	Bin821	6	CP056057.1
6	366346	1.452844	Bin822	6	CP056057.1
6	425306	2.182784	Bin823	6	CP056057.1
6	488318	2.422593	Bin824	6	CP056057.1
6	586762	2.905688	Bin825	6	CP056057.1
6	688601	3.635628	Bin826	6	CP056057.1
6	815203	3.875437	Bin827	6	CP056057.1
6	969997	4.855860	Bin828	6	CP056057.1
6	1126113	5.335478	Bin830	6	CP056057.1
6	1234942	5.818573	Bin831	6	CP056057.1
6	1355056	6.548513	Bin832	6	CP056057.1
6	1422074	6.788322	Bin833	6	CP056057.1
6	1458874	7.028130	Bin834	6	CP056057.1
6	1495157	7.267939	Bin835	6	CP056057.1
6	1537102	7.751035	Bin836	6	CP056057.1
6	1588084	8.234130	Bin837	6	CP056057.1
6	1629018	8.964070	Bin838	6	CP056057.1
6	1828026	9.443687	Bin840	6	CP056057.1
6	1929743	9.683496	Bin841	6	CP056057.1
6	2083500	10.663919	Bin842	6	CP056057.1
6	2129679	11.898550	Bin843	6	CP056057.1
6	2193123	12.138359	Bin844	6	CP056057.1
6	2357788	12.378167	Bin845	6	CP056057.1
6	2620107	12.857785	Bin847	6	CP056057.1
6	2665756	13.097593	Bin848	6	CP056057.1
6	2718223	13.827533	Bin849	6	CP056057.1
6	2750944	14.807957	Bin850	6	CP056057.1
6	2787152	15.047765	Bin851	6	CP056057.1
6	2865381	15.530861	Bin852	6	CP056057.1
6	2943529	15.770669	Bin853	6	CP056057.1
6	3168738	16.493574	Bin855	6	CP056057.1
6	3297964	17.223514	Bin856	6	CP056057.1
6	3618638	18.193262	Bin858	6	CP056057.1
6	3801235	18.433071	Bin859	6	CP056057.1
6	4448507	28.340584	Bin861	6	CP056057.1
6	4613079	29.575214	Bin862	6	CP056057.1
6	4648991	29.815023	Bin863	6	CP056057.1
6	4717657	30.054832	Bin864	6	CP056057.1
6	4788954	30.294640	Bin865	6	CP056057.1
6	4978623	30.774258	Bin867	6	CP056057.1
6	5080039	31.014066	Bin868	6	CP056057.1
6	5234590	31.744006	Bin869	6	CP056057.1
6	5358810	32.978637	Bin870	6	CP056057.1
6	6426373	40.271564	Bin873	6	CP056057.1
6	6538764	40.754659	Bin874	6	CP056057.1
6	6680829	42.749034	Bin876	6	CP056057.1
6	6820822	42.988843	Bin877	6	CP056057.1
6	6906584	43.471938	Bin878	6	CP056057.1
6	7305718	48.548128	Bin882	6	CP056057.1
6	7516383	48.787937	Bin883	6	CP056057.1
6	7611547	49.768360	Bin884	6	CP056057.1
6	7758003	50.008169	Bin885	6	CP056057.1
6	7934808	50.738109	Bin886	6	CP056057.1
6	8170005	50.977917	Bin887	6	CP056057.1
6	8235727	51.217726	Bin888	6	CP056057.1
6	8300204	51.700822	Bin889	6	CP056057.1
6	8708494	52.180439	Bin891	6	CP056057.1
6	9269932	52.903343	Bin893	6	CP056057.1
6	9761636	58.625386	Bin895	6	CP056057.1
6	10035633	59.860017	Bin896	6	CP056057.1
6	10291564	60.343112	Bin897	6	CP056057.1
6	10887876	60.822730	Bin899	6	CP056057.1
6	11326756	61.305825	Bin900	6	CP056057.1
6	11804002	61.545634	Bin901	6	CP056057.1
6	18785901	68.453151	Bin902	6	CP056057.1
6	19423500	73.268343	Bin908	6	CP056057.1
6	20611694	75.768437	Bin911	6	CP056057.1
6	20678798	76.251533	Bin912	6	CP056057.1
6	20869985	76.981473	Bin913	6	CP056057.1
6	21061775	77.221281	Bin914	6	CP056057.1
6	21102588	77.951221	Bin915	6	CP056057.1
6	21453113	78.191030	Bin916	6	CP056057.1
6	21945726	78.913934	Bin918	6	CP056057.1
6	22256610	81.174219	Bin920	6	CP056057.1
6	22373682	81.414028	Bin921	6	CP056057.1
6	22659573	82.143968	Bin922	6	CP056057.1
6	22915132	84.164445	Bin923	6	CP056057.1
6	23115708	84.404254	Bin924	6	CP056057.1
6	23501016	84.644062	Bin925	6	CP056057.1
6	24104918	85.610253	Bin927	6	CP056057.1
6	24147244	85.850062	Bin928	6	CP056057.1
6	24293751	87.084693	Bin929	6	CP056057.1
6	24700902	88.304925	Bin931	6	CP056057.1
6	24907576	88.544733	Bin932	6	CP056057.1
6	25004374	91.670751	Bin933	6	CP056057.1
6	25108277	92.400691	Bin934	6	CP056057.1
6	25201377	92.640500	Bin935	6	CP056057.1
6	25344919	92.880308	Bin936	6	CP056057.1
6	25791427	96.776802	Bin938	6	CP056057.1
6	25940313	97.016611	Bin939	6	CP056057.1
6	26027931	97.256420	Bin940	6	CP056057.1
6	26114722	98.749068	Bin941	6	CP056057.1
6	26392828	98.988876	Bin942	6	CP056057.1
6	26932981	102.991012	Bin943	6	CP056057.1
6	27322090	104.225642	Bin944	6	CP056057.1
6	27630789	104.465451	Bin945	6	CP056057.1
6	28343596	105.700082	Bin946	6	CP056057.1
6	28882797	116.432929	Bin947	6	CP056057.1
6	28994845	116.916024	Bin948	6	CP056057.1
6	29264842	122.805176	Bin949	6	CP056057.1
6	29455242	123.288271	Bin950	6	CP056057.1
6	29514709	123.528080	Bin951	6	CP056057.1
6	29603272	123.767889	Bin952	6	CP056057.1
6	29684462	124.250984	Bin953	6	CP056057.1
6	29975384	125.725423	Bin955	6	CP056057.1
6	30095429	125.965232	Bin956	6	CP056057.1
6	30227874	127.185464	Bin958	6	CP056057.1
6	30460004	127.908368	Bin960	6	CP056057.1
6	30502968	128.148177	Bin961	6	CP056057.1
6	30582670	128.387986	Bin962	6	CP056057.1
6	30663610	128.627794	Bin963	6	CP056057.1
6	30772191	130.648271	Bin964	6	CP056057.1
6	31050112	132.140919	Bin965	6	CP056057.1
6	31328640	144.172755	Bin966	6	CP056057.1
7	62058	0.000000	Bin968	7	CP056058.1
7	172992	0.239809	Bin969	7	CP056058.1
7	274617	0.479617	Bin970	7	CP056058.1
7	388198	0.962713	Bin971	7	CP056058.1
7	442155	1.202521	Bin972	7	CP056058.1
7	544431	1.932461	Bin973	7	CP056058.1
7	704513	2.415557	Bin974	7	CP056058.1
7	798598	2.898652	Bin975	7	CP056058.1
7	926062	3.868401	Bin977	7	CP056058.1
7	1216150	4.848825	Bin978	7	CP056058.1
7	1304237	7.653298	Bin980	7	CP056058.1
7	1463842	7.893107	Bin981	7	CP056058.1
7	2042671	8.623047	Bin982	7	CP056058.1
7	2235227	8.862855	Bin983	7	CP056058.1
7	2484734	9.345951	Bin984	7	CP056058.1
7	2543925	10.075891	Bin985	7	CP056058.1
7	2577760	10.315699	Bin986	7	CP056058.1
7	2621738	10.798795	Bin987	7	CP056058.1
7	2827805	11.779218	Bin988	7	CP056058.1
7	3151142	25.672641	Bin989	7	CP056058.1
7	3321599	25.912450	Bin990	7	CP056058.1
7	3782886	27.405098	Bin991	7	CP056058.1
7	4750125	28.128002	Bin993	7	CP056058.1
7	5764953	45.697896	Bin994	7	CP056058.1
7	6336073	45.937705	Bin995	7	CP056058.1
7	6683554	46.420800	Bin996	7	CP056058.1
7	7043651	46.660609	Bin997	7	CP056058.1
7	7211703	50.074008	Bin998	7	CP056058.1
7	7683393	51.523373	Bin1002	7	CP056058.1
7	8363944	52.253313	Bin1003	7	CP056058.1
7	9226150	54.247688	Bin1005	7	CP056058.1
7	11629219	54.970592	Bin1007	7	CP056058.1
7	16872005	60.449348	Bin1009	7	CP056058.1
7	17837919	60.689157	Bin1010	7	CP056058.1
7	18047373	60.928965	Bin1011	7	CP056058.1
7	18076700	61.412061	Bin1012	7	CP056058.1
7	18261332	61.651870	Bin1013	7	CP056058.1
7	18629256	63.672347	Bin1014	7	CP056058.1
7	18988509	64.155442	Bin1015	7	CP056058.1
7	19071943	65.648090	Bin1016	7	CP056058.1
7	19406038	66.610803	Bin1019	7	CP056058.1
7	19771922	67.090420	Bin1021	7	CP056058.1
7	20107969	67.573516	Bin1022	7	CP056058.1
7	21158963	76.235599	Bin1024	7	CP056058.1
7	22044140	82.709177	Bin1026	7	CP056058.1
7	22567277	83.439117	Bin1027	7	CP056058.1
7	22797688	84.419540	Bin1028	7	CP056058.1
7	23082670	87.832939	Bin1029	7	CP056058.1
7	23287974	88.072748	Bin1030	7	CP056058.1
7	24065289	98.064520	Bin1032	7	CP056058.1
7	24800067	98.794460	Bin1033	7	CP056058.1
7	25133135	100.549026	Bin1034	7	CP056058.1
7	25429381	101.529449	Bin1035	7	CP056058.1
7	25840356	103.549926	Bin1036	7	CP056058.1
7	25999621	104.033022	Bin1037	7	CP056058.1
7	26048217	104.272830	Bin1038	7	CP056058.1
7	26208351	111.889867	Bin1039	7	CP056058.1
7	26411493	112.129675	Bin1040	7	CP056058.1
7	26537700	114.694340	Bin1041	7	CP056058.1
7	26629415	114.934149	Bin1042	7	CP056058.1
7	26856919	116.168779	Bin1043	7	CP056058.1
7	27100683	117.661427	Bin1044	7	CP056058.1
7	27199367	117.901236	Bin1045	7	CP056058.1
7	27335592	118.384331	Bin1046	7	CP056058.1
7	27481653	119.364755	Bin1047	7	CP056058.1
7	27706292	121.929420	Bin1048	7	CP056058.1
7	28849944	129.400369	Bin1053	7	CP056058.1
7	29067150	129.640178	Bin1054	7	CP056058.1
7	29114516	130.620601	Bin1055	7	CP056058.1
7	29281503	131.350541	Bin1056	7	CP056058.1
7	29478398	133.915206	Bin1057	7	CP056058.1
7	30237174	135.407854	Bin1058	7	CP056058.1
8	267039	0.000000	Bin1059	8	CP056059.1
8	566847	0.239809	Bin1060	8	CP056059.1
8	686021	1.732457	Bin1061	8	CP056059.1
8	804020	2.712880	Bin1062	8	CP056059.1
8	891047	7.951828	Bin1063	8	CP056059.1
8	968049	9.186459	Bin1064	8	CP056059.1
8	1051734	9.426267	Bin1065	8	CP056059.1
8	1171124	9.905884	Bin1067	8	CP056059.1
8	1288225	10.145693	Bin1068	8	CP056059.1
8	1954814	23.558892	Bin1069	8	CP056059.1
8	2682937	25.051540	Bin1070	8	CP056059.1
8	3132281	25.774445	Bin1072	8	CP056059.1
8	3167611	26.014253	Bin1073	8	CP056059.1
8	3224309	26.254062	Bin1074	8	CP056059.1
8	3291216	26.737157	Bin1075	8	CP056059.1
8	3424056	26.976966	Bin1076	8	CP056059.1
8	3520615	27.957390	Bin1077	8	CP056059.1
8	3581039	28.197198	Bin1078	8	CP056059.1
8	3781044	29.159911	Bin1081	8	CP056059.1
8	4047395	35.288871	Bin1083	8	CP056059.1
8	4184622	35.528680	Bin1084	8	CP056059.1
8	4297191	35.768489	Bin1085	8	CP056059.1
8	4374011	36.008297	Bin1086	8	CP056059.1
8	4766036	37.221333	Bin1088	8	CP056059.1
8	5000473	37.940759	Bin1091	8	CP056059.1
8	5171268	38.180567	Bin1092	8	CP056059.1
8	5232992	38.420376	Bin1093	8	CP056059.1
8	5363586	38.660184	Bin1094	8	CP056059.1
8	5460691	39.143280	Bin1095	8	CP056059.1
8	5675595	39.626375	Bin1096	8	CP056059.1
8	5835430	40.109471	Bin1097	8	CP056059.1
8	5890389	40.592567	Bin1098	8	CP056059.1
8	6077987	42.056086	Bin1100	8	CP056059.1
8	6240414	42.535703	Bin1102	8	CP056059.1
8	6395462	42.775512	Bin1103	8	CP056059.1
8	7977767	43.978033	Bin1107	8	CP056059.1
8	8695915	44.697459	Bin1110	8	CP056059.1
8	8899937	45.180554	Bin1111	8	CP056059.1
8	8919374	45.420363	Bin1112	8	CP056059.1
8	9102091	46.654994	Bin1113	8	CP056059.1
8	9656262	46.894802	Bin1114	8	CP056059.1
8	10045966	47.377898	Bin1115	8	CP056059.1
8	10304000	47.860993	Bin1116	8	CP056059.1
8	12500347	48.344089	Bin1117	8	CP056059.1
8	15550649	50.908754	Bin1118	8	CP056059.1
8	16669461	51.391849	Bin1119	8	CP056059.1
8	17868680	52.626480	Bin1120	8	CP056059.1
8	18038504	52.866288	Bin1121	8	CP056059.1
8	18261957	53.106097	Bin1122	8	CP056059.1
8	19028162	53.829001	Bin1124	8	CP056059.1
8	19680909	54.788236	Bin1128	8	CP056059.1
8	19930750	55.271331	Bin1129	8	CP056059.1
8	20044194	56.251755	Bin1130	8	CP056059.1
8	20228430	56.491563	Bin1131	8	CP056059.1
8	20390077	56.731372	Bin1132	8	CP056059.1
8	20433757	56.971180	Bin1133	8	CP056059.1
8	20660006	58.184216	Bin1135	8	CP056059.1
8	20927415	60.204693	Bin1136	8	CP056059.1
8	21207330	60.934633	Bin1137	8	CP056059.1
8	21535907	61.417728	Bin1138	8	CP056059.1
8	21856004	61.897346	Bin1140	8	CP056059.1
8	22050989	62.627286	Bin1141	8	CP056059.1
8	22259840	62.867094	Bin1142	8	CP056059.1
8	22309949	63.847518	Bin1143	8	CP056059.1
8	22409880	64.087326	Bin1144	8	CP056059.1
8	22588407	64.327135	Bin1145	8	CP056059.1
8	23033401	66.347612	Bin1146	8	CP056059.1
8	23948512	66.587421	Bin1147	8	CP056059.1
8	25282177	88.500167	Bin1148	8	CP056059.1
8	26113264	88.739976	Bin1149	8	CP056059.1
8	26370146	93.978923	Bin1150	8	CP056059.1
8	26812081	94.218732	Bin1151	8	CP056059.1
8	27105944	97.632130	Bin1152	8	CP056059.1
8	27192431	98.115226	Bin1153	8	CP056059.1
8	27275109	98.355035	Bin1154	8	CP056059.1
8	27404417	98.594843	Bin1155	8	CP056059.1
8	27541567	99.077939	Bin1156	8	CP056059.1
8	27807167	104.483038	Bin1158	8	CP056059.1
8	27880015	104.966134	Bin1159	8	CP056059.1
8	28013636	105.689038	Bin1161	8	CP056059.1
8	28049761	105.928846	Bin1162	8	CP056059.1
8	28090924	106.411942	Bin1163	8	CP056059.1
8	28173158	106.651750	Bin1164	8	CP056059.1
8	28248515	106.891559	Bin1165	8	CP056059.1
8	28399440	107.861308	Bin1167	8	CP056059.1
8	28541522	110.425972	Bin1168	8	CP056059.1
8	28928178	112.136336	Bin1170	8	CP056059.1
8	29121271	113.370967	Bin1171	8	CP056059.1
8	29252924	117.674697	Bin1172	8	CP056059.1
8	29395297	118.157793	Bin1173	8	CP056059.1
8	29576748	118.640888	Bin1174	8	CP056059.1
9	123811	0.000000	Bin1177	9	CP056060.1
9	756486	0.722904	Bin1179	9	CP056060.1
9	905722	0.962713	Bin1180	9	CP056060.1
9	1049687	1.202521	Bin1181	9	CP056060.1
9	1260949	1.932461	Bin1182	9	CP056060.1
9	1801913	2.172270	Bin1183	9	CP056060.1
9	2317400	2.412079	Bin1184	9	CP056060.1
9	3363041	2.651887	Bin1185	9	CP056060.1
9	4724804	3.134983	Bin1186	9	CP056060.1
9	5668021	4.104731	Bin1188	9	CP056060.1
9	5937952	4.344540	Bin1189	9	CP056060.1
9	5987121	4.584349	Bin1190	9	CP056060.1
9	6558627	5.307253	Bin1192	9	CP056060.1
9	6670511	5.547061	Bin1193	9	CP056060.1
9	6857087	6.277001	Bin1194	9	CP056060.1
9	6945511	6.516810	Bin1195	9	CP056060.1
9	7048156	7.751441	Bin1196	9	CP056060.1
9	7531310	8.474345	Bin1198	9	CP056060.1
9	7880059	8.714153	Bin1199	9	CP056060.1
9	7961604	9.694577	Bin1200	9	CP056060.1
9	8114901	10.907612	Bin1202	9	CP056060.1
9	8285179	11.387230	Bin1204	9	CP056060.1
9	8458055	12.847270	Bin1207	9	CP056060.1
9	8929150	15.597687	Bin1209	9	CP056060.1
9	9067825	15.837496	Bin1210	9	CP056060.1
9	9248228	16.077305	Bin1211	9	CP056060.1
9	9445523	16.317113	Bin1212	9	CP056060.1
9	10071491	18.771976	Bin1215	9	CP056060.1
9	11147937	21.854928	Bin1217	9	CP056060.1
9	12776788	59.909820	Bin1218	9	CP056060.1
9	14234205	60.639760	Bin1219	9	CP056060.1
9	14463646	61.122855	Bin1220	9	CP056060.1
9	14515911	61.362664	Bin1221	9	CP056060.1
9	14604383	61.845759	Bin1222	9	CP056060.1
9	14872251	62.826183	Bin1223	9	CP056060.1
9	15417161	63.305800	Bin1225	9	CP056060.1
9	15636815	64.540431	Bin1226	9	CP056060.1
9	15871274	64.780240	Bin1227	9	CP056060.1
9	16061319	65.263335	Bin1228	9	CP056060.1
9	16136043	66.497966	Bin1229	9	CP056060.1
9	16284116	70.801696	Bin1230	9	CP056060.1
9	16922226	71.767887	Bin1232	9	CP056060.1
9	17138874	72.007696	Bin1233	9	CP056060.1
9	17276716	72.490791	Bin1234	9	CP056060.1
9	17417064	72.730600	Bin1235	9	CP056060.1
9	17547538	73.711024	Bin1236	9	CP056060.1
9	17658902	74.194119	Bin1237	9	CP056060.1
9	17729684	74.677215	Bin1238	9	CP056060.1
9	17940623	76.130059	Bin1241	9	CP056060.1
9	17957252	76.369867	Bin1242	9	CP056060.1
9	18031126	76.609676	Bin1243	9	CP056060.1
9	18128204	78.102324	Bin1244	9	CP056060.1
9	18190947	78.342133	Bin1245	9	CP056060.1
9	18264915	79.072073	Bin1246	9	CP056060.1
9	18339109	79.311881	Bin1247	9	CP056060.1
9	18451758	79.551690	Bin1248	9	CP056060.1
9	18551110	80.034786	Bin1249	9	CP056060.1
9	18592058	80.274594	Bin1250	9	CP056060.1
9	18658224	80.514403	Bin1251	9	CP056060.1
9	18713753	80.754211	Bin1252	9	CP056060.1
9	18769282	81.237307	Bin1253	9	CP056060.1
9	18838806	81.477116	Bin1254	9	CP056060.1
9	18884540	82.457539	Bin1255	9	CP056060.1
9	18939339	82.940635	Bin1256	9	CP056060.1
9	19012482	83.921058	Bin1257	9	CP056060.1
9	19063642	84.160867	Bin1258	9	CP056060.1
9	19091180	84.643962	Bin1259	9	CP056060.1
9	19180976	85.127058	Bin1260	9	CP056060.1
9	19308384	85.610153	Bin1261	9	CP056060.1
9	19486159	86.093249	Bin1262	9	CP056060.1
9	19743032	86.333058	Bin1263	9	CP056060.1
9	19946255	86.572866	Bin1264	9	CP056060.1
9	20056253	86.812675	Bin1265	9	CP056060.1
9	20145849	87.295770	Bin1266	9	CP056060.1
9	20274519	87.535579	Bin1267	9	CP056060.1
9	20362061	88.018675	Bin1268	9	CP056060.1
9	20408378	88.258483	Bin1269	9	CP056060.1
9	20562062	88.988423	Bin1270	9	CP056060.1
9	20716265	89.718363	Bin1271	9	CP056060.1
9	20844097	89.958172	Bin1272	9	CP056060.1
9	20948804	91.450820	Bin1273	9	CP056060.1
9	20979643	91.690628	Bin1274	9	CP056060.1
9	21002319	91.930437	Bin1275	9	CP056060.1
9	21067425	92.170246	Bin1276	9	CP056060.1
9	21134942	92.410054	Bin1277	9	CP056060.1
9	21182163	92.649863	Bin1278	9	CP056060.1
9	21218082	92.889672	Bin1279	9	CP056060.1
9	21290378	93.372767	Bin1280	9	CP056060.1
9	21364958	93.612576	Bin1281	9	CP056060.1
9	21406296	94.095671	Bin1282	9	CP056060.1
9	21460966	95.588319	Bin1283	9	CP056060.1
9	21582313	95.828128	Bin1284	9	CP056060.1
9	21778853	96.067937	Bin1285	9	CP056060.1
9	21975862	102.975454	Bin1286	9	CP056060.1
9	22111015	103.955877	Bin1287	9	CP056060.1
9	22144924	104.195686	Bin1288	9	CP056060.1
9	22206181	104.435494	Bin1289	9	CP056060.1
9	22366228	104.675303	Bin1290	9	CP056060.1
9	22767912	107.159809	Bin1292	9	CP056060.1
10	489894	0.000000	Bin1293	10	CP056061.1
10	1269685	0.722904	Bin1295	10	CP056061.1
10	1337034	2.477470	Bin1296	10	CP056061.1
10	1517670	2.717279	Bin1297	10	CP056061.1
10	2855220	3.919800	Bin1301	10	CP056061.1
10	3694415	7.002752	Bin1303	10	CP056061.1
10	5412272	10.003652	Bin1305	10	CP056061.1
10	6271738	11.223885	Bin1307	10	CP056061.1
10	6318541	11.463693	Bin1308	10	CP056061.1
10	6360634	11.703502	Bin1309	10	CP056061.1
10	7722402	12.183119	Bin1311	10	CP056061.1
10	8809108	12.422928	Bin1312	10	CP056061.1
10	10481831	13.145832	Bin1314	10	CP056061.1
10	10980200	13.385640	Bin1315	10	CP056061.1
10	11373716	13.625449	Bin1316	10	CP056061.1
10	11569198	13.865258	Bin1317	10	CP056061.1
10	12162851	14.105066	Bin1318	10	CP056061.1
10	13716472	18.440641	Bin1322	10	CP056061.1
10	13747756	18.680450	Bin1323	10	CP056061.1
10	13955728	20.133294	Bin1326	10	CP056061.1
10	14087390	22.393580	Bin1328	10	CP056061.1
10	14174077	22.633388	Bin1329	10	CP056061.1
10	15405596	24.893674	Bin1331	10	CP056061.1
10	15470353	25.376769	Bin1332	10	CP056061.1
10	15867818	26.342960	Bin1334	10	CP056061.1
10	16221224	27.323384	Bin1335	10	CP056061.1
10	16314913	27.563192	Bin1336	10	CP056061.1
10	16525207	29.055841	Bin1337	10	CP056061.1
10	16720148	29.538936	Bin1338	10	CP056061.1
10	16883812	33.244335	Bin1339	10	CP056061.1
