source_file	map_id	linkage_group	locus	cM	bin	gene_model	chr	start	end	has_nam5_position	pos
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	tubtf12	120.92		Zm00001eb367600	8	174430134.0	174431183.0	True	174430658
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	stsl17	120.93		Zm00001eb367600	8	174430134.0	174431183.0	True	174430658
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	wrky35	131.5		Zm00001eb368890	8	176877950.0	176879881.0	True	176878916
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	umc1005	131.65		Zm00001eb368890	8	176877950.0	176879881.0	True	176878916
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	cmu1	142.25		Zm00001eb370320	8	179651025.0	179663553.0	True	179657289
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	cmu4	142.25		Zm00001eb370320	8	179651025.0	179663553.0	True	179657289
maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9	nlp14	4.3		Zm00001eb372370	9	5692991.0	5695448.0	True	5694220
maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9	ppr458	5.0		Zm00001eb372370	9	5692991.0	5695448.0	True	5694220
maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9	cys3	41.28		Zm00001eb376930	9	21156037.0	21168630.0	True	21162334
maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9	cys8	41.3		Zm00001eb376930	9	21156037.0	21168630.0	True	21162334
maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9	cys4	41.4		Zm00001eb376930	9	21156037.0	21168630.0	True	21162334
maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9	LOC103638196	55.12		Zm00001eb379540	9	30832984.0	30848137.0	True	30840560
maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9	nactf68	55.12		Zm00001eb379540	9	30832984.0	30848137.0	True	30840560
maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9	Zm00001d048157	133.71		Zm00001eb400820	9	154452497.0	154504516.0	True	154478506
maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9	Zm00001d048158	133.71		Zm00001eb400820	9	154452497.0	154504516.0	True	154478506
maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9	LOC103639467	133.72		Zm00001eb400820	9	154452497.0	154504516.0	True	154478506
maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9	Zm00001d048253	139.02		Zm00001eb401700	9	156548656.0	156614649.0	True	156581652
maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9	Zm00001d048256	139.02		Zm00001eb401700	9	156548656.0	156614649.0	True	156581652
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	skus14	53.56		Zm00001eb416150	10	81603341.0	81681242.0	True	81642292
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	skus10	53.57		Zm00001eb416150	10	81603341.0	81681242.0	True	81642292
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	GRMZM2G333183	53.58		Zm00001eb416190	10	81851390.0	81859041.0	True	81855216
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	GRMZM2G502467	53.58		Zm00001eb416190	10	81851390.0	81859041.0	True	81855216
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	Zm00001d024749	56.94		Zm00001eb417350	10	87747288.0	87897824.0	True	87822556
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	Zm00001d024750	56.96		Zm00001eb417350	10	87747288.0	87897824.0	True	87822556
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	px21	56.98		Zm00001eb417350	10	87747288.0	87897824.0	True	87822556
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	Zm00001d024751	56.99		Zm00001eb417350	10	87747288.0	87897824.0	True	87822556
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	acco4	60.83		Zm00001eb418130	10	92246537.0	92289608.0	True	92268072
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	acco3	60.84		Zm00001eb418130	10	92246537.0	92289608.0	True	92268072
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	K7U3B1	68.3		Zm00001eb422090	10	117376805.0	117380718.0	True	117378762
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	asg42	68.3		Zm00001eb422090	10	117376805.0	117380718.0	True	117378762
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	bhlh133	74.2		Zm00001eb425310	10	129151529.0	129158761.0	True	129155145
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	pub45	74.2		Zm00001eb425310	10	129151529.0	129158761.0	True	129155145
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	dnaJ99	80.3		Zm00001eb426530	10	132865151.0	132868710.0	True	132866930
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	ptac5	80.3		Zm00001eb426530	10	132865151.0	132868710.0	True	132866930
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	P	95.24		Zm00001eb429330	10	141187279.0	141196584.0	True	141191932
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	r1	95.24		Zm00001eb429330	10	141187279.0	141196584.0	True	141191932
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	AY112131a	100.09		Zm00001eb430350	10	143196860.0	143203265.0	True	143200062
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	thx10	100.1		Zm00001eb430350	10	143196860.0	143203265.0	True	143200062
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	Zm00001d026505	10.07		Zm00001eb432650	10	148763363.0	148764287.0	True	148763825
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	Zm00001d026505	121.4		Zm00001eb432650	10	148763363.0	148764287.0	True	148763825
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	c3h52	124.2		Zm00001eb433050	10	149404433.0	149412784.0	True	149408608
maizegdb_genetic1_1203646_map_text_BROWSER.txt	1203646	10	plap1	124.2		Zm00001eb433050	10	149404433.0	149412784.0	True	149408608
