chr	pos	cM	bin	source_chr	tigr6_seqid	tigr6_pos	irgsp1_seqid	irgsp1_start0	irgsp1_end0	strand
2	19271894	77.701612	Bin297	2	chr02|13102	19266026	NC_029257.1	19271893	19271894	+
2	19404018	77.941421	Bin298	2	chr02|13102	19398150	NC_029257.1	19404017	19404018	+
2	19538441	78.181229	Bin299	2	chr02|13102	19532573	NC_029257.1	19538440	19538441	+
2	19612318	78.911169	Bin300	2	chr02|13102	19606450	NC_029257.1	19612317	19612318	+
2	19663643	79.150978	Bin301	2	chr02|13102	19657775	NC_029257.1	19663642	19663643	+
2	19715936	79.634073	Bin302	2	chr02|13102	19710068	NC_029257.1	19715935	19715936	+
2	19808960	79.873882	Bin303	2	chr02|13102	19803092	NC_029257.1	19808959	19808960	+
2	19920057	80.356978	Bin304	2	chr02|13102	19914189	NC_029257.1	19920056	19920057	+
2	19995653	81.086918	Bin305	2	chr02|13102	19989785	NC_029257.1	19995652	19995653	+
2	20038452	81.570013	Bin306	2	chr02|13102	20032584	NC_029257.1	20038451	20038452	+
2	20085522	81.809822	Bin307	2	chr02|13102	20079654	NC_029257.1	20085521	20085522	+
2	20196148	82.292917	Bin308	2	chr02|13102	20190280	NC_029257.1	20196147	20196148	+
2	20405023	82.776013	Bin309	2	chr02|13102	20399155	NC_029257.1	20405022	20405023	+
2	20600310	83.015821	Bin310	2	chr02|13102	20594442	NC_029257.1	20600309	20600310	+
2	24648261	136.015694	Bin311	2	chr02|13102	24642392	NC_029257.1	24648260	24648261	+
2	28676492	136.745634	Bin312	2	chr02|13102	28670623	NC_029257.1	28676491	28676492	+
2	28962981	137.228730	Bin313	2	chr02|13102	28957112	NC_029257.1	28962980	28962981	+
2	29298800	138.721378	Bin314	2	chr02|13102	29292931	NC_029257.1	29298799	29298800	+
2	29425771	138.961186	Bin315	2	chr02|13102	29419902	NC_029257.1	29425770	29425771	+
2	29520998	139.444282	Bin316	2	chr02|13102	29515129	NC_029257.1	29520997	29520998	+
2	29799022	139.684090	Bin317	2	chr02|13102	29793153	NC_029257.1	29799021	29799022	+
2	30287946	140.664514	Bin318	2	chr02|13102	30282077	NC_029257.1	30287945	30287946	+
2	30595506	140.904323	Bin319	2	chr02|13102	30589637	NC_029257.1	30595505	30595506	+
2	30692685	141.884746	Bin320	2	chr02|13102	30686816	NC_029257.1	30692684	30692685	+
2	30778609	142.124555	Bin321	2	chr02|13102	30772740	NC_029257.1	30778608	30778609	+
2	30928545	143.617203	Bin322	2	chr02|13102	30922676	NC_029257.1	30928544	30928545	+
2	31140293	145.109851	Bin323	2	chr02|13102	31134424	NC_029257.1	31140292	31140293	+
2	31236135	145.592947	Bin324	2	chr02|13102	31230266	NC_029257.1	31236134	31236135	+
2	31326190	145.832755	Bin325	2	chr02|13102	31320321	NC_029257.1	31326189	31326190	+
2	31467280	146.315851	Bin326	2	chr02|13102	31461411	NC_029257.1	31467279	31467280	+
2	31544121	146.555659	Bin327	2	chr02|13102	31538252	NC_029257.1	31544120	31544121	+
2	31575394	146.795468	Bin328	2	chr02|13102	31569525	NC_029257.1	31575393	31575394	+
2	31626883	147.525408	Bin329	2	chr02|13102	31621014	NC_029257.1	31626882	31626883	+
2	31820866	147.765217	Bin330	2	chr02|13102	31814997	NC_029257.1	31820865	31820866	+
2	32129177	148.005025	Bin331	2	chr02|13102	32123308	NC_029257.1	32129176	32129177	+
2	32860429	149.239656	Bin332	2	chr02|13102	32854560	NC_029257.1	32860428	32860429	+
2	33601726	156.147173	Bin333	2	chr02|13102	33595857	NC_029257.1	33601725	33601726	+
2	33757697	156.386981	Bin334	2	chr02|13102	33751828	NC_029257.1	33757696	33757697	+
2	33880676	157.879630	Bin335	2	chr02|13102	33874807	NC_029257.1	33880675	33880676	+
2	34084929	161.005647	Bin336	2	chr02|13102	34079060	NC_029257.1	34084928	34084929	+
2	34235693	161.986071	Bin337	2	chr02|13102	34229824	NC_029257.1	34235692	34235693	+
2	34322493	162.469167	Bin338	2	chr02|13102	34316624	NC_029257.1	34322492	34322493	+
2	34369365	162.708975	Bin339	2	chr02|13102	34363496	NC_029257.1	34369364	34369365	+
2	34434939	163.192071	Bin340	2	chr02|13102	34429070	NC_029257.1	34434938	34434939	+
2	34493232	163.675166	Bin341	2	chr02|13102	34487363	NC_029257.1	34493231	34493232	+
2	34550159	163.914975	Bin342	2	chr02|13102	34544290	NC_029257.1	34550158	34550159	+
2	34667480	164.154784	Bin343	2	chr02|13102	34661611	NC_029257.1	34667479	34667480	+
2	34806031	166.445260	Bin344	2	chr02|13102	34800162	NC_029257.1	34806030	34806031	+
2	34923813	166.685069	Bin345	2	chr02|13102	34917944	NC_029257.1	34923812	34923813	+
2	35044169	167.168164	Bin346	2	chr02|13102	35038300	NC_029257.1	35044168	35044169	+
2	35122111	167.651260	Bin347	2	chr02|13102	35116242	NC_029257.1	35122110	35122111	+
2	35147750	169.671737	Bin348	2	chr02|13102	35141881	NC_029257.1	35147749	35147750	+
2	35187809	169.911546	Bin349	2	chr02|13102	35181940	NC_029257.1	35187808	35187809	+
2	35232602	170.394641	Bin350	2	chr02|13102	35226733	NC_029257.1	35232601	35232602	+
2	35289423	171.124581	Bin351	2	chr02|13102	35283554	NC_029257.1	35289422	35289423	+
2	35356583	171.364390	Bin352	2	chr02|13102	35350714	NC_029257.1	35356582	35356583	+
2	35408353	174.207533	Bin353	2	chr02|13102	35402484	NC_029257.1	35408352	35408353	+
2	35571795	174.447341	Bin354	2	chr02|13102	35565926	NC_029257.1	35571794	35571795	+
2	35733107	174.930437	Bin355	2	chr02|13102	35727238	NC_029257.1	35733106	35733107	+
2	35845655	175.413532	Bin356	2	chr02|13102	35839786	NC_029257.1	35845654	35845655	+
3	133592	0.000000	Bin357	3	chr03|13103	132592	NC_029258.1	133591	133592	+
3	317056	0.239809	Bin358	3	chr03|13103	316054	NC_029258.1	317055	317056	+
3	449161	0.969749	Bin359	3	chr03|13103	448159	NC_029258.1	449160	449161	+
3	823444	1.950172	Bin360	3	chr03|13103	822442	NC_029258.1	823443	823444	+
3	1480038	10.680998	Bin361	3	chr03|13103	1479036	NC_029258.1	1480037	1480038	+
3	1859785	11.164093	Bin362	3	chr03|13103	1858781	NC_029258.1	1859784	1859785	+
3	1986665	11.403902	Bin363	3	chr03|13103	1985661	NC_029258.1	1986664	1986665	+
3	2128846	12.384325	Bin364	3	chr03|13103	2127842	NC_029258.1	2128845	2128846	+
3	2187064	12.867421	Bin365	3	chr03|13103	2186060	NC_029258.1	2187063	2187064	+
3	2271730	14.887898	Bin366	3	chr03|13103	2270726	NC_029258.1	2271729	2271730	+
3	2421247	15.127706	Bin367	3	chr03|13103	2420243	NC_029258.1	2421246	2421247	+
3	2576470	15.367515	Bin368	3	chr03|13103	2575466	NC_029258.1	2576469	2576470	+
3	2680441	16.347939	Bin369	3	chr03|13103	2679437	NC_029258.1	2680440	2680441	+
3	2924391	16.587747	Bin370	3	chr03|13103	2923387	NC_029258.1	2924390	2924391	+
3	3175858	17.317687	Bin371	3	chr03|13103	3174854	NC_029258.1	3175857	3175858	+
3	3250862	20.160830	Bin372	3	chr03|13103	3249858	NC_029258.1	3250861	3250862	+
3	3310759	20.400639	Bin373	3	chr03|13103	3309755	NC_029258.1	3310758	3310759	+
3	3412766	20.640448	Bin374	3	chr03|13103	3411762	NC_029258.1	3412765	3412766	+
3	3632030	22.660924	Bin375	3	chr03|13103	3631026	NC_029258.1	3632029	3632030	+
3	4184740	35.143658	Bin376	3	chr03|13103	4183742	NC_029258.1	4184739	4184740	+
3	4741043	35.383467	Bin377	3	chr03|13103	4740045	NC_029258.1	4741042	4741043	+
3	5205127	37.673944	Bin378	3	chr03|13103	5204127	NC_029258.1	5205126	5205127	+
3	5568751	39.428510	Bin379	3	chr03|13103	5567751	NC_029258.1	5568750	5568751	+
3	5745521	40.158450	Bin380	3	chr03|13103	5744521	NC_029258.1	5745520	5745521	+
3	5905857	40.641545	Bin381	3	chr03|13103	5904857	NC_029258.1	5905856	5905857	+
3	5991730	40.881354	Bin382	3	chr03|13103	5990730	NC_029258.1	5991729	5991730	+
3	6318712	41.364449	Bin383	3	chr03|13103	6317712	NC_029258.1	6318711	6318712	+
3	7237367	42.344873	Bin384	3	chr03|13103	7236365	NC_029258.1	7237366	7237367	+
3	8206490	51.075698	Bin385	3	chr03|13103	8205428	NC_029258.1	8206489	8206490	+
3	8597387	52.056122	Bin386	3	chr03|13103	8596325	NC_029258.1	8597386	8597387	+
3	8705957	52.786062	Bin387	3	chr03|13103	8704895	NC_029258.1	8705956	8705957	+
3	8768160	53.025871	Bin388	3	chr03|13103	8767098	NC_029258.1	8768159	8768160	+
3	9013976	53.265679	Bin389	3	chr03|13103	9012914	NC_029258.1	9013975	9013976	+
3	9250262	53.505488	Bin390	3	chr03|13103	9249198	NC_029258.1	9250261	9250262	+
3	9269198	53.745296	Bin391	3	chr03|13103	9268134	NC_029258.1	9269197	9269198	+
3	9309600	53.985105	Bin392	3	chr03|13103	9308536	NC_029258.1	9309599	9309600	+
3	9355653	54.224914	Bin393	3	chr03|13103	9354589	NC_029258.1	9355652	9355653	+
3	9398923	54.464722	Bin394	3	chr03|13103	9397859	NC_029258.1	9398922	9398923	+
3	9466306	54.947818	Bin395	3	chr03|13103	9465242	NC_029258.1	9466305	9466306	+
3	9518864	55.430913	Bin396	3	chr03|13103	9517800	NC_029258.1	9518863	9518864	+
3	9610225	56.160853	Bin397	3	chr03|13103	9609161	NC_029258.1	9610224	9610225	+
3	9838759	56.400662	Bin398	3	chr03|13103	9837695	NC_029258.1	9838758	9838759	+
3	10012811	58.421139	Bin399	3	chr03|13103	10011747	NC_029258.1	10012810	10012811	+
3	10063762	58.660948	Bin400	3	chr03|13103	10062698	NC_029258.1	10063761	10063762	+
3	10106284	58.900756	Bin401	3	chr03|13103	10105220	NC_029258.1	10106283	10106284	+
3	10150883	59.140565	Bin402	3	chr03|13103	10149819	NC_029258.1	10150882	10150883	+
3	10307058	59.623660	Bin403	3	chr03|13103	10305974	NC_029258.1	10307057	10307058	+
3	10607246	64.233970	Bin404	3	chr03|13103	10606162	NC_029258.1	10607245	10607246	+
3	10875794	64.717066	Bin405	3	chr03|13103	10874512	NC_029258.1	10875793	10875794	+
3	11075214	64.956874	Bin406	3	chr03|13103	11073932	NC_029258.1	11075213	11075214	+
3	11247257	65.196683	Bin407	3	chr03|13103	11245975	NC_029258.1	11247256	11247257	+
3	11716474	69.500413	Bin408	3	chr03|13103	11715192	NC_029258.1	11716473	11716474	+
3	12339930	70.480837	Bin409	3	chr03|13103	12338648	NC_029258.1	12339929	12339930	+
3	12618000	71.715467	Bin410	3	chr03|13103	12616718	NC_029258.1	12617999	12618000	+
3	12777194	72.198563	Bin411	3	chr03|13103	12775912	NC_029258.1	12777193	12777194	+
3	12938525	72.681659	Bin412	3	chr03|13103	12937243	NC_029258.1	12938524	12938525	+
3	13035590	73.164754	Bin413	3	chr03|13103	13034308	NC_029258.1	13035589	13035590	+
3	13366363	77.166889	Bin414	3	chr03|13103	13365081	NC_029258.1	13366362	13366363	+
3	13712312	77.649985	Bin415	3	chr03|13103	13711029	NC_029258.1	13712311	13712312	+
3	13835073	78.133081	Bin416	3	chr03|13103	13833790	NC_029258.1	13835072	13835073	+
3	13988735	79.367711	Bin417	3	chr03|13103	13987452	NC_029258.1	13988734	13988735	+
3	14140118	82.210854	Bin418	3	chr03|13103	14138807	NC_029258.1	14140117	14140118	+
3	14276647	82.450663	Bin419	3	chr03|13103	14275336	NC_029258.1	14276646	14276647	+
3	14435948	83.943311	Bin420	3	chr03|13103	14434636	NC_029258.1	14435947	14435948	+
3	14562367	84.183120	Bin421	3	chr03|13103	14561054	NC_029258.1	14562366	14562367	+
3	14661937	84.422928	Bin422	3	chr03|13103	14660624	NC_029258.1	14661936	14661937	+
3	14792903	84.662737	Bin423	3	chr03|13103	14791590	NC_029258.1	14792902	14792903	+
3	14871262	85.145832	Bin424	3	chr03|13103	14869909	NC_029258.1	14871261	14871262	+
3	14950072	86.900398	Bin425	3	chr03|13103	14948719	NC_029258.1	14950071	14950072	+
3	15062301	87.630338	Bin426	3	chr03|13103	15060948	NC_029258.1	15062300	15062301	+
3	15128837	87.870147	Bin427	3	chr03|13103	15127484	NC_029258.1	15128836	15128837	+
3	15244689	88.109956	Bin428	3	chr03|13103	15243336	NC_029258.1	15244688	15244689	+
3	15357287	88.349764	Bin429	3	chr03|13103	15355934	NC_029258.1	15357286	15357287	+
3	15429223	89.079704	Bin430	3	chr03|13103	15427870	NC_029258.1	15429222	15429223	+
3	15532022	89.562800	Bin431	3	chr03|13103	15530669	NC_029258.1	15532021	15532022	+
3	15591787	89.802608	Bin432	3	chr03|13103	15590434	NC_029258.1	15591786	15591787	+
3	15700210	91.823085	Bin433	3	chr03|13103	15698857	NC_029258.1	15700209	15700210	+
3	15852733	92.062894	Bin434	3	chr03|13103	15851380	NC_029258.1	15852732	15852733	+
3	16044374	92.302702	Bin435	3	chr03|13103	16043021	NC_029258.1	16044373	16044374	+
3	16205609	93.032642	Bin436	3	chr03|13103	16204257	NC_029258.1	16205608	16205609	+
3	16321738	93.272451	Bin437	3	chr03|13103	16320385	NC_029258.1	16321737	16321738	+
3	16568139	93.512260	Bin438	3	chr03|13103	16566784	NC_029258.1	16568138	16568139	+
3	16816582	93.752068	Bin439	3	chr03|13103	16815456	NC_029258.1	16816581	16816582	+
3	16978531	93.991877	Bin440	3	chr03|13103	16977405	NC_029258.1	16978530	16978531	+
3	17115759	94.231686	Bin441	3	chr03|13103	17114573	NC_029258.1	17115758	17115759	+
3	17282874	94.714781	Bin442	3	chr03|13103	17281684	NC_029258.1	17282873	17282874	+
3	17398144	94.954590	Bin443	3	chr03|13103	17396954	NC_029258.1	17398143	17398144	+
3	17627939	95.684530	Bin444	3	chr03|13103	17626721	NC_029258.1	17627938	17627939	+
3	17956096	95.924338	Bin445	3	chr03|13103	17954878	NC_029258.1	17956095	17956096	+
3	18079323	96.164147	Bin446	3	chr03|13103	18078105	NC_029258.1	18079322	18079323	+
3	19660869	96.403955	Bin447	3	chr03|13103	19659380	NC_029258.1	19660868	19660869	+
3	21865982	96.643764	Bin448	3	chr03|13103	21864492	NC_029258.1	21865981	21865982	+
3	22557119	96.883573	Bin449	3	chr03|13103	22555608	NC_029258.1	22557118	22557119	+
3	22688333	97.123381	Bin450	3	chr03|13103	22686822	NC_029258.1	22688332	22688333	+
3	22820485	97.363190	Bin451	3	chr03|13103	22818974	NC_029258.1	22820484	22820485	+
3	23184763	98.093130	Bin452	3	chr03|13103	23183251	NC_029258.1	23184762	23184763	+
3	23527614	98.576225	Bin453	3	chr03|13103	23525788	NC_029258.1	23527613	23527614	+
3	23618640	99.059321	Bin454	3	chr03|13103	23616814	NC_029258.1	23618639	23618640	+
3	23735798	99.299130	Bin455	3	chr03|13103	23733972	NC_029258.1	23735797	23735798	+
3	23839678	99.538938	Bin456	3	chr03|13103	23837852	NC_029258.1	23839677	23839678	+
3	23922278	99.778747	Bin457	3	chr03|13103	23920452	NC_029258.1	23922277	23922278	+
3	24019440	100.261842	Bin458	3	chr03|13103	24017613	NC_029258.1	24019439	24019440	+
3	24245815	100.991782	Bin459	3	chr03|13103	24243894	NC_029258.1	24245814	24245815	+
3	24448083	107.553892	Bin460	3	chr03|13103	24446162	NC_029258.1	24448082	24448083	+
3	24570667	107.793700	Bin461	3	chr03|13103	24568746	NC_029258.1	24570666	24570667	+
3	24674769	108.033509	Bin462	3	chr03|13103	24672848	NC_029258.1	24674768	24674769	+
3	24923330	109.013933	Bin463	3	chr03|13103	24921410	NC_029258.1	24923329	24923330	+
3	25279703	112.719331	Bin464	3	chr03|13103	25277784	NC_029258.1	25279702	25279703	+
3	25447000	112.959140	Bin465	3	chr03|13103	25445081	NC_029258.1	25446999	25447000	+
3	25560613	113.198948	Bin466	3	chr03|13103	25558631	NC_029258.1	25560612	25560613	+
3	25751328	114.953514	Bin467	3	chr03|13103	25749346	NC_029258.1	25751327	25751328	+
3	25927844	115.933938	Bin468	3	chr03|13103	25925862	NC_029258.1	25927843	25927844	+
3	26096243	116.173747	Bin469	3	chr03|13103	26094262	NC_029258.1	26096242	26096243	+
3	26276257	116.413555	Bin470	3	chr03|13103	26274276	NC_029258.1	26276256	26276257	+
3	26394338	118.704032	Bin471	3	chr03|13103	26387432	NC_029258.1	26394337	26394338	+
3	26517051	118.943841	Bin472	3	chr03|13103	26510145	NC_029258.1	26517050	26517051	+
3	26637702	120.178471	Bin473	3	chr03|13103	26630756	NC_029258.1	26637701	26637702	+
3	26699846	120.418280	Bin474	3	chr03|13103	26692900	NC_029258.1	26699845	26699846	+
3	26719931	120.901375	Bin475	3	chr03|13103	26712985	NC_029258.1	26719930	26719931	+
3	26738804	121.141184	Bin476	3	chr03|13103	26731858	NC_029258.1	26738803	26738804	+
3	26857348	122.121608	Bin477	3	chr03|13103	26850401	NC_029258.1	26857347	26857348	+
3	26998008	122.361416	Bin478	3	chr03|13103	26991061	NC_029258.1	26998007	26998008	+
3	27103988	122.601225	Bin479	3	chr03|13103	27097041	NC_029258.1	27103987	27103988	+
3	27214483	123.331165	Bin480	3	chr03|13103	27207536	NC_029258.1	27214482	27214483	+
3	27342835	123.570973	Bin481	3	chr03|13103	27335888	NC_029258.1	27342834	27342835	+
3	27445655	124.551397	Bin482	3	chr03|13103	27438708	NC_029258.1	27445654	27445655	+
3	27507699	124.791206	Bin483	3	chr03|13103	27500752	NC_029258.1	27507698	27507699	+
3	27598809	126.025836	Bin484	3	chr03|13103	27591862	NC_029258.1	27598808	27598809	+
3	27657286	127.006260	Bin485	3	chr03|13103	27650339	NC_029258.1	27657285	27657286	+
3	27731371	127.246068	Bin486	3	chr03|13103	27724424	NC_029258.1	27731370	27731371	+
3	27836023	128.226492	Bin487	3	chr03|13103	27829077	NC_029258.1	27836022	27836023	+
3	27997866	128.466301	Bin488	3	chr03|13103	27990920	NC_029258.1	27997865	27997866	+
3	28153779	129.446724	Bin489	3	chr03|13103	28146833	NC_029258.1	28153778	28153779	+
3	28223881	129.686533	Bin490	3	chr03|13103	28216935	NC_029258.1	28223880	28223881	+
3	28259848	129.926341	Bin491	3	chr03|13103	28252902	NC_029258.1	28259847	28259848	+
3	28346248	130.166150	Bin492	3	chr03|13103	28339301	NC_029258.1	28346247	28346248	+
3	28455355	130.405959	Bin493	3	chr03|13103	28448408	NC_029258.1	28455354	28455355	+
3	28503479	130.645767	Bin494	3	chr03|13103	28496532	NC_029258.1	28503478	28503479	+
3	28561204	131.880398	Bin495	3	chr03|13103	28554257	NC_029258.1	28561203	28561204	+
3	28617437	132.120206	Bin496	3	chr03|13103	28610490	NC_029258.1	28617436	28617437	+
3	28650123	132.360015	Bin497	3	chr03|13103	28643176	NC_029258.1	28650122	28650123	+
3	28718094	132.599824	Bin498	3	chr03|13103	28711148	NC_029258.1	28718093	28718094	+
3	28887094	132.839632	Bin499	3	chr03|13103	28880147	NC_029258.1	28887093	28887094	+
3	29094752	133.322728	Bin500	3	chr03|13103	29087804	NC_029258.1	29094751	29094752	+
3	29204253	134.052668	Bin501	3	chr03|13103	29197305	NC_029258.1	29204252	29204253	+
3	29269148	134.292476	Bin502	3	chr03|13103	29262188	NC_029258.1	29269147	29269148	+
3	29376286	134.775572	Bin503	3	chr03|13103	29369326	NC_029258.1	29376285	29376286	+
3	29485212	135.258668	Bin504	3	chr03|13103	29478252	NC_029258.1	29485211	29485212	+
3	29561586	135.498476	Bin505	3	chr03|13103	29554626	NC_029258.1	29561585	29561586	+
3	29607323	135.738285	Bin506	3	chr03|13103	29600363	NC_029258.1	29607322	29607323	+
3	29637290	135.978093	Bin507	3	chr03|13103	29630330	NC_029258.1	29637289	29637290	+
3	29728952	136.461189	Bin508	3	chr03|13103	29721992	NC_029258.1	29728951	29728952	+
3	29832712	136.944284	Bin509	3	chr03|13103	29825751	NC_029258.1	29832711	29832712	+
3	29906994	137.427380	Bin510	3	chr03|13103	29900033	NC_029258.1	29906993	29906994	+
3	29970167	138.407804	Bin511	3	chr03|13103	29963206	NC_029258.1	29970166	29970167	+
3	30102050	138.647612	Bin512	3	chr03|13103	30095089	NC_029258.1	30102049	30102050	+
3	30248062	139.130708	Bin513	3	chr03|13103	30241101	NC_029258.1	30248061	30248062	+
3	30297121	139.370516	Bin514	3	chr03|13103	30290160	NC_029258.1	30297120	30297121	+
3	30324377	139.610325	Bin515	3	chr03|13103	30317416	NC_029258.1	30324376	30324377	+
3	30339805	141.102973	Bin516	3	chr03|13103	30332844	NC_029258.1	30339804	30339805	+
3	30378120	141.342782	Bin517	3	chr03|13103	30371009	NC_029258.1	30378119	30378120	+
3	30472405	142.072722	Bin518	3	chr03|13103	30465294	NC_029258.1	30472404	30472405	+
3	30583649	142.312530	Bin519	3	chr03|13103	30576538	NC_029258.1	30583648	30583649	+
3	30783605	142.795626	Bin520	3	chr03|13103	30776492	NC_029258.1	30783604	30783605	+
3	31215403	143.035434	Bin521	3	chr03|13103	31208288	NC_029258.1	31215402	31215403	+
3	31578096	151.766260	Bin522	3	chr03|13103	31570973	NC_029258.1	31578095	31578096	+
3	31834915	152.249356	Bin523	3	chr03|13103	31827792	NC_029258.1	31834914	31834915	+
3	32043015	152.489164	Bin524	3	chr03|13103	32035892	NC_029258.1	32043014	32043015	+
3	32178695	153.219104	Bin525	3	chr03|13103	32171572	NC_029258.1	32178694	32178695	+
3	32465245	157.221240	Bin526	3	chr03|13103	32458118	NC_029258.1	32465244	32465245	+
3	32746339	158.201663	Bin527	3	chr03|13103	32739210	NC_029258.1	32746338	32746339	+
3	32987076	158.441472	Bin528	3	chr03|13103	32979946	NC_029258.1	32987075	32987076	+
3	33511936	159.676102	Bin529	3	chr03|13103	33504806	NC_029258.1	33511935	33511936	+
3	34400082	177.245997	Bin530	3	chr03|13103	34392952	NC_029258.1	34400081	34400082	+
3	34915594	177.975937	Bin531	3	chr03|13103	34908464	NC_029258.1	34915593	34915594	+
3	34938873	178.705877	Bin532	3	chr03|13103	34931743	NC_029258.1	34938872	34938873	+
3	35047787	179.686300	Bin533	3	chr03|13103	35040657	NC_029258.1	35047786	35047787	+
3	35209995	180.666724	Bin534	3	chr03|13103	35202864	NC_029258.1	35209994	35209995	+
3	35290411	180.906532	Bin535	3	chr03|13103	35283280	NC_029258.1	35290410	35290411	+
3	35311907	182.141163	Bin536	3	chr03|13103	35304776	NC_029258.1	35311906	35311907	+
3	35398906	182.380972	Bin537	3	chr03|13103	35391775	NC_029258.1	35398905	35398906	+
3	35511090	182.620780	Bin538	3	chr03|13103	35503959	NC_029258.1	35511089	35511090	+
3	35558241	182.860589	Bin539	3	chr03|13103	35551110	NC_029258.1	35558240	35558241	+
3	35588895	183.841012	Bin540	3	chr03|13103	35581764	NC_029258.1	35588894	35588895	+
3	35627919	184.080821	Bin541	3	chr03|13103	35620788	NC_029258.1	35627918	35627919	+
3	35659291	185.315452	Bin542	3	chr03|13103	35652160	NC_029258.1	35659290	35659291	+
3	35713070	185.555260	Bin543	3	chr03|13103	35705939	NC_029258.1	35713069	35713070	+
3	35780248	185.795069	Bin544	3	chr03|13103	35773117	NC_029258.1	35780247	35780248	+
3	35880232	186.034877	Bin545	3	chr03|13103	35873101	NC_029258.1	35880231	35880232	+
3	36024701	186.764817	Bin546	3	chr03|13103	36017570	NC_029258.1	36024700	36024701	+
3	36137922	187.247913	Bin547	3	chr03|13103	36130848	NC_029258.1	36137921	36137922	+
3	36298831	187.487722	Bin548	3	chr03|13103	36291701	NC_029258.1	36298830	36298831	+
4	75924	0.000000	Bin549	4	chr04|13104	74924	NC_029259.1	75923	75924	+
4	320254	0.483096	Bin550	4	chr04|13104	319254	NC_029259.1	320253	320254	+
4	504649	1.213036	Bin551	4	chr04|13104	503647	NC_029259.1	504648	504649	+
4	541528	1.452844	Bin552	4	chr04|13104	540526	NC_029259.1	541527	541528	+
4	603382	2.182784	Bin553	4	chr04|13104	602382	NC_029259.1	603381	603382	+
4	723613	2.422593	Bin554	4	chr04|13104	722612	NC_029259.1	723612	723613	+
4	904540	2.662401	Bin555	4	chr04|13104	903540	NC_029259.1	904539	904540	+
4	1118676	2.902210	Bin556	4	chr04|13104	1114226	NC_029259.1	1118675	1118676	+
4	1243422	3.142019	Bin557	4	chr04|13104	1238972	NC_029259.1	1243421	1243422	+
4	1485636	3.381827	Bin558	4	chr04|13104	1481186	NC_029259.1	1485635	1485636	+
4	1766748	4.111767	Bin559	4	chr04|13104	1762344	NC_029259.1	1766747	1766748	+
4	1930503	5.346398	Bin560	4	chr04|13104	1926099	NC_029259.1	1930502	1930503	+
4	2199646	5.586206	Bin561	4	chr04|13104	2195241	NC_029259.1	2199645	2199646	+
4	2414214	8.150871	Bin562	4	chr04|13104	2409809	NC_029259.1	2414213	2414214	+
4	2482424	8.633967	Bin563	4	chr04|13104	2478022	NC_029259.1	2482423	2482424	+
4	2513531	8.873775	Bin564	4	chr04|13104	2509135	NC_029259.1	2513530	2513531	+
4	2710539	9.113584	Bin565	4	chr04|13104	2706144	NC_029259.1	2710538	2710539	+
4	3227003	9.596679	Bin566	4	chr04|13104	3222606	NC_029259.1	3227002	3227003	+
4	3569912	10.326619	Bin567	4	chr04|13104	3565514	NC_029259.1	3569911	3569912	+
4	3612266	10.566428	Bin568	4	chr04|13104	3607868	NC_029259.1	3612265	3612266	+
4	3804462	10.806237	Bin569	4	chr04|13104	3800066	NC_029259.1	3804461	3804462	+
4	4074010	11.046045	Bin570	4	chr04|13104	4069617	NC_029259.1	4074009	4074010	+
4	4256125	11.285854	Bin571	4	chr04|13104	4251731	NC_029259.1	4256124	4256125	+
4	4346898	11.525662	Bin572	4	chr04|13104	4342503	NC_029259.1	4346897	4346898	+
4	4398022	11.765471	Bin573	4	chr04|13104	4393626	NC_029259.1	4398021	4398022	+
4	4507894	12.248567	Bin574	4	chr04|13104	4503498	NC_029259.1	4507893	4507894	+
4	4695640	12.488375	Bin575	4	chr04|13104	4691079	NC_029259.1	4695639	4695640	+
4	4859670	12.728184	Bin576	4	chr04|13104	4855109	NC_029259.1	4859669	4859670	+
4	5079958	12.967992	Bin577	4	chr04|13104	5075399	NC_029259.1	5079957	5079958	+
4	5278881	13.451088	Bin578	4	chr04|13104	5274322	NC_029259.1	5278880	5278881	+
4	5402656	13.934184	Bin579	4	chr04|13104	5398097	NC_029259.1	5402655	5402656	+
4	5654701	14.173992	Bin580	4	chr04|13104	5650141	NC_029259.1	5654700	5654701	+
4	6209088	15.154416	Bin581	4	chr04|13104	6204528	NC_029259.1	6209087	6209088	+
4	6768487	15.394224	Bin582	4	chr04|13104	6763932	NC_029259.1	6768486	6768487	+
4	7023616	15.877320	Bin583	4	chr04|13104	7018887	NC_029259.1	7023615	7023616	+
4	7244034	16.117128	Bin584	4	chr04|13104	7239304	NC_029259.1	7244033	7244034	+
4	10053199	17.097552	Bin585	4	chr04|13104	10043896	NC_029259.1	10053198	10053199	+
4	12979150	18.590200	Bin586	4	chr04|13104	12969860	NC_029259.1	12979149	12979150	+
4	13291856	18.830009	Bin587	4	chr04|13104	13282567	NC_029259.1	13291855	13291856	+
4	13486528	19.069817	Bin588	4	chr04|13104	13477242	NC_029259.1	13486527	13486528	+
4	13786793	19.309626	Bin589	4	chr04|13104	13777507	NC_029259.1	13786792	13786793	+
4	14515847	23.015025	Bin590	4	chr04|13104	14506561	NC_029259.1	14515846	14515847	+
4	15377616	23.498120	Bin591	4	chr04|13104	15368332	NC_029259.1	15377615	15377616	+
4	15884311	23.737929	Bin592	4	chr04|13104	15712344	NC_029259.1	15884310	15884311	+
4	15991369	23.977737	Bin593	4	chr04|13104	15819402	NC_029259.1	15991368	15991369	+
