marker_id	primer_side	qseqid	marker_type	linkage_group	cM	raw_hits	full_len_no_gap_hits	min_mismatch_full_len_no_gap	min_mismatch_bin	hits_at_min_mismatch	is_multihit_at_min_mismatch	best_full_len_no_gap_sseqid	best_full_len_no_gap_sstart	best_full_len_no_gap_send	best_full_len_no_gap_strand	best_full_len_no_gap_bitscore	best_any_alignment_length	best_any_coverage	best_any_pident	best_any_mismatch	best_any_gapopen	best_any_sseqid	best_any_sstart	best_any_send	best_any_bitscore	full_len_no_gap_mm0_hits	full_len_no_gap_mm1_hits	full_len_no_gap_mm2_hits	full_len_no_gap_mm3_hits	full_len_no_gap_mm4_hits	full_len_no_gap_mm5_hits	full_len_no_gap_mm_gt5_hits	full_len_no_gap_mm_le0_hits	has_full_len_no_gap_mm_le0	full_len_no_gap_mm_le1_hits	has_full_len_no_gap_mm_le1	full_len_no_gap_mm_le2_hits	has_full_len_no_gap_mm_le2	full_len_no_gap_mm_le3_hits	has_full_len_no_gap_mm_le3	full_len_no_gap_mm_le4_hits	has_full_len_no_gap_mm_le4	full_len_no_gap_mm_le5_hits	has_full_len_no_gap_mm_le5
BoSF2602	F	BoSF2602__F	SSR	C01	75.497	733	25	0.0	0	3	True	gb|JAEMQI010000013.1|	818203.0	818222.0	+	40.1	20	1.0	100.0	0	0	gb|JAEMQI010000013.1|	818203	818222	40.1	3	4	18	0	0	0	0	3	True	7	True	25	True	25	True	25	True	25	True
BoSF2602	R	BoSF2602__R	SSR	C01	75.497	3205	1	1.0	1	1	False	gb|JAEMQI010000013.1|	818320.0	818301.0	-	32.2	20	1.0	95.0	1	0	gb|JAEMQI010000013.1|	818320	818301	32.2	0	1	0	0	0	0	0	0	False	1	True	1	True	1	True	1	True	1	True
BoSF2612	F	BoSF2612__F	SSR	C08	107.797	994	1	0.0	0	1	False	gb|CM031013.1|	49687417.0	49687398.0	-	40.1	20	1.0	100.0	0	0	gb|CM031013.1|	49687417	49687398	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2612	R	BoSF2612__R	SSR	C08	107.797	894	2	0.0	0	1	False	gb|CM031013.1|	49687259.0	49687278.0	+	40.1	20	1.0	100.0	0	0	gb|CM031013.1|	49687259	49687278	40.1	1	1	0	0	0	0	0	1	True	2	True	2	True	2	True	2	True	2	True
BoSF2614	F	BoSF2614__F	SSR	C07	113.681	7656	2	0.0	0	2	True	gb|CM031014.1|	40752280.0	40752299.0	+	40.1	20	1.0	100.0	0	0	gb|CM031014.1|	40752280	40752299	40.1	2	0	0	0	0	0	0	2	True	2	True	2	True	2	True	2	True	2	True
BoSF2614	R	BoSF2614__R	SSR	C07	113.681	9445	3	0.0	0	1	False	gb|CM031012.1|	25669973.0	25669954.0	-	40.1	20	1.0	100.0	0	0	gb|CM031012.1|	25669973	25669954	40.1	1	0	2	0	0	0	0	1	True	1	True	3	True	3	True	3	True	3	True
BoSF2615	F	BoSF2615__F	SSR	C02	107.696	5304	3	0.0	0	1	False	gb|CM031007.1|	7187713.0	7187694.0	-	40.1	20	1.0	100.0	0	0	gb|CM031007.1|	7187713	7187694	40.1	1	1	1	0	0	0	0	1	True	2	True	3	True	3	True	3	True	3	True
BoSF2615	R	BoSF2615__R	SSR	C02	107.696	2454	1	0.0	0	1	False	gb|CM031007.1|	7187517.0	7187536.0	+	40.1	20	1.0	100.0	0	0	gb|CM031007.1|	7187517	7187536	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2622	F	BoSF2622__F	SSR	C04	59.834	3007	2	0.0	0	1	False	gb|JAEMQI010000027.1|	131250.0	131231.0	-	40.1	20	1.0	100.0	0	0	gb|JAEMQI010000027.1|	131250	131231	40.1	1	0	1	0	0	0	0	1	True	1	True	2	True	2	True	2	True	2	True
BoSF2622	R	BoSF2622__R	SSR	C04	59.834	1218	1	1.0	1	1	False	gb|JAEMQI010000027.1|	131080.0	131099.0	+	32.2	20	1.0	95.0	1	0	gb|JAEMQI010000027.1|	131080	131099	32.2	0	1	0	0	0	0	0	0	False	1	True	1	True	1	True	1	True	1	True
BoSF2625	F	BoSF2625__F	SSR	C06	71.737	3176	1	0.0	0	1	False	gb|CM031011.1|	19964385.0	19964366.0	-	40.1	20	1.0	100.0	0	0	gb|CM031011.1|	19964385	19964366	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2625	R	BoSF2625__R	SSR	C06	71.737	4328	2	0.0	0	1	False	gb|CM031011.1|	19964116.0	19964135.0	+	40.1	20	1.0	100.0	0	0	gb|CM031011.1|	19964116	19964135	40.1	1	0	1	0	0	0	0	1	True	1	True	2	True	2	True	2	True	2	True
BoSF2628	F	BoSF2628__F	SSR	C03	134.438	2177	0		no_full_length_no_gap	0	False						19	0.95	89.474	2	0	gb|CM031006.1|	9025395	9025413	22.3	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
BoSF2628	R	BoSF2628__R	SSR	C03	134.438	2767	3	2.0	2	3	True	gb|CM031010.1|	5684300.0	5684281.0	-	24.3	20	1.0	90.0	2	0	gb|CM031010.1|	5684300	5684281	24.3	0	0	3	0	0	0	0	0	False	0	False	3	True	3	True	3	True	3	True
BoSF2637	F	BoSF2637__F	SSR	C06	81.82	9328	1	0.0	0	1	False	gb|CM031011.1|	4547262.0	4547281.0	+	40.1	20	1.0	100.0	0	0	gb|CM031011.1|	4547262	4547281	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2637	R	BoSF2637__R	SSR	C06	81.82	1612	1	0.0	0	1	False	gb|CM031011.1|	4547453.0	4547434.0	-	40.1	20	1.0	100.0	0	0	gb|CM031011.1|	4547453	4547434	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2645	F	BoSF2645__F	SSR	C04	61.978	2560	1	0.0	0	1	False	gb|CM031009.1|	30799507.0	30799526.0	+	40.1	20	1.0	100.0	0	0	gb|CM031009.1|	30799507	30799526	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2645	R	BoSF2645__R	SSR	C04	61.978	2969	1	0.0	0	1	False	gb|CM031009.1|	30799787.0	30799768.0	-	40.1	20	1.0	100.0	0	0	gb|CM031009.1|	30799787	30799768	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2648	F	BoSF2648__F	SSR	C01	55.827	2519	0		no_full_length_no_gap	0	False						19	0.95	94.737	1	0	gb|CM031014.1|	20892616	20892634	30.2	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
BoSF2648	R	BoSF2648__R	SSR	C01	55.827	633	1	0.0	0	1	False	gb|CM031014.1|	20892754.0	20892735.0	-	40.1	20	1.0	100.0	0	0	gb|CM031014.1|	20892754	20892735	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2655	F	BoSF2655__F	SSR	C04	59.788	3106	3	0.0	0	1	False	gb|CM031009.1|	37354068.0	37354049.0	-	40.1	20	1.0	100.0	0	0	gb|CM031009.1|	37354068	37354049	40.1	1	0	2	0	0	0	0	1	True	1	True	3	True	3	True	3	True	3	True
BoSF2655	R	BoSF2655__R	SSR	C04	59.788	1589	5	0.0	0	2	True	gb|CM031013.1|	39006340.0	39006321.0	-	40.1	20	1.0	100.0	0	0	gb|CM031013.1|	39006340	39006321	40.1	2	0	3	0	0	0	0	2	True	2	True	5	True	5	True	5	True	5	True
BoSF2658	F	BoSF2658__F	SSR	C03	51.274	1721	1	0.0	0	1	False	gb|CM031008.1|	59799070.0	59799089.0	+	40.1	20	1.0	100.0	0	0	gb|CM031008.1|	59799070	59799089	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2658	R	BoSF2658__R	SSR	C03	51.274	1237	1	0.0	0	1	False	gb|CM031008.1|	59799304.0	59799285.0	-	40.1	20	1.0	100.0	0	0	gb|CM031008.1|	59799304	59799285	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2672	F	BoSF2672__F	SSR	C07	95.018	2884	1	0.0	0	1	False	gb|CM031012.1|	2707284.0	2707304.0	+	42.1	21	1.0	100.0	0	0	gb|CM031012.1|	2707284	2707304	42.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2672	R	BoSF2672__R	SSR	C07	95.018	2660	1	0.0	0	1	False	gb|CM031012.1|	2707509.0	2707490.0	-	40.1	20	1.0	100.0	0	0	gb|CM031012.1|	2707509	2707490	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2678	F	BoSF2678__F	SSR	C08	47.891	1699	1	0.0	0	1	False	gb|CM031013.1|	28798764.0	28798783.0	+	40.1	20	1.0	100.0	0	0	gb|CM031013.1|	28798764	28798783	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2678	R	BoSF2678__R	SSR	C08	47.891	2913	3	1.0	1	3	True	gb|CM031014.1|	9350300.0	9350281.0	-	32.2	20	1.0	95.0	1	0	gb|CM031014.1|	9350300	9350281	32.2	0	3	0	0	0	0	0	0	False	3	True	3	True	3	True	3	True	3	True
BoSF2679	F	BoSF2679__F	SSR	C09	108.331	6757	2	1.0	1	1	False	gb|CM031014.1|	1226911.0	1226892.0	-	32.2	20	1.0	95.0	1	0	gb|CM031014.1|	1226911	1226892	32.2	0	1	1	0	0	0	0	0	False	1	True	2	True	2	True	2	True	2	True
BoSF2679	R	BoSF2679__R	SSR	C09	108.331	983	1	2.0	2	1	False	gb|CM031014.1|	4180.0	4199.0	+	24.3	20	1.0	90.0	2	0	gb|CM031014.1|	4180	4199	24.3	0	0	1	0	0	0	0	0	False	0	False	1	True	1	True	1	True	1	True
BoSF2680	F	BoSF2680__F	SSR	C08	90.924	3679	1	0.0	0	1	False	gb|CM031013.1|	46570525.0	46570548.0	+	48.1	24	1.0	100.0	0	0	gb|CM031013.1|	46570525	46570548	48.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2680	R	BoSF2680__R	SSR	C08	90.924	3997	1	0.0	0	1	False	gb|CM031013.1|	46570676.0	46570656.0	-	42.1	21	1.0	100.0	0	0	gb|CM031013.1|	46570676	46570656	42.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2683	F	BoSF2683__F	SSR	C07	102.52	882	1	0.0	0	1	False	gb|CM031012.1|	22787324.0	22787305.0	-	40.1	20	1.0	100.0	0	0	gb|CM031012.1|	22787324	22787305	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2683	R	BoSF2683__R	SSR	C07	102.52	4097	1	0.0	0	1	False	gb|CM031012.1|	22787219.0	22787240.0	+	44.1	22	1.0	100.0	0	0	gb|CM031012.1|	22787219	22787240	44.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2686	F	BoSF2686__F	SSR	C09	54.561	784	3	0.0	0	1	False	gb|CM031014.1|	56456413.0	56456432.0	+	40.1	20	1.0	100.0	0	0	gb|CM031014.1|	56456413	56456432	40.1	1	1	1	0	0	0	0	1	True	2	True	3	True	3	True	3	True	3	True
BoSF2686	R	BoSF2686__R	SSR	C09	54.561	2632	1	0.0	0	1	False	gb|CM031014.1|	56456604.0	56456585.0	-	40.1	20	1.0	100.0	0	0	gb|CM031014.1|	56456604	56456585	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2690	F	BoSF2690__F	SSR	C03	146.208	2165	3	0.0	0	1	False	gb|JAEMQI010000023.1|	382134.0	382115.0	-	40.1	20	1.0	100.0	0	0	gb|JAEMQI010000023.1|	382134	382115	40.1	1	0	2	0	0	0	0	1	True	1	True	3	True	3	True	3	True	3	True
BoSF2690	R	BoSF2690__R	SSR	C03	146.208	5728	2	0.0	0	1	False	gb|JAEMQI010000023.1|	381877.0	381896.0	+	40.1	20	1.0	100.0	0	0	gb|JAEMQI010000023.1|	381877	381896	40.1	1	1	0	0	0	0	0	1	True	2	True	2	True	2	True	2	True	2	True
BoSF2712	F	BoSF2712__F	SSR	C03	62.458	2443	1	0.0	0	1	False	gb|CM031008.1|	53669108.0	53669089.0	-	40.1	20	1.0	100.0	0	0	gb|CM031008.1|	53669108	53669089	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2712	R	BoSF2712__R	SSR	C03	62.458	3080	2	0.0	0	1	False	gb|CM031008.1|	53668943.0	53668962.0	+	40.1	20	1.0	100.0	0	0	gb|CM031008.1|	53668943	53668962	40.1	1	0	1	0	0	0	0	1	True	1	True	2	True	2	True	2	True	2	True
BoSF2717	F	BoSF2717__F	SSR	C09	21.279	6225	2	0.0	0	1	False	gb|CM031014.1|	64414290.0	64414271.0	-	40.1	20	1.0	100.0	0	0	gb|CM031014.1|	64414290	64414271	40.1	1	0	1	0	0	0	0	1	True	1	True	2	True	2	True	2	True	2	True
BoSF2717	R	BoSF2717__R	SSR	C09	21.279	2806	4	0.0	0	1	False	gb|CM031014.1|	64414047.0	64414066.0	+	40.1	20	1.0	100.0	0	0	gb|CM031014.1|	64414047	64414066	40.1	1	1	2	0	0	0	0	1	True	2	True	4	True	4	True	4	True	4	True
BoSF2720	F	BoSF2720__F	SSR	C09	126.324	1749	1	0.0	0	1	False	gb|CM031014.1|	176869.0	176888.0	+	40.1	20	1.0	100.0	0	0	gb|CM031014.1|	176869	176888	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2720	R	BoSF2720__R	SSR	C09	126.324	1235	1	0.0	0	1	False	gb|CM031014.1|	176982.0	176963.0	-	40.1	20	1.0	100.0	0	0	gb|CM031014.1|	176982	176963	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2724	F	BoSF2724__F	SSR	C05	68.021	5707	0		no_full_length_no_gap	0	False						19	0.95	89.474	2	0	gb|CM031008.1|	1449701	1449683	22.3	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
BoSF2724	R	BoSF2724__R	SSR	C05	68.021	1010	1	0.0	0	1	False	gb|CM031010.1|	52367197.0	52367216.0	+	40.1	20	1.0	100.0	0	0	gb|CM031010.1|	52367197	52367216	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2725	F	BoSF2725__F	SSR	C02	108.215	1802	1	0.0	0	1	False	gb|CM031007.1|	6555976.0	6555995.0	+	40.1	20	1.0	100.0	0	0	gb|CM031007.1|	6555976	6555995	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2725	R	BoSF2725__R	SSR	C02	108.215	6213	2	0.0	0	1	False	gb|CM031007.1|	6556187.0	6556168.0	-	40.1	20	1.0	100.0	0	0	gb|CM031007.1|	6556187	6556168	40.1	1	0	1	0	0	0	0	1	True	1	True	2	True	2	True	2	True	2	True
BoSF2728	F	BoSF2728__F	SSR	C03	133.82	4417	2	0.0	0	2	True	gb|CM031008.1|	42450866.0	42450847.0	-	40.1	20	1.0	100.0	0	0	gb|CM031008.1|	42450866	42450847	40.1	2	0	0	0	0	0	0	2	True	2	True	2	True	2	True	2	True	2	True
BoSF2728	R	BoSF2728__R	SSR	C03	133.82	1510	1	0.0	0	1	False	gb|CM031008.1|	42450163.0	42450182.0	+	40.1	20	1.0	100.0	0	0	gb|CM031008.1|	42450163	42450182	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2733	F	BoSF2733__F	SSR	C05	65.385	2954	1	0.0	0	1	False	gb|CM031010.1|	49710668.0	49710687.0	+	40.1	20	1.0	100.0	0	0	gb|CM031010.1|	49710668	49710687	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2733	R	BoSF2733__R	SSR	C05	65.385	3696	3	0.0	0	1	False	gb|CM031010.1|	49710837.0	49710818.0	-	40.1	20	1.0	100.0	0	0	gb|CM031010.1|	49710837	49710818	40.1	1	0	2	0	0	0	0	1	True	1	True	3	True	3	True	3	True	3	True
BoSF2743	F	BoSF2743__F	SSR	C08	52.795	2070	1	0.0	0	1	False	gb|CM031013.1|	30298895.0	30298914.0	+	40.1	20	1.0	100.0	0	0	gb|CM031013.1|	30298895	30298914	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2743	R	BoSF2743__R	SSR	C08	52.795	1372	1	1.0	1	1	False	gb|CM031013.1|	30299107.0	30299088.0	-	32.2	20	1.0	95.0	1	0	gb|CM031013.1|	30299107	30299088	32.2	0	1	0	0	0	0	0	0	False	1	True	1	True	1	True	1	True	1	True
BoSF2745	F	BoSF2745__F	SSR	C02	125.308	1732	1	0.0	0	1	False	gb|CM031007.1|	39104117.0	39104098.0	-	40.1	20	1.0	100.0	0	0	gb|CM031007.1|	39104117	39104098	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2745	R	BoSF2745__R	SSR	C02	125.308	6990	1251	0.0	0	10	True	gb|JAEMQI010000018.1|	435916.0	435896.0	-	42.1	21	1.0	100.0	0	0	gb|JAEMQI010000018.1|	435916	435896	42.1	10	687	554	0	0	0	0	10	True	697	True	1251	True	1251	True	1251	True	1251	True
BoSF2747	F	BoSF2747__F	SSR	C04	41.968	2132	5	0.0	0	1	False	gb|CM031006.1|	8126418.0	8126399.0	-	40.1	20	1.0	100.0	0	0	gb|CM031006.1|	8126418	8126399	40.1	1	0	4	0	0	0	0	1	True	1	True	5	True	5	True	5	True	5	True
BoSF2747	R	BoSF2747__R	SSR	C04	41.968	2522	2	0.0	0	1	False	gb|CM031006.1|	8126262.0	8126281.0	+	40.1	20	1.0	100.0	0	0	gb|CM031006.1|	8126262	8126281	40.1	1	0	1	0	0	0	0	1	True	1	True	2	True	2	True	2	True	2	True
BoSF2749	F	BoSF2749__F	SSR	C08	46.879	1888	1	0.0	0	1	False	gb|CM031013.1|	28371272.0	28371291.0	+	40.1	20	1.0	100.0	0	0	gb|CM031013.1|	28371272	28371291	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2749	R	BoSF2749__R	SSR	C08	46.879	988	3	0.0	0	1	False	gb|CM031013.1|	28371453.0	28371434.0	-	40.1	20	1.0	100.0	0	0	gb|CM031013.1|	28371453	28371434	40.1	1	0	2	0	0	0	0	1	True	1	True	3	True	3	True	3	True	3	True
BoSF274	F	BoSF274__F	SSR	C01	82.148	2073	1	0.0	0	1	False	gb|CM031006.1|	38560890.0	38560909.0	+	40.1	20	1.0	100.0	0	0	gb|CM031006.1|	38560890	38560909	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF274	R	BoSF274__R	SSR	C01	82.148	5133	3	0.0	0	2	True	gb|CM031006.1|	38237749.0	38237768.0	+	40.1	20	1.0	100.0	0	0	gb|CM031006.1|	38237749	38237768	40.1	2	1	0	0	0	0	0	2	True	3	True	3	True	3	True	3	True	3	True
BoSF2761	F	BoSF2761__F	SSR	C03	83.348	3351	2	0.0	0	1	False	gb|CM031008.1|	26430650.0	26430669.0	+	40.1	20	1.0	100.0	0	0	gb|CM031008.1|	26430650	26430669	40.1	1	0	1	0	0	0	0	1	True	1	True	2	True	2	True	2	True	2	True
BoSF2761	R	BoSF2761__R	SSR	C03	83.348	2437	1	0.0	0	1	False	gb|CM031008.1|	26430844.0	26430825.0	-	40.1	20	1.0	100.0	0	0	gb|CM031008.1|	26430844	26430825	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2763	F	BoSF2763__F	SSR	C04	61.42	3136	1	0.0	0	1	False	gb|CM031009.1|	17207604.0	17207623.0	+	40.1	20	1.0	100.0	0	0	gb|CM031009.1|	17207604	17207623	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2763	R	BoSF2763__R	SSR	C04	61.42	3770	2	0.0	0	1	False	gb|CM031009.1|	17207797.0	17207778.0	-	40.1	20	1.0	100.0	0	0	gb|CM031009.1|	17207797	17207778	40.1	1	0	1	0	0	0	0	1	True	1	True	2	True	2	True	2	True	2	True
BoSF2765	F	BoSF2765__F	SSR	C06	71.528	10527	3	0.0	0	2	True	gb|JAEMQI010000110.1|	27542.0	27565.0	+	48.1	24	1.0	100.0	0	0	gb|JAEMQI010000110.1|	27542	27565	48.1	2	1	0	0	0	0	0	2	True	3	True	3	True	3	True	3	True	3	True
BoSF2765	R	BoSF2765__R	SSR	C06	71.528	5418	2	0.0	0	2	True	gb|CM031011.1|	20193577.0	20193597.0	+	42.1	21	1.0	100.0	0	0	gb|CM031011.1|	20193577	20193597	42.1	2	0	0	0	0	0	0	2	True	2	True	2	True	2	True	2	True	2	True
BoSF2778	F	BoSF2778__F	SSR	C03	141.956	2999	1	0.0	0	1	False	gb|CM031008.1|	3000810.0	3000791.0	-	40.1	20	1.0	100.0	0	0	gb|CM031008.1|	3000810	3000791	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2778	R	BoSF2778__R	SSR	C03	141.956	20646	1	0.0	0	1	False	gb|CM031008.1|	3000537.0	3000556.0	+	40.1	20	1.0	100.0	0	0	gb|CM031008.1|	3000537	3000556	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2782	F	BoSF2782__F	SSR	C03	99.498	10946	4	0.0	0	1	False	gb|CM031008.1|	18416004.0	18415985.0	-	40.1	20	1.0	100.0	0	0	gb|CM031008.1|	18416004	18415985	40.1	1	1	2	0	0	0	0	1	True	2	True	4	True	4	True	4	True	4	True
BoSF2782	R	BoSF2782__R	SSR	C03	99.498	1814	0		no_full_length_no_gap	0	False						19	0.95	89.474	2	0	gb|CM031014.1|	61266875	61266893	22.3	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
BoSF2784	F	BoSF2784__F	SSR	C07	128.516	6722	1	1.0	1	1	False	gb|CM031012.1|	26530168.0	26530148.0	-	34.2	21	1.0	95.238	1	0	gb|CM031012.1|	26530168	26530148	34.2	0	1	0	0	0	0	0	0	False	1	True	1	True	1	True	1	True	1	True
BoSF2784	R	BoSF2784__R	SSR	C07	128.516	3850	3	0.0	0	1	False	gb|CM031012.1|	26529992.0	26530011.0	+	40.1	20	1.0	100.0	0	0	gb|CM031012.1|	26529992	26530011	40.1	1	0	2	0	0	0	0	1	True	1	True	3	True	3	True	3	True	3	True
BoSF2789	F	BoSF2789__F	SSR	C03	79.567	1963	1	0.0	0	1	False	gb|CM031008.1|	32491966.0	32491947.0	-	40.1	20	1.0	100.0	0	0	gb|CM031008.1|	32491966	32491947	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2789	R	BoSF2789__R	SSR	C03	79.567	5015	1	0.0	0	1	False	gb|CM031008.1|	32491722.0	32491741.0	+	40.1	20	1.0	100.0	0	0	gb|CM031008.1|	32491722	32491741	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2791	F	BoSF2791__F	SSR	C06	10.271	1029	3	0.0	0	1	False	gb|JAEMQI010000029.1|	90260.0	90279.0	+	40.1	20	1.0	100.0	0	0	gb|JAEMQI010000029.1|	90260	90279	40.1	1	1	1	0	0	0	0	1	True	2	True	3	True	3	True	3	True	3	True
BoSF2791	R	BoSF2791__R	SSR	C06	10.271	3584	2	0.0	0	1	False	gb|JAEMQI010000029.1|	90407.0	90388.0	-	40.1	20	1.0	100.0	0	0	gb|JAEMQI010000029.1|	90407	90388	40.1	1	0	1	0	0	0	0	1	True	1	True	2	True	2	True	2	True	2	True
BoSF2794	F	BoSF2794__F	SSR	C06	82.235	2548	1	0.0	0	1	False	gb|CM031011.1|	3342183.0	3342202.0	+	40.1	20	1.0	100.0	0	0	gb|CM031011.1|	3342183	3342202	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2794	R	BoSF2794__R	SSR	C06	82.235	8190	1	0.0	0	1	False	gb|CM031011.1|	3342356.0	3342337.0	-	40.1	20	1.0	100.0	0	0	gb|CM031011.1|	3342356	3342337	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2798	F	BoSF2798__F	SSR	C05	63.465	3385	6	0.0	0	1	False	gb|CM031010.1|	49327120.0	49327101.0	-	40.1	20	1.0	100.0	0	0	gb|CM031010.1|	49327120	49327101	40.1	1	2	3	0	0	0	0	1	True	3	True	6	True	6	True	6	True	6	True
BoSF2798	R	BoSF2798__R	SSR	C05	63.465	568	3	0.0	0	1	False	gb|CM031010.1|	49326867.0	49326886.0	+	40.1	20	1.0	100.0	0	0	gb|CM031010.1|	49326867	49326886	40.1	1	1	1	0	0	0	0	1	True	2	True	3	True	3	True	3	True	3	True
BoSF2800	F	BoSF2800__F	SSR	C07	75.047	1894	3	0.0	0	1	False	gb|CM031012.1|	42100891.0	42100910.0	+	40.1	20	1.0	100.0	0	0	gb|CM031012.1|	42100891	42100910	40.1	1	0	2	0	0	0	0	1	True	1	True	3	True	3	True	3	True	3	True
BoSF2800	R	BoSF2800__R	SSR	C07	75.047	2377	1	0.0	0	1	False	gb|CM031012.1|	42101159.0	42101140.0	-	40.1	20	1.0	100.0	0	0	gb|CM031012.1|	42101159	42101140	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2803	F	BoSF2803__F	SSR	C07	31.531	3617	3	0.0	0	2	True	gb|CM031012.1|	54313415.0	54313434.0	+	40.1	20	1.0	100.0	0	0	gb|CM031012.1|	54313415	54313434	40.1	2	0	1	0	0	0	0	2	True	2	True	3	True	3	True	3	True	3	True
BoSF2803	R	BoSF2803__R	SSR	C07	31.531	6000	8	0.0	0	1	False	gb|CM031012.1|	54313568.0	54313549.0	-	40.1	20	1.0	100.0	0	0	gb|CM031012.1|	54313568	54313549	40.1	1	0	7	0	0	0	0	1	True	1	True	8	True	8	True	8	True	8	True
BoSF2811	F	BoSF2811__F	SSR	C08	77.314	2017	2	0.0	0	1	False	gb|CM031013.1|	43409071.0	43409090.0	+	40.1	20	1.0	100.0	0	0	gb|CM031013.1|	43409071	43409090	40.1	1	0	1	0	0	0	0	1	True	1	True	2	True	2	True	2	True	2	True
BoSF2811	R	BoSF2811__R	SSR	C08	77.314	1685	1	0.0	0	1	False	gb|CM031013.1|	43409297.0	43409278.0	-	40.1	20	1.0	100.0	0	0	gb|CM031013.1|	43409297	43409278	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2819a	F	BoSF2819a__F	SSR	C07	103.37	1452	1	0.0	0	1	False	gb|CM031013.1|	48936069.0	48936050.0	-	40.1	20	1.0	100.0	0	0	gb|CM031013.1|	48936069	48936050	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoSF2819a	R	BoSF2819a__R	SSR	C07	103.37	3038	2	1.0	1	1	False	gb|CM031013.1|	48935838.0	48935857.0	+	32.2	20	1.0	95.0	1	0	gb|CM031013.1|	48935838	48935857	32.2	0	1	1	0	0	0	0	0	False	1	True	2	True	2	True	2	True	2	True
BoSF2819b	F	BoSF2819b__F	SSR	C08	106.109	1452	1	0.0	0	1	False	gb|CM031013.1|	48936069.0	48936050.0	-	40.1	20	1.0	100.0	0	0	gb|CM031013.1|	48936069	48936050	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
