marker_id	linkage_group	cM	marker_type	F_raw_hits	R_raw_hits	F_full_length_perfect_hits	R_full_length_perfect_hits	F_full_length_mm1_hits	R_full_length_mm1_hits	has_F_any_hit	has_R_any_hit	has_both_any_hit	has_F_perfect	has_R_perfect	has_both_primers_perfect	has_F_mm1	has_R_mm1	has_both_primers_mm1	F_multihit_perfect	R_multihit_perfect	F_multihit_mm1	R_multihit_mm1	in_strict_high_confidence_196	in_relaxed_mm1_collinear_222
BoSF1932	C09	94.595	SSR	5853	1761	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF1941	C04	62.34	SSR	2947	1541	1	1	2	1	True	True	True	True	True	True	True	True	True	False	False	True	False	False	False
BoSF1944	C09	100.468	SSR	3713	1284	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF1949	C08	92.43	SSR	25692	1141	1	0	1	2	True	True	True	True	False	False	True	True	True	False	False	False	True	False	True
BoSF1951	C08	75.07	SSR	946	2490	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF1957	C04	50.729	SSR	1351	2314	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF1961	C01	72.738	SSR	2430	2151	1	1	2	1	True	True	True	True	True	True	True	True	True	False	False	True	False	False	False
BoSF1962	C07	23.914	SSR	1457	1455	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF1963	C02	129.209	SSR	4029	10923	8	0	11	1	True	True	True	True	False	False	True	True	True	True	False	True	False	False	True
BoSF1972	C06	70.556	SSR	6039	3226	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF1977	C04	62.204	SSR	1572	827	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF1978	C04	60.413	SSR	1493	2011	2	1	2	1	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True
BoSF1979	C04	59.65	SSR	2255	1117	27	0	37	40	True	True	True	True	False	False	True	True	True	True	False	True	True	False	False
BoSF1993	C01	32.717	SSR	5368	3440	1	0	1	0	True	True	True	True	False	False	True	False	False	False	False	False	False	False	False
BoSF1994	C03	115.788	SSR	2359	1228	1	0	1	1	True	True	True	True	False	False	True	True	True	False	False	False	False	False	True
BoSF2002	C08	117.081	SSR	2913	2821	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2007	C02	125.324	SSR	8057	1744	1	9	8	19	True	True	True	True	True	True	True	True	True	False	True	True	True	False	False
BoSF201	C03	76.763	SSR	10158	3026	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
BoSF2010	C09	18.372	SSR	1364	4962	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2016	C07	57.979	SSR	3275	1182	1	1	1	2	True	True	True	True	True	True	True	True	True	False	False	False	True	True	True
BoSF203	C02	83.845	SSR	1533	3004	1	2	1	3	True	True	True	True	True	True	True	True	True	False	True	False	True	False	False
BoSF2033	C07	49.226	SSR	627	10171	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2051	C03	122.696	SSR	1578	11105	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2053	C09	49.577	SSR	7406	601	0	0	2	0	True	True	True	False	False	False	True	False	False	False	False	True	False	False	False
BoSF2054	C06	82.378	SSR	5940	2761	2	1	3	1	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True
BoSF2055	C08	84.169	SSR	6148	3071	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2057	C08	73.07	SSR	5991	3648	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
BoSF2065	C04	19.137	SSR	2840	1946	1	1	2	1	True	True	True	True	True	True	True	True	True	False	False	True	False	True	True
BoSF2078	C07	49.997	SSR	4917	6222	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
BoSF2079	C02	119.725	SSR	3428	1231	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2081	C06	75.846	SSR	10056	1915	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2082	C09	99.426	SSR	3254	3609	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2103	C05	52.408	SSR	1292	12180	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
BoSF2110	C05	55.34	SSR	6330	1336	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2115	C07	40.734	SSR	5075	1590	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2116	C06	46.374	SSR	5047	9539	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
BoSF2122	C03	151.341	SSR	1342	2922	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2140	C05	57.984	SSR	2726	986	0	0	1	1	True	True	True	False	False	False	True	True	True	False	False	False	False	False	False
BoSF2143	C03	140.805	SSR	1846	6610	0	2	24	2	True	True	True	False	True	False	True	True	True	False	True	True	True	False	True
BoSF2203	C07	94.707	SSR	4189	4654	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2205	C07	94.274	SSR	1635	3368	1	3	1	7	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True
BoSF2206	C09	43.288	SSR	1072	3695	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2210	C09	46.751	SSR	4572	1620	1	1	2	1	True	True	True	True	True	True	True	True	True	False	False	True	False	False	True
BoSF2212	C04	57.389	SSR	3920	1985	1	1	1	2	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False
BoSF2219	C05	44.388	SSR	1029	4496	0	1	0	2	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
BoSF2227	C02	152.817	SSR	1836	3314	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2228	C05	26.307	SSR	3443	14608	0	1	1	1	True	True	True	False	True	False	True	True	True	False	False	False	False	False	True
BoSF223	C08	98.098	SSR	1891	2660	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2230	C04	56.018	SSR	2062	1781	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2232	C03	63.155	SSR	2111	972	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2234	C06	68.374	SSR	1717	7389	0	1	1	1	True	True	True	False	True	False	True	True	True	False	False	False	False	False	False
BoSF2235	C08	117.695	SSR	2440	3896	1	2	1	2	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True
BoSF2242	C02	124.779	SSR	1449	895	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2247	C06	72.493	SSR	671	3225	1	2	1	3	True	True	True	True	True	True	True	True	True	False	True	False	True	False	False
BoSF2248	C03	74.578	SSR	1462	4191	0	1	1	1	True	True	True	False	True	False	True	True	True	False	False	False	False	False	True
BoSF2250	C02	109.292	SSR	5302	1179	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2279	C02	125.034	SSR	1086	1036	2	2	2	2	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False
BoSF2285	C01	47.355	SSR	11130	1852	0	1	1	1	True	True	True	False	True	False	True	True	True	False	False	False	False	False	False
BoSF2289	C01	75.261	SSR	12233	3360	1	0	1	1	True	True	True	True	False	False	True	True	True	False	False	False	False	False	False
BoSF2292	C06	67.789	SSR	2711	1502	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2294	C02	38.888	SSR	1744	1887	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2294a	C02	49.351	SSR	1744	1887	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2294b	C02	50.86	SSR	1744	1887	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2304a	C09	32.502	SSR	2207	1700	2	2	2	2	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False
BoSF2304b	C09	34.863	SSR	2207	1700	2	2	2	2	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False
BoSF2311	C08	34.203	SSR	2199	2457	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2313	C07	75.516	SSR	3207	1014	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2315	C05	9.095	SSR	1960	1703	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2324	C07	50.34	SSR	1797	8543	1	1	2	1	True	True	True	True	True	True	True	True	True	False	False	True	False	False	False
BoSF233	C08	101.259	SSR	2922	1935	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2345	C01	47.664	SSR	4224	1458	2	1	2	1	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True
BoSF2347	C03	76.139	SSR	1478	4015	2	1	2	1	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True
BoSF2361	C09	110.45	SSR	14943	5533	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2365	C05	77.975	SSR	1394	6487	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2369	C02	129.788	SSR	1838	1395	1	5	1	6	True	True	True	True	True	True	True	True	True	False	True	False	True	False	False
BoSF2370	C04	61.844	SSR	3219	2400	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2374	C05	67.016	SSR	1494	4072	1	0	1	0	True	True	True	True	False	False	True	False	False	False	False	False	False	False	False
BoSF2385	C03	63.323	SSR	982	4252	1	1	2	1	True	True	True	True	True	True	True	True	True	False	False	True	False	False	False
BoSF239	C02	88.217	SSR	2447	2982	1	0	1	1	True	True	True	True	False	False	True	True	True	False	False	False	False	False	True
BoSF2390	C05	116.537	SSR	828	17031	2	1	2	1	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True
BoSF2397	C03	98.271	SSR	1482	2471	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2403	C08	43.557	SSR	6152	823	0	1	1	1	True	True	True	False	True	False	True	True	True	False	False	False	False	False	True
BoSF2405	C07	94.105	SSR	810	16687	1	1	2	1	True	True	True	True	True	True	True	True	True	False	False	True	False	False	False
BoSF2406	C07	121.17	SSR	1871	1373	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2407	C08	63.528	SSR	754	3408	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2410	C04	62.767	SSR	1428	672	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2416a	C08	33.939	SSR	1523	1310	3	1	3	1	True	True	True	True	True	True	True	True	True	True	False	True	False	False	False
BoSF2416b	C08	34.844	SSR	1523	1310	3	1	3	1	True	True	True	True	True	True	True	True	True	True	False	True	False	False	False
BoSF2421	C09	73.746	SSR	6025	1173	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
BoSF2423	C03	33.553	SSR	4462	4042	1	1	2	2	True	True	True	True	True	True	True	True	True	False	False	True	True	False	False
BoSF2425	C01	76.625	SSR	2860	12911	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2427	C08	31.956	SSR	2727	1083	2	1	6	1	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True
BoSF2431	C08	80.532	SSR	2688	2287	1	0	1	0	True	True	True	True	False	False	True	False	False	False	False	False	False	False	False
BoSF2435	C04	61.41	SSR	1328	1326	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2438	C04	60.589	SSR	2473	1717	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2445	C01	50.718	SSR	2445	887	1	0	2	3	True	True	True	True	False	False	True	True	True	False	False	True	True	False	True
BoSF2447	C02	51.992	SSR	4240	1286	1	1	2	1	True	True	True	True	True	True	True	True	True	False	False	True	False	True	True
BoSF2452	C07	48.821	SSR	2190	4734	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2461	C04	127.817	SSR	4999	1951	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
BoSF2468	C06	47.312	SSR	2119	3540	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2479	C02	68.747	SSR	3214	6821	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF250	C06	30.247	SSR	4958	3030	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2500	C07	93.142	SSR	5175	1766	1	1	1	5	True	True	True	True	True	True	True	True	True	False	False	False	True	True	True
BoSF2505	C06	58.709	SSR	2333	3067	0	1	1	1	True	True	True	False	True	False	True	True	True	False	False	False	False	False	True
BoSF2517	C08	110.483	SSR	3997	2960	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF252	C06	27.607	SSR	1636	6858	4	1	7	2	True	True	True	True	True	True	True	True	True	True	False	True	True	False	False
BoSF2532	C02	142.067	SSR	1363	3471	1	1	2	1	True	True	True	True	True	True	True	True	True	False	False	True	False	True	True
BoSF2535	C03	123.853	SSR	3564	5042	1	0	1	0	True	True	True	True	False	False	True	False	False	False	False	False	False	False	False
BoSF254	C01	99.454	SSR	2082	9054	16	0	148	1	True	True	True	True	False	False	True	True	True	True	False	True	False	False	False
BoSF2541	C05	42.949	SSR	2702	903	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2542	C08	113.076	SSR	1948	1216	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF255	C08	107.148	SSR	2254	3338	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2552	C02	57.756	SSR	1939	3121	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
BoSF2553	C05	107.303	SSR	1563	2735	4	9	4	19	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2558	C06	73.062	SSR	7051	2450	2	1	2	1	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True
BoSF2562	C05	55.43	SSR	13621	11214	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2564	C09	93.703	SSR	6762	2040	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2565	C07	51.552	SSR	4224	3050	0	0	0	1	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
BoSF2574	C05	73.946	SSR	3840	1623	0	1	0	2	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
BoSF258	C09	37.731	SSR	1628	835	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2585	C08	55.083	SSR	1952	10994	1	0	1	1	True	True	True	True	False	False	True	True	True	False	False	False	False	False	False
BoSF2587	C06	70.407	SSR	925	5335	1	0	1	0	True	True	True	True	False	False	True	False	False	False	False	False	False	False	False
BoSF259	C05	94.673	SSR	2897	2944	1	1	1	3	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False
BoSF2594	C08	31.834	SSR	890	3233	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2596	C08	73.727	SSR	5922	9004	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2598	C01	90.14	SSR	1281	905	2	1	2	1	True	True	True	True	True	True	True	True	True	True	False	True	False	False	False
BoSF2602	C01	75.497	SSR	733	3205	3	0	7	1	True	True	True	True	False	False	True	True	True	True	False	True	False	False	False
BoSF2612	C08	107.797	SSR	994	894	1	1	1	2	True	True	True	True	True	True	True	True	True	False	False	False	True	True	True
BoSF2614	C07	113.681	SSR	7656	9445	2	1	2	1	True	True	True	True	True	True	True	True	True	True	False	True	False	False	False
BoSF2615	C02	107.696	SSR	5304	2454	1	1	2	1	True	True	True	True	True	True	True	True	True	False	False	True	False	False	False
BoSF2622	C04	59.834	SSR	3007	1218	1	0	1	1	True	True	True	True	False	False	True	True	True	False	False	False	False	False	False
BoSF2625	C06	71.737	SSR	3176	4328	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2628	C03	134.438	SSR	2177	2767	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
BoSF2637	C06	81.82	SSR	9328	1612	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2645	C04	61.978	SSR	2560	2969	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2648	C01	55.827	SSR	2519	633	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
BoSF2655	C04	59.788	SSR	3106	1589	1	2	1	2	True	True	True	True	True	True	True	True	True	False	True	False	True	False	False
BoSF2658	C03	51.274	SSR	1721	1237	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2672	C07	95.018	SSR	2884	2660	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2678	C08	47.891	SSR	1699	2913	1	0	1	3	True	True	True	True	False	False	True	True	True	False	False	False	True	False	True
BoSF2679	C09	108.331	SSR	6757	983	0	0	1	0	True	True	True	False	False	False	True	False	False	False	False	False	False	False	False
BoSF2680	C08	90.924	SSR	3679	3997	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	True
BoSF2683	C07	102.52	SSR	882	4097	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2686	C09	54.561	SSR	784	2632	1	1	2	1	True	True	True	True	True	True	True	True	True	False	False	True	False	True	True
BoSF2690	C03	146.208	SSR	2165	5728	1	1	1	2	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False
BoSF2712	C03	62.458	SSR	2443	3080	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2717	C09	21.279	SSR	6225	2806	1	1	1	2	True	True	True	True	True	True	True	True	True	False	False	False	True	True	True
BoSF2720	C09	126.324	SSR	1749	1235	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2724	C05	68.021	SSR	5707	1010	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
BoSF2725	C02	108.215	SSR	1802	6213	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2728	C03	133.82	SSR	4417	1510	2	1	2	1	True	True	True	True	True	True	True	True	True	True	False	True	False	False	False
BoSF2733	C05	65.385	SSR	2954	3696	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF274	C01	82.148	SSR	2073	5133	1	2	1	3	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True
BoSF2743	C08	52.795	SSR	2070	1372	1	0	1	1	True	True	True	True	False	False	True	True	True	False	False	False	False	False	True
BoSF2745	C02	125.308	SSR	1732	6990	1	10	1	697	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True
BoSF2747	C04	41.968	SSR	2132	2522	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2749	C08	46.879	SSR	1888	988	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2761	C03	83.348	SSR	3351	2437	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2763	C04	61.42	SSR	3136	3770	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2765	C06	71.528	SSR	10527	5418	2	2	3	2	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False
BoSF2778	C03	141.956	SSR	2999	20646	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2782	C03	99.498	SSR	10946	1814	1	0	2	0	True	True	True	True	False	False	True	False	False	False	False	True	False	False	False
BoSF2784	C07	128.516	SSR	6722	3850	0	1	1	1	True	True	True	False	True	False	True	True	True	False	False	False	False	False	False
BoSF2789	C03	79.567	SSR	1963	5015	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2791	C06	10.271	SSR	1029	3584	1	1	2	1	True	True	True	True	True	True	True	True	True	False	False	True	False	False	False
BoSF2794	C06	82.235	SSR	2548	8190	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2798	C05	63.465	SSR	3385	568	1	1	3	2	True	True	True	True	True	True	True	True	True	False	False	True	True	True	False
BoSF2800	C07	75.047	SSR	1894	2377	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2803	C07	31.531	SSR	3617	6000	2	1	2	1	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True
BoSF2811	C08	77.314	SSR	2017	1685	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2819a	C07	103.37	SSR	1452	3038	1	0	1	1	True	True	True	True	False	False	True	True	True	False	False	False	False	False	False
BoSF2819b	C08	106.109	SSR	1452	3038	1	0	1	1	True	True	True	True	False	False	True	True	True	False	False	False	False	False	True
BoSF2858	C01	76.167	SSR	4774	4351	1	6	1	6	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True
BoSF2860	C07	30.785	SSR	2568	1849	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2862	C09	74.2	SSR	5013	1854	8	1	10	5	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True
BoSF2863	C04	55.693000000000005	SSR	4881	4651	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2878	C05	27.012	SSR	5278	897	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF288	C05	62.329	SSR	4522	4193	1	1	2	1	True	True	True	True	True	True	True	True	True	False	False	True	False	False	False
BoSF2882	C03	102.464	SSR	1685	779	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
BoSF2883	C03	149.974	SSR	1219	3706	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2884	C05	68.745	SSR	2169	4501	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF291	C06	73.263	SSR	4981	10803	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2925a	C03	146.81	SSR	508	1373	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2925b	C03	147.817	SSR	508	1373	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2928	C03	22.676	SSR	1461	1924	0	1	1	1	True	True	True	False	True	False	True	True	True	False	False	False	False	False	True
BoSF2966	C09	78.276	SSR	10826	1544	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2969	C03	53.575	SSR	1548	3579	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
BoSF297	C06	67.692	SSR	2949	1919	0	1	1	1	True	True	True	False	True	False	True	True	True	False	False	False	False	False	True
BoSF2979	C08	54.571	SSR	2458	4990	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF2980	C08	92.804	SSR	6225	1750	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	False
BoSF2981	C08	64.474	SSR	999	7610	0	19	0	33	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
BoSF2982	C07	93.874	SSR	4588	28483	0	7	0	8	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
BoSF2983	C03	90.458	SSR	3080	28332	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
BoSF2984	C03	90.985	SSR	2326	15497	0	0	1	0	True	True	True	False	False	False	True	False	False	False	False	False	False	False	False
BoSF2985	C03	92.428	SSR	2326	15497	0	0	1	0	True	True	True	False	False	False	True	False	False	False	False	False	False	False	False
BoSF2986	C02	132.606	SSR	3484	1239	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF2987	C04	75.507	SSR	25430	6877	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
BoSF2988	C03	104.624	SSR	6435	18721	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF302	C01	12.299	SSR	2384	2043	0	1	2	1	True	True	True	False	True	False	True	True	True	False	False	True	False	False	True
BoSF317	C05	70.883	SSR	1327	1774	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF333	C08	83.095	SSR	960	2920	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
BoSF349	C04	39.528	SSR	8105	3289	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF355	C07	63.166	SSR	4238	4591	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF363	C09	67.516	SSR	899	1560	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BoSF365	C08	85.184	SSR	1593	1100	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF366	C09	62.731	SSR	4652	1559	2	2	2	2	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False
BoSF368	C09	53.662	SSR	11018	1001	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
BoSF376	C02	129.768	SSR	1395	1657	5	4	6	6	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False
BoSF378	C08	83.454	SSR	1183	1238	1	0	1	1	True	True	True	True	False	False	True	True	True	False	False	False	False	False	True
BoSF381	C09	67.752	SSR	4436	1961	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
BoSF399	C07	32.523	SSR	3270	6787	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
BoSF413	C03	124.368	SSR	11936	2434	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
BoSF420	C03	75.186	SSR	1086	2811	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	False
BoSF425	C06	55.006	SSR	1925	2702	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
BoSF434	C08	75.713	SSR	3432	1499	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	False
BoSF444	C08	34.502	SSR	1388	5148	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF892	C04	131.204	SSR	1894	3773	2	2	2	2	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False
BoSF905	C03	41.893	SSR	1020	24657	1	2	1	2	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True
BoSF912	C01	22.131	SSR	1034	1066	2	1	2	1	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True
BoSF914	C06	73.856	SSR	1094	2597	1	0	1	2	True	True	True	True	False	False	True	True	True	False	False	False	True	False	True
BoSF943	C06	85.158	SSR	2434	6344	6	3	56	3	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False
BoSF945	C08	53.34	SSR	4488	3576	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
