marker_id	marker_type	linkage_group	cM	F_min_mismatch	R_min_mismatch	F_min_mismatch_bin	R_min_mismatch_bin	both_primers_have_full_len_no_gap_hit	max_primer_min_mismatch	sum_primer_min_mismatch	F_hits_at_min_mismatch	R_hits_at_min_mismatch	F_multihit_at_min_mismatch	R_multihit_at_min_mismatch	F_best_any_coverage	R_best_any_coverage	F_best_any_gapopen	R_best_any_gapopen	both_primers_min_mm_le0	F_has_mm_le0	R_has_mm_le0	both_primers_min_mm_le1	F_has_mm_le1	R_has_mm_le1	both_primers_min_mm_le2	F_has_mm_le2	R_has_mm_le2	both_primers_min_mm_le3	F_has_mm_le3	R_has_mm_le3	both_primers_min_mm_le4	F_has_mm_le4	R_has_mm_le4	both_primers_min_mm_le5	F_has_mm_le5	R_has_mm_le5
BoSF2637	SSR	C06	81.82	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2645	SSR	C04	61.978	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2648	SSR	C01	55.827		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.95	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
BoSF2655	SSR	C04	59.788	0.0	0.0	0	0	True	0.0	0.0	1	2	False	True	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2658	SSR	C03	51.274	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2672	SSR	C07	95.018	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2678	SSR	C08	47.891	0.0	1.0	0	1	True	1.0	1.0	1	3	False	True	1.0	1.0	0	0	False	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2679	SSR	C09	108.331	1.0	2.0	1	2	True	2.0	3.0	1	1	False	False	1.0	1.0	0	0	False	False	False	False	True	False	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2680	SSR	C08	90.924	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2683	SSR	C07	102.52	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2686	SSR	C09	54.561	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2690	SSR	C03	146.208	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2712	SSR	C03	62.458	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2717	SSR	C09	21.279	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2720	SSR	C09	126.324	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2724	SSR	C05	68.021		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.95	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
BoSF2725	SSR	C02	108.215	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2728	SSR	C03	133.82	0.0	0.0	0	0	True	0.0	0.0	2	1	True	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2733	SSR	C05	65.385	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF274	SSR	C01	82.148	0.0	0.0	0	0	True	0.0	0.0	1	2	False	True	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2743	SSR	C08	52.795	0.0	1.0	0	1	True	1.0	1.0	1	1	False	False	1.0	1.0	0	0	False	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2745	SSR	C02	125.308	0.0	0.0	0	0	True	0.0	0.0	1	10	False	True	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2747	SSR	C04	41.968	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2749	SSR	C08	46.879	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2761	SSR	C03	83.348	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2763	SSR	C04	61.42	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2765	SSR	C06	71.528	0.0	0.0	0	0	True	0.0	0.0	2	2	True	True	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2778	SSR	C03	141.956	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2782	SSR	C03	99.498	0.0		0	no_full_length_no_gap	False			1	0	False	False	1.0	0.95	0	0	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False
BoSF2784	SSR	C07	128.516	1.0	0.0	1	0	True	1.0	1.0	1	1	False	False	1.0	1.0	0	0	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2789	SSR	C03	79.567	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2791	SSR	C06	10.271	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2794	SSR	C06	82.235	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2798	SSR	C05	63.465	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2800	SSR	C07	75.047	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2803	SSR	C07	31.531	0.0	0.0	0	0	True	0.0	0.0	2	1	True	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2811	SSR	C08	77.314	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2819a	SSR	C07	103.37	0.0	1.0	0	1	True	1.0	1.0	1	1	False	False	1.0	1.0	0	0	False	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2819b	SSR	C08	106.109	0.0	1.0	0	1	True	1.0	1.0	1	1	False	False	1.0	1.0	0	0	False	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2858	SSR	C01	76.167	0.0	0.0	0	0	True	0.0	0.0	1	6	False	True	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2860	SSR	C07	30.785	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2862	SSR	C09	74.2	0.0	0.0	0	0	True	0.0	0.0	8	1	True	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2863	SSR	C04	55.693000000000005	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2878	SSR	C05	27.012	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF288	SSR	C05	62.329	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2882	SSR	C03	102.464	2.0	0.0	2	0	True	2.0	2.0	7	1	True	False	1.0	1.0	0	0	False	False	True	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2883	SSR	C03	149.974	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2884	SSR	C05	68.745	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF291	SSR	C06	73.263	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2925a	SSR	C03	146.81	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2925b	SSR	C03	147.817	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2928	SSR	C03	22.676	1.0	0.0	1	0	True	1.0	1.0	1	1	False	False	1.0	1.0	0	0	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2966	SSR	C09	78.276	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2969	SSR	C03	53.575	2.0	0.0	2	0	True	2.0	2.0	2	1	True	False	1.0	1.0	0	0	False	False	True	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF297	SSR	C06	67.692	1.0	0.0	1	0	True	1.0	1.0	1	1	False	False	1.0	1.0	0	0	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2979	SSR	C08	54.571	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2980	SSR	C08	92.804	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2981	SSR	C08	64.474		0.0	no_full_length_no_gap	0	False			0	19	False	True	0.9285714285714286	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
BoSF2982	SSR	C07	93.874		0.0	no_full_length_no_gap	0	False			0	7	False	True	0.8888888888888888	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
BoSF2983	SSR	C03	90.458			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	1.0384615384615385	0.9642857142857143	1	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
BoSF2984	SSR	C03	90.985	1.0		1	no_full_length_no_gap	False			1	0	False	False	1.0	0.92	0	0	False	False	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False
BoSF2985	SSR	C03	92.428	1.0		1	no_full_length_no_gap	False			1	0	False	False	1.0	0.92	0	0	False	False	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False
BoSF2986	SSR	C02	132.606	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF2987	SSR	C04	75.507			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	0.9285714285714286	0.92	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
BoSF2988	SSR	C03	104.624	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF302	SSR	C01	12.299	1.0	0.0	1	0	True	1.0	1.0	2	1	True	False	1.0	1.0	0	0	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF317	SSR	C05	70.883	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF333	SSR	C08	83.095		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
BoSF349	SSR	C04	39.528	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF355	SSR	C07	63.166	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF363	SSR	C09	67.516	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF365	SSR	C08	85.184	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF366	SSR	C09	62.731	0.0	0.0	0	0	True	0.0	0.0	2	2	True	True	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF368	SSR	C09	53.662			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	0.95	0.95	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
BoSF376	SSR	C02	129.768	0.0	0.0	0	0	True	0.0	0.0	5	4	True	True	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF378	SSR	C08	83.454	0.0	1.0	0	1	True	1.0	1.0	1	1	False	False	1.0	1.0	0	0	False	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF381	SSR	C09	67.752		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.875	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
BoSF399	SSR	C07	32.523		2.0	no_full_length_no_gap	2	False			0	1	False	False	0.95	1.0	0	0	False	False	False	False	False	False	False	False	True	False	False	True	False	False	True	False	False	True
BoSF413	SSR	C03	124.368			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	0.92	0.95	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
BoSF420	SSR	C03	75.186	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF425	SSR	C06	55.006		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.95	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
BoSF434	SSR	C08	75.713	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF444	SSR	C08	34.502	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF892	SSR	C04	131.204	0.0	0.0	0	0	True	0.0	0.0	2	2	True	True	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF905	SSR	C03	41.893	0.0	0.0	0	0	True	0.0	0.0	1	2	False	True	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF912	SSR	C01	22.131	0.0	0.0	0	0	True	0.0	0.0	2	1	True	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF914	SSR	C06	73.856	0.0	1.0	0	1	True	1.0	1.0	1	2	False	True	1.0	1.0	0	0	False	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF943	SSR	C06	85.158	0.0	0.0	0	0	True	0.0	0.0	6	3	True	True	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF945	SSR	C08	53.34	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF954	SSR	C07	15.434	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF960	SSR	C03	40.241	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF963	SSR	C05	78.52	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF964	SSR	C07	96.716	0.0	0.0	0	0	True	0.0	0.0	1	2	False	True	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoSF966	SSR	C03	32.335		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.95	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
BoSF996	SSR	C02	126.182	0.0	0.0	0	0	True	0.0	0.0	2	1	True	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BoaS1a	SNP	C07	105.942		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9333333333333333	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
BoaS1b	SNP	C07	97.454		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9310344827586207	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
BoaS3a	SNP	C07	97.716		1.0	no_full_length_no_gap	1	False			0	1	False	False	0.9166666666666666	1.0	0	0	False	False	False	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
BoaS5a	SNP	C05	54.252		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9259259259259259	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
BrBAC002a	SSR	C01	41.74	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrBAC002b	SSR	C07	20.808	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrBAC004	SSR	C01	29.396	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrBAC007	SSR	C01	76.328	0.0		0	no_full_length_no_gap	False			1	0	False	False	1.0	0.92	0	0	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False
BrBAC015	SSR	C01	40.281		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.95	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
BrBAC019	SSR	C01	28.001	0.0	2.0	0	2	True	2.0	2.0	1	2	False	True	1.0	1.0	0	0	False	True	False	False	True	False	True	True	True	True	True	True	True	True	True	True	True	True
BrBAC030	SSR	C04	116.199	1.0		1	no_full_length_no_gap	False			1	0	False	False	1.0	0.95	0	0	False	False	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False
BrBAC088	SSR	C07	108.226			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	0.85	0.85	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
BrBAC094	SSR	C07	45.746			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	0.9583333333333334	0.92	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
BrBAC132	SSR	C05	77.038	1.0	0.0	1	0	True	1.0	1.0	1	1	False	False	1.0	1.0	0	0	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrBAC163	SSR	C07	74.565	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrBAC169	SSR	C07	74.81700000000001	2.0	0.0	2	0	True	2.0	2.0	1	1	False	False	1.0	1.0	0	0	False	False	True	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True
BrBAC188	SSR	C06	52.613		1.0	no_full_length_no_gap	1	False			0	1	False	False	0.9583333333333334	1.0	0	0	False	False	False	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
BrBAC205	SSR	C03	52.1	2.0		2	no_full_length_no_gap	False			1	0	False	False	1.0	0.9047619047619048	0	0	False	False	False	False	False	False	False	True	False	False	True	False	False	True	False	False	True	False
BrBAC214	SSR	C03	20.894		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.8636363636363636	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
BrBAC231	SSR	C03	72.82	0.0	0.0	0	0	True	0.0	0.0	1	3	False	True	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrBAC260	SSR	C08	114.345	0.0		0	no_full_length_no_gap	False			2	0	True	False	1.0	0.95	0	0	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False
BrBAC289	SSR	C03	82.81	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrBAC290	SSR	C07	118.787		1.0	no_full_length_no_gap	1	False			0	2	False	True	0.85	1.0	0	0	False	False	False	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
BrSF017	SSR	C08	67.085	1.0	1.0	1	1	True	1.0	2.0	1	1	False	False	1.0	1.0	0	0	False	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrSF018	SSR	C07	145.0	2.0	0.0	2	0	True	2.0	2.0	1	2	False	True	1.0	1.0	0	0	False	False	True	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True
BrSF024	SSR	C04	6.173	1.0	0.0	1	0	True	1.0	1.0	1	1	False	False	1.0	1.0	0	0	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrSF038	SSR	C08	41.265	0.0		0	no_full_length_no_gap	False			1	0	False	False	1.0	0.95	0	0	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False
BrSF061	SSR	C08	79.44	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrSF094	SSR	C09	56.187	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrSF110	SSR	C03	125.467	0.0	0.0	0	0	True	0.0	0.0	2	2	True	True	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrSF111	SSR	C03	77.389		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
BrSF170	SSR	C05	76.508	1.0		1	no_full_length_no_gap	False			1	0	False	False	1.0	0.95	0	0	False	False	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False
BrSF177	SSR	C02	149.584	0.0	0.0	0	0	True	0.0	0.0	2	1	True	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrSF178a	SSR	C01	73.717	1.0	1.0	1	1	True	1.0	2.0	1	1	False	False	1.0	1.0	0	0	False	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrSF178b	SSR	C01	73.717	1.0	1.0	1	1	True	1.0	2.0	1	1	False	False	1.0	1.0	0	0	False	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrSF187	SSR	C06	55.996	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrSF189	SSR	C03	62.169		0.0	no_full_length_no_gap	0	False			0	3	False	True	0.85	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
BrSF201	SSR	C05	4.878	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrSF202	SSR	C05	0.0	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrSF211	SSR	C06	50.905	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrSF257	SSR	C01	39.046	0.0	0.0	0	0	True	0.0	0.0	4	2	True	True	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrSF261	SSR	C04	68.949	1.0	0.0	1	0	True	1.0	1.0	1	1	False	False	1.0	1.0	0	0	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrSF340	SSR	C09	87.333		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.95	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
BrSF372	SSR	C01	63.984		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.95	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
BrSF379	SSR	C01	77.317	1.0	0.0	1	0	True	1.0	1.0	1	1	False	False	1.0	1.0	0	0	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrSF402	SSR	C07	25.585	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
BrSF402a	SSR	C03	18.147	0.0	0.0	0	0	True	0.0	0.0	1	1	False	False	1.0	1.0	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
