marker_id	primer_side	qseqid	linkage_group	cM	marker_type	raw_hits	full_length_hits	full_length_perfect_hits	full_length_mm1_hits	has_any_blast_hit	has_full_length_hit	has_full_length_perfect_hit	has_full_length_mm1_hit	is_multihit_perfect	is_multihit_mm1	min_mismatch_full_length	best_bitscore
snap1208	R	snap1208__R	C03	69.658	SNP	1520	1	1	1	True	True	True	True	False	False	0.0	71.9
snap1210	F	snap1210__F	C03	70.305	SNP	675	0	0	0	True	False	False	False	False	False		46.1
snap1210	R	snap1210__R	C03	70.305	SNP	10693	1	1	1	True	True	True	True	False	False	0.0	71.9
snap1698	F	snap1698__F	C03	71.495	SNP	3319	0	0	0	True	False	False	False	False	False		40.1
snap1698	R	snap1698__R	C03	71.495	SNP	4936	1	1	1	True	True	True	True	False	False	0.0	67.9
snap1043	F	snap1043__F	C03	72.203	SNP	1704	0	0	0	True	False	False	False	False	False		38.2
snap1043	R	snap1043__R	C03	72.203	SNP	902	0	0	0	True	False	False	False	False	False		38.2
BrBAC231	F	BrBAC231__F	C03	72.82	SSR	2068	4	1	2	True	True	True	True	False	True	0.0	40.1
BrBAC231	R	BrBAC231__R	C03	72.82	SSR	9971	6	3	5	True	True	True	True	True	True	0.0	40.1
FITO348	F	FITO348__F	C03	73.202	SSR	9689	3	1	1	True	True	True	True	False	False	0.0	44.1
FITO348	R	FITO348__R	C03	73.202	SSR	2067	13	4	5	True	True	True	True	True	True	0.0	40.1
snap1697	F	snap1697__F	C03	73.593	SNP	2660	0	0	0	True	False	False	False	False	False		63.9
snap1697	R	snap1697__R	C03	73.593	SNP	723	1	1	1	True	True	True	True	False	False	0.0	54.0
BoSF2248	F	BoSF2248__F	C03	74.578	SSR	1462	2	0	1	True	True	False	True	False	False	1.0	36.2
BoSF2248	R	BoSF2248__R	C03	74.578	SSR	4191	2	1	1	True	True	True	True	False	False	0.0	40.1
BoSF420	F	BoSF420__F	C03	75.186	SSR	1086	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF420	R	BoSF420__R	C03	75.186	SSR	2811	1	1	1	True	True	True	True	False	False	0.0	54.0
snap557	F	snap557__F	C03	75.578	SNP	510	0	0	0	True	False	False	False	False	False		50.1
snap557	R	snap557__R	C03	75.578	SNP	1617	3	3	3	True	True	True	True	True	True	0.0	69.9
BoSF2347	F	BoSF2347__F	C03	76.139	SSR	1478	3	2	2	True	True	True	True	True	True	0.0	40.1
BoSF2347	R	BoSF2347__R	C03	76.139	SSR	4015	1	1	1	True	True	True	True	False	False	0.0	44.1
BoSF010	F	BoSF010__F	C03	76.594	SSR	1687	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF010	R	BoSF010__R	C03	76.594	SSR	3987	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF201	F	BoSF201__F	C03	76.763	SSR	10158	1	0	0	True	True	False	False	False	False	2.0	42.1
BoSF201	R	BoSF201__R	C03	76.763	SSR	3026	0	0	0	True	False	False	False	False	False		32.2
BrSF111	F	BrSF111__F	C03	77.389	SSR	5747	0	0	0	True	False	False	False	False	False		34.2
BrSF111	R	BrSF111__R	C03	77.389	SSR	2449	4	1	4	True	True	True	True	False	True	0.0	40.1
snap1651	F	snap1651__F	C03	77.91	SNP	2331	0	0	0	True	False	False	False	False	False		44.1
snap1651	R	snap1651__R	C03	77.91	SNP	3145	1	0	1	True	True	False	True	False	False	1.0	38.2
snap558	F	snap558__F	C03	78.672	SNP	3736	0	0	0	True	False	False	False	False	False		61.9
snap558	R	snap558__R	C03	78.672	SNP	2241	2	0	1	True	True	False	True	False	False	1.0	58.0
snap438	F	snap438__F	C03	79.026	SNP	222	0	0	0	True	False	False	False	False	False		48.1
snap438	R	snap438__R	C03	79.026	SNP	10179	1	1	1	True	True	True	True	False	False	0.0	71.9
BoSF2789	F	BoSF2789__F	C03	79.567	SSR	1963	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2789	R	BoSF2789__R	C03	79.567	SSR	5015	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1043	F	BoSF1043__F	C03	80.104	SSR	4645	0	0	0	True	False	False	False	False	False		30.2
BoSF1043	R	BoSF1043__R	C03	80.104	SSR	6247	8	0	0	True	True	False	False	False	False	2.0	38.2
BoE804	F	BoE804__F	C03	80.908	SSR	4440	7	1	2	True	True	True	True	False	True	0.0	38.2
BoE804	R	BoE804__R	C03	80.908	SSR	17522	1	0	0	True	True	False	False	False	False	2.0	38.2
snap784	F	snap784__F	C03	81.704	SNP	4457	0	0	0	True	False	False	False	False	False		36.2
snap784	R	snap784__R	C03	81.704	SNP	2710	1	0	1	True	True	False	True	False	False	1.0	56.0
BnGMS417	F	BnGMS417__F	C03	82.375	SSR	2874	0	0	0	True	False	False	False	False	False		40.1
BnGMS417	R	BnGMS417__R	C03	82.375	SSR	3041	0	0	0	True	False	False	False	False	False		30.2
BrBAC289	F	BrBAC289__F	C03	82.81	SSR	2388	1	1	1	True	True	True	True	False	False	0.0	40.1
BrBAC289	R	BrBAC289__R	C03	82.81	SSR	6836	1	1	1	True	True	True	True	False	False	0.0	50.1
BoSF2761	F	BoSF2761__F	C03	83.348	SSR	3351	2	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2761	R	BoSF2761__R	C03	83.348	SSR	2437	1	1	1	True	True	True	True	False	False	0.0	40.1
snap037	F	snap037__F	C03	83.941	SNP	1025	0	0	0	True	False	False	False	False	False		54.0
snap037	R	snap037__R	C03	83.941	SNP	2193	1	1	1	True	True	True	True	False	False	0.0	56.0
snap038	F	snap038__F	C03	84.509	SNP	2220	0	0	0	True	False	False	False	False	False		50.1
snap038	R	snap038__R	C03	84.509	SNP	995	1	1	1	True	True	True	True	False	False	0.0	56.0
Na10E02	F	Na10E02__F	C03	86.147	SSR	4800	2	0	1	True	True	False	True	False	False	1.0	32.2
Na10E02	R	Na10E02__R	C03	86.147	SSR	1052	2	1	2	True	True	True	True	False	True	0.0	40.1
BoSF1613	F	BoSF1613__F	C03	87.099	SSR	841	0	0	0	True	False	False	False	False	False		32.2
BoSF1613	R	BoSF1613__R	C03	87.099	SSR	1751	2	1	1	True	True	True	True	False	False	0.0	40.1
BoE883	F	BoE883__F	C03	88.009	SSR	4294	3	1	2	True	True	True	True	False	True	0.0	48.1
BoE883	R	BoE883__R	C03	88.009	SSR	1861	1	1	1	True	True	True	True	False	False	0.0	46.1
MR64	F	MR64__F	C03	89.678	SSR	6492	7	0	1	True	True	False	True	False	False	1.0	32.2
MR64	R	MR64__R	C03	89.678	SSR	1463	8	0	6	True	True	False	True	False	True	1.0	36.2
BoSF2983	F	BoSF2983__F	C03	90.458	SSR	3080	0	0	0	True	False	False	False	False	False		38.2
BoSF2983	R	BoSF2983__R	C03	90.458	SSR	28332	0	0	0	True	False	False	False	False	False		54.0
BoSF2984	F	BoSF2984__F	C03	90.985	SSR	2326	1	0	1	True	True	False	True	False	False	1.0	46.1
BoSF2984	R	BoSF2984__R	C03	90.985	SSR	15497	0	0	0	True	False	False	False	False	False		44.1
snap074	F	snap074__F	C03	91.574	SNP	896	0	0	0	True	False	False	False	False	False		46.1
snap074	R	snap074__R	C03	91.574	SNP	1042	1	1	1	True	True	True	True	False	False	0.0	54.0
snap1484	F	snap1484__F	C03	91.869	SNP	524	2	0	2	True	True	False	True	False	True	1.0	46.1
snap1484	R	snap1484__R	C03	91.869	SNP	2325	2	1	1	True	True	True	True	False	False	0.0	71.9
BoSF2985	F	BoSF2985__F	C03	92.428	SSR	2326	1	0	1	True	True	False	True	False	False	1.0	46.1
BoSF2985	R	BoSF2985__R	C03	92.428	SSR	15497	0	0	0	True	False	False	False	False	False		44.1
snap1621	F	snap1621__F	C03	93.604	SNP	2277	0	0	0	True	False	False	False	False	False		61.9
snap1621	R	snap1621__R	C03	93.604	SNP	2990	1	1	1	True	True	True	True	False	False	0.0	67.9
snap1813	F	snap1813__F	C03	93.611	SNP	534	0	0	0	True	False	False	False	False	False		54.0
snap1813	R	snap1813__R	C03	93.611	SNP	10120	1	0	0	True	True	False	False	False	False	2.0	56.0
snap1622	F	snap1622__F	C03	94.054	SNP	428	0	0	0	True	False	False	False	False	False		61.9
snap1622	R	snap1622__R	C03	94.054	SNP	7943	1	1	1	True	True	True	True	False	False	0.0	67.9
snap548	F	snap548__F	C03	94.541	SNP	1623	0	0	0	True	False	False	False	False	False		54.0
snap548	R	snap548__R	C03	94.541	SNP	597	2	2	2	True	True	True	True	True	True	0.0	54.0
snap110	F	snap110__F	C03	95.84	SNP	3102	0	0	0	True	False	False	False	False	False		42.1
snap110	R	snap110__R	C03	95.84	SNP	756	9	3	4	True	True	True	True	True	True	0.0	63.9
snap1637	F	snap1637__F	C03	96.678	SNP	1457	0	0	0	True	False	False	False	False	False		48.1
snap1637	R	snap1637__R	C03	96.678	SNP	2213	2	1	1	True	True	True	True	False	False	0.0	61.9
BoSF2397	F	BoSF2397__F	C03	98.271	SSR	1482	2	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2397	R	BoSF2397__R	C03	98.271	SSR	2471	4	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2782	F	BoSF2782__F	C03	99.498	SSR	10946	4	1	2	True	True	True	True	False	True	0.0	40.1
BoSF2782	R	BoSF2782__R	C03	99.498	SSR	1814	0	0	0	True	False	False	False	False	False		30.2
snap056a	F	snap056a__F	C03	100.554	SNP	7130	0	0	0	True	False	False	False	False	False		50.1
snap056a	R	snap056a__R	C03	100.554	SNP	1027	1	1	1	True	True	True	True	False	False	0.0	54.0
snap056b	F	snap056b__F	C03	101.227	SNP	7130	0	0	0	True	False	False	False	False	False		50.1
snap056b	R	snap056b__R	C03	101.227	SNP	1027	1	1	1	True	True	True	True	False	False	0.0	54.0
BoSF2882	F	BoSF2882__F	C03	102.464	SSR	1685	7	0	0	True	True	False	False	False	False	2.0	38.2
BoSF2882	R	BoSF2882__R	C03	102.464	SSR	779	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1611	F	BoSF1611__F	C03	103.301	SSR	2790	3	0	0	True	True	False	False	False	False	2.0	36.2
BoSF1611	R	BoSF1611__R	C03	103.301	SSR	6562	0	0	0	True	False	False	False	False	False		32.2
BoSF2988	F	BoSF2988__F	C03	104.624	SSR	6435	1	1	1	True	True	True	True	False	False	0.0	50.1
BoSF2988	R	BoSF2988__R	C03	104.624	SSR	18721	1	1	1	True	True	True	True	False	False	0.0	50.1
BoE571	F	BoE571__F	C03	104.769	SSR	2777	7	1	1	True	True	True	True	False	False	0.0	38.2
BoE571	R	BoE571__R	C03	104.769	SSR	9749	32	6	27	True	True	True	True	True	True	0.0	40.1
snap767	F	snap767__F	C03	106.076	SNP	1796	0	0	0	True	False	False	False	False	False		44.1
snap767	R	snap767__R	C03	106.076	SNP	4208	1	1	1	True	True	True	True	False	False	0.0	71.9
snap766a	F	snap766a__F	C03	106.733	SNP	357	0	0	0	True	False	False	False	False	False		46.1
snap766a	R	snap766a__R	C03	106.733	SNP	516	0	0	0	True	False	False	False	False	False		34.2
snap766b	F	snap766b__F	C03	107.445	SNP	357	0	0	0	True	False	False	False	False	False		46.1
snap766b	R	snap766b__R	C03	107.445	SNP	516	0	0	0	True	False	False	False	False	False		34.2
snap622	F	snap622__F	C03	108.569	SNP	4095	0	0	0	True	False	False	False	False	False		56.0
snap622	R	snap622__R	C03	108.569	SNP	1013	1	1	1	True	True	True	True	False	False	0.0	48.1
snap1895	F	snap1895__F	C03	110.878	SNP	1902	0	0	0	True	False	False	False	False	False		56.0
snap1895	R	snap1895__R	C03	110.878	SNP	8120	1	1	1	True	True	True	True	False	False	0.0	69.9
snap1661	F	snap1661__F	C03	112.081	SNP	2479	0	0	0	True	False	False	False	False	False		65.9
snap1661	R	snap1661__R	C03	112.081	SNP	1714	2	1	1	True	True	True	True	False	False	0.0	54.0
snap1662	F	snap1662__F	C03	112.324	SNP	1723	0	0	0	True	False	False	False	False	False		50.1
snap1662	R	snap1662__R	C03	112.324	SNP	2102	1	1	1	True	True	True	True	False	False	0.0	65.9
Ol10B04	F	Ol10B04__F	C03	113.663	SSR	3394	1	1	1	True	True	True	True	False	False	0.0	40.1
Ol10B04	R	Ol10B04__R	C03	113.663	SSR	7186	1	1	1	True	True	True	True	False	False	0.0	42.1
BoSF1342	F	BoSF1342__F	C03	114.131	SSR	1410	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1342	R	BoSF1342__R	C03	114.131	SSR	3059	1	1	1	True	True	True	True	False	False	0.0	42.1
CB10427a	F	CB10427a__F	C03	114.578	SSR	4759	1	1	1	True	True	True	True	False	False	0.0	36.2
CB10427a	R	CB10427a__R	C03	114.578	SSR	770	1	1	1	True	True	True	True	False	False	0.0	36.2
BRAS120	F	BRAS120__F	C03	114.754	SSR	27022	1	1	1	True	True	True	True	False	False	0.0	40.1
BRAS120	R	BRAS120__R	C03	114.754	SSR	1710	0	0	0	True	False	False	False	False	False		34.2
BoSF004	F	BoSF004__F	C03	115.211	SSR	1988	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF004	R	BoSF004__R	C03	115.211	SSR	2863	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1994	F	BoSF1994__F	C03	115.788	SSR	2359	2	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1994	R	BoSF1994__R	C03	115.788	SSR	1228	2	0	1	True	True	False	True	False	False	1.0	32.2
snap1498	F	snap1498__F	C03	116.489	SNP	1329	0	0	0	True	False	False	False	False	False		42.1
snap1498	R	snap1498__R	C03	116.489	SNP	2710	1	1	1	True	True	True	True	False	False	0.0	67.9
snap1497	F	snap1497__F	C03	116.797	SNP	1121	0	0	0	True	False	False	False	False	False		46.1
snap1497	R	snap1497__R	C03	116.797	SNP	795	0	0	0	True	False	False	False	False	False		30.2
snap745	F	snap745__F	C03	117.119	SNP	1514	0	0	0	True	False	False	False	False	False		65.9
snap745	R	snap745__R	C03	117.119	SNP	2478	0	0	0	True	False	False	False	False	False		60.0
snap1499	F	snap1499__F	C03	117.78	SNP	1919	0	0	0	True	False	False	False	False	False		38.2
snap1499	R	snap1499__R	C03	117.78	SNP	968	0	0	0	True	False	False	False	False	False		32.2
snap1239	F	snap1239__F	C03	118.259	SNP	3072	3	0	0	True	True	False	False	False	False	3.0	42.1
snap1239	R	snap1239__R	C03	118.259	SNP	596	1	1	1	True	True	True	True	False	False	0.0	50.1
snap829	F	snap829__F	C03	119.409	SNP	1916	0	0	0	True	False	False	False	False	False		42.1
snap829	R	snap829__R	C03	119.409	SNP	3140	1	1	1	True	True	True	True	False	False	0.0	48.1
snap1310	F	snap1310__F	C03	119.948	SNP	2406	0	0	0	True	False	False	False	False	False		61.9
snap1310	R	snap1310__R	C03	119.948	SNP	3524	6	4	6	True	True	True	True	True	True	0.0	69.9
snap1203	F	snap1203__F	C03	120.544	SNP	3444	0	0	0	True	False	False	False	False	False		65.9
snap1203	R	snap1203__R	C03	120.544	SNP	1214	1	1	1	True	True	True	True	False	False	0.0	58.0
snap081a	F	snap081a__F	C03	120.939	SNP	1731	0	0	0	True	False	False	False	False	False		44.1
snap081a	R	snap081a__R	C03	120.939	SNP	3218	5	1	2	True	True	True	True	False	True	0.0	54.0
snap081b	F	snap081b__F	C03	120.939	SNP	1731	0	0	0	True	False	False	False	False	False		44.1
snap081b	R	snap081b__R	C03	120.939	SNP	3218	5	1	2	True	True	True	True	False	True	0.0	54.0
snap529	F	snap529__F	C03	121.397	SNP	5191	0	0	0	True	False	False	False	False	False		38.2
snap529	R	snap529__R	C03	121.397	SNP	5725	1	1	1	True	True	True	True	False	False	0.0	54.0
snap828	F	snap828__F	C03	122.231	SNP	1727	0	0	0	True	False	False	False	False	False		61.9
snap828	R	snap828__R	C03	122.231	SNP	718	1	1	1	True	True	True	True	False	False	0.0	56.0
BoSF2051	F	BoSF2051__F	C03	122.696	SSR	1578	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2051	R	BoSF2051__R	C03	122.696	SSR	11105	2	1	1	True	True	True	True	False	False	0.0	40.1
BoE718	F	BoE718__F	C03	122.942	SSR	1818	1	1	1	True	True	True	True	False	False	0.0	44.1
BoE718	R	BoE718__R	C03	122.942	SSR	464	1	1	1	True	True	True	True	False	False	0.0	40.1
BN12A	F	BN12A__F	C03	123.531	SSR	6195	1	1	1	True	True	True	True	False	False	0.0	42.1
BN12A	R	BN12A__R	C03	123.531	SSR	2200	2	1	2	True	True	True	True	False	True	0.0	46.1
BoSF2535	F	BoSF2535__F	C03	123.853	SSR	3564	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2535	R	BoSF2535__R	C03	123.853	SSR	5042	1	0	0	True	True	False	False	False	False	2.0	32.2
BoSF413	F	BoSF413__F	C03	124.368	SSR	11936	0	0	0	True	False	False	False	False	False		44.1
BoSF413	R	BoSF413__R	C03	124.368	SSR	2434	0	0	0	True	False	False	False	False	False		32.2
BoSF142	F	BoSF142__F	C03	125.062	SSR	2848	2	1	1	True	True	True	True	False	False	0.0	40.1
BoSF142	R	BoSF142__R	C03	125.062	SSR	1790	3	1	1	True	True	True	True	False	False	0.0	40.1
BrSF110	F	BrSF110__F	C03	125.467	SSR	2813	4	2	3	True	True	True	True	True	True	0.0	40.1
BrSF110	R	BrSF110__R	C03	125.467	SSR	2446	4	2	3	True	True	True	True	True	True	0.0	40.1
CB10235	F	CB10235__F	C03	126.269	SSR	1201	2	0	2	True	True	False	True	False	True	1.0	30.2
CB10235	R	CB10235__R	C03	126.269	SSR	2404	1	1	1	True	True	True	True	False	False	0.0	36.2
CB10122	F	CB10122__F	C03	126.474	SSR	4464	1	0	1	True	True	False	True	False	False	1.0	38.2
CB10122	R	CB10122__R	C03	126.474	SSR	1874	1	1	1	True	True	True	True	False	False	0.0	42.1
BoSF1127	F	BoSF1127__F	C03	128.549	SSR	3206	2	1	2	True	True	True	True	False	True	0.0	40.1
BoSF1127	R	BoSF1127__R	C03	128.549	SSR	3526	4	1	1	True	True	True	True	False	False	0.0	40.1
Ol10B08	F	Ol10B08__F	C03	129.652	SSR	4444	29	8	20	True	True	True	True	True	True	0.0	40.1
Ol10B08	R	Ol10B08__R	C03	129.652	SSR	4297	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1351	F	BoSF1351__F	C03	130.805	SSR	1365	1	0	0	True	True	False	False	False	False	2.0	32.2
BoSF1351	R	BoSF1351__R	C03	130.805	SSR	4036	0	0	0	True	False	False	False	False	False		36.2
Ol12B12	F	Ol12B12__F	C03	132.484	SSR	2733	1	0	0	True	True	False	False	False	False	2.0	36.2
Ol12B12	R	Ol12B12__R	C03	132.484	SSR	1215	0	0	0	True	False	False	False	False	False		30.2
CB10036a	F	CB10036a__F	C03	132.904	SSR	2832	1	1	1	True	True	True	True	False	False	0.0	42.1
CB10036a	R	CB10036a__R	C03	132.904	SSR	12298	3	1	1	True	True	True	True	False	False	0.0	42.1
CB10036b	F	CB10036b__F	C03	133.338	SSR	2832	1	1	1	True	True	True	True	False	False	0.0	42.1
CB10036b	R	CB10036b__R	C03	133.338	SSR	12298	3	1	1	True	True	True	True	False	False	0.0	42.1
BoSF2728	F	BoSF2728__F	C03	133.82	SSR	4417	2	2	2	True	True	True	True	True	True	0.0	40.1
BoSF2728	R	BoSF2728__R	C03	133.82	SSR	1510	1	1	1	True	True	True	True	False	False	0.0	40.1
snap1650	F	snap1650__F	C03	134.041	SNP	1739	0	0	0	True	False	False	False	False	False		52.0
snap1650	R	snap1650__R	C03	134.041	SNP	1777	1	1	1	True	True	True	True	False	False	0.0	67.9
BoSF2628	F	BoSF2628__F	C03	134.438	SSR	2177	0	0	0	True	False	False	False	False	False		34.2
BoSF2628	R	BoSF2628__R	C03	134.438	SSR	2767	3	0	0	True	True	False	False	False	False	2.0	36.2
Na12B09	F	Na12B09__F	C03	136.358	SSR	4728	1	1	1	True	True	True	True	False	False	0.0	40.1
Na12B09	R	Na12B09__R	C03	136.358	SSR	1264	2	1	2	True	True	True	True	False	True	0.0	40.1
BoSF2143	F	BoSF2143__F	C03	140.805	SSR	1846	57	0	24	True	True	False	True	False	True	1.0	42.1
BoSF2143	R	BoSF2143__R	C03	140.805	SSR	6610	2	2	2	True	True	True	True	True	True	0.0	42.1
CB10427b	F	CB10427b__F	C03	141.569	SSR	4759	1	1	1	True	True	True	True	False	False	0.0	36.2
CB10427b	R	CB10427b__R	C03	141.569	SSR	770	1	1	1	True	True	True	True	False	False	0.0	36.2
BoSF2778	F	BoSF2778__F	C03	141.956	SSR	2999	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2778	R	BoSF2778__R	C03	141.956	SSR	20646	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2690	F	BoSF2690__F	C03	146.208	SSR	2165	3	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2690	R	BoSF2690__R	C03	146.208	SSR	5728	2	1	2	True	True	True	True	False	True	0.0	40.1
BoSF2925a	F	BoSF2925a__F	C03	146.81	SSR	508	3	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2925a	R	BoSF2925a__R	C03	146.81	SSR	1373	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2925b	F	BoSF2925b__F	C03	147.817	SSR	508	3	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2925b	R	BoSF2925b__R	C03	147.817	SSR	1373	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1197a	F	BoSF1197a__F	C03	148.235	SSR	1253	2	1	2	True	True	True	True	False	True	0.0	40.1
BoSF1197a	R	BoSF1197a__R	C03	148.235	SSR	1590	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2883	F	BoSF2883__F	C03	149.974	SSR	1219	1	1	1	True	True	True	True	False	False	0.0	38.2
BoSF2883	R	BoSF2883__R	C03	149.974	SSR	3706	6	1	1	True	True	True	True	False	False	0.0	40.1
snap1311	F	snap1311__F	C03	150.697	SNP	1942	0	0	0	True	False	False	False	False	False		54.0
snap1311	R	snap1311__R	C03	150.697	SNP	2013	0	0	0	True	False	False	False	False	False		61.9
BoSF2122	F	BoSF2122__F	C03	151.341	SSR	1342	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2122	R	BoSF2122__R	C03	151.341	SSR	2922	1	1	1	True	True	True	True	False	False	0.0	40.1
snap1728	F	snap1728__F	C03	152.224	SNP	5590	0	0	0	True	False	False	False	False	False		63.9
snap1728	R	snap1728__R	C03	152.224	SNP	1324	1	0	1	True	True	False	True	False	False	1.0	40.1
BoSF1295	F	BoSF1295__F	C03	154.261	SSR	3937	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1295	R	BoSF1295__R	C03	154.261	SSR	1243	3	1	2	True	True	True	True	False	True	0.0	40.1
snap929	F	snap929__F	C03	158.078	SNP	811	0	0	0	True	False	False	False	False	False		54.0
snap929	R	snap929__R	C03	158.078	SNP	9029	1	1	1	True	True	True	True	False	False	0.0	67.9
Na10G10	F	Na10G10__F	C03	161.796	SSR	4500	2	1	1	True	True	True	True	False	False	0.0	42.1
Na10G10	R	Na10G10__R	C03	161.796	SSR	7083	1	0	0	True	True	False	False	False	False	2.0	38.2
snap1772	F	snap1772__F	C04	0.0	SNP	770	0	0	0	True	False	False	False	False	False		56.0
snap1772	R	snap1772__R	C04	0.0	SNP	4108	1	1	1	True	True	True	True	False	False	0.0	69.9
BrSF024	F	BrSF024__F	C04	6.173	SSR	2818	1	0	1	True	True	False	True	False	False	1.0	34.2
BrSF024	R	BrSF024__R	C04	6.173	SSR	9335	1	1	1	True	True	True	True	False	False	0.0	48.1
snap1368	F	snap1368__F	C04	8.587	SNP	682	0	0	0	True	False	False	False	False	False		48.1
snap1368	R	snap1368__R	C04	8.587	SNP	2397	1	1	1	True	True	True	True	False	False	0.0	44.1
snap587	F	snap587__F	C04	10.373	SNP	1854	0	0	0	True	False	False	False	False	False		44.1
snap587	R	snap587__R	C04	10.373	SNP	8299	1	1	1	True	True	True	True	False	False	0.0	69.9
snap576	F	snap576__F	C04	11.658	SNP	754	0	0	0	True	False	False	False	False	False		46.1
snap576	R	snap576__R	C04	11.658	SNP	1001	19	1	1	True	True	True	True	False	False	0.0	60.0
snap580	F	snap580__F	C04	12.943	SNP	1435	0	0	0	True	False	False	False	False	False		63.9
snap580	R	snap580__R	C04	12.943	SNP	2896	2	2	2	True	True	True	True	True	True	0.0	65.9
snap599	F	snap599__F	C04	14.5	SNP	1640	0	0	0	True	False	False	False	False	False		61.9
snap599	R	snap599__R	C04	14.5	SNP	2938	0	0	0	True	False	False	False	False	False		52.0
snap1447	F	snap1447__F	C04	15.946	SNP	8492	0	0	0	True	False	False	False	False	False		40.1
snap1447	R	snap1447__R	C04	15.946	SNP	2325	1	1	1	True	True	True	True	False	False	0.0	61.9
snap586	F	snap586__F	C04	17.3	SNP	1489	0	0	0	True	False	False	False	False	False		36.2
snap586	R	snap586__R	C04	17.3	SNP	5372	1	1	1	True	True	True	True	False	False	0.0	71.9
BoSF2065	F	BoSF2065__F	C04	19.137	SSR	2840	2	1	2	True	True	True	True	False	True	0.0	40.1
BoSF2065	R	BoSF2065__R	C04	19.137	SSR	1946	1	1	1	True	True	True	True	False	False	0.0	40.1
BRAS072	F	BRAS072__F	C04	21.2	SSR	4606	2	1	1	True	True	True	True	False	False	0.0	40.1
BRAS072	R	BRAS072__R	C04	21.2	SSR	2324	0	0	0	True	False	False	False	False	False		36.2
snap1747	F	snap1747__F	C04	22.223	SNP	3774	0	0	0	True	False	False	False	False	False		58.0
snap1747	R	snap1747__R	C04	22.223	SNP	2881	0	0	0	True	False	False	False	False	False		36.2
snap1746	F	snap1746__F	C04	23.393	SNP	3706	0	0	0	True	False	False	False	False	False		44.1
snap1746	R	snap1746__R	C04	23.393	SNP	5584	0	0	0	True	False	False	False	False	False		38.2
snap600	F	snap600__F	C04	24.779000000000003	SNP	1009	0	0	0	True	False	False	False	False	False		54.0
snap600	R	snap600__R	C04	24.779000000000003	SNP	2671	1	1	1	True	True	True	True	False	False	0.0	46.1
BoSF1047	F	BoSF1047__F	C04	26.115	SSR	6392	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1047	R	BoSF1047__R	C04	26.115	SSR	3237	0	0	0	True	False	False	False	False	False		36.2
snap1835	F	snap1835__F	C04	28.724	SNP	4894	0	0	0	True	False	False	False	False	False		44.1
snap1835	R	snap1835__R	C04	28.724	SNP	1810	1	1	1	True	True	True	True	False	False	0.0	69.9
snap1060	F	snap1060__F	C04	29.777	SNP	936	0	0	0	True	False	False	False	False	False		63.9
snap1060	R	snap1060__R	C04	29.777	SNP	3084	0	0	0	True	False	False	False	False	False		46.1
snap502	F	snap502__F	C04	31.558	SNP	2243	0	0	0	True	False	False	False	False	False		46.1
snap502	R	snap502__R	C04	31.558	SNP	890	1	1	1	True	True	True	True	False	False	0.0	54.0
snap1059	F	snap1059__F	C04	32.643	SNP	1969	0	0	0	True	False	False	False	False	False		56.0
snap1059	R	snap1059__R	C04	32.643	SNP	2925	1	1	1	True	True	True	True	False	False	0.0	61.9
snap670	F	snap670__F	C04	36.295	SNP	3952	0	0	0	True	False	False	False	False	False		63.9
snap670	R	snap670__R	C04	36.295	SNP	319	1	1	1	True	True	True	True	False	False	0.0	58.0
BoSF349	F	BoSF349__F	C04	39.528	SSR	8105	1	1	1	True	True	True	True	False	False	0.0	42.1
BoSF349	R	BoSF349__R	C04	39.528	SSR	3289	1	1	1	True	True	True	True	False	False	0.0	40.1
snap012	F	snap012__F	C04	40.703	SNP	1809	0	0	0	True	False	False	False	False	False		52.0
snap012	R	snap012__R	C04	40.703	SNP	519	1	1	1	True	True	True	True	False	False	0.0	54.0
BoSF2747	F	BoSF2747__F	C04	41.968	SSR	2132	5	1	1	True	True	True	True	False	False	0.0	40.1
