source_file	map_id	linkage_group	locus	cM	bin	gene_model	chr	start	end	has_nam5_position
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	skd1	43.07		Zm00001eb124730	3	19483306	19493273	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	flr17	43.08		Zm00001eb124780	3	19794268	19809842	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	LOC542610	43.08		Zm00001eb124750	3	19703810	19704834	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	LOC100382383	43.08		Zm00001eb124770	3	19786943	19789264	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	mads54	43.1		Zm00001eb124790	3	19816426	19832549	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	mtl8	43.11		Zm00001eb124800	3	19859912	19860791	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	lrx14	43.12		Zm00001eb124810	3	19957475	19960855	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	cl2990_1a	43.17		Zm00001eb124820	3	19972637	19977444	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	IDP7814	43.17		Zm00001eb124830	3	19977964	19981142	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	wakl20	43.17		Zm00001eb124840	3	20003447	20007340	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	IDP1455	43.18						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	pin15	43.18		Zm00001eb124870	3	20148340	20149209	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	wak17	43.18		Zm00001eb124860	3	20094340	20103725	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	wak18	43.19		Zm00001eb124880	3	20213241	20228469	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	IDP1475	43.2		Zm00001eb124890	3	20263505	20264311	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	wakl21	43.22		Zm00001eb124900	3	20346191	20351223	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	e4	44.0						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	wakl22	44.2		Zm00001eb124920	3	20431359	20451106	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	B6SIX0	44.24		Zm00001eb124940	3	20467510	20468557	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	hsp17.2	44.26		Zm00001eb124950	3	20490417	20491182	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	hsp12	44.3		Zm00001eb124960	3	20587711	20588602	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	GRMZM2G413897	44.31		Zm00001eb125010	3	20636265	20637167	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	GRMZM2G049767	44.32		Zm00001eb125030	3	20688973	20690215	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	xyl8	44.34		Zm00001eb125060	3	20789030	20791974	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	hct29	44.36		Zm00001eb125070	3	20837916	21136985	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	hct8	44.38		Zm00001eb125080	3	21191333	21193391	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	cadtfr4	44.4		Zm00001eb125090	3	21211116	21214410	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	xyn10	45.0		Zm00001eb125100	3	21309922	21312682	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	Zm00001d039959	45.02		Zm00001eb125110	3	21373345	21384125	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	pco081323	45.2		Zm00001eb125120	3	21435738	21438567	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	cl227_1a	45.22		Zm00001eb125130	3	21504648	21514841	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	umc2033	45.43		Zm00001eb125150	3	21619139	21622272	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	gtf13	45.45		Zm00001eb125170	3	21688746	21690368	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	gtf14	45.48		Zm00001eb125190	3	21727896	21729662	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	cl2746_1	45.5		Zm00001eb125200	3	21772536	21797853	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	LOC100170248	45.52		Zm00001eb125210	3	21909084	21915460	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	umc1392	45.6		Zm00001eb125220	3	21919743	21920857	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	Zm00001d039975	45.61		Zm00001eb125230	3	21919774	21925721	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	IDP7393	45.63		Zm00001eb125300	3	22410936	22415947	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	ereb192	45.65		Zm00001eb125330	3	22454465	22456440	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	axs1	45.72		Zm00001eb125360	3	22854088	22859766	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	metp9	45.96		Zm00001eb125400	3	23049417	23057160	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	cle10	45.98		Zm00001eb125410	3	23121682	23122379	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	lbd17	46.0		Zm00001eb125420	3	23140824	23142180	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	pco087404	46.3		Zm00001eb125450	3	23353103	23363283	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	LOC100382048	46.32		Zm00001eb125460	3	23432159	23438794	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	Zm00001d040011	46.34		Zm00001eb125470	3	23441287	23442541	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	psr754b	46.5						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	myb137	47.0		Zm00001eb125520	3	23687239	23688978	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	pmi1	47.02		Zm00001eb125530	3	23826801	23832943	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	si946003e12	47.1		Zm00001eb125540	3	23887332	23891211	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	umc1742	47.25		Zm00001eb125560	3	23947648	23949316	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	Zm00001d040028	47.26						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	Zm00001eb125580	47.26		Zm00001eb125580	3	23955792	23956331	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	IDP7639	47.27		Zm00001eb125590	3	24164652	24165372	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	pza02427	47.3		Zm00001eb125630	3	24417476	24421561	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	mco1	47.4		Zm00001eb125660	3	24513347	24516137	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	LOC103649861	47.44		Zm00001eb125690	3	24592141	24594032	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	aip1	47.46		Zm00001eb125700	3	24806848	24815769	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	hipp26	47.5		Zm00001eb125730	3	24925221	24928109	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	umc2117a	47.55						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	TIDP6544	47.55		Zm00001eb125780	3	25195904	25197273	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	gtf15	47.56		Zm00001eb125810	3	25301811	25305792	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	miR159f	47.57						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	xt11	47.6		Zm00001eb125880	3	25964444	25968493	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	bnlg1019a	47.65						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	bnlg1638	47.68		Zm00001eb125950	3	26360187	26363313	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	bnlg1113	47.7						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	bnlg1452	47.7		Zm00001eb125980	3	26402632	26406720	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	ald4	47.71		Zm00001eb126080	3	27470567	27474388	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	Zm00001eb126070	47.71		Zm00001eb126070	3	26859139	26882784	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	Zm00001eb125990	47.71		Zm00001eb125990	3	26504856	26512502	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	ocl1	47.72		Zm00001eb126140	3	27678358	27686014	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	wakl23	47.72		Zm00001eb126150	3	27868559	27889616	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	arm28	47.73		Zm00001eb126230	3	28342305	28349733	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	phm2343	47.73		Zm00001eb126250	3	28455243	28458876	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	nip4	47.73		Zm00001eb126240	3	28353188	28354997	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	umc1717a	47.74		Zm00001eb126270	3	28473090	28474307	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	umc2677a	47.74		Zm00001eb126260	3	28459533	28460676	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	pebp10	47.75		Zm00001eb126300	3	28520709	28522369	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	Zm00001eb126310	47.77		Zm00001eb126310	3	28731805	28733958	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	GRMZM2G180620	47.9		Zm00001eb126330	3	28737054	28739183	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	fuer1	47.92		Zm00001eb126340	3	28741053	28743731	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	Zm00001d040122	47.95						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	cl17761_1a	47.96		Zm00001eb126360	3	28946956	28957536	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	phos1	48.0		Zm00001eb126380	3	29036645	29042360	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	umc2793	48.02		Zm00001eb126390	3	29042362	29043812	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	perk21	48.1		Zm00001eb126400	3	29126115	29130092	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	fea3	48.2		Zm00001eb126430	3	29213107	29216620	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	pmei4	48.3		Zm00001eb126450	3	29349573	29350423	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	mads99	48.36		Zm00001eb126480	3	29554400	29557476	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	pco103509	49.0		Zm00001eb126500	3	29592454	29599194	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	mmp144a	49.23						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	LOC100272391	49.58		Zm00001eb126560	3	29694023	29696887	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	bhlh76	49.6		Zm00001eb126570	3	29732699	29736126	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	garr1	49.65						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	bhlh83	49.8		Zm00001eb126610	3	29775534	29778354	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	imp5	49.83		Zm00001eb126620	3	29818949	29820617	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	Zm00001eb126630	49.84		Zm00001eb126630	3	29925519	29961233	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	cl1762_1a	49.86		Zm00001eb126650	3	30087387	30093413	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	mkkk69	49.9		Zm00001eb126670	3	30174286	30178265	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	dxr1	50.0		Zm00001eb126690	3	30348863	30355440	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	cl885_1	50.1		Zm00001eb126700	3	30356718	30360656	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	atm1	50.2		Zm00001eb126710	3	30545917	30672654	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	si605086d08a	50.35		Zm00001eb126740	3	30951932	30955189	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	cl59140_1	50.7		Zm00001eb126770	3	31046768	31049405	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	mmp36	50.85						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	irl1	51.0		Zm00001eb126780	3	31095096	31097034	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	IDP2442	51.1		Zm00001eb126790	3	31187845	31194869	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	pfkb2	51.18		Zm00001eb126820	3	31477906	31482549	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	isca1	51.2		Zm00001eb126830	3	31545490	31549855	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	GRMZM2G163975	51.22		Zm00001eb126840	3	31549338	31554984	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	nrp1	51.3		Zm00001eb126890	3	31903238	31905350	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	B4G019	51.32		Zm00001eb126900	3	32011696	32015418	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	ring177	51.37		Zm00001eb126920	3	32120458	32128534	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	Zm00001d040192	51.38		Zm00001eb126930	3	32129462	32132883	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	Zm00001d040193	51.39		Zm00001eb126950	3	32134052	32143974	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	umc2260	51.4		Zm00001eb126960	3	32203642	32205808	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	npf32	51.48		Zm00001eb126980	3	32222145	32225105	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	pco100749b	51.5		Zm00001eb126990	3	32329993	32339000	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	IDP7406	51.51		Zm00001eb127000	3	32339255	32340527	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	chr8	51.52		Zm00001eb127010	3	32343862	32349498	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	plc11	51.53		Zm00001eb127030	3	32513733	32515970	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	dnaJ33	51.56						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	IDP4032	51.65		Zm00001eb127090	3	32650796	32654386	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	dnaj121	51.69		Zm00001eb127110	3	32890800	32893549	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	irr1	51.73		Zm00001eb127130	3	33064661	33072681	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	IDP664	51.77		Zm00001eb127150	3	33173677	33177435	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	GRMZM2G111200	51.78		Zm00001eb127160	3	33177958	33180549	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	ppr166	51.79						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	GRMZM2G031364	51.96						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	Zm00001d040233	51.98		Zm00001eb127190	3	33642767	33648481	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	cl1	52.0						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	rt1	52.0						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	cl40463_1a	52.0		Zm00001eb127200	3	33693345	33700714	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	cl5251_1a	52.1		Zm00001eb127210	3	33703083	33711318	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	IDP5894	52.12		Zm00001eb127220	3	33755135	33762925	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	nrh2	52.14		Zm00001eb127230	3	33881000	33883736	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	mmc0132	52.15		Zm00001eb127240	3	33884169	33885936	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	cdo244d(crp)	52.15						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	LOC100272520	52.17		Zm00001eb127290	3	33913183	33917187	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	cl31612_1	52.18		Zm00001eb127300	3	33935588	33936913	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	IDP370	52.2		Zm00001eb127310	3	33993145	33993824	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	lac14	52.22		Zm00001eb127360	3	34243305	34245973	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	AC234190.1_FG001	52.23		Zm00001eb127370	3	34303349	34304369	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	hipp27	52.24		Zm00001eb127390	3	34593160	34593985	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	gbptf21	52.25		Zm00001eb127420	3	34673222	34674967	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	LOC103649946	52.25		Zm00001eb127410	3	34615523	34616826	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	Zm00001d040257	52.26		Zm00001eb127430	3	34728773	34735203	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	mfs18	52.28		Zm00001eb127460	3	34856883	34857269	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	gsk6	52.31		Zm00001eb127490	3	35125027	35129495	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	si618044g05	52.34		Zm00001eb127550	3	35583799	35604844	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	gpat5	52.34		Zm00001eb127520	3	35530278	35533946	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	flr6	52.35		Zm00001eb127570	3	35670683	35674005	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	GRMZM2G180065	52.36		Zm00001eb127580	3	35674151	35681558	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	pmei2	52.4		Zm00001eb127600	3	35717826	35718712	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	imp4	52.54		Zm00001eb127630	3	35824347	35830227	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	IDP7233	52.56		Zm00001eb127640	3	35829743	35831898	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	rfa12	52.58		Zm00001eb127650	3	35921449	35923982	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	Zm00001d040277	52.59		Zm00001eb127660	3	35927730	35929048	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	umc2261	52.6		Zm00001eb127670	3	35931122	35936445	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	tpl1	52.7		Zm00001eb127680	3	35984501	35994204	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	TIDP2786	52.8		Zm00001eb127710	3	36165761	36166856	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	IDP2443	53.0		Zm00001eb127720	3	36194999	36202717	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	lea15	53.02		Zm00001eb127770	3	36494705	36495503	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	trub2	53.03		Zm00001eb127780	3	36500885	36503926	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	cl12851_1a	53.04		Zm00001eb127790	3	36668875	36673519	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	ralf9	53.06		Zm00001eb127810	3	36793849	36794615	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	c3h12	53.08		Zm00001eb127840	3	37032120	37037224	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	c3h35	53.1		Zm00001eb127850	3	37143329	37149307	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	IDP4245	53.12		Zm00001eb127870	3	37366323	37367390	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	Zm00001eb127890	53.13		Zm00001eb127890	3	37478592	37480492	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	miR169a	53.14						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	xrn2	53.16		Zm00001eb127930	3	37877414	37887087	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	mmc0312a	53.18		Zm00001eb127940	3	37977008	37983462	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	umc1908	53.2						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	LOC109944975	53.23						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	pzb21	53.24		Zm00001eb127970	3	38073895	38078194	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	ring178	53.28		Zm00001eb127990	3	38257958	38265089	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	nactf66	53.3		Zm00001eb128000	3	38263741	38273304	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	dnaJ34	53.32		Zm00001eb128010	3	38379302	38392709	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	clpr4	53.4		Zm00001eb128020	3	38452943	38467900	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	cal2	53.44		Zm00001eb128040	3	38649221	38653673	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	npi247	53.45						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	si660061b01	53.5		Zm00001eb128070	3	38658975	38661418	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	sun2	53.56		Zm00001eb128110	3	38830915	38836543	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	IDP428	53.6		Zm00001eb128130	3	38975382	38978330	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	PCO107756	53.64		Zm00001eb128150	3	39235007	39242336	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	prdx7	53.65		Zm00001eb128160	3	39318439	39321342	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	si707061f02a	53.66		Zm00001eb128180	3	39486537	39496378	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	php20509	53.68						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	php20576	53.68						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	umc2262	53.68		Zm00001eb128210	3	39770801	39778857	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	paac1	53.69		Zm00001eb128220	3	39848989	39852354	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	pco137802	53.69		Zm00001eb128290	3	40364551	40369701	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	ggh2	53.69		Zm00001eb128250	3	40103116	40104781	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	LOC103649984	53.69		Zm00001eb128280	3	40301730	40303953	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	dof6	53.7		Zm00001eb128310	3	40536825	40541068	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	emp32	53.71		Zm00001eb128320	3	40541426	40550964	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	ufg44	53.73						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	prx120	53.73		Zm00001eb128330	3	40546978	40549537	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	LOC100275617	53.74		Zm00001eb128340	3	40636653	40682305	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	IDP1634	53.75		Zm00001eb128410	3	40989103	41003206	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	cyc2	53.82		Zm00001eb128470	3	41318181	41328796	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	mmp69	53.9						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	rf1	54.0						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	mybr49	54.0		Zm00001eb128510	3	41363821	41365106	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	Zm00001d040390	54.04		Zm00001eb128530	3	41571377	41572631	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	bsdtf2	54.2		Zm00001eb128590	3	41665370	41667788	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	prx38	54.25		Zm00001eb128620	3	41769887	41772825	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	LOC103650005	54.58		Zm00001eb128670	3	42170671	42178196	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	IDP7366	54.6		Zm00001eb128680	3	42181874	42186455	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	AY109870	54.88		Zm00001eb128720	3	42803067	42820930	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	tom4	54.89		Zm00001eb128730	3	43117440	43125510	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	myb44	54.9		Zm00001eb128740	3	43263027	43264967	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	myb43	54.92		Zm00001eb128760	3	43312858	43314123	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	myb136	54.98		Zm00001eb128770	3	43511364	43512428	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	wrk1	55.0						False
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	ago105	55.0		Zm00001eb128780	3	43547120	43562950	True
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	pco153932	55.3		Zm00001eb128810	3	43769346	43772205	True
