chr	pos	cM	bin	source
2	34544290	163.914975	Bin342	Yu2011_TIGR6.1_midpoint_not_lifted
2	34661611	164.154784	Bin343	Yu2011_TIGR6.1_midpoint_not_lifted
2	34800162	166.445260	Bin344	Yu2011_TIGR6.1_midpoint_not_lifted
2	34917944	166.685069	Bin345	Yu2011_TIGR6.1_midpoint_not_lifted
2	35038300	167.168164	Bin346	Yu2011_TIGR6.1_midpoint_not_lifted
2	35116242	167.651260	Bin347	Yu2011_TIGR6.1_midpoint_not_lifted
2	35141881	169.671737	Bin348	Yu2011_TIGR6.1_midpoint_not_lifted
2	35181940	169.911546	Bin349	Yu2011_TIGR6.1_midpoint_not_lifted
2	35226733	170.394641	Bin350	Yu2011_TIGR6.1_midpoint_not_lifted
2	35283554	171.124581	Bin351	Yu2011_TIGR6.1_midpoint_not_lifted
2	35350714	171.364390	Bin352	Yu2011_TIGR6.1_midpoint_not_lifted
2	35402484	174.207533	Bin353	Yu2011_TIGR6.1_midpoint_not_lifted
2	35565926	174.447341	Bin354	Yu2011_TIGR6.1_midpoint_not_lifted
2	35727238	174.930437	Bin355	Yu2011_TIGR6.1_midpoint_not_lifted
2	35839786	175.413532	Bin356	Yu2011_TIGR6.1_midpoint_not_lifted
3	132592	0.000000	Bin357	Yu2011_TIGR6.1_midpoint_not_lifted
3	316054	0.239809	Bin358	Yu2011_TIGR6.1_midpoint_not_lifted
3	448159	0.969749	Bin359	Yu2011_TIGR6.1_midpoint_not_lifted
3	822442	1.950172	Bin360	Yu2011_TIGR6.1_midpoint_not_lifted
3	1479036	10.680998	Bin361	Yu2011_TIGR6.1_midpoint_not_lifted
3	1858781	11.164093	Bin362	Yu2011_TIGR6.1_midpoint_not_lifted
3	1985661	11.403902	Bin363	Yu2011_TIGR6.1_midpoint_not_lifted
3	2127842	12.384325	Bin364	Yu2011_TIGR6.1_midpoint_not_lifted
3	2186060	12.867421	Bin365	Yu2011_TIGR6.1_midpoint_not_lifted
3	2270726	14.887898	Bin366	Yu2011_TIGR6.1_midpoint_not_lifted
3	2420243	15.127706	Bin367	Yu2011_TIGR6.1_midpoint_not_lifted
3	2575466	15.367515	Bin368	Yu2011_TIGR6.1_midpoint_not_lifted
3	2679437	16.347939	Bin369	Yu2011_TIGR6.1_midpoint_not_lifted
3	2923387	16.587747	Bin370	Yu2011_TIGR6.1_midpoint_not_lifted
3	3174854	17.317687	Bin371	Yu2011_TIGR6.1_midpoint_not_lifted
3	3249858	20.160830	Bin372	Yu2011_TIGR6.1_midpoint_not_lifted
3	3309755	20.400639	Bin373	Yu2011_TIGR6.1_midpoint_not_lifted
3	3411762	20.640448	Bin374	Yu2011_TIGR6.1_midpoint_not_lifted
3	3631026	22.660924	Bin375	Yu2011_TIGR6.1_midpoint_not_lifted
3	4183742	35.143658	Bin376	Yu2011_TIGR6.1_midpoint_not_lifted
3	4740045	35.383467	Bin377	Yu2011_TIGR6.1_midpoint_not_lifted
3	5204127	37.673944	Bin378	Yu2011_TIGR6.1_midpoint_not_lifted
3	5567751	39.428510	Bin379	Yu2011_TIGR6.1_midpoint_not_lifted
3	5744521	40.158450	Bin380	Yu2011_TIGR6.1_midpoint_not_lifted
3	5904857	40.641545	Bin381	Yu2011_TIGR6.1_midpoint_not_lifted
3	5990730	40.881354	Bin382	Yu2011_TIGR6.1_midpoint_not_lifted
3	6317712	41.364449	Bin383	Yu2011_TIGR6.1_midpoint_not_lifted
3	7236365	42.344873	Bin384	Yu2011_TIGR6.1_midpoint_not_lifted
3	8205428	51.075698	Bin385	Yu2011_TIGR6.1_midpoint_not_lifted
3	8596325	52.056122	Bin386	Yu2011_TIGR6.1_midpoint_not_lifted
3	8704895	52.786062	Bin387	Yu2011_TIGR6.1_midpoint_not_lifted
3	8767098	53.025871	Bin388	Yu2011_TIGR6.1_midpoint_not_lifted
3	9012914	53.265679	Bin389	Yu2011_TIGR6.1_midpoint_not_lifted
3	9249198	53.505488	Bin390	Yu2011_TIGR6.1_midpoint_not_lifted
3	9268134	53.745296	Bin391	Yu2011_TIGR6.1_midpoint_not_lifted
3	9308536	53.985105	Bin392	Yu2011_TIGR6.1_midpoint_not_lifted
3	9354589	54.224914	Bin393	Yu2011_TIGR6.1_midpoint_not_lifted
3	9397859	54.464722	Bin394	Yu2011_TIGR6.1_midpoint_not_lifted
3	9465242	54.947818	Bin395	Yu2011_TIGR6.1_midpoint_not_lifted
3	9517800	55.430913	Bin396	Yu2011_TIGR6.1_midpoint_not_lifted
3	9609161	56.160853	Bin397	Yu2011_TIGR6.1_midpoint_not_lifted
3	9837695	56.400662	Bin398	Yu2011_TIGR6.1_midpoint_not_lifted
3	10011747	58.421139	Bin399	Yu2011_TIGR6.1_midpoint_not_lifted
3	10062698	58.660948	Bin400	Yu2011_TIGR6.1_midpoint_not_lifted
3	10105220	58.900756	Bin401	Yu2011_TIGR6.1_midpoint_not_lifted
3	10149819	59.140565	Bin402	Yu2011_TIGR6.1_midpoint_not_lifted
3	10305974	59.623660	Bin403	Yu2011_TIGR6.1_midpoint_not_lifted
3	10606162	64.233970	Bin404	Yu2011_TIGR6.1_midpoint_not_lifted
3	10874512	64.717066	Bin405	Yu2011_TIGR6.1_midpoint_not_lifted
3	11073932	64.956874	Bin406	Yu2011_TIGR6.1_midpoint_not_lifted
3	11245975	65.196683	Bin407	Yu2011_TIGR6.1_midpoint_not_lifted
3	11715192	69.500413	Bin408	Yu2011_TIGR6.1_midpoint_not_lifted
3	12338648	70.480837	Bin409	Yu2011_TIGR6.1_midpoint_not_lifted
3	12616718	71.715467	Bin410	Yu2011_TIGR6.1_midpoint_not_lifted
3	12775912	72.198563	Bin411	Yu2011_TIGR6.1_midpoint_not_lifted
3	12937243	72.681659	Bin412	Yu2011_TIGR6.1_midpoint_not_lifted
3	13034308	73.164754	Bin413	Yu2011_TIGR6.1_midpoint_not_lifted
3	13365081	77.166889	Bin414	Yu2011_TIGR6.1_midpoint_not_lifted
3	13711029	77.649985	Bin415	Yu2011_TIGR6.1_midpoint_not_lifted
3	13833790	78.133081	Bin416	Yu2011_TIGR6.1_midpoint_not_lifted
3	13987452	79.367711	Bin417	Yu2011_TIGR6.1_midpoint_not_lifted
3	14138807	82.210854	Bin418	Yu2011_TIGR6.1_midpoint_not_lifted
3	14275336	82.450663	Bin419	Yu2011_TIGR6.1_midpoint_not_lifted
3	14434636	83.943311	Bin420	Yu2011_TIGR6.1_midpoint_not_lifted
3	14561054	84.183120	Bin421	Yu2011_TIGR6.1_midpoint_not_lifted
3	14660624	84.422928	Bin422	Yu2011_TIGR6.1_midpoint_not_lifted
3	14791590	84.662737	Bin423	Yu2011_TIGR6.1_midpoint_not_lifted
3	14869909	85.145832	Bin424	Yu2011_TIGR6.1_midpoint_not_lifted
3	14948719	86.900398	Bin425	Yu2011_TIGR6.1_midpoint_not_lifted
3	15060948	87.630338	Bin426	Yu2011_TIGR6.1_midpoint_not_lifted
3	15127484	87.870147	Bin427	Yu2011_TIGR6.1_midpoint_not_lifted
3	15243336	88.109956	Bin428	Yu2011_TIGR6.1_midpoint_not_lifted
3	15355934	88.349764	Bin429	Yu2011_TIGR6.1_midpoint_not_lifted
3	15427870	89.079704	Bin430	Yu2011_TIGR6.1_midpoint_not_lifted
3	15530669	89.562800	Bin431	Yu2011_TIGR6.1_midpoint_not_lifted
3	15590434	89.802608	Bin432	Yu2011_TIGR6.1_midpoint_not_lifted
3	15698857	91.823085	Bin433	Yu2011_TIGR6.1_midpoint_not_lifted
3	15851380	92.062894	Bin434	Yu2011_TIGR6.1_midpoint_not_lifted
3	16043021	92.302702	Bin435	Yu2011_TIGR6.1_midpoint_not_lifted
3	16204257	93.032642	Bin436	Yu2011_TIGR6.1_midpoint_not_lifted
3	16320385	93.272451	Bin437	Yu2011_TIGR6.1_midpoint_not_lifted
3	16566784	93.512260	Bin438	Yu2011_TIGR6.1_midpoint_not_lifted
3	16815456	93.752068	Bin439	Yu2011_TIGR6.1_midpoint_not_lifted
3	16977405	93.991877	Bin440	Yu2011_TIGR6.1_midpoint_not_lifted
3	17114573	94.231686	Bin441	Yu2011_TIGR6.1_midpoint_not_lifted
3	17281684	94.714781	Bin442	Yu2011_TIGR6.1_midpoint_not_lifted
3	17396954	94.954590	Bin443	Yu2011_TIGR6.1_midpoint_not_lifted
3	17626721	95.684530	Bin444	Yu2011_TIGR6.1_midpoint_not_lifted
3	17954878	95.924338	Bin445	Yu2011_TIGR6.1_midpoint_not_lifted
3	18078105	96.164147	Bin446	Yu2011_TIGR6.1_midpoint_not_lifted
3	19659380	96.403955	Bin447	Yu2011_TIGR6.1_midpoint_not_lifted
3	21864492	96.643764	Bin448	Yu2011_TIGR6.1_midpoint_not_lifted
3	22555608	96.883573	Bin449	Yu2011_TIGR6.1_midpoint_not_lifted
3	22686822	97.123381	Bin450	Yu2011_TIGR6.1_midpoint_not_lifted
3	22818974	97.363190	Bin451	Yu2011_TIGR6.1_midpoint_not_lifted
3	23183251	98.093130	Bin452	Yu2011_TIGR6.1_midpoint_not_lifted
3	23525788	98.576225	Bin453	Yu2011_TIGR6.1_midpoint_not_lifted
3	23616814	99.059321	Bin454	Yu2011_TIGR6.1_midpoint_not_lifted
3	23733972	99.299130	Bin455	Yu2011_TIGR6.1_midpoint_not_lifted
3	23837852	99.538938	Bin456	Yu2011_TIGR6.1_midpoint_not_lifted
3	23920452	99.778747	Bin457	Yu2011_TIGR6.1_midpoint_not_lifted
3	24017613	100.261842	Bin458	Yu2011_TIGR6.1_midpoint_not_lifted
3	24243894	100.991782	Bin459	Yu2011_TIGR6.1_midpoint_not_lifted
3	24446162	107.553892	Bin460	Yu2011_TIGR6.1_midpoint_not_lifted
3	24568746	107.793700	Bin461	Yu2011_TIGR6.1_midpoint_not_lifted
3	24672848	108.033509	Bin462	Yu2011_TIGR6.1_midpoint_not_lifted
3	24921410	109.013933	Bin463	Yu2011_TIGR6.1_midpoint_not_lifted
3	25277784	112.719331	Bin464	Yu2011_TIGR6.1_midpoint_not_lifted
3	25445081	112.959140	Bin465	Yu2011_TIGR6.1_midpoint_not_lifted
3	25558631	113.198948	Bin466	Yu2011_TIGR6.1_midpoint_not_lifted
3	25749346	114.953514	Bin467	Yu2011_TIGR6.1_midpoint_not_lifted
3	25925862	115.933938	Bin468	Yu2011_TIGR6.1_midpoint_not_lifted
3	26094262	116.173747	Bin469	Yu2011_TIGR6.1_midpoint_not_lifted
3	26274276	116.413555	Bin470	Yu2011_TIGR6.1_midpoint_not_lifted
3	26387432	118.704032	Bin471	Yu2011_TIGR6.1_midpoint_not_lifted
3	26510145	118.943841	Bin472	Yu2011_TIGR6.1_midpoint_not_lifted
3	26630756	120.178471	Bin473	Yu2011_TIGR6.1_midpoint_not_lifted
3	26692900	120.418280	Bin474	Yu2011_TIGR6.1_midpoint_not_lifted
3	26712985	120.901375	Bin475	Yu2011_TIGR6.1_midpoint_not_lifted
3	26731858	121.141184	Bin476	Yu2011_TIGR6.1_midpoint_not_lifted
3	26850401	122.121608	Bin477	Yu2011_TIGR6.1_midpoint_not_lifted
3	26991061	122.361416	Bin478	Yu2011_TIGR6.1_midpoint_not_lifted
3	27097041	122.601225	Bin479	Yu2011_TIGR6.1_midpoint_not_lifted
3	27207536	123.331165	Bin480	Yu2011_TIGR6.1_midpoint_not_lifted
3	27335888	123.570973	Bin481	Yu2011_TIGR6.1_midpoint_not_lifted
3	27438708	124.551397	Bin482	Yu2011_TIGR6.1_midpoint_not_lifted
3	27500752	124.791206	Bin483	Yu2011_TIGR6.1_midpoint_not_lifted
3	27591862	126.025836	Bin484	Yu2011_TIGR6.1_midpoint_not_lifted
3	27650339	127.006260	Bin485	Yu2011_TIGR6.1_midpoint_not_lifted
3	27724424	127.246068	Bin486	Yu2011_TIGR6.1_midpoint_not_lifted
3	27829077	128.226492	Bin487	Yu2011_TIGR6.1_midpoint_not_lifted
3	27990920	128.466301	Bin488	Yu2011_TIGR6.1_midpoint_not_lifted
3	28146833	129.446724	Bin489	Yu2011_TIGR6.1_midpoint_not_lifted
3	28216935	129.686533	Bin490	Yu2011_TIGR6.1_midpoint_not_lifted
3	28252902	129.926341	Bin491	Yu2011_TIGR6.1_midpoint_not_lifted
3	28339301	130.166150	Bin492	Yu2011_TIGR6.1_midpoint_not_lifted
3	28448408	130.405959	Bin493	Yu2011_TIGR6.1_midpoint_not_lifted
3	28496532	130.645767	Bin494	Yu2011_TIGR6.1_midpoint_not_lifted
3	28554257	131.880398	Bin495	Yu2011_TIGR6.1_midpoint_not_lifted
3	28610490	132.120206	Bin496	Yu2011_TIGR6.1_midpoint_not_lifted
3	28643176	132.360015	Bin497	Yu2011_TIGR6.1_midpoint_not_lifted
3	28711148	132.599824	Bin498	Yu2011_TIGR6.1_midpoint_not_lifted
3	28880147	132.839632	Bin499	Yu2011_TIGR6.1_midpoint_not_lifted
3	29087804	133.322728	Bin500	Yu2011_TIGR6.1_midpoint_not_lifted
3	29197305	134.052668	Bin501	Yu2011_TIGR6.1_midpoint_not_lifted
3	29262188	134.292476	Bin502	Yu2011_TIGR6.1_midpoint_not_lifted
3	29369326	134.775572	Bin503	Yu2011_TIGR6.1_midpoint_not_lifted
3	29478252	135.258668	Bin504	Yu2011_TIGR6.1_midpoint_not_lifted
3	29554626	135.498476	Bin505	Yu2011_TIGR6.1_midpoint_not_lifted
3	29600363	135.738285	Bin506	Yu2011_TIGR6.1_midpoint_not_lifted
3	29630330	135.978093	Bin507	Yu2011_TIGR6.1_midpoint_not_lifted
3	29721992	136.461189	Bin508	Yu2011_TIGR6.1_midpoint_not_lifted
3	29825751	136.944284	Bin509	Yu2011_TIGR6.1_midpoint_not_lifted
3	29900033	137.427380	Bin510	Yu2011_TIGR6.1_midpoint_not_lifted
3	29963206	138.407804	Bin511	Yu2011_TIGR6.1_midpoint_not_lifted
3	30095089	138.647612	Bin512	Yu2011_TIGR6.1_midpoint_not_lifted
3	30241101	139.130708	Bin513	Yu2011_TIGR6.1_midpoint_not_lifted
3	30290160	139.370516	Bin514	Yu2011_TIGR6.1_midpoint_not_lifted
3	30317416	139.610325	Bin515	Yu2011_TIGR6.1_midpoint_not_lifted
3	30332844	141.102973	Bin516	Yu2011_TIGR6.1_midpoint_not_lifted
3	30371009	141.342782	Bin517	Yu2011_TIGR6.1_midpoint_not_lifted
3	30465294	142.072722	Bin518	Yu2011_TIGR6.1_midpoint_not_lifted
3	30576538	142.312530	Bin519	Yu2011_TIGR6.1_midpoint_not_lifted
3	30776492	142.795626	Bin520	Yu2011_TIGR6.1_midpoint_not_lifted
3	31208288	143.035434	Bin521	Yu2011_TIGR6.1_midpoint_not_lifted
3	31570973	151.766260	Bin522	Yu2011_TIGR6.1_midpoint_not_lifted
3	31827792	152.249356	Bin523	Yu2011_TIGR6.1_midpoint_not_lifted
3	32035892	152.489164	Bin524	Yu2011_TIGR6.1_midpoint_not_lifted
3	32171572	153.219104	Bin525	Yu2011_TIGR6.1_midpoint_not_lifted
3	32458118	157.221240	Bin526	Yu2011_TIGR6.1_midpoint_not_lifted
3	32739210	158.201663	Bin527	Yu2011_TIGR6.1_midpoint_not_lifted
3	32979946	158.441472	Bin528	Yu2011_TIGR6.1_midpoint_not_lifted
3	33504806	159.676102	Bin529	Yu2011_TIGR6.1_midpoint_not_lifted
3	34392952	177.245997	Bin530	Yu2011_TIGR6.1_midpoint_not_lifted
3	34908464	177.975937	Bin531	Yu2011_TIGR6.1_midpoint_not_lifted
3	34931743	178.705877	Bin532	Yu2011_TIGR6.1_midpoint_not_lifted
3	35040657	179.686300	Bin533	Yu2011_TIGR6.1_midpoint_not_lifted
3	35202864	180.666724	Bin534	Yu2011_TIGR6.1_midpoint_not_lifted
3	35283280	180.906532	Bin535	Yu2011_TIGR6.1_midpoint_not_lifted
3	35304776	182.141163	Bin536	Yu2011_TIGR6.1_midpoint_not_lifted
3	35391775	182.380972	Bin537	Yu2011_TIGR6.1_midpoint_not_lifted
3	35503959	182.620780	Bin538	Yu2011_TIGR6.1_midpoint_not_lifted
3	35551110	182.860589	Bin539	Yu2011_TIGR6.1_midpoint_not_lifted
3	35581764	183.841012	Bin540	Yu2011_TIGR6.1_midpoint_not_lifted
3	35620788	184.080821	Bin541	Yu2011_TIGR6.1_midpoint_not_lifted
3	35652160	185.315452	Bin542	Yu2011_TIGR6.1_midpoint_not_lifted
3	35705939	185.555260	Bin543	Yu2011_TIGR6.1_midpoint_not_lifted
3	35773117	185.795069	Bin544	Yu2011_TIGR6.1_midpoint_not_lifted
3	35873101	186.034877	Bin545	Yu2011_TIGR6.1_midpoint_not_lifted
3	36017570	186.764817	Bin546	Yu2011_TIGR6.1_midpoint_not_lifted
3	36130848	187.247913	Bin547	Yu2011_TIGR6.1_midpoint_not_lifted
3	36291701	187.487722	Bin548	Yu2011_TIGR6.1_midpoint_not_lifted
4	74924	0.000000	Bin549	Yu2011_TIGR6.1_midpoint_not_lifted
4	319254	0.483096	Bin550	Yu2011_TIGR6.1_midpoint_not_lifted
4	503647	1.213036	Bin551	Yu2011_TIGR6.1_midpoint_not_lifted
4	540526	1.452844	Bin552	Yu2011_TIGR6.1_midpoint_not_lifted
4	602382	2.182784	Bin553	Yu2011_TIGR6.1_midpoint_not_lifted
4	722612	2.422593	Bin554	Yu2011_TIGR6.1_midpoint_not_lifted
4	903540	2.662401	Bin555	Yu2011_TIGR6.1_midpoint_not_lifted
4	1114226	2.902210	Bin556	Yu2011_TIGR6.1_midpoint_not_lifted
4	1238972	3.142019	Bin557	Yu2011_TIGR6.1_midpoint_not_lifted
4	1481186	3.381827	Bin558	Yu2011_TIGR6.1_midpoint_not_lifted
4	1762344	4.111767	Bin559	Yu2011_TIGR6.1_midpoint_not_lifted
4	1926099	5.346398	Bin560	Yu2011_TIGR6.1_midpoint_not_lifted
4	2195241	5.586206	Bin561	Yu2011_TIGR6.1_midpoint_not_lifted
4	2409809	8.150871	Bin562	Yu2011_TIGR6.1_midpoint_not_lifted
4	2478022	8.633967	Bin563	Yu2011_TIGR6.1_midpoint_not_lifted
4	2509135	8.873775	Bin564	Yu2011_TIGR6.1_midpoint_not_lifted
4	2706144	9.113584	Bin565	Yu2011_TIGR6.1_midpoint_not_lifted
4	3222606	9.596679	Bin566	Yu2011_TIGR6.1_midpoint_not_lifted
4	3565514	10.326619	Bin567	Yu2011_TIGR6.1_midpoint_not_lifted
4	3607868	10.566428	Bin568	Yu2011_TIGR6.1_midpoint_not_lifted
4	3800066	10.806237	Bin569	Yu2011_TIGR6.1_midpoint_not_lifted
4	4069617	11.046045	Bin570	Yu2011_TIGR6.1_midpoint_not_lifted
4	4251731	11.285854	Bin571	Yu2011_TIGR6.1_midpoint_not_lifted
4	4342503	11.525662	Bin572	Yu2011_TIGR6.1_midpoint_not_lifted
4	4393626	11.765471	Bin573	Yu2011_TIGR6.1_midpoint_not_lifted
4	4503498	12.248567	Bin574	Yu2011_TIGR6.1_midpoint_not_lifted
4	4691079	12.488375	Bin575	Yu2011_TIGR6.1_midpoint_not_lifted
4	4855109	12.728184	Bin576	Yu2011_TIGR6.1_midpoint_not_lifted
4	5075399	12.967992	Bin577	Yu2011_TIGR6.1_midpoint_not_lifted
4	5274322	13.451088	Bin578	Yu2011_TIGR6.1_midpoint_not_lifted
4	5398097	13.934184	Bin579	Yu2011_TIGR6.1_midpoint_not_lifted
4	5650141	14.173992	Bin580	Yu2011_TIGR6.1_midpoint_not_lifted
4	6204528	15.154416	Bin581	Yu2011_TIGR6.1_midpoint_not_lifted
4	6763932	15.394224	Bin582	Yu2011_TIGR6.1_midpoint_not_lifted
4	7018887	15.877320	Bin583	Yu2011_TIGR6.1_midpoint_not_lifted
4	7239304	16.117128	Bin584	Yu2011_TIGR6.1_midpoint_not_lifted
4	10043896	17.097552	Bin585	Yu2011_TIGR6.1_midpoint_not_lifted
4	12969860	18.590200	Bin586	Yu2011_TIGR6.1_midpoint_not_lifted
4	13282567	18.830009	Bin587	Yu2011_TIGR6.1_midpoint_not_lifted
4	13477242	19.069817	Bin588	Yu2011_TIGR6.1_midpoint_not_lifted
4	13777507	19.309626	Bin589	Yu2011_TIGR6.1_midpoint_not_lifted
4	14506561	23.015025	Bin590	Yu2011_TIGR6.1_midpoint_not_lifted
4	15368332	23.498120	Bin591	Yu2011_TIGR6.1_midpoint_not_lifted
4	15712344	23.737929	Bin592	Yu2011_TIGR6.1_midpoint_not_lifted
4	15819402	23.977737	Bin593	Yu2011_TIGR6.1_midpoint_not_lifted
4	16214413	27.391136	Bin594	Yu2011_TIGR6.1_midpoint_not_lifted
4	16623126	27.874232	Bin595	Yu2011_TIGR6.1_midpoint_not_lifted
4	16840625	32.796235	Bin596	Yu2011_TIGR6.1_midpoint_not_lifted
4	17200057	33.279331	Bin597	Yu2011_TIGR6.1_midpoint_not_lifted
4	17529182	33.519139	Bin598	Yu2011_TIGR6.1_midpoint_not_lifted
4	17779108	33.758948	Bin599	Yu2011_TIGR6.1_midpoint_not_lifted
4	17956194	33.998757	Bin600	Yu2011_TIGR6.1_midpoint_not_lifted
4	18012638	34.238565	Bin601	Yu2011_TIGR6.1_midpoint_not_lifted
4	18048801	34.478374	Bin602	Yu2011_TIGR6.1_midpoint_not_lifted
4	18148744	34.718182	Bin603	Yu2011_TIGR6.1_midpoint_not_lifted
4	18304729	34.957991	Bin604	Yu2011_TIGR6.1_midpoint_not_lifted
4	18406518	35.197800	Bin605	Yu2011_TIGR6.1_midpoint_not_lifted
4	18510614	35.437608	Bin606	Yu2011_TIGR6.1_midpoint_not_lifted
4	18624865	35.677417	Bin607	Yu2011_TIGR6.1_midpoint_not_lifted
4	18712007	35.917225	Bin608	Yu2011_TIGR6.1_midpoint_not_lifted
4	18857240	36.647165	Bin609	Yu2011_TIGR6.1_midpoint_not_lifted
4	19026890	40.352564	Bin610	Yu2011_TIGR6.1_midpoint_not_lifted
4	19130749	40.592373	Bin611	Yu2011_TIGR6.1_midpoint_not_lifted
4	19214144	40.832181	Bin612	Yu2011_TIGR6.1_midpoint_not_lifted
4	19299664	41.071990	Bin613	Yu2011_TIGR6.1_midpoint_not_lifted
4	19348405	41.311799	Bin614	Yu2011_TIGR6.1_midpoint_not_lifted
4	19444804	41.551607	Bin615	Yu2011_TIGR6.1_midpoint_not_lifted
4	19581785	46.790555	Bin616	Yu2011_TIGR6.1_midpoint_not_lifted
4	19647840	47.030363	Bin617	Yu2011_TIGR6.1_midpoint_not_lifted
4	20098635	49.320840	Bin618	Yu2011_TIGR6.1_midpoint_not_lifted
4	20568880	49.560649	Bin619	Yu2011_TIGR6.1_midpoint_not_lifted
4	20740871	53.864379	Bin620	Yu2011_TIGR6.1_midpoint_not_lifted
4	21068011	57.277778	Bin621	Yu2011_TIGR6.1_midpoint_not_lifted
4	21294700	57.760873	Bin622	Yu2011_TIGR6.1_midpoint_not_lifted
4	21355736	58.741297	Bin623	Yu2011_TIGR6.1_midpoint_not_lifted
4	21414720	59.224392	Bin624	Yu2011_TIGR6.1_midpoint_not_lifted
4	21537986	59.464201	Bin625	Yu2011_TIGR6.1_midpoint_not_lifted
4	21654178	59.704010	Bin626	Yu2011_TIGR6.1_midpoint_not_lifted
4	21734961	59.943818	Bin627	Yu2011_TIGR6.1_midpoint_not_lifted
4	21800676	60.183627	Bin628	Yu2011_TIGR6.1_midpoint_not_lifted
4	21832658	61.418257	Bin629	Yu2011_TIGR6.1_midpoint_not_lifted
4	21920162	66.028567	Bin630	Yu2011_TIGR6.1_midpoint_not_lifted
4	22083926	66.758507	Bin631	Yu2011_TIGR6.1_midpoint_not_lifted
4	22214036	66.998316	Bin632	Yu2011_TIGR6.1_midpoint_not_lifted
4	22342855	67.481411	Bin633	Yu2011_TIGR6.1_midpoint_not_lifted
4	22623200	67.964507	Bin634	Yu2011_TIGR6.1_midpoint_not_lifted
4	22940703	68.944930	Bin635	Yu2011_TIGR6.1_midpoint_not_lifted
4	23081054	69.184739	Bin636	Yu2011_TIGR6.1_midpoint_not_lifted
4	23129456	71.475216	Bin637	Yu2011_TIGR6.1_midpoint_not_lifted
4	23236472	71.715024	Bin638	Yu2011_TIGR6.1_midpoint_not_lifted
4	23487304	71.954833	Bin639	Yu2011_TIGR6.1_midpoint_not_lifted
4	23844588	74.245310	Bin640	Yu2011_TIGR6.1_midpoint_not_lifted
4	24048356	74.485118	Bin641	Yu2011_TIGR6.1_midpoint_not_lifted
4	24222448	74.724927	Bin642	Yu2011_TIGR6.1_midpoint_not_lifted
4	24960850	74.964736	Bin643	Yu2011_TIGR6.1_midpoint_not_lifted
4	25675536	82.223836	Bin644	Yu2011_TIGR6.1_midpoint_not_lifted
4	25960653	82.463645	Bin645	Yu2011_TIGR6.1_midpoint_not_lifted
4	26231612	82.703453	Bin646	Yu2011_TIGR6.1_midpoint_not_lifted
4	27074224	84.196102	Bin647	Yu2011_TIGR6.1_midpoint_not_lifted
4	27829536	85.688750	Bin648	Yu2011_TIGR6.1_midpoint_not_lifted
4	28086995	86.418690	Bin649	Yu2011_TIGR6.1_midpoint_not_lifted
4	28611929	90.420825	Bin650	Yu2011_TIGR6.1_midpoint_not_lifted
4	29202011	90.660634	Bin651	Yu2011_TIGR6.1_midpoint_not_lifted
4	29674092	92.153282	Bin652	Yu2011_TIGR6.1_midpoint_not_lifted
4	29877248	93.645930	Bin653	Yu2011_TIGR6.1_midpoint_not_lifted
4	29934560	93.885739	Bin654	Yu2011_TIGR6.1_midpoint_not_lifted
4	29978432	94.125547	Bin655	Yu2011_TIGR6.1_midpoint_not_lifted
4	30060162	94.608643	Bin656	Yu2011_TIGR6.1_midpoint_not_lifted
4	30214177	94.848451	Bin657	Yu2011_TIGR6.1_midpoint_not_lifted
4	30337916	95.088260	Bin658	Yu2011_TIGR6.1_midpoint_not_lifted
4	30404286	96.580908	Bin659	Yu2011_TIGR6.1_midpoint_not_lifted
4	30556190	96.820717	Bin660	Yu2011_TIGR6.1_midpoint_not_lifted
4	30694780	97.060525	Bin661	Yu2011_TIGR6.1_midpoint_not_lifted
4	30809306	98.553174	Bin662	Yu2011_TIGR6.1_midpoint_not_lifted
4	30947869	99.036269	Bin663	Yu2011_TIGR6.1_midpoint_not_lifted
4	31062356	100.270900	Bin664	Yu2011_TIGR6.1_midpoint_not_lifted
4	31172641	100.510708	Bin665	Yu2011_TIGR6.1_midpoint_not_lifted
4	31222620	100.750517	Bin666	Yu2011_TIGR6.1_midpoint_not_lifted
4	31251658	101.730940	Bin667	Yu2011_TIGR6.1_midpoint_not_lifted
4	31289528	101.970749	Bin668	Yu2011_TIGR6.1_midpoint_not_lifted
4	31342973	102.210558	Bin669	Yu2011_TIGR6.1_midpoint_not_lifted
4	31397662	102.693653	Bin670	Yu2011_TIGR6.1_midpoint_not_lifted
4	31436808	103.176749	Bin671	Yu2011_TIGR6.1_midpoint_not_lifted
4	31467248	103.416557	Bin672	Yu2011_TIGR6.1_midpoint_not_lifted
4	31652910	103.656366	Bin673	Yu2011_TIGR6.1_midpoint_not_lifted
4	31861292	104.139462	Bin674	Yu2011_TIGR6.1_midpoint_not_lifted
4	31939216	104.379270	Bin675	Yu2011_TIGR6.1_midpoint_not_lifted
4	31992461	105.359694	Bin676	Yu2011_TIGR6.1_midpoint_not_lifted
4	32099704	105.842789	Bin677	Yu2011_TIGR6.1_midpoint_not_lifted
4	32202914	106.082598	Bin678	Yu2011_TIGR6.1_midpoint_not_lifted
4	32242564	106.322407	Bin679	Yu2011_TIGR6.1_midpoint_not_lifted
4	32368841	106.562215	Bin680	Yu2011_TIGR6.1_midpoint_not_lifted
4	32520811	106.802024	Bin681	Yu2011_TIGR6.1_midpoint_not_lifted
4	32911342	109.645167	Bin682	Yu2011_TIGR6.1_midpoint_not_lifted
