marker_id	marker_join_id	chr	cM	marker_class	is_dart
XbrPb-808828	brpb-808828	A4	37.912964	DArT	1
XbrPb-659838	brpb-659838	A4	38.085964	DArT	1
XbrPb-660701	brpb-660701	A4	39.133964	DArT	1
XbrPb-660157	brpb-660157	A4	39.431964	DArT	1
XbrPb-839460	brpb-839460	A4	40.092964	DArT	1
XbrPb-657888	brpb-657888	A4	45.42995	DArT	1
XbrPb-658251	brpb-658251	A4	46.279964	DArT	1
XbrPb-809771	brpb-809771	A4	46.953964	DArT	1
XbrPb-661773	brpb-661773	A4	49.361561	DArT	1
Xniab048	niab048	A4	51.914964	Non-DArT	0
XCNU246	cnu246	A4	52.389964	Non-DArT	0
XIGF2021e	igf2021e	A4	53.972964	Non-DArT	0
XJICB0134	jicb0134	A4	62.650964	Non-DArT	0
XBRMS-105	brms-105	A4	64.791964	Non-DArT	0
XbrPb-671115	brpb-671115	A4	65.288251	DArT	1
XBRMS-054	brms-054	A4	65.368964	Non-DArT	0
XbrPb-839360	brpb-839360	A4	67.173306	DArT	1
XbrPb-840148	brpb-840148	A4	67.173306	DArT	1
XbrPb-658492	brpb-658492	A4	67.534964	DArT	1
XbrPb-809176	brpb-809176	A4	67.715964	DArT	1
XbrPb-670695	brpb-670695	A4	68.043964	DArT	1
XbrPb-662662	brpb-662662	A4	68.173964	DArT	1
XbrPb-662215	brpb-662215	A4	70.378036	DArT	1
XbrPb-809088	brpb-809088	A4	72.719964	DArT	1
XbrPb-659008	brpb-659008	A4	72.787964	DArT	1
XbrPb-658557	brpb-658557	A4	73.179441	DArT	1
XCNU360	cnu360	A4	78.054964	Non-DArT	0
XbrPb-661133	brpb-661133	A4	78.320073	DArT	1
XbrPb-663549	brpb-663549	A4	78.320073	DArT	1
XCNU254	cnu254	A4	78.458964	Non-DArT	0
XCNU256	cnu256	A4	80.531964	Non-DArT	0
XHS-k02-2	hs-k02-2	A4	81.434964	Non-DArT	0
XbrPb-658257	brpb-658257	A4	82.147564	DArT	1
XbrPb-658645	brpb-658645	A4	82.147564	DArT	1
XbrPb-658824	brpb-658824	A4	85.033069	DArT	1
XbrPb-839008	brpb-839008	A4	85.667964	DArT	1
XbrPb-660337	brpb-660337	A4	90.288964	DArT	1
XbrPb-660911	brpb-660911	A4	91.711964	DArT	1
XbrPb-670739	brpb-670739	A4	92.077964	DArT	1
XbrPb-808709	brpb-808709	A4	92.128964	DArT	1
XbrPb-658275	brpb-658275	A4	93.216711	DArT	1
XbrPb-840331	brpb-840331	A4	93.967964	DArT	1
XOl10B01	ol10b01	A4	96.593964	Non-DArT	0
XJICB0283	jicb0283	A4	97.009964	Non-DArT	0
XbrPb-841544	brpb-841544	A4	97.230977	DArT	1
XJICB0584	jicb0584	A4	98.011964	Non-DArT	0
XOl11H02c	ol11h02c	A4	102.345964	Non-DArT	0
XBRMS-034	brms-034	A5	0	Non-DArT	0
XJICB0153	jicb0153	A5	1.691	Non-DArT	0
XbrPb-842067	brpb-842067	A5	7.928514	DArT	1
XbrPb-809935	brpb-809935	A5	8.999	DArT	1
XbrPb-663516	brpb-663516	A5	9.02	DArT	1
XbrPb-661313	brpb-661313	A5	9.287888	DArT	1
XbrPb-809787	brpb-809787	A5	9.671	DArT	1
XbrPb-659342	brpb-659342	A5	9.682	DArT	1
XbrPb-660916	brpb-660916	A5	9.685	DArT	1
XbrPb-659900	brpb-659900	A5	9.79	DArT	1
XbrPb-663578	brpb-663578	A5	11.876073	DArT	1
XbrPb-658634	brpb-658634	A5	12.422508	DArT	1
XbrPb-659536	brpb-659536	A5	12.422508	DArT	1
XbrPb-662868	brpb-662868	A5	12.422508	DArT	1
XbrPb-808954	brpb-808954	A5	14.422	DArT	1
XbrPb-808805	brpb-808805	A5	14.66	DArT	1
XbrPb-809579	brpb-809579	A5	14.793	DArT	1
XbrPb-659339	brpb-659339	A5	15.41	DArT	1
XbrPb-661359	brpb-661359	A5	15.705642	DArT	1
XbrPb-662385	brpb-662385	A5	19.81	DArT	1
XbrPb-658832	brpb-658832	A5	20.336	DArT	1
XbrPb-662717	brpb-662717	A5	20.724	DArT	1
XbrPb-661063	brpb-661063	A5	22.271915	DArT	1
XbrPb-658816	brpb-658816	A5	22.305707	DArT	1
XbrPb-839094	brpb-839094	A5	23.387	DArT	1
XbrPb-840990	brpb-840990	A5	29.600909	DArT	1
XbrPb-841841	brpb-841841	A5	29.600909	DArT	1
XbrPb-670365	brpb-670365	A5	33.256823	DArT	1
XbrPb-658614	brpb-658614	A5	34.034462	DArT	1
XbrPb-659025	brpb-659025	A5	34.754	DArT	1
XbrPb-659526	brpb-659526	A5	35.967	DArT	1
XbrPb-841416	brpb-841416	A5	35.984	DArT	1
XbrPb-807779	brpb-807779	A5	36.376	DArT	1
XbrPb-662946	brpb-662946	A5	37.597982	DArT	1
XbrPb-663320	brpb-663320	A5	37.597982	DArT	1
XbrPb-840897	brpb-840897	A5	38.133	DArT	1
XbrPb-660486	brpb-660486	A5	38.141	DArT	1
XbrPb-670546	brpb-670546	A5	38.782733	DArT	1
XbrPb-658468	brpb-658468	A5	39.27	DArT	1
XbrPb-839815	brpb-839815	A5	39.85018	DArT	1
XbrPb-660237	brpb-660237	A5	40.101	DArT	1
XbrPb-659114	brpb-659114	A5	40.507696	DArT	1
XbrPb-661887	brpb-661887	A5	41.079049	DArT	1
XbrPb-659224	brpb-659224	A5	43.596	DArT	1
XbrPb-662228	brpb-662228	A5	43.633114	DArT	1
XbrPb-809393	brpb-809393	A5	43.884	DArT	1
XbrPb-841413	brpb-841413	A5	44.01345	DArT	1
XbrPb-657933	brpb-657933	A5	44.065	DArT	1
XbrPb-671027	brpb-671027	A5	44.215	DArT	1
XbrPb-658694	brpb-658694	A5	45.105369	DArT	1
XbrPb-659095	brpb-659095	A5	45.105369	DArT	1
XHR-C016-A5	hr-c016-a5	A5	45.417	Non-DArT	0
XS012H21-1	s012h21-1	A5	45.438	Non-DArT	0
Xbac-26	bac-26	A5	45.484	Non-DArT	0
Xbac-19	bac-19	A5	45.557	Non-DArT	0
Xbac-23	bac-23	A5	45.621	Non-DArT	0
XbrPb-839251	brpb-839251	A5	46.202155	DArT	1
XbrPb-670950	brpb-670950	A5	47.291626	DArT	1
Xp129a	p129a	A5	47.326	Non-DArT	0
XsR9222	sr9222	A5	47.716	Non-DArT	0
XNa12E01b	na12e01b	A5	48.172	Non-DArT	0
XCNU029	cnu029	A5	49.174	Non-DArT	0
XNa10B08	na10b08	A5	49.551	Non-DArT	0
Xniab013	niab013	A5	50.301	Non-DArT	0
XCNU325	cnu325	A5	51.64	Non-DArT	0
XCNU206	cnu206	A5	53.172	Non-DArT	0
XbrPb-662094	brpb-662094	A5	53.59461	DArT	1
XbrPb-657955	brpb-657955	A5	54.817571	DArT	1
XbrPb-663261	brpb-663261	A5	54.817571	DArT	1
XbrPb-809660	brpb-809660	A5	56.260575	DArT	1
XbrPb-657894	brpb-657894	A5	56.433313	DArT	1
XbrPb-662421	brpb-662421	A5	56.433313	DArT	1
XbrPb-808211	brpb-808211	A5	56.433313	DArT	1
XbrPb-839331	brpb-839331	A5	56.433313	DArT	1
XIGF0149c	igf0149c	A5	57.071	Non-DArT	0
XbrPb-839308	brpb-839308	A5	59.127603	DArT	1
XbrPb-659481	brpb-659481	A5	60.418055	DArT	1
XbrPb-670799	brpb-670799	A5	61.560716	DArT	1
XbrPb-660131	brpb-660131	A5	62.331925	DArT	1
XKBrH001C24-16	kbrh001c24-16	A5	63.149	Non-DArT	0
XbrPb-838667	brpb-838667	A5	64.570563	DArT	1
XbrPb-839027	brpb-839027	A5	64.570563	DArT	1
XbrPb-807798	brpb-807798	A5	64.89075	DArT	1
XbrPb-808842	brpb-808842	A5	64.89075	DArT	1
XbrPb-807926	brpb-807926	A5	66.124095	DArT	1
XbrPb-658795	brpb-658795	A5	68.001964	DArT	1
XbrPb-810005	brpb-810005	A5	68.001964	DArT	1
XbrPb-839825	brpb-839825	A5	69.766323	DArT	1
XbrPb-659298	brpb-659298	A5	70.876342	DArT	1
XbrPb-807965	brpb-807965	A5	73.030288	DArT	1
XbrPb-838953	brpb-838953	A5	73.304494	DArT	1
XbrPb-671300	brpb-671300	A5	81.98484	DArT	1
XOl11F12a	ol11f12a	A6	0	Non-DArT	0
XbrPb-658647	brpb-658647	A6	6.278185	DArT	1
XbrPb-670445	brpb-670445	A6	9.662	DArT	1
XbrPb-808360	brpb-808360	A6	11.274	DArT	1
XbrPb-838677	brpb-838677	A6	11.398	DArT	1
XbrPb-658402	brpb-658402	A6	11.423	DArT	1
XbrPb-841745	brpb-841745	A6	11.486	DArT	1
XbrPb-660912	brpb-660912	A6	16.397	DArT	1
XbrPb-841736	brpb-841736	A6	16.754	DArT	1
XbrPb-658746	brpb-658746	A6	17.185	DArT	1
XbrPb-661213	brpb-661213	A6	17.244	DArT	1
XpW217	pw217	A6	17.608	Non-DArT	0
XbrPb-657614	brpb-657614	A6	19.376738	DArT	1
XbrPb-658027	brpb-658027	A6	19.376738	DArT	1
XHS-WA7	hs-wa7	A6	19.71	Non-DArT	0
Xbac-36	bac-36	A6	19.821	Non-DArT	0
Xbac-35	bac-35	A6	20.054	Non-DArT	0
Xbac-33	bac-33	A6	20.413	Non-DArT	0
XbrPb-658152	brpb-658152	A6	22.023409	DArT	1
XBRMS-101	brms-101	A6	24.433	Non-DArT	0
XBRMS-027	brms-027	A6	26.001	Non-DArT	0
XbrPb-808844	brpb-808844	A6	28.330527	DArT	1
XbrPb-657632	brpb-657632	A6	29.462376	DArT	1
XbrPb-808769	brpb-808769	A6	29.462376	DArT	1
XbrPb-838675	brpb-838675	A6	29.462376	DArT	1
XbrPb-839214	brpb-839214	A6	29.462376	DArT	1
XbrPb-660024	brpb-660024	A6	30.916275	DArT	1
XbrPb-660405	brpb-660405	A6	30.916275	DArT	1
XbrPb-662153	brpb-662153	A6	30.916275	DArT	1
XbrPb-671060	brpb-671060	A6	30.916275	DArT	1
XbrPb-809719	brpb-809719	A6	30.916275	DArT	1
XbrPb-840355	brpb-840355	A6	30.916275	DArT	1
XbrPb-840896	brpb-840896	A6	30.916275	DArT	1
XbrPb-840757	brpb-840757	A6	31.317	DArT	1
XbrPb-662278	brpb-662278	A6	32.945145	DArT	1
XbrPb-658968	brpb-658968	A6	36.386694	DArT	1
XbrPb-660578	brpb-660578	A6	36.386694	DArT	1
XbrPb-661245	brpb-661245	A6	36.386694	DArT	1
XbrPb-671014	brpb-671014	A6	36.386694	DArT	1
XbrPb-670236	brpb-670236	A6	36.409	DArT	1
XbrPb-658137	brpb-658137	A6	36.816981	DArT	1
XbrPb-662103	brpb-662103	A6	36.818	DArT	1
XbrPb-841811	brpb-841811	A6	37.288	DArT	1
XbrPb-660122	brpb-660122	A6	37.51	DArT	1
XbrPb-661746	brpb-661746	A6	37.592	DArT	1
XbrPb-809008	brpb-809008	A6	37.638	DArT	1
XbrPb-670303	brpb-670303	A6	37.940225	DArT	1
XbrPb-808136	brpb-808136	A6	39.129542	DArT	1
XbrPb-840102	brpb-840102	A6	39.966386	DArT	1
XbrPb-809259	brpb-809259	A6	40.318	DArT	1
XbrPb-663449	brpb-663449	A6	41.118	DArT	1
XbrPb-662605	brpb-662605	A6	41.827037	DArT	1
XbrPb-670835	brpb-670835	A6	47.204402	DArT	1
XbrPb-659920	brpb-659920	A6	47.761957	DArT	1
XbrPb-839838	brpb-839838	A6	47.761957	DArT	1
XBRMS-030	brms-030	A6	47.944	Non-DArT	0
XpW123bH	pw123bh	A6	48.593	Non-DArT	0
XpW123aE	pw123ae	A6	49.879	Non-DArT	0
XbrPb-659596	brpb-659596	A6	50.074803	DArT	1
XBRMS-201	brms-201	A6	52.434	Non-DArT	0
XbrPb-671051	brpb-671051	A6	54.362734	DArT	1
XbrPb-808961	brpb-808961	A6	56.748845	DArT	1
XbrPb-841402	brpb-841402	A6	56.773725	DArT	1
XIGF1075e	igf1075e	A6	60.214	Non-DArT	0
XbrPb-662129	brpb-662129	A6	60.652348	DArT	1
XbrPb-661301	brpb-661301	A6	62.316436	DArT	1
XJICB2011_176	jicb2011_176	A6	62.511	Non-DArT	0
XIGF3321d	igf3321d	A6	62.697	Non-DArT	0
XbrPb-662118	brpb-662118	A6	62.986456	DArT	1
XCNU149	cnu149	A6	63.055	Non-DArT	0
XbrPb-662354	brpb-662354	A6	63.111806	DArT	1
XCB10065	cb10065	A6	63.577	Non-DArT	0
XJICB2036_550	jicb2036_550	A6	63.997	Non-DArT	0
XbrPb-663404	brpb-663404	A6	64.420145	DArT	1
XbrPb-839202	brpb-839202	A6	64.605486	DArT	1
XbrPb-657884	brpb-657884	A6	65.036	DArT	1
XbrPb-658929	brpb-658929	A6	65.471	DArT	1
XbrPb-658662	brpb-658662	A6	65.497917	DArT	1
XbrPb-670690	brpb-670690	A6	65.497917	DArT	1
XbrPb-658144	brpb-658144	A6	65.851	DArT	1
XbrPb-661542	brpb-661542	A6	66.235	DArT	1
XbrPb-658956	brpb-658956	A6	66.565	DArT	1
XbrPb-809169	brpb-809169	A6	66.565	DArT	1
XbrPb-658980	brpb-658980	A6	66.851	DArT	1
XbrPb-840556	brpb-840556	A6	66.903	DArT	1
XbrPb-840906	brpb-840906	A6	66.92	DArT	1
XbrPb-657600	brpb-657600	A6	67.134	DArT	1
XbrPb-658391	brpb-658391	A6	67.267	DArT	1
XHBr013	hbr013	A6	67.345	Non-DArT	0
XHR-C006-A6	hr-c006-a6	A6	67.345	Non-DArT	0
XbrPb-840085	brpb-840085	A6	69.272	DArT	1
XbrPb-663074	brpb-663074	A6	69.275	DArT	1
XbrPb-657667	brpb-657667	A6	69.368542	DArT	1
XbrPb-670936	brpb-670936	A6	71.475	DArT	1
XbrPb-659220	brpb-659220	A6	72.929357	DArT	1
XNa12H07	na12h07	A6	73.789	Non-DArT	0
XBRMS-221	brms-221	A6	74.925	Non-DArT	0
XbrPb-663551	brpb-663551	A6	75.457	DArT	1
XbrPb-659119	brpb-659119	A6	75.804856	DArT	1
XbrPb-841508	brpb-841508	A6	75.804856	DArT	1
XKR50510-2	kr50510-2	A6	76.702	Non-DArT	0
XbrPb-657796	brpb-657796	A6	77.42847	DArT	1
XbrPb-660854	brpb-660854	A6	78.095	DArT	1
XbrPb-841475	brpb-841475	A6	80.468012	DArT	1
XpW258	pw258	A6	80.827	Non-DArT	0
XbrPb-670232	brpb-670232	A6	82.241553	DArT	1
XbrPb-662992	brpb-662992	A6	84.590967	DArT	1
XbrPb-662802	brpb-662802	A6	84.740949	DArT	1
XbrPb-657876	brpb-657876	A6	85.286	DArT	1
XbrPb-809115	brpb-809115	A6	87.832	DArT	1
XbrPb-658730	brpb-658730	A6	88.694756	DArT	1
XbrPb-659006	brpb-659006	A6	90.154393	DArT	1
XCNU219	cnu219	A6	90.725	Non-DArT	0
XHBr029	hbr029	A6	91.093	Non-DArT	0
XIGF3239d	igf3239d	A6	94.136	Non-DArT	0
XbrPb-658875	brpb-658875	A6	103.675686	DArT	1
XbrPb-660640	brpb-660640	A6	107.652537	DArT	1
XbrPb-661030	brpb-661030	A6	107.652537	DArT	1
XbrPb-808824	brpb-808824	A7	0	DArT	1
XbrPb-840062	brpb-840062	A7	0	DArT	1
XbrPb-841234	brpb-841234	A7	12.053549	DArT	1
XbrPb-842247	brpb-842247	A7	17.766971	DArT	1
XbrPb-658332	brpb-658332	A7	17.804971	DArT	1
XCNU063	cnu063	A7	19.340971	Non-DArT	0
XHG-TAG1-A7	hg-tag1-a7	A7	19.453971	Non-DArT	0
XIGF2036b	igf2036b	A7	21.015971	Non-DArT	0
XJICB0532	jicb0532	A7	21.160971	Non-DArT	0
XsR0282R	sr0282r	A7	22.224971	Non-DArT	0
XbrPb-670852	brpb-670852	A7	23.296971	DArT	1
XbrPb-671083	brpb-671083	A7	24.102971	DArT	1
XHR-C014-C1	hr-c014-c1	A7	24.258971	Non-DArT	0
XHR-C011-A7b	hr-c011-a7b	A7	24.260971	Non-DArT	0
XHR-C010-A7a	hr-c010-a7a	A7	24.296971	Non-DArT	0
XbrPb-658547	brpb-658547	A7	24.519971	DArT	1
XbrPb-660982	brpb-660982	A7	24.595971	DArT	1
Xp116a	p116a	A7	25.601971	Non-DArT	0
XRA2G08	ra2g08	A7	26.276971	Non-DArT	0
XbrPb-662475	brpb-662475	A7	27.836663	DArT	1
XbrPb-663295	brpb-663295	A7	27.836663	DArT	1
XbrPb-841326	brpb-841326	A7	27.836663	DArT	1
XJICB0373	jicb0373	A7	28.617971	Non-DArT	0
XbrPb-658808	brpb-658808	A7	28.824765	DArT	1
XIGF1092c	igf1092c	A7	29.734971	Non-DArT	0
XBRMS-018	brms-018	A7	30.982971	Non-DArT	0
XBRAS023	bras023	A7	31.109971	Non-DArT	0
XbrPb-841697	brpb-841697	A7	32.308628	DArT	1
XbrPb-839889	brpb-839889	A7	32.617971	DArT	1
XbrPb-661786	brpb-661786	A7	38.826971	DArT	1
XbrPb-661422	brpb-661422	A7	40.017971	DArT	1
XbrPb-662924	brpb-662924	A7	40.129971	DArT	1
XbrPb-659368	brpb-659368	A7	40.923971	DArT	1
XIGF1178b	igf1178b	A7	41.577971	Non-DArT	0
XbrPb-659084	brpb-659084	A7	43.982289	DArT	1
XbrPb-671004	brpb-671004	A7	43.982289	DArT	1
XbrPb-839259	brpb-839259	A7	43.982289	DArT	1
XbrPb-658673	brpb-658673	A7	44.811971	DArT	1
XKBrB084H08-24	kbrb084h08-24	A7	50.850971	Non-DArT	0
Xniab063	niab063	A7	52.063971	Non-DArT	0
XbrPb-809443	brpb-809443	A7	52.481138	DArT	1
XbrPb-658283	brpb-658283	A7	53.148971	DArT	1
XsR7223	sr7223	A7	54.114971	Non-DArT	0
XsNRA59	snra59	A7	57.072971	Non-DArT	0
XKBrB027O09-8	kbrb027o09-8	A7	57.736971	Non-DArT	0
XbrPb-657950	brpb-657950	A7	63.077971	DArT	1
Xniab043	niab043	A7	63.998971	Non-DArT	0
XHBr030	hbr030	A7	68.106971	Non-DArT	0
XJICB0571	jicb0571	A7	69.887971	Non-DArT	0
XRPSaA	rpsaa	A7	71.264971	Non-DArT	0
XbrPb-662624	brpb-662624	A7	72.171971	DArT	1
XCNU167	cnu167	A7	72.602971	Non-DArT	0
Xniab030	niab030	A7	73.340971	Non-DArT	0
XBOM65	bom65	A7	73.668971	Non-DArT	0
XBON19	bon19	A7	74.284971	Non-DArT	0
XCNU044	cnu044	A7	75.105971	Non-DArT	0
XBRMS-036	brms-036	A7	76.405971	Non-DArT	0
XbrPb-659670	brpb-659670	A7	77.239225	DArT	1
XT23	t23	A7	77.373971	Non-DArT	0
XHBr021	hbr021	A7	79.801971	Non-DArT	0
XCNU339	cnu339	A7	82.262971	Non-DArT	0
XbrPb-670954	brpb-670954	A7	85.401971	DArT	1
XbrPb-659148	brpb-659148	A7	85.406971	DArT	1
XbrPb-663186	brpb-663186	A7	85.416971	DArT	1
XbrPb-670330	brpb-670330	A7	85.445971	DArT	1
XbrPb-663334	brpb-663334	A7	85.597971	DArT	1
XCNU331	cnu331	A7	92.841971	Non-DArT	0
XHG-WRI1-A7	hg-wri1-a7	A7	93.571971	Non-DArT	0
XCNU168	cnu168	A7	96.997971	Non-DArT	0
XJICB0553	jicb0553	A7	98.429971	Non-DArT	0
XJICB0416	jicb0416	A7	100.432971	Non-DArT	0
XHG-FT-A7a	hg-ft-a7a	A7	101.859971	Non-DArT	0
XbrPb-840347	brpb-840347	A7	102.228882	DArT	1
XJICB0274	jicb0274	A7	102.541971	Non-DArT	0
XHBr009	hbr009	A7	103.083971	Non-DArT	0
XIGF1226l	igf1226l	A7	103.672971	Non-DArT	0
XJICB0011	jicb0011	A7	103.826971	Non-DArT	0
XIGF1226f	igf1226f	A7	104.426971	Non-DArT	0
XCNU053b	cnu053b	A7	107.331971	Non-DArT	0
XIGF1226a	igf1226a	A7	112.853971	Non-DArT	0
XCB10211	cb10211	A7	115.260971	Non-DArT	0
XbrPb-657962	brpb-657962	A8	0	DArT	1
XB034P14-1-1	b034p14-1-1	A8	6.054948	Non-DArT	0
XbrPb-809293	brpb-809293	A8	8.183948	DArT	1
XbrPb-840256	brpb-840256	A8	8.311948	DArT	1
XHBr017	hbr017	A8	10.166948	Non-DArT	0
XbrPb-840569	brpb-840569	A8	17.058157	DArT	1
XbrPb-670985	brpb-670985	A8	17.448948	DArT	1
XbrPb-660221	brpb-660221	A8	17.696948	DArT	1
XbrPb-658301	brpb-658301	A8	17.697948	DArT	1
XbrPb-660078	brpb-660078	A8	17.710948	DArT	1
XbrPb-809609	brpb-809609	A8	17.744948	DArT	1
XHBr010	hbr010	A8	21.328948	Non-DArT	0
XBRMS-176	brms-176	A8	24.597948	Non-DArT	0
XbrPb-809163	brpb-809163	A8	25.222729	DArT	1
XNa12B05a	na12b05a	A8	27.401948	Non-DArT	0
XIGF1108c	igf1108c	A8	33.740948	Non-DArT	0
XbrPb-841039	brpb-841039	A8	38.900948	DArT	1
Xniab090	niab090	A8	43.198948	Non-DArT	0
XBRMS-088	brms-088	A8	45.134948	Non-DArT	0
XRA2E12	ra2e12	A8	45.680948	Non-DArT	0
XHG-FAE1-A8	hg-fae1-a8	A8	46.291948	Non-DArT	0
XsS1702	ss1702	A8	47.139948	Non-DArT	0
XsR7178	sr7178	A8	48.741948	Non-DArT	0
XbrPb-809492	brpb-809492	A8	49.363948	DArT	1
XbrPb-838682	brpb-838682	A8	49.394948	DArT	1
XbrPb-670319	brpb-670319	A8	49.421948	DArT	1
XbrPb-670863	brpb-670863	A8	49.527948	DArT	1
XbrPb-840706	brpb-840706	A8	49.834948	DArT	1
XHBr015	hbr015	A8	51.469948	Non-DArT	0
XHBr016	hbr016	A8	52.028948	Non-DArT	0
XbrPb-662459	brpb-662459	A8	53.272948	DArT	1
XCNU090	cnu090	A8	54.750948	Non-DArT	0
XHR-C002-A8	hr-c002-a8	A8	56.748948	Non-DArT	0
XJICB0018	jicb0018	A8	62.495948	Non-DArT	0
XHBr026	hbr026	A8	66.872948	Non-DArT	0
XB043F18-C2-0-3	b043f18-c2-0-3	A9	0	Non-DArT	0
XB043F18-C1-4	b043f18-c1-4	A9	2.34	Non-DArT	0
XbrPb-807847	brpb-807847	A9	2.567331	DArT	1
XB092L06-C4-0	b092l06-c4-0	A9	3.403	Non-DArT	0
XB089B13-C4-0	b089b13-c4-0	A9	3.549	Non-DArT	0
XbrPb-808247	brpb-808247	A9	3.798947	DArT	1
XbrPb-658630	brpb-658630	A9	5.352	DArT	1
XbrPb-657939	brpb-657939	A9	5.367	DArT	1
XbrPb-661741	brpb-661741	A9	5.614	DArT	1
XbrPb-661730	brpb-661730	A9	5.688844	DArT	1
XbrPb-662015	brpb-662015	A9	5.884	DArT	1
XIGF5706e	igf5706e	A9	9.318	Non-DArT	0
XKC10122-2	kc10122-2	A9	11.875	Non-DArT	0
XbrPb-661799	brpb-661799	A9	11.893203	DArT	1
XJICB0516	jicb0516	A9	14.413	Non-DArT	0
XbrPb-659993	brpb-659993	A9	16.777	DArT	1
XH091P21-4	h091p21-4	A9	18.357	Non-DArT	0
XbrPb-840216	brpb-840216	A9	19.216	DArT	1
XbrPb-658850	brpb-658850	A9	21.339612	DArT	1
XbrPb-661341	brpb-661341	A9	21.339612	DArT	1
XbrPb-661438	brpb-661438	A9	21.339612	DArT	1
XbrPb-661461	brpb-661461	A9	21.339612	DArT	1
XbrPb-662321	brpb-662321	A9	21.339612	DArT	1
XbrPb-670226	brpb-670226	A9	21.339612	DArT	1
XbrPb-671041	brpb-671041	A9	21.339612	DArT	1
XbrPb-840699	brpb-840699	A9	21.339612	DArT	1
XbrPb-841591	brpb-841591	A9	21.339612	DArT	1
XpW123aH	pw123ah	A9	22.718	Non-DArT	0
XpW123bE	pw123be	A9	24.322	Non-DArT	0
Xniab033	niab033	A9	26.567	Non-DArT	0
XbrPb-658497	brpb-658497	A9	26.651837	DArT	1
XJICB0101	jicb0101	A9	28.418	Non-DArT	0
XJICB0192	jicb0192	A9	29.005	Non-DArT	0
XCNU008	cnu008	A9	29.122	Non-DArT	0
Xniab131	niab131	A9	30.693	Non-DArT	0
XbrPb-658120	brpb-658120	A9	31.14797	DArT	1
XbrPb-658752	brpb-658752	A9	31.14797	DArT	1
XbrPb-659427	brpb-659427	A9	31.14797	DArT	1
XbrPb-659823	brpb-659823	A9	31.14797	DArT	1
XbrPb-660428	brpb-660428	A9	31.14797	DArT	1
XbrPb-662816	brpb-662816	A9	31.14797	DArT	1
XbrPb-809030	brpb-809030	A9	31.14797	DArT	1
XbrPb-809053	brpb-809053	A9	31.14797	DArT	1
XbrPb-809065	brpb-809065	A9	31.14797	DArT	1
XbrPb-839095	brpb-839095	A9	31.14797	DArT	1
XCNU465	cnu465	A9	31.485	Non-DArT	0
XH081N08-1	h081n08-1	A9	32.143	Non-DArT	0
XKC20280-2	kc20280-2	A9	32.748	Non-DArT	0
XB025M01-1	b025m01-1	A9	33.9	Non-DArT	0
XS009B06-2	s009b06-2	A9	34.698	Non-DArT	0
XbrPb-658174	brpb-658174	A9	35.949693	DArT	1
XBRMS-247	brms-247	A9	36.416	Non-DArT	0
XbrPb-659007	brpb-659007	A9	37.156058	DArT	1
XbrPb-661001	brpb-661001	A9	37.75924	DArT	1
XbrPb-658230	brpb-658230	A9	37.812221	DArT	1
XB019F12-3	b019f12-3	A9	38.221	Non-DArT	0
XbrPb-809496	brpb-809496	A9	39.268135	DArT	1
XbrPb-661382	brpb-661382	A9	40.633763	DArT	1
XbrPb-670189	brpb-670189	A9	40.633763	DArT	1
XbrPb-670978	brpb-670978	A9	40.633763	DArT	1
XB063K02-1	b063k02-1	A9	40.65	Non-DArT	0
XbrPb-663196	brpb-663196	A9	40.664819	DArT	1
XsN11670b	sn11670b	A9	41.833	Non-DArT	0
XKBrH071P14-25	kbrh071p14-25	A9	43.1	Non-DArT	0
XNa10B07	na10b07	A9	44.125	Non-DArT	0
XH012J09-2	h012j09-2	A9	44.81	Non-DArT	0
XCNU296	cnu296	A9	46.931	Non-DArT	0
XB036H01-2	b036h01-2	A9	47.69	Non-DArT	0
XZAAS246b	zaas246b	A9	50.84	Non-DArT	0
XbrPb-660373	brpb-660373	A9	51.686	DArT	1
XKBrB073D09-12	kbrb073d09-12	A9	52.292	Non-DArT	0
XB073D09-1	b073d09-1	A9	53.123	Non-DArT	0
XbrPb-839673	brpb-839673	A9	55.882	DArT	1
XbrPb-671072	brpb-671072	A9	57.431521	DArT	1
XbrPb-658111	brpb-658111	A9	57.583	DArT	1
XbrPb-838593	brpb-838593	A9	57.598	DArT	1
XbrPb-808323	brpb-808323	A9	57.678	DArT	1
XB088I08-3	b088i08-3	A9	61.634	Non-DArT	0
XKR30900-1	kr30900-1	A9	62.098	Non-DArT	0
XbrPb-658724	brpb-658724	A9	65.698231	DArT	1
Xniab003	niab003	A9	66.963	Non-DArT	0
Xniab004	niab004	A9	67.386	Non-DArT	0
XCNU076	cnu076	A9	67.413	Non-DArT	0
XbrPb-808599	brpb-808599	A9	67.515864	DArT	1
XbrPb-809585	brpb-809585	A9	67.965	DArT	1
XbrPb-658696	brpb-658696	A9	68.119	DArT	1
XbrPb-659894	brpb-659894	A9	68.183	DArT	1
XbrPb-661587	brpb-661587	A9	69.249	DArT	1
Xniab047	niab047	A9	69.902	Non-DArT	0
Xniab127	niab127	A9	71.083	Non-DArT	0
XIGF1207c	igf1207c	A9	71.664	Non-DArT	0
XNa10A08	na10a08	A9	71.901	Non-DArT	0
XCB10029	cb10029	A9	72.211	Non-DArT	0
XbrPb-658420	brpb-658420	A9	72.978	DArT	1
XbrPb-663524	brpb-663524	A9	73.012046	DArT	1
XbrPb-670740	brpb-670740	A9	73.251	DArT	1
